hanzi_id,hanzi,combinations
60337,交通工具,公共交通工具｜交通工具类型｜交通工具发展
60338,水管,水管破裂｜水管维修｜水管系统
60339,畏惧,心生畏惧｜无所畏惧｜畏惧心理
60340,摊位,摆摊位｜摊位费｜摊位出租
60341,汇聚,汇聚一堂｜汇聚力量｜汇聚点
60343,泄漏,信息泄漏｜泄漏秘密｜泄漏气体
60344,觉醒,民族觉醒｜觉醒意识｜觉醒年代
60345,跋涉,长途跋涉｜跋涉艰辛｜跋涉千里
60346,化验,血液化验｜化验结果｜化验室
60347,蛋糕,生日蛋糕｜奶油蛋糕｜蛋糕店
60348,动产,动产抵押｜动产登记｜动产管理
60349,莲花,白莲花｜莲花座｜莲花池
60350,政体,政治政体｜政体改革｜政体类型
60352,订立,订立合同｜订立条约｜订立协议
60354,各处,各处寻找｜各处分布｜各处走访
60355,真切,感觉真切｜真切体会｜真切表达
60356,哺乳,哺乳动物｜哺乳期｜哺乳喂养
60358,退化,功能退化｜物种退化｜退化现象
60359,炎热,天气炎热｜炎热夏季｜炎热难耐
60360,有线电,有线电视｜有线电话｜有线网络
60361,疏散,人员疏散｜疏散通道｜疏散演练
60362,半晌,半晌不语｜半晌功夫｜半晌沉思
60363,山头,占领山头｜山头主义｜山头景色
60364,先知,宗教先知｜先知先觉｜先知预言
60365,带队,带队老师｜带队领导｜带队参赛
60366,护林,护林员｜护林工作｜护林防火
60367,骚乱,社会骚乱｜骚乱事件｜骚乱局面
60368,旅游市场,国际旅游市场｜旅游市场发展｜旅游市场分析
60370,复习,复习功课｜复习资料｜复习计划
60371,质地,质地柔软｜质地优良｜材料质地
60373,相符,完全相符｜相符程度｜相符要求
60374,交际,社交交际｜交际能力｜交际场合
60376,洪峰,洪峰过境｜洪峰水位｜洪峰流量
60378,分厂,分厂管理｜分厂设立｜分厂生产
60379,五角大楼,美国五角大楼｜五角大楼官员｜五角大楼新闻
60380,征税,征税制度｜征税权力｜征税标准
60381,纵深,战略纵深｜纵深发展｜纵深推进
60382,避难,避难所｜紧急避难｜避难措施
60383,地雷,埋地雷｜地雷阵｜地雷危险
60384,矿泉,矿泉水｜矿泉水质｜矿泉饮料
60385,支票,现金支票｜支票支付｜支票账户
60387,太阳能,太阳能电池｜太阳能热水器｜太阳能发电
60389,矿务,矿务局｜矿务管理｜矿务工作
60390,航天飞机,航天飞机发射｜航天飞机计划｜航天飞机技术
60391,雪地,雪地靴｜雪地摩托｜雪地行军
60392,治沙,治沙工程｜治沙造林｜治沙工作
60393,王后,王后陛下｜王后加冕｜王后礼服
60394,集贸市场,集贸市场管理｜集贸市场交易｜集贸市场建设
60395,马兰,马兰花｜马兰头｜马兰基地
60396,信访,信访工作｜信访部门｜信访条例
60397,约会,约会对象｜约会地点｜约会时间
60398,匮乏,资源匮乏｜物资匮乏｜能源匮乏
60399,家当,家当丰厚｜家当清点｜全部家当
60400,大嫂,大嫂做饭｜大嫂照顾｜大嫂帮忙
60401,喜人,成绩喜人｜形势喜人｜增长喜人
60402,保险费,保险费缴纳｜保险费计算｜保险费率
60403,执业,执业医师｜执业证书｜执业资格
60405,方方面面,方方面面考虑｜方方面面照顾｜方方面面涉及
60406,通风,通风设备｜通风系统｜通风良好
60407,打捞,打捞作业｜打捞沉船｜打捞公司
60408,鞋子,鞋子尺码｜鞋子品牌｜鞋子款式
60409,庄园,葡萄酒庄园｜私人庄园｜庄园主人
60410,类别,产品类别｜图书类别｜人员类别
60411,展品,展品展示｜展品介绍｜展品保护
60412,想必,想必如此｜想必知道｜想必同意
60413,单人,单人房间｜单人游戏｜单人旅行
60414,专款,专款专用｜专项专款｜专款拨付
60416,大笔,大笔资金｜大笔交易｜大笔捐款
60417,的姐,的姐开车｜的姐服务｜的姐工作
60418,新奇,新奇事物｜新奇想法｜新奇体验
60419,新式,新式武器｜新式服装｜新式教育
60421,劣势,处于劣势｜竞争劣势｜劣势明显
60422,庄重,庄重严肃｜庄重仪式｜庄重举止
60423,门子,走后门子｜门子关系｜门子打开
60424,教士,传教士｜教士袍｜教士讲道
60425,有礼,彬彬有礼｜待人接物有礼｜有礼有节
60426,呕吐,呕吐症状｜呕吐感｜呕吐物
60427,过失,过失杀人｜过失责任｜重大过失
60429,留念,合影留念｜毕业留念｜留念照片
60430,举例,举例说明｜举例论证｜举例解释
60431,响声,响声巨大｜响声传来｜响声震耳
60432,轨迹,运行轨迹｜人生轨迹｜卫星轨迹
60433,胖子,胖子减肥｜胖子运动｜胖子形象
60434,京华,京华烟云｜京华时报｜京华梦
60436,恪守,恪守承诺｜恪守职责｜恪守纪律
60437,甘草,甘草片｜甘草糖｜甘草药
60439,外形,外形设计｜外形美观｜外形尺寸
60440,生猪,生猪养殖｜生猪价格｜生猪市场
60441,跃进,跃进计划｜大跃进｜跃进发展
60442,多头,多头管理｜多头交易｜多头市场
60443,北欧,北欧国家｜北欧风格｜北欧神话
60447,工商业,工商业发展｜工商业联合会｜工商业管理
60448,轻视,轻视他人｜轻视困难｜轻视对手
60449,西医,西医治疗｜西医医院｜西医理论
60450,终端,电脑终端｜终端设备｜终端用户
60451,估价,估价评估｜估价报告｜房产估价
60453,女神,女神像｜女神节｜女神形象
60454,上书,上书建议｜上书皇帝｜上书请愿
60455,单元,单元测试｜单元楼｜单元教学
60456,心病,心病难医｜心病还需心药医｜心病治疗
60460,录用,录用通知｜录用标准｜录用人员
60461,党代表,党代表会议｜党代表选举｜党代表职责
60462,偶像,偶像崇拜｜偶像团体｜偶像剧
60463,内企,内企发展｜内企管理｜内企改革
60464,正月,正月十五｜正月春节｜正月初一
60465,起爆,起爆装置｜起爆时间｜起爆按钮
60466,专注,专注工作｜专注学习｜专注精神
60467,判刑,判刑十年｜判刑标准｜判刑决定
60468,烟花,烟花表演｜烟花晚会｜烟花厂
60469,强奸,强奸罪｜强奸案件｜强奸指控
60470,火腿,火腿肠｜火腿片｜金华火腿
60471,股东大会,股东大会召开｜股东大会决议｜股东大会通知
60472,惨重,损失惨重｜伤亡惨重｜代价惨重
60473,契约,签订契约｜契约精神｜契约关系
60474,出力,出力帮忙｜出力建设｜出力气
60476,重演,历史重演｜悲剧重演｜重演一遍
60477,敌军,敌军进攻｜敌军部队｜敌军阵地
60478,河口,河口地区｜河口三角洲｜河口治理
60479,致病,致病因素｜致病机理｜致病细菌
60481,刻印,刻印印章｜刻印技术｜刻印文字
60483,组装,组装电脑｜组装零件｜组装过程
60484,入伍,入伍参军｜入伍体检｜入伍通知
60485,旁观,旁观者清｜旁观态度｜旁观比赛
60486,奋勇,奋勇前进｜奋勇杀敌｜奋勇争先
60487,充沛,精力充沛｜雨水充沛｜资源充沛
60489,煽动,煽动情绪｜煽动叛乱｜煽动言论
60491,讲学,讲学活动｜讲学内容｜讲学邀请
60492,惊醒,惊醒梦中｜惊醒过来｜惊醒声音
60493,误区,认识误区｜陷入误区｜误区分析
60494,情调,浪漫情调｜异国情调｜情调高雅
60495,自救,自救措施｜自救能力｜自救方法
60496,撤回,撤回申请｜撤回决定｜撤回部队
60497,油管,油管视频｜油管平台｜油管博主
60498,全胜,取得全胜｜全胜纪录｜全胜战绩
60499,除夕,除夕夜｜除夕晚会｜除夕团圆
60500,作准,作准规定｜作准标准｜作准依据
60501,去处,去处不明｜去处选择｜好去处
60502,心力,心力交瘁｜心力不足｜全神贯注心力
60505,富翁,百万富翁｜富翁生活｜富翁排行榜
60506,盲人,盲人按摩｜盲人点字｜盲人导向
60507,惊异,令人惊异｜惊异表情｜惊异发现
60508,心跳,心跳加速｜心跳声｜心跳监测
60509,勇士,勇士队｜勇士精神｜勇士勋章
60511,编剧,编剧工作｜编剧人员｜电影编剧
60513,全员,全员参与｜全员大会｜全员培训
60514,护送,护送任务｜护送人员｜安全护送
60516,科举,科举考试｜科举制度｜科举时代
60517,军警,军警人员｜军警联合｜军警部队
60518,额头,额头出汗｜额头皱纹｜额头受伤
60520,浮现,浮现眼前｜浮现脑海｜浮现笑容
60521,史诗,史诗电影｜史诗作品｜史诗级别
60522,上文,上文提到｜上文所述｜联系上文
60523,不凡,能力不凡｜气质不凡｜成就不凡
60525,清真寺,清真寺礼拜｜清真寺建筑｜清真寺文化
60526,行文,行文流畅｜行文风格｜行文规范
60527,代办,代办业务｜代办服务｜代办事项
60528,热切,热切期待｜热切希望｜热切关注
60529,惊恐,惊恐万分｜惊恐表情｜惊恐不安
60530,叫喊,大声叫喊｜叫喊声｜叫喊助威
60531,限定,限定时间｜限定数量｜限定条件
60532,辩证法,辩证法思想｜辩证法原理｜辩证法研究
60533,满腔,满腔热血｜满腔热情｜满腔怒火
60535,忙于,忙于工作｜忙于学习｜忙于家务
60536,概率,概率统计｜概率论｜概率计算
60537,盒子,纸盒子｜礼物盒子｜音乐盒子
60538,诗意,诗意盎然｜诗意生活｜诗意表达
60539,把门,把门关上｜把门打开｜把门守卫
60540,状元,高考状元｜状元及第｜状元红
60541,中叶,十九世纪中叶｜明代中叶｜中叶时期
60542,售后服务,售后服务好｜售后服务电话｜售后服务政策
60543,苏维埃,苏维埃政权｜苏维埃政府｜苏维埃时期
60545,求人,求人办事｜求人帮忙｜求人不如求己
60546,求生,求生欲望｜求生本能｜野外求生
60547,学士,文学学士｜学士学位｜学士服
60549,关爱,关爱老人｜关爱儿童｜关爱生命
60550,忍耐,忍耐力强｜忍耐痛苦｜忍耐极限
60551,参战,参战部队｜参战国家｜自愿参战
60552,喊叫,大声喊叫｜喊叫声｜惊恐喊叫
60553,掠夺,掠夺资源｜掠夺财富｜武装掠夺
60554,代为,代为办理｜代为转达｜代为保管
60555,段落,文章段落｜段落大意｜段落结构
60556,天亮,天亮之前｜天亮起床｜天亮时分
60557,骗取,骗取钱财｜骗取信任｜诈骗骗取
60558,下边,下边部分｜下边留言｜下边介绍
60559,航海,航海技术｜航海时代｜航海探险
60560,创利,创利能力｜创利目标｜企业创利
60562,践踏,践踏草坪｜践踏人权｜肆意践踏
60563,形式主义,形式主义作风｜反对形式主义｜形式主义问题
60564,同感,深有同感｜同感身受｜产生同感
60566,调剂,调剂生活｜调剂心情｜药品调剂
60567,想象力,丰富想象力｜发挥想象力｜想象力丰富
60568,高强,武功高强｜能力高强｜本领高强
60569,版面,报纸版面｜版面设计｜版面布局
60570,荒凉,荒凉地带｜荒凉景象｜荒凉沙漠
60571,难堪,处境难堪｜感到难堪｜难堪局面
60572,工时,工作时间｜工时制度｜缩短工时
60575,书局,中华书局｜书局出版｜书局书店
60576,野兽,凶猛野兽｜野兽出没｜野兽袭击
60577,口吻,严肃口吻｜亲切口吻｜命令口吻
60578,顺手,顺手牵羊｜顺手帮忙｜顺手关门
60580,名副其实,名副其实的｜名副其实的成功｜名副其实的冠军
60581,标价,商品标价｜标价签｜明码标价
60582,单身,单身贵族｜单身生活｜单身男女
60583,特级,特级教师｜特级茶叶｜特级保护
60584,请示,向上级请示｜请示报告｜请示工作
60585,规模经营,规模经营模式｜农业规模经营｜企业规模经营
60586,打扫,打扫卫生｜打扫房间｜打扫干净
60588,痴迷,痴迷游戏｜痴迷音乐｜痴迷程度
60589,结盟,结盟国家｜结盟协议｜军事结盟
60590,判定,判定结果｜判定标准｜法院判定
60591,雪白,雪白的衣服｜雪白的牙齿｜雪白的墙壁
60592,自传,写自传｜自传体｜名人自传
60593,精密,精密仪器｜精密计算｜精密制造
60594,户外,户外运动｜户外活动｜户外广告
60595,过日子,好好过日子｜过日子艰难｜平凡过日子
60598,品味,品味生活｜品味高雅｜艺术品味
60599,话机,电话话机｜无线话机｜话机设备
60600,多姿,多姿多彩｜多姿生活｜舞姿多姿
60601,无畏,无畏精神｜无畏勇士｜勇敢无畏
60602,领空,领空主权｜领空安全｜侵犯领空
60603,回信,写回信｜等待回信｜及时回信
60604,勉励,互相勉励｜勉励话语｜勉励学习
60605,售货,售货员｜售货柜台｜售货服务
60606,技术含量,技术含量高｜技术含量低｜提升技术含量
60607,词典,汉语词典｜电子词典｜词典释义
60609,心境,心境平和｜心境开阔｜心境变化
60610,筷子,一双筷子｜筷子文化｜使用筷子
60612,天赋,天赋异禀｜音乐天赋｜天赋才能
60613,国库券,购买国库券｜国库券发行｜国债国库券
60614,免除,免除职务｜免除债务｜免除处罚
60615,过错,承认过错｜改正过错｜过错责任
60616,祥和,祥和气氛｜祥和节日｜社会祥和
60617,挑衅,挑衅行为｜挑衅话语｜军事挑衅
60618,渊源,历史渊源｜文化渊源｜渊源深厚
60620,有损,有损形象｜有损健康｜有损利益
60621,弃权,投票弃权｜弃权声明｜选择弃权
60622,获释,获释出狱｜人质获释｜早日获释
60625,海事,海事局｜海事法律｜海事安全
60626,酒精,酒精消毒｜酒精含量｜酒精饮料
60627,电动,电动汽车｜电动工具｜电动牙刷
60628,原子弹,原子弹爆炸｜原子弹试验｜原子弹威力
60629,上访,上访群众｜上访问题｜依法上访
60630,候补,候补委员｜候补名单｜候补人选
60632,盐湖,盐湖城｜盐湖资源｜盐湖景观
60633,嫉妒,嫉妒心强｜嫉妒别人｜心生嫉妒
60634,雨量,雨量充沛｜雨量统计｜雨量分布
60635,出人意料,出人意料的结果｜出人意料的结局｜出人意料的决定
60636,居高不下,居高不下的房价｜居高不下的温度｜居高不下的利率
60637,多情,多情种子｜多情善感｜多情公子
60638,机车,机车骑士｜机车维修｜机车文化
60639,素养,文化素养｜道德素养｜职业素养
60640,古建,古建筑群｜古建筑保护｜古建筑修复
60641,刑事犯,刑事犯罪｜刑事犯罪嫌疑人｜刑事犯罪案件
60642,居室,居室装修｜居室环境｜居室设计
60643,上路,准备上路｜安全上路｜顺利上路
60644,制剂,药物制剂｜中药制剂｜制剂工艺
60645,重担,肩负重担｜卸下重担｜生活重担
60646,台胞,台胞回乡｜台胞投资｜台胞证
60648,古时,古时候｜古时风俗｜古时建筑
60649,应运,应运而生｜应运而兴｜应运而起
60650,美术馆,美术馆展览｜美术馆藏品｜美术馆建筑
60652,只管,只管去做｜只管放心｜只管努力
60653,板块,板块运动｜板块轮动｜板块划分
60655,商品化,商品化生产｜商品化运作｜商品化进程
60656,总装,总装车间｜总装测试｜总装完成
60657,外方,外方代表｜外方投资｜外方人员
60658,性病,性病防治｜性病传播｜性病检测
60659,声色,声色俱厉｜声色犬马｜不动声色
60660,焚烧,焚烧垃圾｜焚烧文件｜焚烧秸秆
60661,薪水,薪水待遇｜薪水水平｜薪水发放
60664,下定,下定决心｜下定决心｜下定订单
60665,绝非,绝非偶然｜绝非易事｜绝非虚言
60666,商厦,大型商厦｜商厦购物｜商厦经营
60667,功课,做功课｜功课完成｜功课辅导
60668,突然间,突然间出现｜突然间消失｜突然间想起
60669,低估,低估风险｜低估难度｜低估对手
60670,严寒,严寒天气｜严寒冬季｜严寒地区
60671,点子,好点子｜点子多｜创意点子
60673,阵雨,阵雨天气｜阵雨来临｜阵雨过后
60674,胆子,胆子大｜胆子小｜壮胆子
60675,辨认,辨认身份｜辨认方向｜辨认字迹
60676,降温,降温措施｜降温设备｜降温幅度
60677,集市,集市贸易｜集市热闹｜农村集市
60679,得天独厚,得天独厚的条件｜得天独厚的优势｜得天独厚的地理位置
60680,毕生,毕生精力｜毕生心血｜毕生追求
60682,党纪,党纪处分｜党纪严明｜遵守党纪
60683,平坦,道路平坦｜平坦地形｜平坦开阔
60684,上阵,亲自上阵｜准备上阵｜临阵上阵
60686,乙烯,乙烯生产｜乙烯装置｜乙烯化工
60688,质检,质量检测｜质检报告｜质检标准
60691,普遍性,普遍性问题｜普遍性规律｜普遍性现象
60692,聆听,聆听教诲｜聆听音乐｜聆听意见
60693,相称,相称的职位｜相称的待遇｜名实相称
60694,眨眼,眨眼之间｜眨眼示意｜不停眨眼
60695,清单,购物清单｜任务清单｜清单列表
60696,主治,主治医师｜主治医生｜主治疾病
60697,呼啸,呼啸而过｜狂风呼啸｜呼啸声
60699,分担,分担责任｜分担工作｜分担压力
60700,中标,中标单位｜中标项目｜成功中标
60701,意想,意想不到｜意想之外｜意想之中
60703,衣物,清洗衣物｜衣物整理｜衣物捐赠
60704,听证会,召开听证会｜听证会程序｜听证会记录
60705,压制,压制情绪｜压制对手｜压制声音
60707,社交,社交活动｜社交能力｜社交场合
60708,代号,秘密代号｜代号命名｜使用代号
60709,集散,集散中心｜货物集散｜旅客集散
60710,警示,警示标志｜警示作用｜警示他人
60712,断然,断然拒绝｜断然决定｜断然措施
60713,不妥,做法不妥｜言辞不妥｜行为不妥
60714,交手,交手过招｜交手记录｜首次交手
60716,明晰,思路明晰｜界限明晰｜目标明晰
60717,机密,国家机密｜商业机密｜机密文件
60718,火光,火光冲天｜火光闪耀｜火光映照
60720,威风,威风凛凛｜威风八面｜耍威风
60721,国度,文明国度｜强大国度｜古老国度
60722,老头子,老老头子｜老头子说话｜老头子散步
60723,部族,少数民族部族｜部族文化｜部族首领
60724,窒息,窒息死亡｜窒息感觉｜令人窒息
60725,罐头,罐头食品｜水果罐头｜罐头厂
60729,早晚,早晚温差｜早晚各一次｜早晚的事
60730,珍视,珍视友谊｜珍视生命｜珍视机会
60731,减缓,减缓压力｜减缓速度｜减缓疼痛
60732,会首,会首主持｜会首致辞｜会首选举
60734,扫描,扫描二维码｜全身扫描｜扫描文件
60735,多边贸易,多边贸易协定｜多边贸易体系｜多边贸易谈判
60736,刷新,刷新纪录｜刷新页面｜刷新数据
60737,反战,反战运动｜反战示威｜反战思想
60738,别看,别看表面｜别看现在｜别看轻
60740,高昂,价格高昂｜士气高昂｜情绪高昂
60741,特等,特等奖｜特等舱｜特等座位
60742,乘机,乘机出行｜乘机逃跑｜乘机而入
60743,共鸣,产生共鸣｜引起共鸣｜情感共鸣
60745,瀑布,瀑布景观｜瀑布飞泻｜瀑布声音
60746,笔墨,笔墨纸砚｜笔墨官司｜笔墨生涯
60747,劳累,身体劳累｜劳累过度｜消除劳累
60748,词语,词语解释｜词语搭配｜词语学习
60749,宾客,宾客盈门｜宾客接待｜尊贵宾客
60750,色泽,色泽鲜艳｜色泽均匀｜色泽光亮
60751,再造,再造之恩｜再造辉煌｜组织再造
60752,葡萄酒,葡萄酒庄｜葡萄酒酿造｜红葡萄酒
60754,时速,时速限制｜最高时速｜平均时速
60755,海岛,海岛风光｜海岛旅游｜海岛居民
60756,货款,支付货款｜拖欠货款｜货款结算
60757,知青,知青下乡｜知青岁月｜知青群体
60758,不支,体力不支｜精神不支｜难以支撑
60759,屏障,天然屏障｜心理屏障｜安全屏障
60760,公害,环境污染公害｜社会公害｜公害防治
60761,入网,手机入网｜宽带入网｜入网许可证
60762,苦干,埋头苦干｜辛勤苦干｜苦干实干
60763,一端,事情的一端｜绳子一端｜观点一端
60764,字眼,关键字眼｜敏感字眼｜字眼选择
60765,兵器,古代兵器｜核兵器｜兵器库
60766,功勋,立下功勋｜功勋卓著｜功勋奖章
60767,就近,就近入学｜就近工作｜就近原则
60768,谎言,散布谎言｜识破谎言｜善意谎言
60769,和好,握手和好｜夫妻和好｜和好如初
60770,初级阶段,社会主义初级阶段｜初级阶段理论｜处于初级阶段
60771,头衔,学术头衔｜荣誉头衔｜头衔称号
60772,人声,人声鼎沸｜人声嘈杂｜人声录音
60773,探明,探明储量｜探明真相｜探明路线
60774,灭火,消防灭火｜灭火器｜灭火系统
60775,归结,归结原因｜归结为｜问题归结
60776,稳固,地位稳固｜基础稳固｜稳固发展
60777,任用,任用干部｜任用人才｜任用制度
60778,因果,因果关系｜因果报应｜因果律
60779,肇事,肇事逃逸｜交通事故肇事｜肇事司机
60780,出兵,出兵干预｜出兵援助｜出兵征讨
60781,客观上,客观上存在｜客观上需要｜客观上的原因
60783,津津,津津有味｜津津乐道｜兴趣津津
60784,致死,中毒致死｜事故致死｜致死原因
60786,水土保持,水土保持工程｜水土保持措施｜水土保持法
60788,粮农,粮农组织｜粮农生产｜粮农政策
60789,鉴别,真伪鉴别｜文物鉴别｜鉴别能力
60790,空难,空难事故｜空难调查｜空难幸存者
60791,政治制度,民主政治制度｜政治制度改革｜政治制度比较
60792,世博会,上海世博会｜世博会园区｜世博会展览
60794,耕耘,辛勤耕耘｜文化耕耘｜耕耘土地
60795,尘暴,沙尘暴｜尘暴天气｜尘暴防护
60796,收录,收录文章｜收录歌曲｜收录标准
60797,处方,医生处方｜中药处方｜处方药
60798,卢布,俄罗斯卢布｜卢布汇率｜卢布贬值
60799,军阀,北洋军阀｜军阀混战｜军阀割据
60800,自由泳,自由泳比赛｜自由泳技术｜自由泳训练
60801,远征,远征军｜太空远征｜远征探险
60802,任免,干部任免｜任免文件｜任免权限
60803,清查,清查账目｜清查资产｜全面清查
60804,生火,生火做饭｜野外生火｜生火工具
60805,风筝,放风筝｜风筝比赛｜风筝制作
60806,步履,步履维艰｜步履轻盈｜步履匆匆
60807,思绪,思绪万千｜思绪纷乱｜整理思绪
60808,风趣,幽默风趣｜说话风趣｜风趣幽默
60810,矗立,巍然矗立｜高楼矗立｜矗立在山顶
60811,总分,考试总分｜总分排名｜总分计算
60813,波澜,波澜壮阔｜波澜起伏｜心中波澜
60816,开关,电源开关｜开关按钮｜开关控制
60817,京师,京师大学堂｜京师保卫战｜抵达京师
60818,与众不同,与众不同的人｜与众不同的设计｜与众不同的观点
60820,追捕,追捕逃犯｜警方追捕｜追捕行动
60821,上达,上达天听｜下情上达｜上达领导
60822,搭配,词语搭配｜合理搭配｜搭配技巧
60823,名目,各种名目｜名目繁多｜巧立名目
60825,八成,八成把握｜八成新｜八成概率
60826,才干,施展才干｜才干出众｜领导才干
60827,幸亏,幸亏及时｜幸亏有你｜幸亏帮忙
60828,论断,科学论断｜重要论断｜论断正确
60829,问卷,调查问卷｜问卷设计｜问卷分析
60830,枕头,羽绒枕头｜枕头大战｜枕头舒适
60831,歌舞团,民族歌舞团｜歌舞团演出｜歌舞团成员
60832,转基因,转基因食品｜转基因技术｜转基因作物
60834,放射性,放射性元素｜放射性污染｜放射性检测
60835,宾主,宾主尽欢｜宾主关系｜宾主双方
60836,企业文化,建设企业文化｜企业文化内涵｜企业文化传播
60838,遗弃,遗弃儿童｜遗弃宠物｜遗弃财产
60839,机枪,重机枪｜机枪扫射｜机枪手
60841,善意,善意提醒｜善意谎言｜抱有善意
60842,乔木,高大乔木｜乔木树种｜乔木林
60843,控告,控告犯罪｜控告侵权｜控告信
60844,加热,加热食物｜加热装置｜加热过程
60845,糊糊,玉米糊糊｜脑子糊糊｜糊糊状
60846,意境,诗歌意境｜山水意境｜意境深远
60847,讲课,老师讲课｜讲课内容｜讲课风格
60848,父老,家乡父老｜父老乡亲｜告慰父老
60849,难为,难为情｜难为人｜难为之事
60851,退还,退还货款｜退还礼物｜退还申请
60852,烧毁,烧毁文件｜烧毁证据｜大火烧毁
60853,不振,精神不振｜经济不振｜萎靡不振
60854,行道,人行道｜行道树｜仁义行道
60855,偷渡,非法偷渡｜偷渡客｜偷渡案件
60856,无理,无理取闹｜无理要求｜蛮横无理
60857,债权人,债权人权益｜债权人会议｜债权人权利
60859,谣言,散布谣言｜谣言四起｜辟谣谣言
60860,炎黄,炎黄子孙｜炎黄文化｜炎黄始祖
60862,照相机,数码照相机｜照相机镜头｜照相机品牌
60863,铺设,铺设管道｜铺设铁路｜铺设地毯
60864,奉命,奉命执行｜奉命出征｜奉命行事
60865,开张,店铺开张｜开张营业｜开张典礼
60866,幸好,幸好及时｜幸好没事｜幸好发现
60867,飘扬,红旗飘扬｜飘扬的旗帜｜随风飘扬
60868,坚韧,性格坚韧｜坚韧不拔｜材料坚韧
60869,优越性,制度优越性｜显示优越性｜优越性明显
60870,默契,配合默契｜达成默契｜默契程度
60871,冷清,场面冷清｜生意冷清｜冷清寂寞
60872,情理,合情合理｜情理之中｜通情达理
60873,据实,据实相告｜据实上报｜据实陈述
60874,下月,下个月｜下月初｜下月底
60875,首选,首选方案｜首选目标｜首选产品
60876,事机,事机不密｜事机败露｜事机泄露
60877,视频,视频通话｜视频会议｜视频网站
60879,不畅,交通不畅｜呼吸不畅｜流通不畅
60880,专电,专电报道｜专电发送｜专电通知
60881,缔结,缔结条约｜缔结盟约｜缔结契约
60882,按期,按期完成｜按期交付｜按期付款
60883,威信,威信扫地｜树立威信｜威信很高
60884,覆盖面,覆盖面广｜扩大覆盖面｜覆盖面不足
60885,不见得,不见得对｜不见得好｜不见得会
60886,相干,毫不相干｜互不相干｜相干函数
60887,简洁,简洁明了｜简洁有力｜简洁大方
60888,该死,真该死｜该死的｜该死的东西
60889,雨天,下雨天｜雨天路滑｜雨天行车
60890,会意,会意一笑｜会意点头｜会意眼神
60893,初衷,不忘初心｜初衷不改｜初衷良好
60894,室外,室外活动｜室外温度｜室外运动
60895,主线,故事主线｜主线任务｜主线剧情
60896,尖叫,大声尖叫｜尖叫声音｜尖叫起来
60897,要塞,军事要塞｜边防要塞｜要塞防御
60899,推崇,备受推崇｜推崇备至｜推崇有加
60900,千米,一千米｜千米长跑｜千米距离
60901,无尽,无尽的爱｜无尽思念｜无尽深渊
60902,眼皮,眼皮跳动｜眼皮沉重｜眼皮底下
60903,头球,头球攻门｜头球得分｜头球技术
60904,召唤,召唤神龙｜召唤兽｜召唤朋友
60905,狂欢,狂欢节｜狂欢之夜｜狂欢派对
60906,枪杀,枪杀案｜枪杀事件｜枪杀无辜
60907,负重,负重前行｜负重训练｜负重能力
60908,突起,突然突起｜岩石突起｜突起部分
60909,诺言,遵守诺言｜违背诺言｜许下诺言
60910,风声,走漏风声｜风声很紧｜风声鹤唳
60911,耻辱,奇耻大辱｜耻辱感｜洗刷耻辱
60912,金星,金星奖｜金星运行｜闪耀金星
60913,通红,满脸通红｜眼睛通红｜通红发热
60915,定论,下定论｜早有定论｜科学定论
60916,私自,私自行动｜私自决定｜私自挪用
60917,逾期,逾期未还｜逾期付款｜逾期办理
60918,怒气,怒气冲冲｜平息怒气｜怒气爆发
60920,国家标准,符合国家标准｜国家标准制定
60921,退税,办理退税｜出口退税｜退税政策
60922,光亮,光线光亮｜表面光亮｜光亮如新
60923,购买力,购买力强｜购买力下降｜居民购买力
60925,口径,口径一致｜口径大小｜统计口径
60926,暴行,暴行累累｜残忍暴行｜谴责暴行
60927,忧心,忧心忡忡｜忧心不已｜忧心健康
60928,派驻,派驻机构｜派驻人员｜派驻海外
60929,亲生,亲生父母｜亲生子女｜亲生骨肉
60931,浩大,声势浩大｜规模浩大｜浩大工程
60933,自言自语,自言自语说｜自言自语道｜喜欢自言自语
60934,女婿,好女婿｜女婿上门｜孝顺女婿
60937,供货,供货商｜供货渠道｜及时供货
60938,被害,被害者｜被害人家属｜无辜被害
60939,投资基金,投资基金公司｜投资基金产品
60941,面色,面色苍白｜面色红润｜面不改色
60942,博得,博得同情｜博得好评｜博得掌声
60943,进货,进货渠道｜进货成本｜大量进货
60944,民权,民权运动｜民权保障｜民权法案
60945,警觉,提高警觉｜保持警觉｜警觉性高
60946,换句话说,换句话说就是｜换句话说就是
60947,仓储,仓储管理｜仓储物流｜仓储设施
60948,面相,面相好｜面相凶恶｜看面相
60950,南边,南边方向｜南边城市｜往南边走
60951,有线电视,有线电视网｜有线电视信号｜有线电视收费
60952,天涯,天涯海角｜浪迹天涯｜天涯论坛
60953,真挚,感情真挚｜真挚友谊｜真挚祝福
60954,导航,导航系统｜卫星导航｜导航软件
60955,荣耀,荣耀时刻｜荣耀归来｜无上荣耀
60956,电磁,电磁波｜电磁场｜电磁辐射
60957,愤慨,令人愤慨｜愤慨不已｜愤慨情绪
60958,孟子,孟子思想｜孟子学说｜孟子名言
60959,矿石,矿石资源｜铁矿石｜矿石开采
60960,迎新,迎新晚会｜迎新活动｜迎新工作
60961,佳绩,取得佳绩｜优异成绩｜再创佳绩
60962,假若,假若如此｜假若成功｜假若不行
60963,现役,现役军人｜现役球员｜现役部队
