hanzi_id,pinyin_id,hanzi,pinyin,status
15165,451651,八拜之交,bā bài zhī jiāo,success
15166,451661,八斗才,bā dǒu cái,success
15167,451671,八方,bā fāng,success
15168,451681,八旗,bā qí,success
15169,451691,八月节,bā yuè jié,success
15170,451701,八竿子打不着,bā gān zi dǎ bù zháo,success
15171,451711,八股,bā gǔ,success
15172,451721,八节,bā jié,success
15173,451731,八行书,bā háng shū,success
15174,451741,八角枫,bā jiǎo fēng,success
15175,451751,八路,bā lù,success
15176,451761,八路军,bā lù jūn,success
15177,451771,八辈子,bā bèi zi,success
15178,451781,八进制,bā jìn zhì,success
15179,451791,八面玲珑,bā miàn líng lóng,success
15180,451801,八音盒,bā yīn hé,success
15181,451811,公举,gōng jǔ,success
15182,451821,公了,gōng liǎo,success
15183,451831,公事,gōng shì,success
15184,451841,公产,gōng chǎn,success
15185,451851,公仆,gōng pú,success
15186,451861,公休,gōng xiū,success
15187,451871,公众,gōng zhòng,success
15188,451881,公会,gōng huì,success
15189,451891,公余,gōng yú,success
15190,451901,公使,gōng shǐ,success
15191,451911,公例,gōng lì,success
15192,451921,公信力,gōng xìn lì,success
15193,451931,公债,gōng zhài,success
15194,451941,公债券,gōng zhài quàn,success
15195,451951,公允,gōng yǔn,success
15196,451961,公公,gōng gong,success
15197,451971,公共,gōng gòng,success
15198,451981,公共关系,gōng gòng guān xì,success
15199,451991,公共积累,gōng gòng jī lěi,success
15200,452001,公决,gōng jué,success
15201,452011,公出,gōng chū,success
15202,452021,公函,gōng hán,success
15203,452031,公判,gōng pàn,success
15204,452041,公制,gōng zhì,success
15205,452051,公办,gōng bàn,success
15206,452061,公务员,gōng wù yuán,success
15207,452071,公助,gōng zhù,success
15208,452081,公历,gōng lì,success
15209,452091,公国,gōng guó,success
15210,452101,公堂,gōng táng,success
15211,452111,公墓,gōng mù,success
15212,452121,公子,gōng zǐ,success
15213,452131,公子王孙,gōng zǐ wáng sūn,success
15214,452141,公孙,gōng sūn,success
15215,452151,公安,gōng ān,success
15216,452161,公审,gōng shěn,success
15217,452171,公害,gōng hài,success
15218,452181,公家,gōng jia,success
15219,452191,公差,gōng chāi,success
15219,452192,公差,gōng chā,success
15220,452201,公帑,gōng tǎng,success
15221,452211,公干,gōng gàn,success
15222,452221,公平秤,gōng píng chèng,success
15223,452231,公开信,gōng kāi xìn,success
15224,452241,公式化,gōng shì huà,success
15225,452251,公德,gōng dé,success
15226,452261,公心,gōng xīn,success
15227,452271,公愤,gōng fèn,success
15228,452281,公房,gōng fáng,success
15229,452291,公所,gōng suǒ,success
15230,452301,公报,gōng bào,success
15231,452311,公报私仇,gōng bào sī chóu,success
15232,452321,公推,gōng tuī,success
15233,452331,公敌,gōng dí,success
15234,452341,公教人员,gōng jiào rén yuán,success
15235,452351,公文,gōng wén,success
15236,452361,公断,gōng duàn,success
15237,452371,公方,gōng fāng,success
15238,452381,公映,gōng yìng,success
15239,452391,公有,gōng yǒu,success
15240,452401,公有制,gōng yǒu zhì,success
15241,452411,公案,gōng àn,success
15242,452421,公款,gōng kuǎn,success
15243,452431,公母俩,gōng mu liǎ,success
15244,452441,公民权,gōng mín quán,success
15245,452451,公法,gōng fǎ,success
15246,452461,公派,gōng pài,success
15247,452471,公海,gōng hǎi,success
15248,452481,公演,gōng yǎn,success
15249,452491,公爹,gōng diē,success
15250,452501,公物,gōng wù,success
15251,452511,公理,gōng lǐ,success
15252,452521,公用,gōng yòng,success
15253,452531,公用事业,gōng yòng shì yè,success
15254,452541,公畜,gōng chù,success
15255,452551,公益,gōng yì,success
15256,452561,公益金,gōng yì jīn,success
15257,452571,公示,gōng shì,success
15258,452581,公社,gōng shè,success
15259,452591,公祭,gōng jì,success
15260,452601,公私,gōng sī,success
15261,452611,公私合营,gōng sī hé yíng,success
15262,452621,公积金,gōng jī jīn,success
15263,452631,公称,gōng chēng,success
15264,452641,公立,gōng lì,success
15265,452651,公章,gōng zhāng,success
15266,452661,公粮,gōng liáng,success
15267,452671,公约,gōng yuē,success
15268,452681,公职,gōng zhí,success
15269,452691,公股,gōng gǔ,success
15270,452701,公营,gōng yíng,success
15271,452711,公议,gōng yì,success
15272,452721,公论,gōng lùn,success
15273,452731,公设,gōng shè,success
15274,452741,公诉,gōng sù,success
15275,452751,公诉人,gōng sù rén,success
15276,452761,公诸同好,gōng zhū tóng hào,success
15277,452771,公费,gōng fèi,success
15278,452781,公路,gōng lù,success
15279,452791,公转,gōng zhuàn,success
15280,452801,公输,gōng shū,success
15281,452811,公馆,gōng guǎn,success
15282,452821,六一儿童节,liù yī r tóng jié,success
15283,452831,六书,liù shū,success
15284,452841,六亲,liù qīn,success
15285,452851,六亲不认,liù qīn bù rèn,success
15286,452861,六合,liù hé,success
15287,452871,六壬,liù rén,success
15288,452881,六弦琴,liù xián qín,success
15289,452891,六朝,liù cháo,success
15290,452901,六根,liù gēn,success
15291,452911,六欲,liù yù,success
15292,452921,六甲,liù jiǎ,success
15293,452931,六畜,liù chù,success
15294,452941,六神,liù shén,success
15295,452951,六神无主,liù shén wú zhǔ,success
15296,452961,六腑,liù fǔ,success
15297,452971,六艺,liù yì,success
15298,452981,六路,liù lù,success
15299,452991,六轮,liù lún,success
15300,453001,六部,liù bù,success
15301,453011,兰章,lán zhāng,success
15302,453021,兰花指,lán huā zhǐ,success
15303,453031,兰若,lán rě,success
15304,453041,兰谱,lán pǔ,success
15305,453051,共事,gòng shì,success
15306,453061,共产主义,gòng chǎn zhǔ yì,success
15307,453071,共产主义青年团,gòng chǎn zhǔ yì qīng nián tuán,success
15308,453081,共产党,gòng chǎn dǎng,success
15309,453091,共勉,gòng miǎn,success
15310,453101,共同体,gòng tóng tǐ,success
15311,453111,共同市场,gòng tóng shì chǎng,success
15312,453121,共同语言,gòng tóng yǔ yán,success
15313,453131,共和,gòng hé,success
15314,453141,共和制,gòng hé zhì,success
15315,453151,共处,gòng chǔ,success
15316,453161,共存,gòng cún,success
15317,453171,共居,gòng jū,success
15318,453181,共度,gòng dù,success
15319,453191,共性,gòng xìng,success
15320,453201,共总,gòng zǒng,success
15321,453211,共振,gòng zhèn,success
15322,453221,共栖,gòng qī,success
15323,453231,共犯,gòng fàn,success
15324,453241,共生,gòng shēng,success
15325,453251,共管,gòng guǎn,success
15326,453261,共聚,gòng jù,success
15327,453271,共议,gòng yì,success
15328,453281,共识,gòng shí,success
15329,453291,共通,gòng tōng,success
15330,453301,共青团,gòng qīng tuán,success
15331,453311,关上,guān shàng,success
15332,453321,关东,guān dōng,success
15333,453331,关东糖,guān dōng táng,success
15334,453341,关中,guān zhōng,success
15335,453351,关乎,guān hū,success
15336,453361,关书,guān shū,success
15337,453371,关内,guān nèi,success
15338,453381,关切,guān qiè,success
15339,453391,关卡,guān qiǎ,success
15340,453401,关厢,guān xiāng,success
15341,453411,关口,guān kǒu,success
15342,453421,关塞,guān sài,success
15343,453431,关外,guān wài,success
15344,453441,关头,guān tóu,success
15345,453451,关子,guān zi,success
15346,453461,关尺,guān chǐ,success
15347,453471,关山,guān shān,success
15348,453481,关张,guān zhāng,success
15349,453491,关押,guān yā,success
15350,453501,关注,guān zhù,success
15351,453511,关津,guān jīn,success
15352,453521,关涉,guān shè,success
15355,453551,关税,guān shuì,success
15356,453561,关税壁垒,guān shuì bì lěi,success
15357,453571,关紧,guān jǐn,success
15358,453581,关联,guān lián,success
15359,453591,关联词,guān lián cí,success
15360,453601,关节,guān jié,success
15361,453611,关说,guān shuō,success
15362,453621,关连,guān lián,success
15363,453631,关里,guān lǐ,success
15364,453641,关门,guān mén,success
15365,453651,关防,guān fáng,success
15367,453671,关饷,guān xiǎng,success
15368,453681,兴亡,xīng wáng,success
15369,453691,兴会,xìng huì,success
15370,453701,兴修,xīng xiū,success
15371,453711,兴兵,xīng bīng,success
15372,453721,兴冲冲,xìng chōng chōng,success
15373,453731,兴利除弊,xīng lì chú bì,success
15374,453741,兴办,xīng bàn,success
15375,453751,兴叹,xīng tàn,success
15376,453761,兴味,xìng wèi,success
15377,453771,兴国,xīng guó,success
15378,453781,兴头,xìng tou,success
15379,453791,兴妖作怪,xīng yāo zuò guài,success
15380,453801,兴学,xīng xué,success
15381,453811,兴工,xīng gōng,success
15382,453821,兴师,xīng shī,success
15383,453831,兴师动众,xīng shī dòng zhòng,success
15384,453841,兴建,xīng jiàn,success
15385,453851,兴盛,xīng shèng,success
15386,453861,兴致,xìng zhì,success
15387,453871,兴衰,xīng shuāi,success
15388,453881,兴许,xīng xǔ,success
15389,453891,兴起,xīng qǐ,success
15390,453901,兴革,xīng gé,success
15391,453911,兴风作浪,xīng fēng zuò làng,success
15392,453921,兵丁,bīng dīng,success
15393,453931,兵不厌诈,bīng bù yàn zhà,success
15394,453941,兵不血刃,bīng bù xuè rèn,success
15395,453951,兵临城下,bīng lín chéng xià,success
15396,453961,兵书,bīng shū,success
15397,453971,兵乱,bīng luàn,success
15398,453981,兵力,bīng lì,success
15399,453991,兵勇,bīng yǒng,success
15400,454001,兵卒,bīng zú,success
15401,454011,兵变,bīng biàn,success
15402,454021,兵员,bīng yuán,success
15403,454031,兵器,bīng qì,success
15404,454041,兵团,bīng tuán,success
15405,454051,兵士,bīng shì,success
15406,454061,兵家,bīng jiā,success
15407,454071,兵工厂,bīng gōng chǎng,success
15408,454081,兵差,bīng chāi,success
15409,454091,兵强马壮,bīng qiáng mǎ zhuàng,success
15410,454101,兵役,bīng yì,success
15411,454111,兵役法,bīng yì fǎ,success
15412,454121,兵戈,bīng gē,success
15413,454131,兵戎,bīng róng,success
15414,454141,兵权,bīng quán,success
15415,454151,兵棋,bīng qí,success
15416,454161,兵油子,bīng yóu zi,success
15417,454171,兵法,bīng fǎ,success
15418,454181,兵源,bīng yuán,success
15419,454191,兵火,bīng huǒ,success
15420,454201,兵灾,bīng zāi,success
15421,454211,兵痞,bīng pǐ,success
15422,454221,兵种,bīng zhǒng,success
15423,454231,兵站,bīng zhàn,success
15424,454241,兵符,bīng fú,success
15425,454251,兵舰,bīng jiàn,success
15426,454261,兵船,bīng chuán,success
15427,454271,兵荒马乱,bīng huāng mǎ luàn,success
15428,454281,兵营,bīng yíng,success
15429,454291,兵谏,bīng jiàn,success
15430,454301,兵贵神速,bīng guì shén sù,success
15431,454311,兵车,bīng chē,success
15432,454321,兵革,bīng gé,success
15433,454331,兵饷,bīng xiǎng,success
15434,454341,兵马俑,bīng mǎ yǒng,success
15435,454351,其它,qí tā,success
15436,454361,其貌不扬,qí mào bù yáng,success
15437,454371,其间,qí jiān,success
15438,454381,具体劳动,jù tǐ láo dòng,success
15440,454401,具保,jù bǎo,success
15441,454411,具名,jù míng,success
15442,454421,具文,jù wén,success
15443,454431,具有,jù yǒu,success
15444,454441,具结,jù jié,success
15445,454451,典借,diǎn jiè,success
15446,454461,典当,diǎn dàng,success
15447,454471,典押,diǎn yā,success
15448,454481,典故,diǎn gù,success
15449,454491,典章,diǎn zhāng,success
15450,454501,典籍,diǎn jí,success
15451,454511,典范,diǎn fàn,success
15452,454521,典雅,diǎn yǎ,success
15453,454531,养人,yǎng rén,success
15454,454541,养伤,yǎng shāng,success
15455,454551,养兵,yǎng bīng,success
15456,454561,养分,yǎng fèn,success
15457,454571,养地,yǎng dì,success
15458,454581,养女,yǎng nǚ,success
15459,454591,养媳妇,yǎng xí fù,success
15460,454601,养子,yǎng zǐ,success
15461,454611,养家,yǎng jiā,success
15462,454621,养尊处优,yǎng zūn chǔ yōu,success
15463,454631,养廉,yǎng lián,success
15464,454641,养性,yǎng xìng,success
15465,454651,养料,yǎng liào,success
15466,454661,养殖,yǎng zhí,success
15467,454671,养母,yǎng mǔ,success
15468,454681,养气,yǎng qì,success
15469,454691,养活,yǎng huo,success
15470,454701,养父,yǎng fù,success
15471,454711,养生,yǎng shēng,success
15472,454721,养病,yǎng bìng,success
15473,454731,养痈成患,yǎng yōng chéng huàn,success
15474,454741,养神,yǎng shén,success
15475,454751,养老,yǎng lǎo,success
15476,454761,养老院,yǎng lǎo yuàn,success
15477,454771,养育,yǎng yù,success
15478,454781,养虎遗患,yǎng hǔ yí huàn,success
15479,454791,养路,yǎng lù,success
15480,454801,兼之,jiān zhī,success
15481,454811,兼任,jiān rèn,success
15482,454821,兼备,jiān bèi,success
15483,454831,兼容,jiān róng,success
15484,454841,兼容并包,jiān róng bìng bāo,success
15485,454851,兼差,jiān chāi,success
15486,454861,兼并,jiān bìng,success
15487,454871,兼收并蓄,jiān shōu bìng xù,success
15488,454881,兼毫,jiān háo,success
15489,454891,兼祧,jiān tiāo,success
15490,454901,兼程,jiān chéng,success
15491,454911,兼课,jiān kè,success
15493,454931,兽力车,shòu lì chē,success
15494,454941,兽医,shòu yī,success
15495,454951,兽性,shòu xìng,success
15496,454961,兽欲,shòu yù,success
15497,454971,兽王,shòu wáng,success
15498,454981,兽环,shòu huán,success
15499,454991,兽疫,shòu yì,success
15500,455001,兽行,shòu xíng,success
15501,455011,冀图,jì tú,success
15502,455021,冀望,jì wàng,success
15504,455041,内中,nèi zhōng,success
15505,455051,内乱,nèi luàn,success
15506,455061,内争,nèi zhēng,success
15507,455071,内亲,nèi qīn,success
15508,455081,内人,nèi rén,success
15509,455091,内传,nèi zhuàn,success
15510,455101,内伤,nèi shāng,success
15511,455111,内侄,nèi zhí,success
15512,455121,内侄女,nèi zhí nǚ,success
15513,455131,内债,nèi zhài,success
15514,455141,内倾,nèi qīng,success
15515,455151,内兄,nèi xiōng,success
15516,455161,内出血,nèi chū xuè,success
15517,455171,内分泌,nèi fēn mì,success
15518,455181,内力,nèi lì,success
15519,455191,内功,nèi gōng,success
15520,455201,内务,nèi wù,success
15521,455211,内助,nèi zhù,success
15522,455221,内勤,nèi qín,success
15523,455231,内向,nèi xiàng,success
15524,455241,内因,nèi yīn,success
15525,455251,内地,nèi dì,success
15526,455261,内场,nèi chǎng,success
15527,455271,内外,nèi wài,success
15528,455281,内外交困,nèi wài jiāo kùn,success
15529,455291,内奸,nèi jiān,success
15530,455301,内婚制,nèi hūn zhì,success
15531,455311,内子,nèi zǐ,success
15532,455321,内存,nèi cún,success
15533,455331,内宅,nèi zhái,success
15534,455341,内定,nèi dìng,success
15535,455351,内室,nèi shì,success
15536,455361,内寄生,nèi jì shēng,success
15537,455371,内封,nèi fēng,success
15538,455381,内应,nèi yìng,success
15539,455391,内廷,nèi tíng,success
15540,455401,内弟,nèi dì,success
15541,455411,内心,nèi xīn,success
15542,455421,内忧,nèi yōu,success
15543,455431,内急,nèi jí,success
15544,455441,内情,nèi qíng,success
15545,455451,内掌柜,nèi zhǎng guì,success
15546,455461,内政,nèi zhèng,success
15547,455471,内敛,nèi liǎn,success
15548,455481,内斜视,nèi xié shì,success
15549,455491,内景,nèi jǐng,success
15550,455501,内服,nèi fú,success
15551,455511,内水,nèi shuǐ,success
15552,455521,内河,nèi hé,success
15553,455531,内流河,nèi liú hé,success
15554,455541,内海,nèi hǎi,success
15555,455551,内涝,nèi lào,success
15556,455561,内热,nèi rè,success
15557,455571,内燃机,nèi rán jī,success
15558,455581,内画,nèi huà,success
15559,455591,内疚,nèi jiù,success
15560,455601,内痔,nèi zhì,success
15561,455611,内皮,nèi pí,success
15562,455621,内省,nèi xǐng,success
15563,455631,内眷,nèi juàn,success
15564,455641,内秀,nèi xiù,success
15565,455651,内线,nèi xiàn,success
15566,455661,内耗,nèi hào,success
15567,455671,内聚力,nèi jù lì,success
15568,455681,内胎,nèi tāi,success
15569,455691,内胚层,nèi pēi céng,success
15570,455701,内能,nèi néng,success
15571,455711,内脏,nèi zàng,success
15572,455721,内臣,nèi chén,success
15573,455731,内艰,nèi jiān,success
15574,455741,内行,nèi háng,success
15575,455751,内衣,nèi yī,success
15576,455761,内裤,nèi kù,success
15577,455771,内讧,nèi hòng,success
15578,455781,内详,nèi xiáng,success
15579,455791,内资,nèi zī,success
15580,455801,内踝,nèi huái,success
15581,455811,内退,nèi tuì,success
15582,455821,内部,nèi bù,success
15583,455831,内里,nèi lǐ,success
15584,455841,内销,nèi xiāo,success
15585,455851,内阁,nèi gé,success
15586,455861,内陆国,nèi lù guó,success
15587,455871,内陆湖,nèi lù hú,success
15588,455881,内障,nèi zhàng,success
15589,455891,内难,nèi nàn,success
15590,455901,内需,nèi xū,success
15591,455911,内顾之忧,nèi gù zhī yōu,success
15592,455921,内骨骼,nèi gǔ gé,success
15594,455941,冈峦,gāng luán,success
15595,455951,冈陵,gāng líng,success
15596,455961,冉冉,rǎn rǎn,success
15597,455971,册子,cè zi,success
15598,455981,册封,cè fēng,success
15599,455991,册立,cè lì,success
15600,456001,册页,cè yè,success
15601,456011,再不,zài bu,success
15602,456021,再世,zài shì,success
15603,456031,再会,zài huì,success
15604,456041,再保险,zài bǎo xiǎn,success
15605,456051,再则,zài zé,success
15606,456061,再婚,zài hūn,success
15607,456071,再嫁,zài jià,success
15608,456081,再审,zài shěn,success
15609,456091,再度,zài dù,success
15610,456101,再次,zài cì,success
15611,456111,再版,zài bǎn,success
15612,456121,再现,zài xiàn,success
15613,456131,再生,zài shēng,success
15614,456141,再生产,zài shēng chǎn,success
15615,456151,再生水,zài shēng shuǐ,success
15616,456161,再生父母,zài shēng fù mǔ,success
15617,456171,再者,zài zhě,success
15618,456181,再衰三竭,zài shuāi sān jié,success
15619,456191,再说,zài shuō,success
15620,456201,再造,zài zào,success
15621,456211,再醮,zài jiào,success
15623,456231,冒功,mào gōng,success
15624,456241,冒号,mào hào,success
15625,456251,冒名,mào míng,success
15626,456261,冒场,mào chǎng,success
15627,456271,冒天下之大不韪,mào tiān xià zhī dà bù wěi,success
15628,456281,冒失,mào shi,success
15629,456291,冒失鬼,mào shi guǐ,success
15630,456301,冒头,mào tóu,success
15631,456311,冒尖,mào jiān,success
15632,456321,冒昧,mào mèi,success
15633,456331,冒渎,mào dú,success
15634,456341,冒火,mào huǒ,success
15635,456351,冒牌,mào pái,success
15636,456361,冒犯,mào fàn,success
15637,456371,冒进,mào jìn,success
15638,456381,冒顶,mào dǐng,success
15640,456401,冕旒,miǎn liú,success
15641,456411,冗务,rǒng wù,success
15642,456421,冗员,rǒng yuán,success
15643,456431,冗杂,rǒng zá,success
15644,456441,冗笔,rǒng bǐ,success
15645,456451,冗繁,rǒng fán,success
15646,456461,冗长,rǒng cháng,success
15647,456471,写字台,xiě zì tái,success
15648,456481,写字楼,xiě zì lóu,success
15649,456491,写字间,xiě zì jiān,success
15650,456501,写实,xiě shí,success
15651,456511,写实主义,xiě shí zhǔ yì,success
15652,456521,写意,xiě yì,success
15652,456522,写意,xiè yì,success
15653,456531,写景,xiě jǐng,success
15654,456541,写本,xiě běn,success
15655,456551,写法,xiě fǎ,success
15656,456561,写照,xiě zhào,success
15657,456571,写生,xiě shēng,success
15658,456581,写真,xiě zhēn,success
15659,456591,军乐,jūn yuè,success
15660,456601,军事体育,jūn shì tǐ yù,success
15661,456611,军事基地,jūn shì jī dì,success
15662,456621,军事法庭,jūn shì fǎ tíng,success
15663,456631,军事科学,jūn shì kē xué,success
15664,456641,军事管制,jūn shì guǎn zhì,success
15665,456651,军人,jūn rén,success
15666,456661,军令,jūn lìng,success
15667,456671,军令状,jūn lìng zhuàng,success
15668,456681,军刀,jūn dāo,success
15669,456691,军力,jūn lì,success
15670,456701,军功,jūn gōng,success
15671,456711,军务,jūn wù,success
15672,456721,军区,jūn qū,success
15673,456731,军医,jūn yī,success
15674,456741,军号,jūn hào,success
15675,456751,军品,jūn pǐn,success
15676,456761,军团,jūn tuán,success
15677,456771,军国主义,jūn guó zhǔ yì,success
15678,456781,军垦,jūn kěn,success
15679,456791,军士,jūn shì,success
15680,456801,军备,jūn bèi,success
15681,456811,军婚,jūn hūn,success
15682,456821,军嫂,jūn sǎo,success
15683,456831,军官,jūn guān,success
15684,456841,军容,jūn róng,success
15685,456851,军属,jūn shǔ,success
15686,456861,军工,jūn gōng,success
15687,456871,军师,jūn shī,success
15688,456881,军徽,jūn huī,success
15689,456891,军心,jūn xīn,success
15690,456901,军情,jūn qíng,success
15691,456911,军操,jūn cāo,success
15692,456921,军政,jūn zhèng,success
15693,456931,军旅,jūn lǚ,success
15694,456941,军旗,jūn qí,success
15695,456951,军服,jūn fú,success
15696,456961,军机,jūn jī,success
15697,456971,军权,jūn quán,success
15698,456981,军校,jūn xiào,success
15699,456991,军械,jūn xiè,success
15700,457001,军棋,jūn qí,success
15701,457011,军民,jūn mín,success
15702,457021,军法,jūn fǎ,success
15703,457031,军港,jūn gǎng,success
15704,457041,军火,jūn huǒ,success
15705,457051,军用,jūn yòng,success
15706,457061,军礼,jūn lǐ,success
15707,457071,军种,jūn zhǒng,success
15708,457081,军管,jūn guǎn,success
15709,457091,军籍,jūn jí,success
15710,457101,军粮,jūn liáng,success
15711,457111,军纪,jūn jì,success
15712,457121,军舰,jūn jiàn,success
15713,457131,军营,jūn yíng,success
15714,457141,军衔,jūn xián,success
15715,457151,军装,jūn zhuāng,success
15716,457161,军训,jūn xùn,success
15717,457171,军费,jūn fèi,success
15718,457181,军车,jūn chē,success
15719,457191,军邮,jūn yóu,success
15720,457201,军阀,jūn fá,success
15721,457211,军阶,jūn jiē,success
15722,457221,军需,jūn xū,success
15723,457231,军饷,jūn xiǎng,success
15724,457241,军马,jūn mǎ,success
15725,457251,军龄,jūn líng,success
15726,457261,农业合作化,nóng yè hé zuò huà,success
15727,457271,农业国,nóng yè guó,success
15728,457281,农业工人,nóng yè gōng rén,success
15729,457291,农业税,nóng yè shuì,success
15730,457301,农事,nóng shì,success
15731,457311,农产品,nóng chǎn pǐn,success
15732,457321,农人,nóng rén,success
15733,457331,农作物,nóng zuò wù,success
15734,457341,农具,nóng jù,success
15735,457351,农场,nóng chǎng,success
15736,457361,农垦,nóng kěn,success
15737,457371,农夫,nóng fū,success
15738,457381,农奴,nóng nú,success
15739,457391,农奴主,nóng nú zhǔ,success
15740,457401,农妇,nóng fù,success
15741,457411,农学,nóng xué,success
15742,457421,农家,nóng jiā,success
15743,457431,农家肥料,nóng jiā féi liào,success
15744,457441,农工,nóng gōng,success
15745,457451,农忙,nóng máng,success
15746,457461,农户,nóng hù,success
15747,457471,农时,nóng shí,success
15748,457481,农机,nóng jī,success
15749,457491,农械,nóng xiè,success
15750,457501,农民战争,nóng mín zhàn zhēng,success
15751,457511,农民起义,nóng mín qǐ yì,success
15752,457521,农活,nóng huó,success
15753,457531,农用,nóng yòng,success
15754,457541,农田,nóng tián,success
15755,457551,农耕,nóng gēng,success
15756,457561,农舍,nóng shè,success
15757,457571,农艺,nóng yì,success
15758,457581,农药,nóng yào,success
15759,457591,农谚,nóng yàn,success
15760,457601,农贸市场,nóng mào shì chǎng,success
15761,457611,农闲,nóng xián,success
15762,457621,冠冕,guān miǎn,success
15763,457631,冠冕堂皇,guān miǎn táng huáng,success
15764,457641,冠军赛,guàn jūn sài,success
15765,457651,冠名权,guàn míng quán,success
15766,457661,冠子,guān zi,success
15767,457671,冠状动脉,guān zhuàng dòng mài,success
15769,457691,冤仇,yuān chóu,success
15770,457701,冤大头,yuān dà tóu,success
15771,457711,冤头,yuān tóu,success
15772,457721,冤孽,yuān niè,success
15773,457731,冤家,yuān jia,success
15774,457741,冤家路窄,yuān jiā lù zhǎi,success
15775,457751,冤屈,yuān qū,success
15776,457761,冤情,yuān qíng,success
15777,457771,冤枉路,yuān wang lù,success
15778,457781,冤枉钱,yuān wang qián,success
15779,457791,冤案,yuān àn,success
15780,457801,冤狱,yuān yù,success
15781,457811,冤魂,yuān hún,success
15782,457821,冥器,míng qì,success
15783,457831,冥寿,míng shòu,success
15784,457841,冥府,míng fǔ,success
15785,457851,冥思苦索,míng sī kǔ suǒ,success
15786,457861,冥想,míng xiǎng,success
15788,457881,冥王星,míng wáng xīng,success
15789,457891,冥茫,míng máng,success
15790,457901,冥蒙,míng méng,success
15791,457911,冥衣,míng yī,success
15792,457921,冥钞,míng chāo,success
15793,457931,冥顽,míng wán,success
15794,457941,冬不拉,dōng bù lā,success
15795,457951,冬令,dōng lìng,success
15796,457961,冬候鸟,dōng hòu niǎo,success
15797,457971,冬天,dōng tiān,success
15798,457981,冬季,dōng jì,success
15799,457991,冬学,dōng xué,success
15800,458001,冬小麦,dōng xiǎo mài,success
15801,458011,冬月,dōng yuè,success
15802,458021,冬泳,dōng yǒng,success
15803,458031,冬灌,dōng guàn,success
15804,458041,冬烘,dōng hōng,success
15805,458051,冬瓜,dōng guā,success
15806,458061,冬瘟,dōng wēn,success
15807,458071,冬眠,dōng mián,success
15808,458081,冬笋,dōng sǔn,success
15809,458091,冬耕,dōng gēng,success
15810,458101,冬至,dōng zhì,success
15811,458111,冬至点,dōng zhì diǎn,success
15812,458121,冬至线,dōng zhì xiàn,success
15813,458131,冬节,dōng jié,success
15814,458141,冬菇,dōng gū,success
15815,458151,冬菜,dōng cài,success
15816,458161,冬虫夏草,dōng chóng xià cǎo,success
15817,458171,冬蛰,dōng zhé,success
15818,458181,冬衣,dōng yī,success
15819,458191,冬装,dōng zhuāng,success
15820,458201,冬训,dōng xùn,success
15821,458211,冬运,dōng yùn,success
15822,458221,冬闲,dōng xián,success
15823,458231,冬青,dōng qīng,success
15825,458251,冰人,bīng rén,success
15826,458261,冰冷,bīng lěng,success
15827,458271,冰冻,bīng dòng,success
15828,458281,冰凉,bīng liáng,success
15829,458291,冰凌,bīng líng,success
15830,458301,冰刀,bīng dāo,success
15831,458311,冰坨,bīng tuó,success
15832,458321,冰天雪地,bīng tiān xuě dì,success
15833,458331,冰山,bīng shān,success
15834,458341,冰峰,bīng fēng,success
15835,458351,冰川,bīng chuān,success
15836,458361,冰川期,bīng chuān qī,success
15837,458371,冰床,bīng chuáng,success
15838,458381,冰挂,bīng guà,success
15839,458391,冰排,bīng pái,success
15840,458401,冰晶,bīng jīng,success
15841,458411,冰期,bīng qī,success
15842,458421,冰柜,bīng guì,success
15843,458431,冰棒,bīng bàng,success
15844,458441,冰橇,bīng qiāo,success
15845,458451,冰毒,bīng dú,success
15846,458461,冰消瓦解,bīng xiāo wǎ jiě,success
15847,458471,冰淇淋,bīng qí lín,success
15848,458481,冰清玉洁,bīng qīng yù jié,success
15849,458491,冰激凌,bīng ji líng,success
15850,458501,冰灯,bīng dēng,success
15851,458511,冰炭,bīng tàn,success
15852,458521,冰点,bīng diǎn,success
15853,458531,冰球,bīng qiú,success
15854,458541,冰瓶,bīng píng,success
15855,458551,冰砖,bīng zhuān,success
15856,458561,冰窖,bīng jiào,success
15857,458571,冰糕,bīng gāo,success
15858,458581,冰糖,bīng táng,success
15859,458591,冰糖葫芦,bīng táng hú lu,success
15860,458601,冰花,bīng huā,success
15861,458611,冰袋,bīng dài,success
15862,458621,冰轮,bīng lún,success
15863,458631,冰释,bīng shì,success
15864,458641,冰锥,bīng zhuī,success
15865,458651,冰镇,bīng zhèn,success
15866,458661,冰镐,bīng gǎo,success
15867,458671,冰镩,bīng cuān,success
15868,458681,冰雕,bīng diāo,success
15869,458691,冰霜,bīng shuāng,success
15870,458701,冰鞋,bīng xié,success
15872,458721,冲冲,chōng chōng,success
15873,458731,冲决,chōng jué,success
15874,458741,冲凉,chōng liáng,success
15875,458751,冲击波,chōng jī bō,success
15876,458761,冲刷,chōng shuā,success
15877,458771,冲刺,chōng cì,success
15878,458781,冲剂,chōng jì,success
15879,458791,冲力,chōng lì,success
15880,458801,冲压,chòng yā,success
15881,458811,冲喜,chōng xǐ,success
15882,458821,冲天,chōng tiān,success
15883,458831,冲子,chòng zi,success
15884,458841,冲床,chòng chuáng,success
15885,458851,冲扩,chōng kuò,success
15886,458861,冲抵,chōng dǐ,success
15887,458871,冲撞,chōng zhuàng,success
15888,458881,冲服,chōng fú,success
15889,458891,冲杀,chōng shā,success
