definition_id,hanzi,pinyin,pos,definition_1,definition_2,better
295411,寅,yín,名词,地支的第三位。,地支的第三位,1
55911,密,mì,形容词,"事物之间距离近;事物的部分之间空隙小(跟‘稀’、‘疏’相对as opposed to‘thin’, ‘sparse’})",事物之间距离近或部分之间空隙小（与“稀”、“疏”相对）,2
55912,密,mì,形容词,关系近;感情好,关系亲近，感情深厚,2
55913,密,mì,形容词,精致;细致,精细，细致,2
55914,密,mì,名词,秘密,不公开的事情,2
55915,密,mì,名词,(Mì)姓。,姓氏,2
731211,密切,mì qiè,形容词,关系近,关系亲近,2
731212,密切,mì qiè,动词,使关系近,使关系变得亲近,2
731213,密切,mì qiè,动词,"(对问题等)重视,照顾得周到",对问题等给予高度重视和周到照顾,2
915611,密封,mì fēng,动词,严密封闭,严密地封闭,2
915612,密封,mì fēng,形容词,严密封闭的,严密封闭的状态,2
915511,密度,mì dù,名词,疏密的程度,疏密程度,2
915512,密度,mì dù,名词,"物质的质量跟它的体积的比值,即物质单位体积的质量。",物质单位体积的质量,2
638411,密码,mì mǎ,名词,在约定的人中间使用的特别编定的秘密电码或号码(区别于‘明码’as compared with‘plain code’}),特定人群使用的秘密编码（区别于“明码”）,2
275411,寇,kòu,名词,强盗或外来的侵略者(也指敌人),强盗或外来侵略者（也指敌人）,2
275412,寇,kòu,动词,敌人来侵略,敌人入侵,2
275413,寇,kòu,名词,(Kòu)姓。,姓氏,2
57711,富,fù,形容词,财产多(跟‘贫、穷’相对as opposed to‘needy’ and ‘poor’}),财产多（与“贫”、“穷”相对）,2
57712,富,fù,动词,使变富,使变得富有,2
57713,富,fù,名词,资源;财产,资源;财产,1
57714,富,fù,形容词,丰富;多,丰富，数量多,2
57715,富,fù,名词,(Fù)姓。,姓氏,2
853211,富裕,fù yù,形容词,(财物)充裕,财物充裕,2
853212,富裕,fù yù,动词,使富裕,使变得富裕,2
388911,寐,mèi,动词,睡,睡觉,2
116411,寒,hán,形容词,冷(跟‘暑’相对as opposed to‘hot’}),温度低（与“暑”相对）,2
116412,寒,hán,动词,害怕;畏惧,害怕，畏惧,2
116413,寒,hán,形容词,穷困,贫穷困苦,2
625811,寒假,hán jià,名词,"学校中冬季的假期,在一二月间。",学校冬季假期，通常在一二月间,2
867011,寒暄,hán xuān,动词,见面时谈天气冷暖之类的应酬话,见面时谈论天气冷暖等应酬话,2
2054411,寒碜,hán chen,形容词,丑陋;难看,丑陋，难看,2
2054412,寒碜,hán chen,形容词,丢脸;不体面,丢脸，不体面,2
2054413,寒碜,hán chen,动词,"讥笑,揭人短处,使失去体面",讥笑，揭短,2
240411,寓,yù,动词,居住,居住,1
240412,寓,yù,名词,住的地方,住所,2
240413,寓,yù,动词,寄托,寄托,1
1007811,寓言,yù yán,名词,有所寄托的话。,寄托深意的话语,2
1007812,寓言,yù yán,名词,"用假托的故事或自然物的拟人手法来说明某个道理或教训的文学作品,常带有讽刺或劝诫的性质。",通过故事说明道理或教训的文学作品,2
328111,寝,qǐn,动词,睡,睡觉,2
328112,寝,qǐn,名词,卧室,卧室,1
328113,寝,qǐn,名词,帝王的坟墓,帝王陵墓,2
328114,寝,qǐn,动词,停止;平息,停止，平息,2
246111,寞,mò,形容词,安静;冷落,寂静，冷清,2
59511,察,chá,动词,仔细看;调查,仔细看;调查,1
213811,寡,guǎ,形容词,少;缺少(跟‘众、多’相对as opposed to‘many’}),数量少（与“众”、“多”相对）,2
213812,寡,guǎ,形容词,淡而无味,味道淡而无味,2
213813,寡,guǎ,动词,妇女死了丈夫,妇女丧夫,2
316611,寥,liáo,形容词,稀少,稀少,1
316612,寥,liáo,形容词,静寂,寂静,2
316613,寥,liáo,形容词,空虚;空旷,空旷；稀少,2
185711,寨,zhài,名词,防守用的栅栏,用于防御的栅栏或围墙,2
185712,寨,zhài,名词,驻兵的地方,旧时军队驻扎的地方,2
185713,寨,zhài,名词,强盗聚居的地方;山寨,强盗或山贼的聚集地,2
185714,寨,zhài,名词,寨子,有围墙的村庄,2
417611,寮,liáo,名词,小屋,方言中指小屋子,2
345011,寰,huán,名词,广大的地域,广阔的地域,2
195611,寸,cùn,名词,"长度单位。10分等于1寸,10寸等于1尺。",长度单位，10分为1寸，10寸为1尺,2
195612,寸,cùn,形容词,形容极短或极小,形容非常短或非常小,2
195613,寸,cùn,形容词,凑巧,方言中指巧合,2
195615,寸,cùn,名词,(Cùn)姓。,姓氏,2
2043911,寸口,cùn kǒu,名词,"指手腕上边用手按时可以觉到脉搏的部分,是切脉常取的部位。",中医切脉的部位，位于手腕,2
2043912,寸口,cùn kǒu,名词,"特指寸口脉中距手腕最近的部分。中医把上述广义的寸口脉由下而上地分为寸口、关上、尺中三个部分。狭义的寸口简称寸,关上简称关,尺中简称尺。",寸口脉中距离手腕最近的部分,2
3611,对,duì,动词,回答,回应；答复,2
3612,对,duì,动词,对待;对付,采取某种方式处理,2
3613,对,duì,动词,朝着;向着(常跟‘着’,面向；朝向,2
3614,对,duì,动词,二者相对;彼此相向,两者相对,2
3615,对,duì,形容词,对面的;敌对的,对面的；敌对的,2
3616,对,duì,动词,使两个东西配合或接触,使两者配合,2
3617,对,duì,动词,投合;适合,合适；相配,2
3618,对,duì,动词,"把两个东西放在一起互相比较,看是否符合;对证",核对；验证,2
3619,对,duì,动词,调整使合于一定标准,调整至合适标准,2
3620,对,duì,形容词,相合;正确;正常,正确；正常,2
3621,对,duì,动词,搀和(多指液体),混合（液体）,2
3622,对,duì,动词,平均分成两份,均分为二,2
3625,对,duì,介词,用法基本上跟‘对于’相同,介词，与“对于”用法相似,2
554011,对不起,duì bu qǐ,动词,"对人有愧,常用为表示抱歉的套语",表示抱歉的礼貌用语,2
691211,对于,duì yú,介词,引进对象或事物的关系者,介词，引入相关对象,2
841411,对付,duì fu,动词,应付,处理；应对,2
841412,对付,duì fu,动词,将就,勉强适应,2
841413,对付,duì fu,动词,感情相投合,方言中指相处融洽,2
841811,对应,duì yìng,动词,一个系统中某一项在性质、作用、位置或数量上跟另一系统中某一项相当。,系统中性质、作用相当的项,2
841812,对应,duì yìng,形容词,针对某一情况的;与某一情况相应的,与特定情况相符合的,2
690811,对待,duì dài,动词,处于相对的情况,处于相对状态,2
690812,对待,duì dài,动词,以某种态度或行为加之于人或事物,以某种方式处理,2
691011,对手,duì shǒu,名词,竞赛的对方,竞赛中的另一方,2
691012,对手,duì shǒu,名词,特指本领、水平不相上下的竞赛的对方,水平相当的竞赛者,2
841511,对抗,duì kàng,动词,对立起来相持不下,双方对立相持,2
841512,对抗,duì kàng,动词,抵抗,抵抗,2
690911,对方,duì fāng,名词,跟行为的主体处于相对地位的一方,跟行为的主体处于相对地位的一方,1
690711,对比,duì bǐ,动词,(两种事物)相对比较,两者相比较,2
690712,对比,duì bǐ,名词,比例,两者间的比例关系,2
841911,对照,duì zhào,动词,互相对比参照,互相比较参照,2
841912,对照,duì zhào,动词,(人或事物)相比;对比,人或事物间的比较,2
841311,对称,duì chèn,形容词,"指图形或物体对某个点、直线或平面而言,在大小、形状和排列上具有一一对应关系。如人体、船、飞机的左右两边,在外观上都是对称的。",图形或物体在点、线、面上的对应关系,2
841611,对立,duì lì,动词,两种事物或一种事物中的两个方面之间的相互排斥、相互矛盾、相互斗争,事物间的矛盾斗争,2
841612,对立,duì lì,动词,互相抵触;敌对,相互抵触；敌对,2
841211,对策,duì cè,名词,古代应考的人回答皇帝所问关于治国的策略。,古代应考者回答治国策略,2
841212,对策,duì cè,名词,对付的策略或办法,应对问题的策略,2
2060373,对联,duì lián,名词,成对的对偶语句,成对的对偶语句,1
619011,对话,duì huà,名词,两个或更多的人之间的谈话(多指小说或戏剧里的人物之间的,两个或多个人之间的交流谈话，尤指小说或戏剧中人物之间的对白,2
619012,对话,duì huà,名词,两方或几方之间的接触或谈判,双方或多方之间的正式交流或谈判,2
691111,对象,duì xiàng,名词,行动或思考时作为目标的人或事物,行动或思考时作为目标的人或事物,1
691112,对象,duì xiàng,名词,特指恋爱的对方,特指恋爱关系中的伴侣,2
619112,对面,duì miàn,名词,正前方,正前方或正对的位置,2
173311,寺,sì,名词,官署名,古代中国的官署名称,2
173312,寺,sì,名词,佛教的庙宇,佛教的宗教建筑，用于供奉佛像和进行宗教活动,2
173313,寺,sì,名词,伊斯兰教徒礼拜、讲经的地方,伊斯兰教徒进行礼拜和讲经的场所,2
756111,寺庙,sì miào,名词,供神佛或历史上有名人物的处所;庙宇。,供奉神佛或历史名人的宗教建筑,2
110711,寻,xún,名词,"长度单位,八尺叫一寻。",古代长度单位，一寻等于八尺,2
110712,寻,xún,名词,(Xún)姓。,姓氏,2
110713,寻,xún,动词,找,试图找到某人或某物,2
774511,寻找,xún zhǎo,动词,找,试图找到某人或某物,2
993011,寻觅,xún mì,动词,寻找,仔细寻找,2
28511,导,dǎo,动词,引导;疏导,带领或指引方向,2
28512,导,dǎo,动词,传导,传递（热、电等）,2
28513,导,dǎo,动词,开导,启发或教导,2
28514,导,dǎo,动词,导演,指导戏剧或影视作品的演出,2
833811,导向,dǎo xiàng,动词,使向某个方面发展,使向某个方面发展,1
833812,导向,dǎo xiàng,动词,引导方向,指引方向,2
833813,导向,dǎo xiàng,动词,指导行动或发展的方向,指导行动或发展的方向,1
833611,导弹,dǎo dàn,名词,"装有弹头和动力装置并能制导的高速飞行武器。依靠控制系统制导,能使弹头击中预定目标。种类很多,可以从地面上、舰艇上或飞机上发射出去,轰击地面、海上或空中的目标。",装有制导系统的飞行武器，可从地面、舰艇或飞机发射,2
617111,导游,dǎo yóu,动词,带领游览;指导游览,带领游客参观并讲解,2
617112,导游,dǎo yóu,名词,担任导游工作的人。,从事导游工作的人员,2
687211,导演,dǎo yǎn,动词,"排演戏剧或拍摄影视片的时候,组织和指导演出工作",组织和指导戏剧或影视作品的演出,2
687212,导演,dǎo yǎn,名词,担任导演工作的人。,负责导演工作的人,2
687311,导致,dǎo zhì,动词,引起,引发某种结果,2
833711,导航,dǎo háng,动词,利用航行标志、雷达、无线电装置等引导飞机或轮船等航行。,引导飞机或船舶航行,2
163111,寿,shòu,形容词,活得岁数大;长命,活得岁数大;长命,1
163112,寿,shòu,名词,年岁;生命,生命的年限,2
163113,寿,shòu,名词,寿辰,生日，尤指老年人的生日,2
163114,寿,shòu,动词,祝人寿辰。,祝贺某人生日,2
163115,寿,shòu,形容词,生前预备的;装殓死人的,为死后准备的；丧葬用的,2
163116,寿,shòu,名词,(Shòu)姓。,姓氏,2
753911,寿命,shòu mìng,名词,生存的年限。,生命存续的时间长度,2
65211,封,fēng,动词,古时帝王把爵位(有时连土地)或称号赐给臣子,古代帝王赐予臣子爵位或土地,2
65212,封,fēng,名词,(Fēng)姓。,姓氏,2
65213,封,fēng,动词,封闭,关闭或密封,2
65215,封,fēng,量词,用于封起来的东西,用于计量密封的物品,2
850611,封建,fēng jiàn,名词,"一种政治制度,君主把土地分给宗室和功臣,让他们在这土地上建国。中国周代开始有这种制度,其后有些朝代也曾仿行。欧洲中世纪君主把土地分给亲信的人,形式跟中国古代封建相似,中国也把它叫做封建。",古代君主分封土地给宗室功臣的政治制度,2
850612,封建,fēng jiàn,名词,指封建主义社会形态,封建主义的社会形态,2
850613,封建,fēng jiàn,形容词,带有封建社会的色彩,具有封建社会特征的,2
850711,封锁,fēng suǒ,动词,(用强制力量)使跟外界联系断绝,用强制手段切断与外界的联系,2
850712,封锁,fēng suǒ,动词,(采取军事等措施)使不能通行,通过军事等手段禁止通行,2
850511,封闭,fēng bì,动词,严密盖住或关住使不能通行或随便打开,严密关闭使不能打开或通过,2
850512,封闭,fēng bì,动词,查封,依法关闭场所,2
58511,射,shè,动词,用推力或弹力送出(箭、子弹、足球等),用推力或弹力送出(箭、子弹、足球等),1
58512,射,shè,动词,液体受到压力通过小孔迅速挤出,液体受压从小孔喷出,2
58513,射,shè,动词,放出(光、热、电波等),发出（光、热等）,2
58514,射,shè,动词,有所指,有所指,1
749011,射击,shè jī,动词,用枪炮等火器向目标发射弹头。,使用枪支等武器向目标发射子弹或炮弹。,2
749012,射击,shè jī,名词,"比赛的一种,按照比赛时所用枪支、射击距离、射击目标和射击姿势,分为不同项目。",体育比赛项目，根据使用的枪支、射击距离、目标和姿势分为不同类别。,2
28311,将,jiāng,动词,搀扶;领;带,搀扶或带领。,2
28312,将,jiāng,动词,保养,保养身体或物品。,2
28313,将,jiāng,动词,(牲畜)繁殖;生,（方言）指牲畜繁殖后代。,2
28314,将,jiāng,动词,做(事),处理或从事某事。,2
28315,将,jiāng,动词,下象棋时攻击对方的‘将’或‘帅’。,象棋中攻击对方的“将”或“帅”。,2
28316,将,jiāng,动词,用言语刺激,用言语刺激他人行动。,2
28319,将,jiāng,副词,将要,表示即将发生。,2
28320,将,jiāng,副词,又;且(叠用),又；且（用于重复强调）。,2
28321,将,jiāng,助词,用在动词和‘进来、出去’等表示趋向的补语中间,（方言）助词，用于动词和趋向补语之间。,2
28322,将,jiāng,名词,(Jiāng)姓。,姓氏。,2
28323,将,jiàng,名词,将官;将领;泛指军官,将官；泛指高级军官。,2
28324,将,jiàng,动词,带(兵),带领军队。,2
28331,将,qiāng,动词,愿;请,表示请求或愿望。,2
885011,将军,jiāng jūn,名词,将(jiàng)级军官。,将级军官的统称。,2
885012,将军,jiāng jūn,名词,泛指高级将领。,泛指军队中的高级将领。,2
885014,将军,jiāng jūn,动词,"给人出难题,使人为难",比喻故意为难他人。,2
630111,将来,jiāng lái,名词,"时间词,现在以后的时间(区别于‘过去、现在’as compared with‘past’ or ‘present’})",指现在之后的时间。,2
884911,将近,jiāng jìn,副词,(数量等)快要接近,数量或时间接近某个数值。,2
281621,尉,wèi,名词,古官名,古代官职名称。,2
281622,尉,wèi,名词,尉官。,尉官军衔。,2
281623,尉,wèi,名词,(Wèi)姓。,姓氏。,2
127811,尊,zūn,形容词,地位或辈分高,地位或辈分高。,2
127812,尊,zūn,动词,敬重;尊崇,敬重或推崇。,2
127813,尊,zūn,形容词,称跟对方有关的人或事物,敬辞，用于称呼对方相关的人或事物。,2
127814,尊,zūn,量词,用于神佛塑像,用于神佛塑像的量词。,2
1034211,尊严,zūn yán,名词,尊贵庄严,尊贵而庄严。,2
1034212,尊严,zūn yán,名词,可尊敬的身份或地位,值得尊敬的身份或地位。,2
793911,尊敬,zūn jìng,动词,重视而且恭敬地对待,恭敬地对待。,2
793912,尊敬,zūn jìng,形容词,可尊敬的,值得尊敬的。,2
667511,尊重,zūn zhòng,动词,尊敬;敬重,敬重或重视。,2
667512,尊重,zūn zhòng,动词,重视并严肃对待,严肃对待某事。,2
667513,尊重,zūn zhòng,形容词,庄重(指行为),行为庄重得体。,2
6611,小,xiǎo,形容词,在体积、面积、数量、力量、强度等方面不及一般的或不及比较的对象(跟‘大’相对as opposed to‘big’}),在体积、数量、力量等方面不及一般标准。,2
6612,小,xiǎo,副词,短时间地,短时间地。,2
6613,小,xiǎo,副词,稍微,略微；稍微。,2
6614,小,xiǎo,副词,略微少于;将近,接近但略少于。,2
6615,小,xiǎo,形容词,排行最末的,兄弟姐妹中排行最末的。,2
6616,小,xiǎo,名词,年纪小的人,指年轻人或小孩。,2
6617,小,xiǎo,名词,指妾。,旧指妾。,2
6618,小,xiǎo,名词,称自己或与自己有关的人或事物,谦辞，用于自称或与自己相关的人或事物。,2
770511,小伙子,xiǎo huǒ zi,名词,青年男子。,年轻男子。,2
2060365,小偷,xiǎo tōu,名词,偷东西的人,偷窃财物的人。,2
770411,小吃,xiǎo chī,名词,饭馆中分量少而价钱低的菜,餐馆中分量小、价格低的菜肴。,2
770412,小吃,xiǎo chī,名词,饮食业中出售的年糕、粽子、元宵、油茶等食品的统称,指年糕、粽子等传统小食品。,2
770413,小吃,xiǎo chī,名词,西餐中的冷盘。,西餐中的冷盘。,2
563711,小姐,xiǎo jiě,名词,有钱人家里仆人称主人的女儿。,旧时仆人对主人家女儿的称呼。,2
563712,小姐,xiǎo jiě,名词,对年轻的女子的尊称。,对年轻女子的尊称。,2
2000010,小姐,xiǎo jie,名词,对年轻女性的礼貌称呼,对年轻女性的礼貌称呼。,2
604711,小心,xiǎo xīn,形容词,注意;留神;谨慎,谨慎；注意避免危险或错误,2
985011,小心翼翼,xiǎo xīn yì yì,形容词,"原形容严肃虔敬的样子,现用来形容举动十分谨慎,丝毫不敢疏忽。",形容非常谨慎，丝毫不敢疏忽,2
577011,小时,xiǎo shí,名词,"时间单位,一个平均太阳日的二十四分之一。",时间单位，等于60分钟,2
770711,小气,xiǎo qi,形容词,吝啬,吝啬钱财；不愿分享或花费,2
770712,小气,xiǎo qi,形容词,气量小。,气量小；心胸狭窄,2
2000108,小气,xiǎo qì,形容词,吝啬钱财的性格,吝啬的性格,1
2060352,小说,xiǎo shuō,名词,叙事性的文学作品,以叙事为主的文学作品,2
770611,小麦,xiǎo mài,名词,"一年或二年生草本植物,茎直立,中空,叶子宽条形,子实椭圆形,腹面有沟。子实供制面粉,是主要粮食作物之一。由于播种时期的不同有春小麦、冬小麦等。",主要粮食作物，子实可磨成面粉,2
770612,小麦,xiǎo mài,名词,这种植物的子实。,这种植物的子实。,1
20411,少,shǎo,形容词,"数量小(跟‘多’相对as opposed to‘many, much, more’})",数量不多,2
20412,少,shǎo,动词,不够原有或应有的数目; 缺少,缺少；不足,2
20413,少,shǎo,动词,丢;遗失,丢失,2
20414,少,shǎo,动词,亏欠,欠,2
20415,少,shǎo,副词,暂时;稍微,稍微；短暂地,2
20421,少,shào,形容词,年纪轻(跟‘老’相对as opposed to‘old’}),年纪轻,2
20422,少,shào,名词,少爷,富家子弟的尊称,2
20423,少,shào,名词,(Shào)姓。,姓氏,2
2049711,少奶奶,shào nǎi nai,名词,仆人称少爷的妻子。,旧时仆人对少爷妻子的称呼,2
2049712,少奶奶,shào nǎi nai,名词,别人的儿媳妇。,旧时对别人儿媳妇的尊称,2
53911,尔,ěr,代词,你,你,1
53912,尔,ěr,副词,如此;这样,如此；这样,1
53913,尔,ěr,代词,那;这,那；这,1
53914,尔,ěr,助词,而已;罢了,仅此而已,2
53915,尔,ěr,形容词,形容词后缀(这类形容词多用做状语),形容词后缀,1
118111,尖,jiān,形容词,末端细小;尖锐,末端尖锐,2
118112,尖,jiān,形容词,声音高而细,声音高而刺耳,2
118113,尖,jiān,形容词,(耳、目、鼻子)灵敏,感官灵敏,2
118114,尖,jiān,动词,使嗓音高而细,提高嗓音,2
118117,尖,jiān,形容词,吝啬;抠门儿,吝啬,2
118118,尖,jiān,形容词,尖刻,言辞尖锐,2
882511,尖端,jiān duān,名词,尖锐的末梢;顶点。,物体的最顶端,2
882512,尖端,jiān duān,形容词,发展水平最高的(科学技术等),最先进的,2
713911,尖锐,jiān ruì,形容词,物体有锋芒，容易刺破其他物体的；锋利,锋利,2
713912,尖锐,jiān ruì,形容词,认识客观事物灵敏而深刻;敏锐,深刻敏锐,2
713913,尖锐,jiān ruì,形容词,(声音)高而刺耳,声音刺耳,2
713914,尖锐,jiān ruì,形容词,(言论、斗争等)激烈,激烈,2
171911,尘,chén,名词,飞扬的或附在物体上的细小灰土,细小灰土,2
171912,尘,chén,名词,尘世,人世间,2
171913,尘,chén,名词,踪迹,痕迹,2
101411,尚,shàng,动词,尊崇;注重,推崇,2
101412,尚,shàng,名词,风尚,风气,2
101413,尚,shàng,名词,(Shàng)姓。,姓氏,2
101414,尚,shàng,副词,还(hái),仍然,2
101415,尚,shàng,副词,尚且。,尚且,1
2060102,尜尜,gá ga,名词,一种儿童玩具,儿童玩具陀螺,2
178611,尝,cháng,动词,吃一点儿试试;辨别滋味,吃一点儿试试;辨别滋味,1
178612,尝,cháng,动词,经历;体验,经历,2
178613,尝,cháng,副词,曾经,曾经,1
817011,尝试,cháng shì,动词,试;试验,试验,2
108511,尤,yóu,形容词,特异的;突出的,特别突出,2
108512,尤,yóu,副词,更;尤其,表示程度更进一步，相当于“更”或“特别”,2
108513,尤,yóu,名词,(Yóu)姓。,姓氏之一,2
108514,尤,yóu,名词,过失,过错或失误,2
108515,尤,yóu,动词,怨恨;归咎,怨恨或责怪,2
660411,尤其,yóu qí,副词,表示更进一步,用于强调在特定情况下更进一步,2
295611,尧,yáo,名词,传说中上古帝王名。,中国古代传说中的贤明君主,2
295612,尧,yáo,名词,姓。,姓氏之一,2
2711,就,jiù,动词,凑近;靠近,接近或靠近某物或某人,2
2712,就,jiù,动词,到;开始从事,开始从事某项工作或活动,2
2713,就,jiù,动词,被;受,遭受或承受某种待遇,2
2714,就,jiù,动词,完成;确定,完成或确定某事,2
2715,就,jiù,副词,趁着(当前的便利),利用当前的便利条件,2
2716,就,jiù,动词,"一边儿是菜蔬、果品等,一边儿是主食或酒,两者搭着吃或喝",将菜肴与主食或酒搭配食用,2
2717,就,jiù,介词,表示动作的对象或范围,表示动作涉及的对象或范围,2
2718,就,jiù,副词,表示在很短的时间以内,表示立即或在短时间内,2
2719,就,jiù,副词,表示事情发生得早或结束得早,表示事情发生或结束得早,2
2720,就,jiù,副词,表示前后事情紧接着,表示前后事件紧密相连,2
2721,就,jiù,副词,表示在某种条件或情况下自然怎么样(前面常用‘只要、要是、既然’等或者含有这类意思,表示在特定条件下自然发生的情况,2
2722,就,jiù,副词,"表示对比起来数目大,次数多,能力强等",表示数量、次数或能力上的对比优势,2
2723,就,jiù,副词,"放在两个相同的成分之间,表示容忍",用于相同成分之间，表示容忍,2
2724,就,jiù,副词,表示原来或早已是这样,表示原本或早已如此,2
2725,就,jiù,副词,仅仅;只,仅仅或只,2
2726,就,jiù,副词,表示坚决,表示坚决的态度,2
2727,就,jiù,副词,表示事实正是如此,表示事实正是如此,2
2728,就,jiù,连词,"表示假设的让步,跟‘就是’相同",表示假设的让步，与“就是”相同,2
893111,就业,jiù yè,动词,得到职业;参加工作,获得职业或开始工作,2
893211,就职,jiù zhí,动词,正式到任(多指较高的职位),正式担任某个职位（通常指较高职位）,2
893011,就近,jiù jìn,副词,在附近(不上远处),在附近进行或获取某物,2
330411,尴,gān,形容词,"处境困难,不好处理",处境困难或难以处理,2
330412,尴,gān,形容词,(神色、态度)不自然,（方言）神色或态度不自然,2
2000150,尴尬,gān gà,形容词,难为情的状态,感到难为情或不自在的状态,2
207711,尸,shī,名词,尸体,人或动物死后的身体,2
207712,尸,shī,名词,祭祀时代表死者受祭的人。,祭祀时代替死者接受祭拜的人,2
951511,尸体,shī tǐ,名词,人或动物死后的身体。,人或动物死亡后的身体,2
284711,尹,yǐn,名词,官名,古代官职名称,2
284712,尹,yǐn,名词,(Yǐn)姓。,姓氏之一,2
135211,尺,chě,名词,"中国民族音乐音阶上的一级,乐谱上用做记音符号,相当于简谱的‘2’。",中国传统音乐音阶中的一个音符，相当于简谱的“2”,2
135221,尺,chǐ,名词,"长度单位。10寸等于1尺,10尺等于1丈。1市尺合1/3米。",中国传统长度单位，1尺约合1/3米,2
135222,尺,chǐ,名词,量长度的器具,测量长度的工具,2
135223,尺,chǐ,名词,画图的器具,绘图用的工具,2
135224,尺,chǐ,名词,像尺的东西,形状像尺的物品,2
135225,尺,chǐ,名词,尺中的简称。,中医脉诊部位“尺中”的简称,2
680111,尺子,chǐ zi,名词,量长度的器具。,用于测量长度的工具,2
2028011,尺蠖,chǐ huò,名词,"尺蠖蛾的幼虫,行动时身体向上弯成弧状,像用大拇指和中指量距离一样,所以叫尺蠖。",尺蠖蛾的幼虫，移动时身体弯曲如量尺,2
107311,尼,ní,名词,尼姑,佛教中出家的女性,2
61211,尽,jìn,动词,完,用完或结束,2
61212,尽,jìn,动词,死亡,生命结束,2
61213,尽,jìn,动词,达到极端,达到极限,2
61214,尽,jìn,动词,全部用出,完全使用,2
61215,尽,jìn,动词,用力完成,用力完成,1
61216,尽,jìn,形容词,全;所有的,全部；所有的,2
61221,尽,jǐn,动词,力求达到最大限度,力求达到最大限度,1
61222,尽,jǐn,动词,"表示以某个范围为极限,不得超过",以某个范围为极限，不得超过,2
61223,尽,jǐn,动词,让某些人或事物尽先,让某些人或事物优先,2
61224,尽,jǐn,副词,"用在表示方位的词前面,跟‘最’相同",用于方位词前，与‘最’同义,2
61225,尽,jǐn,副词,尽自,方言：持续不断地,2
719011,尽力,jìn lì,动词,用一切力量,竭尽全力,2
889211,尽快,jǐn kuài,副词,尽量加快,尽可能快地,2
631611,尽管,jǐn guǎn,副词,"表示不必考虑别的,放心去做","表示不必考虑别的,放心去做",1
631612,尽管,jǐn guǎn,副词,老是;总是,方言副词：总是,2
631613,尽管,jǐn guǎn,连词,"表示姑且承认某种事实,下文往往有‘但是、然而’等表示转折的连词跟它呼应,反接上文",连词：虽然（常与‘但是’等转折词呼应）,2
718511,尽量,jìn liàng,动词,达到最大限度,达到最大量,1
718521,尽量,jǐn liàng,副词,表示力求在一定范围内达到最大限度,副词：尽可能,2
117711,尾,yǐ,名词,特指马尾上的毛,马尾上的毛,2
117712,尾,yǐ,名词,特指蟋蟀等尾部的针状物,蟋蟀等尾部的针状物,2
117722,尾,wěi,名词,二十八宿之一。,二十八宿之一,2
117723,尾,wěi,名词,末端;末尾,末端；末尾,2
117724,尾,wěi,名词,主要部分以外的部分;没有了结的事情,剩余部分；未完成的事,2
117725,尾,wěi,量词,用于鱼,量词：用于鱼,2
764111,尾巴,wěi ba,名词,"鸟、兽、虫、鱼等动物的身体末端突出的部分,主要作用是辅助运动、保持身体平衡等。",动物身体末端突出部分，用于运动和平衡,2
764112,尾巴,wěi ba,名词,某些物体的尾部,物体的尾部,2
764113,尾巴,wěi ba,名词,指事物的残留部分,事物的残留部分,2
764114,尾巴,wěi ba,名词,指跟踪或尾随在后面的人,跟踪者,2
764115,尾巴,wěi ba,名词,指没有主见、完全随声附和的人。,无主见、随声附和的人,2
186011,尿,suī,名词,"人或动物体内,由肾脏产生,从尿道排泄出来的液体",人或动物肾脏产生的排泄液体,2
186021,尿,niào,名词,"人或动物体内,由肾脏产生,从尿道排泄出来的液体。",尿液,2
186022,尿,niào,动词,撒尿,排尿,2
56411,局,jú,名词,棋盘,棋盘,1
56412,局,jú,量词,下棋或其他比赛一次叫一局,量词：比赛的一轮,2
56413,局,jú,名词,形势;情况;处境,形势；情况,2
56414,局,jú,名词,人的器量,人的器量,1
56415,局,jú,名词,称某些聚会,某些聚会,2
56416,局,jú,名词,圈套,圈套,1
56417,局,jú,形容词,拘束,拘束,1
56418,局,jú,名词,部分,部分,1
56419,局,jú,名词,"机关组织系统中按业务划分的单位(一般比部小,比处大)",机关单位（介于部与处之间）,2
56420,局,jú,名词,办理某些业务的机构,办理业务的机构,2
56421,局,jú,名词,某些商店的名称,商店名称,2
893911,局势,jú shì,名词,(政治、军事等)一个时期内的发展情况,政治、军事等的发展情况,2
893711,局部,jú bù,名词,一部分;非全体,一部分；非全体,2
894011,局限,jú xiàn,动词,限制在某个范围内,限制在一定范围,2
893811,局面,jú miàn,名词,一个时期内事情的状态,事情的状态,2
893812,局面,jú miàn,名词,规模,方言：规模,2
227411,屁,pì,名词,由肛门排出的臭气,肛门排出的气体,2
227412,屁,pì,名词,没用的或不足道的事物,比喻无用之物,2
227413,屁,pì,代词,"泛指任何事物,相当于‘什么’,多用于否定或斥责",泛指任何事物（多用于否定）,2
925311,屁股,pì gu,名词,臀部。,臀部,2
925312,屁股,pì gu,名词,泛指动物身体后端靠近肛门的部分,动物身体后端,2
925313,屁股,pì gu,名词,借指某些事物末尾的部分,事物末尾部分,2
49011,层,céng,动词,重叠;重复,重叠；重复,2
49012,层,céng,名词,重叠事物的一个部分,重叠事物的一个组成部分,2
49013,层,céng,量词,用于重叠、积累的东西,用于计量重叠或累积的事物,2
815411,层出不穷,céng chū bù qióng,动词,"接连不断地出现,没有穷尽。",接连不断地出现，没有尽头,2
