definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
106513,10651,3,谷物成熟。,ripen,,,动词
106514,10651,4,用脚踩踏。,step,,,动词
106515,10651,5,穿鞋或裤子等。,wear,,,动词
106611,10661,1,卖,sell,,,动词
106612,10661,2,施展(奸计),"make (one's plan, trick, etc.) work; carry out (intrigues)",,,动词
106711,10671,1,物体上的洞或开口,hole,,,名词
106712,10671,2,量词，用于计算窑洞数量,classifier for cave dwellings,,,量词
106713,10671,3,姓氏,surname,,,名词
106811,10681,1,城市道路,street,,,名词
106812,10681,2,方言：集市,market,,,名词
106911,10691,1,在战争或竞赛中失利,lose,,,动词
106912,10691,2,击败；使对方失败,defeat,,,动词
106913,10691,3,（事情）未成功（与“成”相对）,fail,,,动词
106914,10691,4,破坏；损坏,ruin,,,动词
106915,10691,5,消除；解除,relieve,,,动词
106916,10691,6,破旧；衰败；腐烂,decayed,,,形容词
106917,10691,7,使衰败,dissipate,,,动词
107011,10701,1,接待来访者,welcome,,,动词
107012,10701,2,正对着；朝向,face,,,动词
107112,10711,2,土地养分丰富,fertile,,,形容词
107113,10711,3,使土地肥沃,fertilize,,,动词
107114,10711,4,促进植物生长的物质,fertilizer,,,名词
107115,10711,5,收益丰厚,profitable,,,形容词
107116,10711,6,通过不正当手段致富,ill-gotten wealth,,,形容词
107117,10711,7,利益好处,benefit,,,名词
107211,10721,1,恩惠,kindness,,,名词
107212,10721,2,姓氏,a surname,,,名词
107311,10731,1,佛教中出家的女性,nun,,,名词
107411,10741,1,年纪小；未成熟,young; underage,,,形容词
107412,10741,2,小孩儿,child; infant,,,名词
107511,10751,1,习以为常,habit,,,动词
107512,10751,2,纵容不良习惯,spoil,,,动词
107611,10761,1,铁碳合金，含少量其他元素，是重要工业材料。,steel; iron-carbon alloy used in industry,,,名词
107621,10762,1,磨刀使其锋利。,sharpen,,,动词
107622,10762,2,在刀口加钢重新打造。,temper,,,动词
107711,10771,1,附着骨头的肉,flesh,,,名词
107712,10771,2,同意,agree,,,动词
107713,10771,3,乐意做某事,willing,,,动词
107714,10771,4,方言指经常发生,often,,,副词
107811,10781,1,矿床,ore deposit,,,名词
107812,10781,2,矿石,ore,,,名词
107813,10781,3,开采矿物的地方,mine,,,名词
107911,10791,1,被水环绕的陆地，面积小于大陆,island,,,名词
108011,10801,1,卓越；崇高,great,,,形容词
108012,10801,2,壮美,magnificent,,,形容词
108111,10811,1,细微的固体颗粒,powder,,,名词
108112,10811,2,化妆用的细粉,cosmetic powder,,,名词
108113,10811,3,淀粉制作的食品,starch food,,,名词
108114,10811,4,淀粉制成的条状食品,noodles,,,名词
108115,10811,5,使物体变成粉末,pulverize,,,动词
108116,10811,6,方言：用涂料涂抹墙面,whitewash,,,动词
108117,10811,7,沾有白色粉末的,white,,,形容词
108118,10811,8,浅红色,pink,,,形容词
108211,10821,1,用手或工具快速来回摇动,shake,,,动词
108212,10821,2,物体有规律地往复运动,vibrate,,,动词
108213,10821,3,精神或情绪重新振奋起来,boost,,,动词
108311,10831,1,周朝国名，位于今江苏南部和浙江北部,Wu State,,,名词
108312,10831,2,三国之一，孙权建立,Wu Kingdom,,,名词
108313,10831,3,指江苏南部和浙江北部地区,Wu region,,,名词
108314,10831,4,姓氏,surname,,,名词
108411,10841,1,用强力取得,seize,,,动词
108412,10841,2,努力争取获得,compete,,,动词
108413,10841,3,超过或压制,surpass,,,动词
108414,10841,4,使丧失,deprive,,,动词
108415,10841,5,失去,lose,,,动词
108416,10841,6,做出决定,decide,,,动词
108417,10841,7,文字遗漏,omission,,,动词
108511,10851,1,特别突出,outstanding,,,形容词
108512,10851,2,表示程度更进一步，相当于“更”或“特别”,particularly; especially,,,副词
108513,10851,3,姓氏之一,a surname,,,名词
108514,10851,4,过错或失误,fault; mistake,,,名词
108515,10851,5,怨恨或责怪,have a grudge against; blame,,,动词
108611,10861,1,忘记。,forget,,,动词
108711,10871,1,植物生长旺盛,flourish,,,形容词
108712,10871,2,事业兴旺发达,prosperous,,,形容词
108713,10871,3,值得尊敬和称赞的,glory,,,形容词
108714,10871,4,姓氏,a surname,,,名词
108811,10881,1,逃跑；逃离。,flee,,,动词
108812,10881,2,丢失；丧失。,lose,,,动词
108813,10881,3,死,die,,,动词
108814,10881,4,已故的；去世的。,deceased,,,形容词
108815,10881,5,国家或政权覆灭。,perish,,,动词
108911,10891,1,中国古代哲学中与阳相对的概念，代表宇宙中事物的对立面之一。,yin,,,名词
108912,10891,2,指月亮。,moon,,,名词
108913,10891,3,天空被云层覆盖，阳光难以穿透的天气现象。,overcast,,,形容词
108914,10891,4,阳光照射不到的地方。,shade,,,名词
108915,10891,5,山的北面或水的南面。,north of a hill or south of a river,,,名词
108916,10891,6,物体的背面。,back side,,,名词
108917,10891,7,向内凹陷的。,concave,,,形容词
108918,10891,8,不公开的；隐蔽的。,hidden,,,形容词
108919,10891,9,阴险狡诈的。,sinister,,,形容词
108920,10891,10,迷信中指与鬼神或阴间有关的。,supernatural,,,名词
108921,10891,11,带负电荷的。,negative,,,形容词
108922,10891,12,指女性生殖器官。,female genitals,,,名词
108923,10891,13,姓氏。,a surname,,,名词
109011,10901,1,普通平常,ordinary,,,形容词
109012,10901,2,神话中的人间,earth,,,名词
109013,10901,3,表示全部,all,,,连词
109014,10901,4,合计总数,altogether,,,副词
109015,10901,5,简要概括,outline,,,副词
109016,10901,6,"中国民族音乐音阶上的一级,乐谱上用做记音符号,相当于简谱的‘4’。",musical note,,,名词
109111,10911,1,结束；完成,finish; complete,,,动词
109112,10911,2,全部；完全,fully; completely,,,形容词
109113,10911,3,二十八宿之一,Bi (one of the 28 constellations),,,名词
109114,10911,4,姓氏,a surname,,,名词
109211,10921,1,突然且猛烈,sudden,,,形容词
109212,10921,2,残忍凶狠,violent,,,形容词
109213,10921,3,残暴之人,tyrant,,,名词
109214,10921,4,脾气急躁,hot-tempered,,,形容词
109215,10921,5,姓氏,a surname,,,名词
109216,10921,6,向外突出,protrude,,,动词
109217,10921,7,显露出来,reveal,,,动词
109218,10921,8,破坏，糟蹋,ruin,,,动词
109311,10931,1,(言谈)虚夸,talking big; boastful,,,形容词
109312,10931,2,空;徒然,for nothing; in vain,,,形容词
109313,10931,3,"传说中的朝代名,尧所建。","Tang, legendary dynasty founded by Emperor Yao",,,名词
109314,10931,4,"朝代,公元618—907,李渊和他的儿子世民所建,建都长安(今陕西西安)。","Tang Dynasty (618-907), founded by Li Yuan and his son, Li Shimin, with the capital in Chang’an (present-day Xi’an in Shaanxi Province)",,,名词
109315,10931,5,后唐。,Later Tang (923-936) of the Five Dynasties Period (907-960),,,名词
109316,10931,6,姓。,a surname,,,名词
109411,10941,1,有胆量，不怕危险,brave,,,形容词
109412,10941,2,清朝战时临时招募的士兵,temporary soldier,,,名词
109413,10941,3,姓氏,surname,,,名词
109511,10951,1,躲开；回避,avoid,,,动词
109512,10951,2,预防；防止,prevent,,,动词
109621,10962,1,大麻、亚麻、苎麻等植物的统称。,"hemp; plants like flax, ramie, etc.",,,名词
109622,10962,2,麻类植物的纤维，用于纺织等工业。,hemp fiber; used in textiles,,,名词
109623,10962,3,芝麻。,sesame,,,名词
109624,10962,4,表面粗糙，不光滑。,rough; coarse,,,形容词
109626,10962,6,带有细碎斑点。,speckled,,,形容词
109627,10962,7,姓氏。,a surname,,,名词
109628,10962,8,感觉轻微麻木。,tingling; numb,,,形容词
109711,10971,1,人体大腿部位,thigh,,,名词
109712,10971,2,机构中的基本组织单位,department,,,名词
109716,10971,6,古代指直角三角形较长直角边,longer leg,,,名词
109811,10981,1,物体不易变形（与“软”相对）,hard,,,形容词
109812,10981,2,性格刚强或态度坚决,stubborn,,,形容词
109813,10981,3,勉强做某事,force,,,动词
109814,10981,4,能力强或质量好,strong; good,,,形容词
109912,10991,2,穿透物体。,penetrate,,,动词
109913,10991,3,数字“0”的口语表达。,zero (spoken),,,名词
109914,10991,4,深刻；透彻。,profound; clear,,,形容词
110011,11001,1,用于盥洗的浅底容器。,washbasin,,,名词
110015,11001,5,回旋地绕,coil,,,动词
110016,11001,6,搭建（炕或灶）。,construct,,,动词
110017,11001,7,详细询问或清点。,examine,,,动词
110018,11001,8,转让（企业或产业）。,transfer,,,动词
110019,11001,9,移动；搬运。,move,,,动词
110021,11001,11,姓氏。,a surname,,,名词
110112,11011,2,具有轮状特征的物体,disc,,,名词
110113,11011,3,机动船舶的统称,steamer,,,名词
110114,11011,4,按顺序交替进行,alternate,,,动词
110115,11011,5,用于计量圆形物体的单位,measure word,,,量词
110211,11021,1,戒备,guard,,,动词
110212,11021,2,反应灵敏,alert,,,形容词
110213,11021,3,使人注意(情况严重);告戒,warn,,,动词
110214,11021,4,紧急危险状况,emergency,,,名词
110215,11021,5,警察的简称,police,,,名词
110311,11031,1,喧哗;不安静,noisy,,,形容词
110312,11031,2,争吵或打扰,disturb,,,动词
110313,11031,3,情绪发泄,vent,,,动词
110314,11031,4,患病或发生不好的事,suffer,,,动词
110315,11031,5,从事某项活动,engage,,,动词
110316,11031,6,开玩笑,tease,,,动词
110411,11041,1,记载;抄写,record; copy,,,动词
110412,11041,2,录制,record,,,动词
110413,11041,3,"原指为备用而登记,后转指采取或任用",employ; hire,,,动词
110414,11041,4,用做记载物的名称,list,,,名词
110511,11051,1,继续；继承,continue,,,动词
110512,11051,2,浙江绍兴,Shaoxing,,,名词
110611,11061,1,临摹,trace,,,动词
110612,11061,2,修饰,retouch,,,动词
110711,11071,1,古代长度单位，一寻等于八尺,ancient unit of length (8 chi),,,名词
110712,11071,2,姓氏,a surname,,,名词
110713,11071,3,试图找到某人或某物,search; seek,,,动词
110811,11081,1,同父母或同父、同母而年纪比自己小的女子,younger sister,,,名词
110812,11081,2,同辈中年纪比自己小的女性,younger female in the same generation,,,名词
110813,11081,3,方言中对年轻女子的称呼,dialectal term for 'young girl',,,名词
110911,11091,1,幸福，好运。,happiness,,,名词
110912,11091,2,因幸福而高兴。,rejoice,,,动词
110913,11091,3,希望；期望,hope,,,动词
110914,11091,4,因运气好而成功或免于不幸,lucky; fortunate,,,形容词
110915,11091,5,得到帝王或上级的宠爱,get imperial favour,,,动词
110916,11091,6,〈旧时〉指帝王亲临某地,(of a monarch) be present at a place or on an occasion,,,动词
110917,11091,7,(Xìng)姓氏,a surname,,,名词
111011,11101,1,墙体,wall,,,名词
111012,11101,2,物体上类似墙的部分,wall-like part,,,名词
111013,11101,3,陡峭如墙的山石,cliff,,,名词
111014,11101,4,防御工事,barrier,,,名词
111015,11101,5,二十八宿之一,Bi constellation,,,名词
111111,11111,1,两者之间的空间或时间间隔,distance,,,名词
111112,11111,2,雄鸡腿后突出的趾状部分,spur,,,名词
111211,11121,1,玩耍；娱乐。,play; entertain,,,动词
111212,11121,2,进行某种文体活动。,engage in activity,,,动词
111213,11121,3,使用不正当手段。,resort to foul play,,,动词
111214,11121,4,戏弄或不严肃对待。,toy with; trifle,,,动词
111215,11121,5,观赏或欣赏,enjoy; appreciate,,,动词
111216,11121,6,供观赏的物品,objects to admire,,,名词
111311,11131,1,停止进行某事,stop,,,动词
111312,11131,2,暂停活动以恢复体力,rest,,,动词
111313,11131,3,"指丈夫把妻子赶回娘家,断绝夫妻关系",divorce (archaic),,,动词
111314,11131,4,表示禁止或劝阻,don't,,,副词
111315,11131,5,吉祥欢乐,auspicious,,,形容词
111411,11141,1,使时间或空间变长。,prolong,,,动词
111412,11141,2,将原定时间推迟。,postpone,,,动词
111413,11141,3,正式邀请某人担任职务。,invite,,,动词
111414,11141,4,姓氏。,a surname,,,名词
111511,11151,1,汇总；集合,summarize,,,动词
111521,11152,1,织布机上分开经线的装置,heddle,,,名词
111611,11161,1,天干的第一位,first of the ten Heavenly Stems,,,名词
111612,11161,2,位居第一,first; top-ranking,,,形容词
111613,11161,3,姓氏,surname,,,名词
111614,11161,4,动物身上的硬壳,shell; carapace,,,名词
111615,11161,5,手指或脚趾上的角质层,nail,,,名词
111616,11161,6,保护身体的金属或皮革装备,armor,,,名词
111617,11161,7,旧时的一种户籍单位,historical household registration unit,,,名词
111711,11171,1,物体在液体表面或内部漂动,float,,,动词
111712,11171,2,液体表面显现出,emit; exude,,,动词
111713,11171,3,涉及面广，不限于特定范围,general; extensive,,,形容词
111714,11171,4,认识或理解不深刻,superficial,,,形容词
111715,11171,5,江河湖水溢出堤岸,flood,,,动词
111811,11181,1,智慧卓越,wise,,,形容词
111812,11181,2,智者,sage,,,名词
111911,11191,1,用交通工具运载,carry,,,动词
111912,11191,2,道路上充满,filled,,,动词
111913,11191,3,姓氏,a surname,,,名词
111921,11192,1,表示年份,year,,,名词
111922,11192,2,表示并列关系,and,,,副词
112011,11201,1,云层放电时产生的巨响,thunder,,,名词
112012,11201,2,军用爆炸装置,mine,,,名词
112013,11201,3,姓氏,a surname,,,名词
112211,11221,1,内部无物,empty,,,形容词
112212,11221,2,未被占用,vacant,,,形容词
112213,11221,3,因心里惭愧或没有把握而勇气不足,timid,,,形容词
112214,11221,4,徒劳无功,vainly,,,副词
112215,11221,5,不真实,false,,,形容词
112216,11221,6,谦虚谨慎,modest,,,形容词
112217,11221,7,身体衰弱,weak,,,形容词
112218,11221,8,抽象的理论原则,theory,,,名词
112219,11221,9,二十八宿之一,constellation,,,名词
112311,11231,1,不公开的、隐蔽的信息或事物,secret,,,名词
112312,11231,2,不泄露信息或保持沉默,keep secret,,,动词
112313,11231,3,不常见或稀少,rare,,,形容词
112321,11232,1,用于音译的外来词，如“秘鲁”（南美洲国家名）,"transliteration word, e.g. Peru",,,名词
112322,11232,2,姓氏,surname,,,名词
112411,11241,1,风俗习惯,custom,,,名词
112412,11241,2,大众化的；普遍流行的,popular,,,形容词
112413,11241,3,庸俗；不高雅,vulgar,,,形容词
112414,11241,4,未出家的人（与出家人相对）,lay,,,名词
112511,11251,1,不正或不直,slant,,,形容词
112512,11251,2,偏向某一方,tendency,,,动词
112513,11251,3,建筑物等倒塌,collapse,,,动词
112514,11251,4,倒出容器内的全部内容,pour out,,,动词
112515,11251,5,竭尽全力,use up,,,动词
112516,11251,6,以力量或优势压制,overwhelm,,,动词
112611,11261,1,因悲伤或激动而流泪发声,cry,,,动词
112711,11271,1,忍受,bear,,,动词
112712,11271,2,克制,endure,,,动词
112721,11272,1,不允许,forbid,,,动词
112722,11272,2,关押,imprison,,,动词
112723,11272,3,法令或习俗所不允许的事项,taboo,,,名词
112724,11272,4,旧时指皇宫,forbidden city,,,名词
112811,11281,1,零散的；小数的,fragmentary,,,形容词
112813,11281,3,"放在两个数量中间,表示单位较高的量之下附有单位较低的量",and (between numbers),,,其他
112814,11281,4,数字“○”表示的空白位,zero (digit),,,名词
112815,11281,5,表示无数量,zero,,,数词
112816,11281,6,温度计刻度起点,zero (temperature),,,名词
112817,11281,7,姓氏,surname,,,名词
112818,11281,8,（草木花叶）枯萎凋落,wither and fall,,,动词
112819,11281,9,（雨、泪等）滴落,drip,,,动词
112911,11291,1,物体间相互接触或碰撞,touch,,,动词
112912,11291,2,引发情感波动,move,,,动词
113011,11301,1,技术高超或心思敏捷。,skillful,,,形容词
113012,11301,2,手或口灵活、熟练。,deft,,,形容词
113013,11301,3,恰好;正遇在某种机会上,coincidentally,,,副词
113014,11301,4,话语虚浮不实。,deceitful,,,形容词
113113,11311,3,围起来,enclose,,,动词
113114,11311,4,画圈标记,circle (v.),,,动词
113121,11312,1,用栅栏把家禽家畜围起来,pen (v.),,,动词
113122,11312,2,拘禁,confine,,,动词
113131,11313,1,"养猪羊等牲畜的建筑,有棚和栏",pen (n.),,,名词
113132,11313,2,姓氏,surname,,,名词
113211,11321,1,使出力气。,exert,,,动词
113212,11321,2,凸出。,bulge,,,动词
113213,11321,3,因用力过度受伤。,overexert,,,动词
113311,11331,1,大声喊叫,shout,,,动词
113321,11332,1,吞咽液体或流质食物,drink,,,动词
113322,11332,2,饮酒,drink alcohol,,,动词
113411,11341,1,通;透,thorough,,,形容词
113511,11351,1,光亮；闪耀,bright,,,形容词
113512,11351,2,水晶,crystal,,,名词
113513,11351,3,晶体,crystal,,,名词
113611,11361,1,模拟伐木等声音的拟声词,onomatopoeia for chopping sounds,,,拟声词
113621,11362,1,达到成年年龄的男子,adult male,,,名词
113622,11362,2,家庭或国家的人口,population,,,名词
113623,11362,3,特定职业的从业人员,professional,,,名词
113624,11362,4,中文姓氏之一,a surname,,,名词
113625,11362,5,天干中的第四位,4th Heavenly Stem,,,名词
113627,11362,7,遇到或面临,encounter,,,动词
113711,11371,1,用手握住或持拿,hold,,,动词
113712,11371,2,控制或驾驶机械,operate,,,动词
113713,11371,3,从事某项工作或活动,engage,,,动词
113714,11371,4,使用特定语言交流,speak,,,动词
113715,11371,5,进行军事或体育训练,drill,,,动词
113716,11371,6,编排的系列健身动作,exercise,,,名词
113717,11371,7,个人的品德和行为,conduct,,,名词
113718,11371,8,姓氏,surname,,,名词
113811,11381,1,旧社会中受压迫、剥削、役使而没有人身自由等政治权利的人(跟‘主’相对),slave,,,名词
113812,11381,2,古代年轻女子的自称,self-reference by young women (archaic),,,名词
113813,11381,3,像对待奴隶般压迫使用,enslave,,,动词
113911,11391,1,符合特定要求或条件,suitable,,,形容词
113912,11391,2,应该（多用于否定）,should,,,副词
113913,11391,3,表示理所当然,naturally,,,副词
113914,11391,4,中文姓氏之一,a surname,,,名词
114011,11401,1,"低等生物的一大类,以寄生或腐生方式摄取营养,种类很多。",microorganism,,,名词
114021,11402,1,蘑菇的别称,mushroom,,,名词
114111,11411,1,父亲的弟弟,uncle,,,名词
114112,11411,2,对与父亲同辈但年纪较小的男性的尊称,uncle,,,名词
114113,11411,3,丈夫的弟弟,brother-in-law,,,名词
114114,11411,4,兄弟排行中的第三位,third brother,,,名词
114212,11421,2,姓氏,surname,,,名词
114311,11431,1,模仿,imitate,,,动词
114312,11431,2,相似,resemble,,,动词
114313,11431,3,临摹的字,calligraphy copy,,,名词
114411,11441,1,不说话；不出声,silent,,,动词
114412,11441,2,凭记忆写出,write from memory,,,动词
114413,11441,3,姓氏,a surname,,,名词
114511,11451,1,船只,boat,,,名词
114512,11451,2,在水面或空中移动,navigate,,,动词
114621,11462,1,两山或两块高地中间的狭长而有出口的地带(特别是当中有水道的),narrow and long stretch of low-lying land between mountains or hills and usually having a river or stream flowing through it; valley; gorge,,,名词
114622,11462,2,(Gǔ)姓。,a surname,,,名词
114623,11462,3,谷类作物,cereal crops,,,名词
114624,11462,4,谷子(粟),millet,,,名词
114625,11462,5,〈方dial.〉稻或稻谷。,unhusked rice,,,名词
114711,11471,1,眼睛分泌的液体,tear,,,名词
114811,11481,1,第一人称代词,I,,,代词
114821,11482,1,给,give,,,动词
114911,11491,1,借助于绳子、钩子、钉子等使物体附着于某处的一点或几点,hang,,,动词
114912,11491,2,案件等未解决,pending,,,动词
114913,11491,3,把耳机放回电话机上使电路断开,hang up,,,动词
114914,11491,4,接通电话,call,,,动词
114915,11491,5,钩子,hook,,,名词
114916,11491,6,心中惦记,concern,,,动词
114917,11491,7,（物体表面）附着或覆盖,be covered,,,动词
114918,11491,8,登记,register,,,动词
114919,11491,9,〈量词〉用于成套或成串的物品,set,,,量词
115011,11501,1,强健,strong,,,形容词
115012,11501,2,宏伟,grand,,,形容词
115013,11501,3,使强大,strengthen,,,动词
115014,11501,4,中医艾灸单位,moxa unit,,,名词
115015,11501,5,壮族,Zhuang ethnic group,,,名词
115111,11511,1,多而杂乱,numerous,,,形容词
115112,11511,2,纠纷,dispute,,,名词
115212,11521,2,用于颗粒状物的量词,grain,,,量词
115311,11531,1,物质与氧气发生化学反应发光发热。,burn,,,动词
115312,11531,2,引火点着,ignite,,,动词
115411,11541,1,众多；各种,various,,,形容词
115412,11541,2,姓氏,surname,,,名词
115413,11541,3,“之于”或“之乎”的合音,fusion of 之于 or 之乎,,,其他
115511,11551,1,"义同‘削’(xiāo),专用于合成词,如剥削、削减、削弱。","having the same meaning as 削 xiāo, used in compound words, e.g. 剥削 bōxuē, 削减 xuējiǎn and 削弱 xuēruò",,,动词
115521,11552,1,用刀斜着去掉物体的表层,peel; pare the surface layer of an object sideways with a knife,,,动词
115612,11561,2,家族的后代。,descendant,,,名词
115613,11561,3,某些动物的幼崽。,young animal,,,名词
115614,11561,4,疫苗的简称。,vaccine,,,名词
115616,11561,6,姓氏。,a surname,,,名词
115711,11571,1,年老的女性,old woman,,,名词
115713,11571,3,丈夫的母亲,mother-in-law,,,名词
115811,11581,1,将某物交给他人,hand,,,动词
115812,11581,2,给(钱),pay,,,动词
115813,11581,3,姓氏,surname,,,名词
115911,11591,1,失去方向感或判断力。,get lost,,,动词
115912,11591,2,对某人或事物极度喜爱。,be obsessed with,,,动词
115913,11591,3,狂热爱好者。,fan,,,名词
115914,11591,4,使困惑或陶醉。,confuse,,,动词
116011,11601,1,用于招待宾客住宿的房屋或场所。,guesthouse,,,名词
116012,11601,2,一国在另一国设立的外交人员常驻办公场所。,embassy/consulate,,,名词
116014,11601,4,用于收藏、展示文物或进行文化体育活动的场所。,museum/gallery,,,名词
116015,11601,5,旧时指私塾先生教书的地方。,private school,,,名词
116111,11611,1,物质燃烧后的粉末状残留物,ash,,,名词
116112,11611,2,尘土或粉末状物质,dust,,,名词
116113,11611,3,特指石灰,lime,,,名词
116114,11611,4,介于黑与白之间的颜色,grey,,,形容词
116115,11611,5,意志消沉或失望,disheartened,,,形容词
116211,11621,1,"家禽,品种很多,嘴短,上嘴稍弯曲,头部有肉质的冠。翅膀短,不能高飞。",chicken,,,名词
116311,11631,1,江河湖海等水边的陆地,bank; shore,,,名词
116312,11631,2,形容高大,lofty,,,形容词
116313,11631,3,形容高傲,proud,,,形容词
116411,11641,1,温度低（与“暑”相对）,cold,,,形容词
116412,11641,2,害怕，畏惧,fear,,,动词
116413,11641,3,贫穷困苦,poor,,,形容词
116511,11651,1,含水混合的软土,mud,,,名词
116512,11651,2,泥状物质（如印泥、蒜泥等）,paste,,,名词
116521,11652,1,用土、灰等涂抹墙壁或器物,plaster,,,动词
116522,11652,2,思想僵化，不知变通,obstinate,,,形容词
116611,11661,1,"落叶乔木,品种很多,性耐寒,叶子卵形,早春开花,花瓣五片,有粉红、白、红等颜色,味香。果实球形,青色,成熟的黄色,都可以吃,味酸。",plum tree,,,名词
116612,11661,2,这种植物的花。,plum blossom,,,名词
116613,11661,3,这种植物的果实。,plum fruit,,,名词
116614,11661,4,姓氏,surname,,,名词
116711,11671,1,不完整的,incomplete,,,形容词
116712,11671,2,剩余的,remaining,,,形容词
116713,11671,3,伤害；破坏,damage,,,动词
116714,11671,4,凶恶的,cruel,,,形容词
116811,11681,1,政府征收的财政收入,tax,,,名词
116812,11681,2,姓氏,a surname,,,名词
116911,11691,1,方言指伯劳鸟,shrike,,,名词
116921,11692,1,大型猫科动物，黄底黑纹，性凶猛,tiger,,,名词
116922,11692,2,形容勇猛威武,brave,,,形容词
116923,11692,3,方言指露出凶恶表情,scowl,,,动词
116924,11692,4,姓氏,surname,,,名词
117011,11701,1,庆祝；祝贺,celebrate,,,动词
117012,11701,2,值得庆祝的纪念日,anniversary,,,名词
117013,11701,3,姓氏,surname,,,名词
117111,11711,1,用手臂围住,hug; embrace,,,动词
117112,11711,2,第一次成为父母或祖父母,have first child,,,动词
117113,11711,3,领养（孩子）,adopt,,,动词
117114,11711,4,（方言）结合在一起,band together,,,动词
117115,11711,5,（方言）衣物或鞋子大小合适,fit,,,形容词
117116,11711,6,心怀（想法或意见）,cherish,,,动词
117117,11711,7,（量词）两臂合围的量,armful,,,量词
117118,11711,8,孵（卵）,hatch,,,动词
117221,11722,1,鸟，卵生脊椎动物，有羽毛和翅膀,bird,,,名词
117311,11731,1,用手掌轻击,clap,,,动词
117314,11731,4,用摄影机把人、物的形象照在底片上,photograph,,,动词
117315,11731,5,发送电报,send a telegram,,,动词
117316,11731,6,谄媚奉承,flatter,,,动词
117411,11741,1,用砖石等材料建造的隔离或保护结构,wall,,,名词
117412,11741,2,器物上类似墙的隔断部分,partition,,,名词
117511,11751,1,迟;慢,slow,,,形容词
117512,11751,2,延迟,postpone,,,动词
117513,11751,3,使不紧张,relax,,,动词
117514,11751,4,恢复,recuperate,,,动词
117611,11761,1,与地面平行的方向,horizontal,,,形容词
117612,11761,2,地理上东西走向的,transverse,,,形容词
117613,11761,3,从左到右或从右到左的方向,crosswise,,,形容词
117614,11761,4,与物体长边垂直的方向,perpendicular,,,形容词
117615,11761,5,使物体横向放置,place horizontally,,,动词
117616,11761,6,杂乱无章的状态,turbulent,,,形容词
117617,11761,7,蛮横凶恶的态度,violent,,,形容词
117619,11761,9,无论如何，反正,anyway,,,副词
117620,11761,10,很可能，大概,probably,,,副词
117621,11762,1,粗暴无理,harsh,,,形容词
117622,11762,2,不吉利或意外的,ominous,,,形容词
117711,11771,1,马尾上的毛,horse tail hair,,,名词
117712,11771,2,蟋蟀等尾部的针状物,cricket tail spike,,,名词
117722,11772,2,二十八宿之一,Wei constellation,,,名词
117723,11772,3,末端；末尾,end,,,名词
117724,11772,4,剩余部分；未完成的事,remainder,,,名词
117725,11772,5,量词：用于鱼,classifier for fish,,,量词
117811,11781,1,监督指挥。,supervise,,,动词
117911,11791,1,无指代词（没有人/物）,no one/nothing,,,代词
117912,11791,2,否定副词,not,,,副词
117913,11791,3,禁止副词,don't,,,副词
117914,11791,4,表示推测或反问的副词,indicating conjecture or rhetorical question,,,副词
117915,11791,5,姓氏,surname,,,名词
118011,11801,1,工具或器具,tool,,,名词
118012,11801,2,武器，泛指用于攻击或防御的器具,weapon,,,名词
118013,11801,3,枷锁、镣铐等刑具，用于束缚犯人,fetters; shackles,,,名词
118111,11811,1,末端尖锐,sharp,,,形容词
118112,11811,2,声音高而刺耳,shrill,,,形容词
118113,11811,3,感官灵敏,keen,,,形容词
118114,11811,4,提高嗓音,scream,,,动词
118117,11811,7,吝啬,stingy,,,形容词
118118,11811,8,言辞尖锐,caustic,,,形容词
118211,11821,1,外出旅行；客居异地。,travel,,,动词
118213,11821,3,军队编制单位，隶属于师。,brigade,,,名词
118214,11821,4,泛指军队。,army,,,名词
118215,11821,5,共同；一起。,jointly,,,副词
118311,11831,1,与原数相等的数,times,,,数词
118312,11831,2,增加与原数相同的数量,double,,,动词
118411,11841,1,安排处理,arrange,,,动词
118412,11841,2,筹划,plan,,,动词
118511,11851,1,"义同‘剥’(bāo),专用于合成词或成语,如剥夺,生吞活剥。","same as 剥 bāo; only used in compound words or idioms, such as 剥夺 bōduó and 生吞活剥 shēng tūn huó bō",,,动词
118521,11852,1,去除物体表面的皮或壳,peel,,,动词
118611,11861,1,遇到（多指不幸或不利的事）,encounter (misfortune),,,动词
118612,11861,2,用于动作的计量单位,time (measure word),,,量词
118613,11861,3,周；圈,round,,,量词
118711,11871,1,知道；了解,understand,,,动词
118811,11881,1,横截面较大的,thick,,,形容词
118812,11881,2,宽度较大的,wide,,,形容词
118813,11881,3,颗粒较大的,coarse,,,形容词
118814,11881,4,低沉响亮的声音,husky,,,形容词
118815,11881,5,不精细的,rough,,,形容词
118816,11881,6,不细致的,careless,,,形容词
118817,11881,7,不文雅的,rude,,,形容词
118818,11881,8,大略地,roughly,,,副词
118911,11891,1,演奏,play,,,动词
118912,11891,2,发生;取得(功效等),achieve; produce; perform,,,动词
118913,11891,3,臣子对帝王陈述意见或说明事情,submit a memorial to an emperor,,,动词
119011,11901,1,细腻光滑；湿润,moist,,,形容词
119012,11901,2,"加油或水,使不干燥",lubricate,,,动词
119013,11901,3,修饰（文章）使其更优美,polish,,,动词
119014,11901,4,利益；好处,benefit,,,名词
119121,11912,1,倾斜；不正,tilt,,,动词
119131,11913,1,旁边（与“正”相对）,side,,,名词
119132,11913,2,向旁边倾斜,incline,,,动词
