rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
56,后,hòu,,,名,人背对的方向；房屋等背面所对的方向（跟“前”相对）,车前马 后
56,后,hòu,,,名,人背对的方向；房屋等背面所对的方向（跟“前”相对）,前廊 后 厦
56,后,hòu,,,名,人背对的方向；房屋等背面所对的方向（跟“前”相对）,后 院
56,后,hòu,,,形,次序靠近末尾的,排在 后 十名之中
57,道,dào,,,名,路,这条 道 儿 近
57,道,dào,,,名,路,林阴 道
57,道,dào,,,名,路,道 路
57,道,dào,,,名,水流的途径,黄河故 道
57,道,dào,,,名,水流的途径,下水 道
57,道,dào,,,名,方法；规律,治国之 道
57,道,dào,,,名,方法；规律,门 道
57,道,dào,,,名,学术思想或宗教教义,离经叛 道
57,道,dào,,,名,学术思想或宗教教义,尊师重 道
57,道,dào,,,名,学术思想或宗教教义,传 道
57,道,dào,,,名,⇒ 道德,道 义
57,道,dào,,,名,⇒ 道德,古 道 热肠
57,道,dào,,,名,⇒ 指道家,儒、 道 、墨、法
57,道,dào,,,名,指道教或道教徒,道 观
57,道,dào,,,名,指道教或道教徒,道 士
57,道,dào,,,名,指某些封建迷信组织,一贯 道
57,道,dào,,,名,指某些封建迷信组织,反动会 道 门
57,道,dào,,,名,⇒ 技艺,棋 道
57,道,dào,,,名,⇒ 技艺,医 道
57,道,dào,,,动,用言语表示（情意）,道 谢
57,道,dào,,,动,用言语表示（情意）,道 歉
57,道,dào,,,动,说,能说会 道
57,道,dào,,,动,说,指名 道 姓
57,道,dào,,,动,料想；以为 ⑬ → 量 用于某些细长的东西,一 道 白光
57,道,dào,,,动,料想；以为 ⑬ → 量 用于某些细长的东西,几 道 皱纹
57,道,dào,,,动,料想；以为 用于门、墙等,三 道 门
57,道,dào,,,动,料想；以为 用于门、墙等,一 道 高墙
57,道,dào,,,动,料想；以为 用于门、墙等,两 道 关口
57,道,dào,,,动,料想；以为 用于题目、命令等,五 道 问答题
57,道,dào,,,动,料想；以为 用于题目、命令等,一 道 命令
57,道,dào,,,动,料想；以为 用于连续事物中的一次,上了三 道 菜
57,道,dào,,,动,料想；以为 用于连续事物中的一次,多费一 道 手续
57,道,dào,,,名,线条；细长的痕迹,画横 道
57,道,dào,,,名,线条；细长的痕迹,地板上蹭出许多 道 来 。
57,道,dào,,,名,○ 我国历史上行政区域的名称。唐代曾分中国为十道。清代和民国初年设在省以下，府以上,
57,道,dào,,,名,○ 姓,
58,行,háng,,,名,行列,站成五 行
58,行,háng,,,名,行列,单 行
58,行,háng,,,名,行列,行 伍
58,行,háng,,,量,用于成行的东西,两 行 眼泪
58,行,háng,,,量,用于成行的东西,写了几 行 字
58,行,háng,,,名,某些营业机构,商 行
58,行,háng,,,名,某些营业机构,洋 行
58,行,háng,,,名,某些营业机构,银 行
58,行,háng,,,名,行业；职业,各 行 各业
58,行,háng,,,名,行业；职业,隔 行 如隔山
58,行,háng,,,名,行业；职业,改 行
58,行,háng,,,名,行业；职业,行 话
58,行,háng,,,名,指某种行业的知识、经验,懂 行
58,行,háng,,,名,指某种行业的知识、经验,在 行
58,行,háng,,,名,指某种行业的知识、经验,内 行
58,行,háng,,,名,指某种行业的知识、经验,行 家
58,行,háng,,,动,兄弟姊妹按出生先后排列顺序,我 行 三
58,行,háng,,,动,兄弟姊妹按出生先后排列顺序,你 行 几?
58,行,xíng,,,动,走,寸步难 行
58,行,xíng,,,动,走,游 行
58,行,xíng,,,动,走,行 走
58,行,xíng,,,动,出行；旅行,不虚此 行
58,行,xíng,,,动,出行；旅行,欧洲之 行
58,行,xíng,,,形,跟出行有关的,行 装
58,行,xíng,,,形,跟出行有关的,行 程
58,行,xíng,,,动,流动；流通,流 行
58,行,xíng,,,动,流动；流通,风 行
58,行,xíng,,,动,流动；流通,发 行
58,行,xíng,,,动,流动；流通,行 销
58,行,xíng,,,名,⇒ 指行书,行 草
58,行,xíng,,,形,⇒ 流动的；临时的,行 商
58,行,xíng,,,形,⇒ 流动的；临时的,行 营
58,行,xíng,,,形,⇒ 流动的；临时的,行 宫
58,行,xíng,,,动,做；从事,行 善
58,行,xíng,,,动,做；从事,行 医
58,行,xíng,,,动,做；从事,行 不通
58,行,xíng,,,名,⇒ 举止行为,操 行
58,行,xíng,,,名,⇒ 举止行为,罪 行
58,行,xíng,,,名,⇒ 举止行为,言 行
58,行,xíng,,,动,⇒ 可以,这样做 行 不 行 ?
58,行,xíng,,,动,⇒ 可以,行 ，就这么办
58,行,xíng,,,形,能干；有本事,小王真 行 ，什么事一办就成 。
58,行,xíng,,,动,⇒ 用在单音节代词（或副词）和双音节动词之间，表示以某种方式从事某种活动，略同于“进行”,自 行 处理
58,行,xíng,,,动,⇒ 用在单音节代词（或副词）和双音节动词之间，表示以某种方式从事某种活动，略同于“进行”,另 行 规定
58,行,xíng,,,副,○ 〈文〉快要,行 将就木
58,行,xíng,,,名,○ 姓,
59,成,chéng,,,动,成功（跟“败”相对）,这事 儿 可惜没办 成
59,成,chéng,,,动,成功（跟“败”相对）,落 成
59,成,chéng,,,动,成功（跟“败”相对）,完 成
59,成,chéng,,,动,使完成；使成功,成 全
59,成,chéng,,,动,使完成；使成功,成 人之美
59,成,chéng,,,形,已经完成的；固定的；现成的,成 约
59,成,chéng,,,形,已经完成的；固定的；现成的,成 语
59,成,chéng,,,形,已经完成的；固定的；现成的,成 法
59,成,chéng,,,动,生物体发育到完备的阶段,成 长
59,成,chéng,,,动,生物体发育到完备的阶段,成 熟
59,成,chéng,,,形,发育成熟的,成 虫
59,成,chéng,,,名,成果；成就,坐享其 成
59,成,chéng,,,名,成果；成就,守 成
59,成,chéng,,,动,成为；变为,他俩 成 了朋友
59,成,chéng,,,动,成为；变为,形 成
59,成,chéng,,,动,成为；变为,构 成
59,成,chéng,,,动,达到一定数量,成 套
59,成,chéng,,,动,达到一定数量,成 千上万
59,成,chéng,,,动,表示同意、认可,成 ，我马上就办
59,成,chéng,,,动,表示同意、认可,什么时候都 成
59,成,chéng,,,动,表示有能力做成功,我 成 ，你放心吧!
59,成,chéng,,,名,○ 姓,
59,成,chéng,,,量,把一个整体分为十份，每份叫一成,比去年增产两 成
59,成,chéng,,,量,把一个整体分为十份，每份叫一成,七八 成 新
59,成,chéng,,,量,把一个整体分为十份，每份叫一成,咱俩四六分 成
60,现,xiàn,,,动,显露；露出,现 原 形
60,现,xiàn,,,动,显露；露出,昙花一 现
60,现,xiàn,,,动,显露；露出,表 现
60,现,xiàn,,,动,显露；露出,现 象
60,现,xiàn,,,名,现在；目前,现 已查明
60,现,xiàn,,,名,现在；目前,现 行
60,现,xiàn,,,名,现在；目前,现 状
60,现,xiàn,,,名,现在；目前,现 代
60,现,xiàn,,,副,○ 当时；临时,现 炸的油饼
60,现,xiàn,,,副,○ 当时；临时,现 编 现 演
60,现,xiàn,,,形,○ 当时具有的,现 金
60,现,xiàn,,,形,○ 当时具有的,现 钱
60,现,xiàn,,,形,○ 当时具有的,现 货
60,现,xiàn,,,名,现金,兑 现
60,现,xiàn,,,名,现金,贴 现
61,没,méi,,,动,没有；无（跟“有”相对） 对领有、具有的否定,手里 没 钱
61,没,méi,,,动,没有；无（跟“有”相对） 对领有、具有的否定,这本书 没 看头
61,没,méi,,,动,没有；无（跟“有”相对） 对存在的否定,街上 没 车
61,没,méi,,,动,没有；无（跟“有”相对） 对存在的否定,今天 没 人来
61,没,méi,,,动,没有；无（跟“有”相对） 表示数量不足，相当于“不到”,用了 没 两天就坏了
61,没,méi,,,动,没有；无（跟“有”相对） 表示数量不足，相当于“不到”,这间屋子肯定 没 10平方米 。
61,没,méi,,,动,没有；无（跟“有”相对） 用于比较，表示不及，相当于“不如”,弟弟 没 哥哥高
61,没,méi,,,动,没有；无（跟“有”相对） 用于比较，表示不及，相当于“不如”,谁都 没 他跑得快
61,没,méi,,,副,未；不曾（对“已然” “曾经”的否定）,我 没 看过他演的电影
61,没,méi,,,副,未；不曾（对“已然” “曾经”的否定）,衣服 没 干
61,没,méi,,,副,未；不曾（对“已然” “曾经”的否定）,病还 没 好利落
61,没,mò,,,动,沉入水中；沉下,没 水而死
61,没,mò,,,动,沉入水中；沉下,沉 没
61,没,mò,,,动,终；尽,没 世
61,没,mò,,,动,终；尽,没 齿难忘
61,没,mò,,,动,消失；隐匿,出 没 无常
61,没,mò,,,动,消失；隐匿,神出鬼 没
61,没,mò,,,动,消失；隐匿,隐 没
61,没,mò,,,动,没收,抄 没
61,没,mò,,,动,没收,罚 没
61,没,mò,,,动,漫过或高过,水深 没 顶
61,没,mò,,,动,漫过或高过,野草高得 没 过羊群 。
62,自,zì,,,动,〈文〉开始,武兴之国 自 于此矣 。
62,自,zì,,,介,引进动作行为的起点、来源或起始时间，相当于“从” “由”,自 上海开往广州
62,自,zì,,,介,引进动作行为的起点、来源或起始时间，相当于“从” “由”,来 自 农村
62,自,zì,,,介,引进动作行为的起点、来源或起始时间，相当于“从” “由”,自 古以来
62,自,zì,,,代,自己,自 告奋勇
62,自,zì,,,代,自己,不 自 量力
62,自,zì,,,,代用在单音节动词前，构成复合动词 表示动作由自己发出并及于自身,自 救
62,自,zì,,,,代用在单音节动词前，构成复合动词 表示动作由自己发出并及于自身,自 尊
62,自,zì,,,,代用在单音节动词前，构成复合动词 表示动作由自己发出，并非外力使动,自 满
62,自,zì,,,,代用在单音节动词前，构成复合动词 表示动作由自己发出，并非外力使动,自 学
62,自,zì,,,,代用在单音节动词前，构成复合动词 表示动作由自己发出，并非外力使动,自 愿
62,自,zì,,,副,自然；当然,自 有公论
62,自,zì,,,副,自然；当然,自 不待言
62,自,zì,,,名,○ 姓,
63,事,shì,,,名,事情,好人好 事
63,事,shì,,,名,事情,天下大 事
63,事,shì,,,名,职业；工作,在城里谋个 事
63,事,shì,,,名,意外的灾祸；事故,出 事 了
63,事,shì,,,名,意外的灾祸；事故,平安无 事
63,事,shì,,,动,〈文〉为……做事；侍奉,事 亲
63,事,shì,,,动,〈文〉为……做事；侍奉,善 事 主人
63,事,shì,,,动,从事；做,大 事 宣传
63,事,shì,,,动,从事；做,无所 事 事
63,事,shì,,,名,责任；关系,不关我的 事
63,事,shì,,,名,责任；关系,没你的 事 ，快走开 。
64,天,tiān,,,名,日月星辰所处的空间；天空,天 上飘着白云
64,天,tiān,,,名,日月星辰所处的空间；天空,天 昏地暗
64,天,tiān,,,名,日月星辰所处的空间；天空,苍 天
64,天,tiān,,,名,日月星辰所处的空间；天空,航 天
64,天,tiān,,,名,迷信指世界的主宰者,天 命
64,天,tiān,,,名,迷信指世界的主宰者,天 意
64,天,tiān,,,名,迷信指世界的主宰者,天 机
64,天,tiān,,,名,宗教或神话中指神、佛、仙人居住的地方,归 天
64,天,tiān,,,名,宗教或神话中指神、佛、仙人居住的地方,天 堂
64,天,tiān,,,名,自然界,人定胜 天
64,天,tiān,,,名,自然界,天 灾人祸
64,天,tiān,,,形,自来就有的；天生的,天 资
64,天,tiān,,,形,自来就有的；天生的,天 堑
64,天,tiān,,,形,自来就有的；天生的,天 性
64,天,tiān,,,名,气候；天气,天 很热
64,天,tiān,,,名,气候；天气,天 旱
64,天,tiān,,,名,气候；天气,晴 天
64,天,tiān,,,名,季节；时令,夏 天
64,天,tiān,,,名,季节；时令,三九 天
64,天,tiān,,,名,季节；时令,黄梅 天
64,天,tiān,,,量,时间法定计量单位，地球自转一周的时间为1天，等于24小时；也指一个白天的时间,
64,天,tiān,,,名,指一天里某一段时间,天 不早了，赶紧走吧
64,天,tiān,,,名,指一天里某一段时间,三更 天
64,天,tiān,,,形,位置在上面的；架在空中的,天 车
64,天,tiān,,,形,位置在上面的；架在空中的,天 窗
64,天,tiān,,,形,位置在上面的；架在空中的,天 桥
64,天,tiān,,,名,○ 姓,
65,开,kāi,,,动,打开；使闭合的东西不再闭合（跟“关” “合”相对）,门 开 了
65,开,kāi,,,动,打开；使闭合的东西不再闭合（跟“关” “合”相对）,开 抽屉
65,开,kāi,,,动,打开；使闭合的东西不再闭合（跟“关” “合”相对）,开 锁
65,开,kāi,,,动,打开；使闭合的东西不再闭合（跟“关” “合”相对）,笑口常 开
65,开,kāi,,,动,（收拢的东西）舒张或舒展；（冻结的东西）融化,花 儿 开 了
65,开,kāi,,,动,（收拢的东西）舒张或舒展；（冻结的东西）融化,孔雀 开 屏
65,开,kāi,,,动,（收拢的东西）舒张或舒展；（冻结的东西）融化,开 冻
65,开,kāi,,,动,⇒ 解除（禁令、限制等）,开 禁
65,开,kāi,,,动,⇒ 解除（禁令、限制等）,开 戒
65,开,kāi,,,动,除去；放走,开 除
65,开,kāi,,,动,除去；放走,开 释
65,开,kāi,,,动,⇒ （液体）沸腾,水 开 了
65,开,kāi,,,,量〈口〉用于水沸腾的次数,煮饺子有三 开 儿 就行了 。
65,开,kāi,,,动,开辟,开 路先锋
65,开,kāi,,,动,开辟,开 山劈岭
65,开,kāi,,,动,开辟,开 荒
65,开,kāi,,,动,创立；设置,开 商店
65,开,kāi,,,动,创立；设置,电视台新 开 了两个频道 。
65,开,kāi,,,动,⇒ 起始；开始,开 春
65,开,kāi,,,动,⇒ 起始；开始,开 学
65,开,kāi,,,动,⇒ 起始；开始,开 演
65,开,kāi,,,动,⇒ 举行（会议等）,开 运动会
65,开,kāi,,,动,⇒ 举行（会议等）,召 开
65,开,kāi,,,动,发动或操纵,开 飞机
65,开,kāi,,,动,发动或操纵,开 机器
65,开,kāi,,,动,发动或操纵,开 车
65,开,kāi,,,动,（队伍）出发,人马都 开 走了
65,开,kāi,,,动,（队伍）出发,开 拔
65,开,kāi,,,动,（连接的东西）分离；散开,鞋带 开 了
65,开,kāi,,,动,（连接的东西）分离；散开,开 缝（fèng）
65,开,kāi,,,动,（连接的东西）分离；散开,云 开 日出
65,开,kāi,,,动,⇒ 列出；写出（多指分项目写出）；标出（价钱）,开 账单
65,开,kāi,,,动,⇒ 列出；写出（多指分项目写出）；标出（价钱）,开 药方
65,开,kāi,,,动,⇒ 列出；写出（多指分项目写出）；标出（价钱）,开 证明信
65,开,kāi,,,动,⇒ 列出；写出（多指分项目写出）；标出（价钱）,开 价太高
65,开,kāi,,,动,⇒ 支付,开 工资
65,开,kāi,,,动,⇒ 支付,开 销
65,开,kāi,,,动,⇒ 支付,开 支
65,开,kāi,,,动,⇒ 指按一定比例分开,三七 开 （三份对七份） 。
65,开,kāi,,,,量印刷上用来表示整张纸的若干分之一,大32 开
65,开,kāi,,,,量印刷上用来表示整张纸的若干分之一,16 开 纸
65,开,kāi,,,动,用在动词后 表示分开或离开,把馒头掰 开
65,开,kāi,,,动,用在动词后 表示分开或离开,走 开
65,开,kāi,,,动,用在动词后 表示展开或扩展,传染病蔓延 开 了
65,开,kāi,,,动,用在动词后 表示展开或扩展,消息传 开 了
65,开,kāi,,,动,用在动词后 表示放开、明白,想不 开
65,开,kāi,,,动,用在动词后 表示放开、明白,事情说 开 了也就没事了 。
65,开,kāi,,,动,用在动词后 表示开始并继续,唱 开 了
65,开,kāi,,,动,用在动词后 表示开始并继续,笑 开 了
65,开,kāi,,,动,用在动词后 表示容下,地方太小，住不 开
65,开,kāi,,,动,用在动词后 表示容下,人不多，会议室坐得 开 。
65,开,kāi,,,名,○ 姓,
65,开,kāi,,,量,黄金中含纯金量的计算单位（24开为纯金）,18 开 的金项链
65,开,kāi,,,量,○ 开尔文的简称,
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,这 么
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,那 么
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,怎 么
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,什 么
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,多 么
66,么,me,,,,词的后缀。附着在某些词根后面，构成代词、副词等,要 么
66,么,me,,,,○ 歌词中的衬字,二呀 么 二郎山，高呀 么 高万丈 。
67,用,yòng,,,动,让人或物发挥功能，为某种目的服务,用 上了计算机
67,用,yòng,,,动,让人或物发挥功能，为某种目的服务,大材小 用
67,用,yòng,,,名,用处；功效,旧报纸还有 用
67,用,yòng,,,名,用处；功效,物尽其 用
67,用,yòng,,,名,用处；功效,效 用
67,用,yòng,,,名,用处；功效,功 用
67,用,yòng,,,名,费用，花费的钱财,贴补家 用
67,用,yòng,,,名,费用，花费的钱财,缺少零 用
67,用,yòng,,,动,需要（多用于否定）,不 用 说了
67,用,yòng,,,动,需要（多用于否定）,用 发这么大脾气吗?
67,用,yòng,,,动,敬词，指吃、喝等,请 用 茶
67,用,yòng,,,介,引进动作凭借或使用的工具、手段等,用 开水沏茶
67,用,yòng,,,介,引进动作凭借或使用的工具、手段等,用 雷锋精神教育下一代 。
67,用,yòng,,,,介〈文〉引进原因，相当于“因”,用 特函达
67,用,yòng,,,,介〈文〉引进原因，相当于“因”,用 此
67,用,yòng,,,名,○ 姓,
68,小,xiǎo,,,形,在面积、体积、年龄、数量、规模、力量、程度等某方面比不上一般的或不如比较的对象（跟“大”相对）,房子太 小
68,小,xiǎo,,,形,在面积、体积、年龄、数量、规模、力量、程度等某方面比不上一般的或不如比较的对象（跟“大”相对）,他比我 小 两岁
68,小,xiǎo,,,形,在面积、体积、年龄、数量、规模、力量、程度等某方面比不上一般的或不如比较的对象（跟“大”相对）,力气 小
68,小,xiǎo,,,形,在面积、体积、年龄、数量、规模、力量、程度等某方面比不上一般的或不如比较的对象（跟“大”相对）,小 学
68,小,xiǎo,,,形,（时间）短,小 住
68,小,xiǎo,,,形,（时间）短,小 睡
68,小,xiǎo,,,形,排行最后的,小 姑
68,小,xiǎo,,,形,排行最后的,小 女儿
68,小,xiǎo,,,名,年龄小的人,全家老 小
68,小,xiǎo,,,名,旧指小老婆,纳 小
68,小,xiǎo,,,名,旧指小老婆,做 小
68,小,xiǎo,,,形,谦词，用于称自己或自己一方的人或事物,小 弟
68,小,xiǎo,,,形,谦词，用于称自己或自己一方的人或事物,小 店
68,小,xiǎo,,,词,的前缀。加在姓或名字前，表示对年纪比自己小的年轻人的亲切称呼,小 王
68,小,xiǎo,,,词,的前缀。加在姓或名字前，表示对年纪比自己小的年轻人的亲切称呼,小 华
68,小,xiǎo,,,副,稍稍；略微,小 有名气
68,小,xiǎo,,,副,稍稍；略微,不无 小 利
68,小,xiǎo,,,副,用于数字前，表示略少于此数,唱戏 小 50年了
68,小,xiǎo,,,名,○ 姓,
69,工,gōng,,,名,工匠；工人,木 工
69,工,gōng,,,名,工匠；工人,技 工
69,工,gōng,,,名,工匠；工人,女 工
69,工,gōng,,,名,生产劳动；工作,加 工
69,工,gōng,,,名,生产劳动；工作,手 工
69,工,gōng,,,名,生产劳动；工作,工 具
69,工,gōng,,,名,⇒ 一个劳动力干一天的工作量,耕完这块地需要八个 工 。
69,工,gōng,,,名,⇒ 指工程,施 工
69,工,gōng,,,名,⇒ 指工程,竣 工
69,工,gōng,,,名,⇒ 指工业,轻 工 产品
69,工,gōng,,,名,⇒ 指工业,化 工
69,工,gōng,,,名,⇒ 指工业,工 商界
69,工,gōng,,,名,⇒ 指工程师,教授级高 工
69,工,gōng,,,名,⇒ 指工程师,李 工
69,工,gōng,,,形,精巧；细致,工 笔画
69,工,gōng,,,形,精巧；细致,异曲同 工
69,工,gōng,,,形,精巧；细致,工 整
69,工,gōng,,,动,擅长；善于,工 诗善画
69,工,gōng,,,动,擅长；善于,工 于山水
69,工,gōng,,,同,“ 功 ” 现在一般写作“功”,
69,工,gōng,,,名,○ 姓,
69,工,gōng,,,名,我国民族音乐中传统的记音符号，表示音阶上的一级，相当于简谱的“3”,
70,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系 表示并列或递进关系,少 而 精
70,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系 表示并列或递进关系,年轻漂亮 而 又有才华 。
70,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系 表示承接关系,取 而 代之
70,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系 表示承接关系,成绩是优异的， 而 优异的成绩是汗水浇灌出来的 。
70,而,ér,,,连,连接形容词、动词或短语、分句等，所连接的前后两项之间可以有多种语义关系 表示转折关系，相当于“却” “但是”,费力大 而 收效小
70,而,ér,,,连,用在意思上相对立的主语和谓语中间，表示语气的转折，相当于“如果” “却”,人民公仆 而 不为人民服务，必将为人民所抛弃 。
70,而,ér,,,连,连接状语和中心语，前项表示后项的目的、原因、依据、方式、状态等,为正义 而 战
70,而,ér,,,连,连接状语和中心语，前项表示后项的目的、原因、依据、方式、状态等,因下雨 而 延期
70,而,ér,,,连,连接状语和中心语，前项表示后项的目的、原因、依据、方式、状态等,凭个人兴趣 而 定
70,而,ér,,,连,连接状语和中心语，前项表示后项的目的、原因、依据、方式、状态等,飘然 而 去
70,而,ér,,,连,连接状语和中心语，前项表示后项的目的、原因、依据、方式、状态等,侃侃 而 谈
70,而,ér,,,,连连接词或短语，表示由一种状态过渡到另一种状态，有“到”的意思,一 而 再，再 而 三
70,而,ér,,,,连连接词或短语，表示由一种状态过渡到另一种状态，有“到”的意思,由远 而 近
70,而,ér,,,,连连接词或短语，表示由一种状态过渡到另一种状态，有“到”的意思,由童年 而 少年、 而 壮年 。
70,而,ér,,,,词的后缀。附在某些语素后，构成连词或副词,因 而
70,而,ér,,,,词的后缀。附在某些语素后，构成连词或副词,然 而
70,而,ér,,,,词的后缀。附在某些语素后，构成连词或副词,忽 而
70,而,ér,,,,词的后缀。附在某些语素后，构成连词或副词,俄 而
71,她,tā,,,代,称自己和对方以外的某个女性,她 是我母亲
71,她,tā,,,代,称自己和对方以外的某个女性,我跟 她 哥哥是同学 。
71,她,tā,,,代,称值得自己尊重和珍爱的事物,我爱祖国， 她 永远连着我的心 。
72,于,yú,,,介,引进处所、范围或时间，相当于“在”,自立 于 世界民族之林
72,于,yú,,,介,引进处所、范围或时间，相当于“在”,受命 于 危难之中
72,于,yú,,,介,引进处所、范围或时间，相当于“在”,鲁迅 于 1936年逝世 。
72,于,yú,,,介,引进对象，相当于“向” “对” “给”,求助 于 大家
72,于,yú,,,介,引进对象，相当于“向” “对” “给”,吸烟 于 健康有害
72,于,yú,,,介,引进对象，相当于“向” “对” “给”,嫁祸 于 人
72,于,yú,,,介,引进来源、起点，相当于“从” “自”,毕业 于 著名大学
72,于,yú,,,介,引进来源、起点，相当于“从” “自”,青出 于 蓝
72,于,yú,,,介,引进来源、起点，相当于“从” “自”,黄河发源 于 青海
72,于,yú,,,,介引进行为的主动者,学生队败 于 教工队
72,于,yú,,,,介引进行为的主动者,限 于 条件
72,于,yú,,,介,引进方向、目标,气候趋 于 寒冷
72,于,yú,,,介,引进方向、目标,工程接近 于 完成
72,于,yú,,,介,引进方向、目标,献身 于 科学
72,于,yú,,,介,引进方面、原因、目的,勇 于 自我批评
72,于,yú,,,介,引进方面、原因、目的,死 于 溺水
72,于,yú,,,介,引进方面、原因、目的,急 于 找到
72,于,yú,,,介,引进比较的对象,轻 于 鸿毛
72,于,yú,,,介,引进比较的对象,高 于 一切
72,于,yú,,,名,○ 姓,
73,想,xiǎng,,,动,动脑筋；思考,让我 想 一 想
73,想,xiǎng,,,动,动脑筋；思考,想 办法
73,想,xiǎng,,,动,估计；认为,我 想 他会答应
73,想,xiǎng,,,动,估计；认为,猜 想
73,想,xiǎng,,,动,计划；希望,他 想 找个工作
73,想,xiǎng,,,动,记挂；怀念,朝思暮 想
73,想,xiǎng,,,动,记挂；怀念,想 念
74,很,hěn,,,副,表示程度较高,天 很 黑
74,很,hěn,,,副,表示程度较高,很 幸福
74,很,hěn,,,副,表示程度较高,很 喜欢
74,很,hěn,,,副,表示程度较高,很 伤我的心
74,很,hěn,,,副,表示程度较高,不 很 好
74,很,hěn,,,副,表示程度较高,很 不好
75,起,qǐ,,,动,由躺而坐；由坐而站,睡到上午10点才 起
75,起,qǐ,,,动,由躺而坐；由坐而站,起 身让座
75,起,qǐ,,,动,升起；上升,大 起 大落
75,起,qǐ,,,动,升起；上升,起 伏不平
75,起,qǐ,,,动,（皮肤上）长出,头上 起 了一个包
75,起,qǐ,,,动,（皮肤上）长出,起 痱子
75,起,qǐ,,,动,发生；开始,你的病是怎么 起 的?
75,起,qǐ,,,动,发生；开始,起 头
75,起,qǐ,,,动,发生；开始,起 跑
75,起,qǐ,,,动,⇒ 建立,白手 起 家
75,起,qǐ,,,动,⇒ 兴建,起 了三栋楼
75,起,qǐ,,,动,⇒ 拟定,起 草稿
75,起,qǐ,,,动,⇒ 拟定,起 名
75,起,qǐ,,,动,⇒ 跟“从” “由”等配合，表示由何时、何地、何人开始,从今天 起 ，执行新规定
75,起,qǐ,,,动,⇒ 跟“从” “由”等配合，表示由何时、何地、何人开始,高速路打这 儿 起 ，直到天津 。
75,起,qǐ,,,动,跟“从” “由”等配合，放在另一个动词后，表示某一动作行为由何时、何地、何人开始 ⑩ ⇒ 量 用于发生的事，相当于“次” “件”,一 起 事故
75,起,qǐ,,,动,跟“从” “由”等配合，放在另一个动词后，表示某一动作行为由何时、何地、何人开始 ⑩ ⇒ 量 用于发生的事，相当于“次” “件”,每年总有几 起 案件 。
75,起,qǐ,,,动,跟“从” “由”等配合，放在另一个动词后，表示某一动作行为由何时、何地、何人开始 用于人或货，相当于“群” “批”,看的人一 起 接一 起
75,起,qǐ,,,动,跟“从” “由”等配合，放在另一个动词后，表示某一动作行为由何时、何地、何人开始 用于人或货，相当于“群” “批”,货分三 起 运出
75,起,qǐ,,,动,把嵌入、收藏的或积存在里面的东西弄出来,起 钉子
75,起,qǐ,,,动,把嵌入、收藏的或积存在里面的东西弄出来,起 赃
75,起,qǐ,,,动,○ 领取（证件）,起 个执照
75,起,qǐ,,,动,用在动词后，表示动作由下向上,抬 起 头
75,起,qǐ,,,动,用在动词后，表示动作由下向上,扬 起 鞭子
75,起,qǐ,,,动,用在动词和“得”（“不”）后面，表示有（没有）某种能力、能（不能）经受住或够（不够）某种标准,车买得 起 ，养不 起
75,起,qǐ,,,动,用在动词和“得”（“不”）后面，表示有（没有）某种能力、能（不能）经受住或够（不够）某种标准,经得 起 考验
75,起,qǐ,,,动,用在动词和“得”（“不”）后面，表示有（没有）某种能力、能（不能）经受住或够（不够）某种标准,称得 起 模范单位
75,起,qǐ,,,动,用在动词后，表示动作涉及某人或某事，相当于“及”或“到”,他来信问 起 你
75,起,qǐ,,,动,用在动词后，表示动作涉及某人或某事，相当于“及”或“到”,他从没提 起 过这件事 。
75,起,qǐ,,,动,用在动词后，表示动作开始,乐队奏 起 了舞曲
76,第,dì,,,名,次序,次 第
76,第,dì,,,名,本指封建社会中官僚、贵族的不同等级的住宅；泛指大宅子,府 第
76,第,dì,,,名,本指封建社会中官僚、贵族的不同等级的住宅；泛指大宅子,宅 第
76,第,dì,,,词,的前缀。加在整数前面，表示次序,第 一个
76,第,dì,,,词,的前缀。加在整数前面，表示次序,第 二次
76,第,dì,,,词,的前缀。加在整数前面，表示次序,第 五
76,第,dì,,,名,科第,进士及 第
76,第,dì,,,名,科第,落 第
76,第,dì,,,名,○ 姓,
76,第,dì,,,副,〈文〉 表示动作不受条件限制或不必考虑条件，相当于“只管” 第 举兵（只管起兵），吾从此助公 连接分句，表示转折关系，相当于“但是” 乃知此物世上多有， 第 人不识耳 用法说明 “第”字跟“笫（zǐ）”形、音、义都不同,
77,点,diǎn,,,名,细小的斑痕,泥 点 儿
77,点,diǎn,,,名,细小的斑痕,斑 点
77,点,diǎn,,,名,细小的斑痕,污 点
77,点,diǎn,,,名,汉字的笔画之一，形状是“、”,横竖撇 点 折
77,点,diǎn,,,名,汉字的笔画之一，形状是“、”,“厂”字加一 点 是“广” 。
