definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,DS,QW
95314,刺,cì,动词,暗中调查,他试图刺探机密信息。,记者伪装成顾客四处刺探这家工厂的环保情况。,2,1
95315,刺,cì,动词,用言语批评,他的言辞中带有讥刺的意味。,他的话语中带着明显的讽刺意味，让人听了很不舒服。,2,1
95411,暗,àn,形容词,光线不足，不明亮,暗室中一片漆黑，什么都看不见。,房间里没有开灯，显得非常暗，几乎看不清东西。,2,1
95412,暗,àn,形容词,隐秘的，不公开的,他们之间有一个特殊的暗号。,他们正在进行一项暗中的调查，不想打草惊蛇。,2,1
95611,序,xù,名词,顺序；排列,事情的发展按照一定的顺序进行。,请按照字母顺序排列这些文件，方便查找。,2,1
95612,序,xù,动词,按顺序排列,文章的序次安排得非常合理。,古代文人常以年龄和资历来序齿，决定座次。,2,1
95616,序,xù,名词,古代地方学校,庠序是中国古代的学校制度之一。,宋代的地方序学培养了许多优秀的学子。,2,1
95721,哈,hǎ,动词,方言指责骂,他生气地哈他一顿，以示警告。,老师严厉地哈了他一顿，因为他没有完成作业。,2,1
95731,哈,hā,动词,张嘴呼气,天冷时，他对着手哈了一口气取暖。,冬天的时候，人们呼出的气会哈出一团白雾。,2,1
95733,哈,hā,感叹词,表示得意,"哈哈,我猜着了。",哈哈，我终于解决了这个难题，真是太高兴了！,2,1
95811,菜,cài,名词,可作副食的植物总称,他在自家后院种菜。,妈妈从菜市场买回来很多新鲜的蔬菜。,2,1
95812,菜,cài,名词,特指油菜,这道菜用的是新鲜的菜油。,菜籽油是用油菜的种子榨取而成的食用油。,2,1
95813,菜,cài,名词,烹调好的菜肴,今天的晚餐有一道荤菜。,妈妈做的红烧鱼是我最喜欢的一道菜。,2,1
96011,笔,bǐ,名词,书写绘画工具,他正在用毛笔写字。,他拿起一支笔，在纸上认真地写下自己的名字。,2,1
96012,笔,bǐ,名词,书写或绘画的风格,小说中埋下了伏笔，为后续情节做铺垫。,这位画家的笔法细腻，每一笔都充满了情感。,2,1
96013,笔,bǐ,动词,用笔书写,这篇文章是由别人代笔完成的。,他笔下的乡村生活充满了诗情画意。,2,1
96014,笔,bǐ,名词,手迹,这是他生前留下的遗笔。,这幅书法作品是王羲之的真笔。,2,1
96015,笔,bǐ,名词,书画中的笔画,‘大’字有三笔。,写汉字时要注意每个笔画的顺序。,2,1
96016,笔,bǐ,量词,用于钱款或相关事项的量词,他欠了一笔钱。,公司今天收到了一大笔货款。,2,1
96211,礼,lǐ,名词,社会生活中约定俗成的仪式。,婚礼在教堂里举行。,婚礼上，新郎新娘按照传统礼仪向父母敬茶。,2,1
96212,礼,lǐ,名词,表示尊敬的言行。,礼节是一个人修养的体现。,他向老师行了一个礼，表达自己的敬意。,2,1
96213,礼,lǐ,名词,赠送给他人的物品。,他送礼表达了自己的感激之情。,生日那天，我收到了朋友们送的各种精美礼物。,2,1
96214,礼,lǐ,动词,以礼貌的方式对待他人。,礼贤下士是一种优秀的品质。,孔子主张以礼待人，强调人与人之间的相互尊重。,2,1
98912,遇,yù,动词,以某种方式接待或对待,公司为员工提供了优厚的待遇。,主人热情地遇客，让每个人都感到宾至如归。,1,2
99011,雄,xióng,形容词,生物中能产生精细胞的(跟‘雌’相对),这只雄性狮子是草原上的王者。,动物园里的雄孔雀展开了它美丽的尾羽。,2,1
99013,雄,xióng,形容词,强大有力,这支军队拥有百万雄兵。,这支球队以雄厚的实力夺得了冠军。,2,1
99111,替,tì,动词,替代某人或某物,他请了一位替工来完成剩下的工作。,今天我有事，你能替我去参加这个会议吗？,2,1
99113,替,tì,动词,衰落或衰退,随着时代的变迁，许多传统逐渐衰替。,这个王朝到了后期，国势日替，最终走向灭亡。,2,1
99412,侵,qīn,动词,接近（天明）,侵晓时分，天刚蒙蒙亮，我们就出发了。,天色侵晓，东方已经泛起了鱼肚白。,2,1
99713,健,jiàn,形容词,擅长某方面,他是一个健谈的人，总能和别人聊得很投机。,张教练健谈又风趣，队员们都很喜欢听他讲解战术。,2,1
99811,播,bō,动词,广泛传播信息或内容,通过广播，我们可以收听到世界各地的新闻。,电视台每天都会播报最新的天气预报。,2,1
99812,播,bō,动词,将种子撒入土壤中种植,农民们正在田间进行条播作业，为新一季的作物种植做准备。,农民们正在田地里播撒春天的种子。,2,1
99813,播,bō,动词,迁移或流亡他处,由于战乱，他们不得不播迁到遥远的地方以求生存。,战乱时期，许多百姓被迫播迁到远方。,2,1
99911,途,tú,名词,道路；路线,路途遥远，我们需要提前做好充分的准备。,这条山路虽然崎岖，却是通往山顶的唯一途径。,2,1
100012,损,sǔn,动词,对人或事物造成伤害,损人利己的行为最终会遭到大家的唾弃。,过度使用手机可能会损害你的视力健康。,2,1
100013,损,sǔn,动词,使物体失去原有功能或价值,这件瓷器因为年代久远而出现了破损。,这场暴雨损坏了村子里许多老旧的房屋。,2,1
100014,损,sǔn,动词,用尖酸刻薄的话讽刺他人,损人的话不应该轻易说出口。,他总是用尖酸刻薄的话损人，大家都不喜欢他。,2,1
100015,损,sǔn,形容词,言行刻薄恶毒,这人办事真损，总是想方设法占别人便宜。,她说话太损了，动不动就揭别人的短处。,2,1
100111,秀,xiù,动词,植物抽穗开花（多指庄稼）,稻谷在秋季秀穗，预示着丰收的到来。,田里的稻子已经抽穗秀穗，长势喜人。,2,1
100112,秀,xiù,形容词,清秀；秀丽,秀丽的山水吸引了无数游客前来观赏。,苏州园林的景色十分秀丽，吸引了众多游客。,2,1
100113,秀,xiù,形容词,聪明；灵巧,她虽然外表普通，却是一个内秀的人，才华横溢。,这个小姑娘心灵手巧，做的手工艺品特别秀气。,2,1
100114,秀,xiù,形容词,特别优异,这位学生表现得非常优秀。,他在数学竞赛中表现优异，真是秀出班行。,2,1
100115,秀,xiù,名词,特别优异的人才,这位新秀在比赛中展现出了惊人的潜力。,这位年轻的科学家是学术界的新秀，前途无量。,2,1
100221,丽,lì,形容词,视觉上令人愉悦的,壮丽的山河让人心生敬畏之情。,西湖的景色在夕阳下显得格外美丽动人。,2,1
100222,丽,lì,动词,依附于某物,附丽于表面的东西往往经不起时间的考验。,古代文人常以日月丽天来形容盛世景象。,2,1
100314,秋,qiū,名词,指某个时期（多指不好的）,多事之秋，国家需要更多的稳定与团结。,在那个动荡的岁月里，他度过了人生最艰难的多事之秋。,2,1
100411,执,zhí,动词,用手握住或抓住,他执笔写下了一篇感人至深的文章。,他手里执着一束鲜花，站在门口等待心爱的姑娘。,2,1
100412,执,zhí,动词,掌管或负责管理,执政者应当以民为本，关注民生问题。,这位将军执掌兵权多年，在军中威望极高。,2,1
100413,执,zhí,动词,坚定地保持某种观点或做法,尽管大家极力劝说，他仍然执意不肯改变主意。,尽管遇到重重困难，他仍然执着地坚持着自己的梦想。,2,1
100414,执,zhí,动词,实施或履行（如法律、命令）,执法部门必须严格依法办事，维护社会公平正义。,警察正在严格执行交通法规，确保道路安全。,2,1
100613,纳,nà,动词,享受,夏天的傍晚，我们喜欢到院子里纳凉。,退休后，老两口在乡间别墅里纳福，过着悠闲自在的生活。,2,1
101114,架,jià,动词,劫持,他爹被下山的土匪架走了。,歹徒绑架了富商的儿子，索要巨额赎金。,2,1
101715,套,tào,名词,河流或山势弯曲的地方(多用于地名,河套地区是中国重要的农业区之一。,黄河在河套地区形成了一个大转弯。,2,1
101719,套,tào,动词,用套拴系,马车夫熟练地将牲口套在车上，准备出发。,牧民熟练地用绳索套住了奔跑的骏马。,2,1
101722,套,tào,动词,模仿,解题时不要生搬硬套公式，要灵活运用。,这篇作文明显是套用了名家的写作模板。,1,2
101811,毫,háo,名词,细长的毛发,书法家常用的毛笔是“狼毫笔”。,兔子的毫毛柔软细腻，非常适合制作毛笔。,2,1
101815,毫,háo,名词,千分之一,这个零件的厚度只有几“毫米”。,这台精密仪器可以测量出毫秒级的时间差异。,2,1
101911,奋,fèn,动词,振作精神,听到这个消息，他感到无比“振奋”。,运动健儿们在赛场上奋力拼搏，为国家争光。,2,1
101912,奋,fèn,动词,挥动举起,群众们“奋臂高呼”，表达他们的支持。,老渔夫奋力扬起渔网，银色的鱼群在阳光下闪闪发亮。,2,1
102011,扬,yáng,动词,将物体举起或使上升,微风吹过，旗帜在空中“飘扬”。,升旗手将国旗高高扬起，鲜艳的红色迎风招展。,2,1
102013,扬,yáng,动词,公开宣传使众人知晓,老师对学生的进步给予了充分的“表扬”。,这位记者因扬善惩恶的报道风格而深受读者喜爱。,2,1
102211,混,hùn,动词,将不同物质掺和在一起,将两种颜色“混合”在一起可以得到新的色调。,调酒师将多种果汁混在一起，调制出层次丰富的鸡尾酒。,2,1
102311,献,xiàn,动词,恭敬地赠送实物或意见给集体或尊敬的人。,在庆典活动中，人们向英雄“献花”。表达敬意。,在毕业典礼上，学生代表向母校献上亲手制作的纪念品。,2,1
102411,择,zé,动词,从多个选项中挑选,面对众多选项，他需要做出明智的“选择”。,消费者在选购智能手机时，应该仔细择其性能与价格之比。,2,1
102512,庄,zhuāng,名词,封建社会君主贵族拥有的土地,皇庄是古代皇帝的私人田产。,这座古老的庄园(zhuāng)曾经属于一位明朝的王爷。,2,1
103411,径,jìng,名词,狭窄的小路,沿着山径一路向上，风景十分优美。,清晨的山径上铺满了落叶，踩上去沙沙作响。,2,1
103513,偏,piān,形容词,次要的或辅助的,这位偏将虽然年轻，但作战经验丰富。,他在公司担任偏职，主要负责辅助经理的工作。,1,2
103514,偏,piān,形容词,与标准有差距,医生检查后发现他的体温偏高，需要进一步观察。,这次考试成绩偏低于我的预期，我需要更加努力。,1,2
103811,衡,héng,名词,秤杆；泛指称重工具,衡器是用于测量物体重量的重要工具。,古代的商人常用衡来称量货物的重量。,1,2
103814,衡,héng,形容词,水平；不倾斜,生活中需要找到工作与家庭之间的平衡。,这座桥的设计非常稳固，桥面始终保持衡的状态。,1,2
103911,阻,zǔ,动词,妨碍或阻止某事进行。,警察及时赶到阻止了一场冲突的发生。,大雨阻断了山路，我们不得不改变行程。,1,2
104015,托,tuō,动词,借口或推辞,他托病不去参加会议。,他总是找各种理由托辞，不肯承担责任。,1,2
104312,纯,chún,形容词,单一的，不混杂的,她穿着一件纯白的婚纱。,这块玉石质地纯正，没有一丝杂质。,1,2
104511,殊,shū,形容词,不同的；有差异的,殊途同归的道理告诉我们，不同的方法可以达到相同的目标。,这两幅画虽然题材相同，但风格殊异。,1,2
104513,殊,shū,副词,非常；极其,听完这件事后，我殊觉歉然。,这个问题的答案殊非易得，需要深入研究。,1,2
104613,浪,làng,形容词,行为放纵，不加约束,他性格放浪，不受拘束。,年轻人不应该虚度光阴，整天浪荡在街头。,1,2
104911,折,zhē,动词,翻转物体,他不小心在台阶上折跟头了。,他在表演魔术时，把硬币在手指间折来折去。,1,2
104912,折,zhē,动词,在两个容器间来回倾倒,水太热，用两个碗折一折就凉了。,这锅汤太烫了，妈妈用勺子折了几次让它快点凉。,1,2
104922,折,shé,动词,商业亏损,这次投资让他折本儿，损失惨重。,这家公司去年折了不少本钱，差点破产。,2,1
104931,折,zhé,动词,使物体断裂,他在事故中不幸骨折。,他不小心折断了那支珍贵的古董毛笔。,2,1
104932,折,zhé,动词,遭受损失,这场战役损兵折将，令军队元气大伤。,这场战役让军队折损了三千多名士兵。,2,1
104933,折,zhé,形容词,不直，弯曲,人生的道路充满曲折，但我们要勇敢面对。,老柳树的枝条自然地向下折垂，形成美丽的弧度。,2,1
104934,折,zhé,动词,改变方向,故事的情节在这里出现了一个重要的转折。,走到路口时，他突然折向右边的小路。,2,1
104935,折,zhé,动词,使人信服,他的才华让我心折，真是令人佩服。,他精彩的辩论让在场所有人都为之折服。,2,1
104936,折,zhé,动词,按比例换算,这件商品正在折价出售。,这些外币可以按照当天的汇率折合成人民币。,2,1
104937,折,zhé,名词,价格优惠,这家商店的商品现在都打九折。,这家商店正在打七折促销，吸引了很多顾客。,2,1
105011,泽,zé,名词,低洼积水的地方,这片沼泽地非常危险，容易让人陷入其中。,这片沼泽地是许多珍稀鸟类的栖息地。,2,1
105012,泽,zé,形容词,含有较多水分,雨水让干涸的土地重新变得润泽。,清晨的草地上沾满了晶莹的露泽，在阳光下闪闪发亮。,2,1
105013,泽,zé,名词,物体表面的光亮,这块宝石在阳光下散发出迷人的光泽。,这件古董首饰经过精心打磨后，表面泛着温润的玉泽。,2,1
105014,泽,zé,名词,给予的恩惠,他的善举让许多人感受到了恩泽。,老师的谆谆教诲如春风化雨，让我们深受恩泽。,2,1
105111,弄,lòng,名词,小巷或胡同,这条里弄充满了老上海的味道。,苏州城里有许多幽深的小弄堂，充满了江南水乡的韵味。,2,1
105121,弄,nòng,动词,摆弄玩耍,他又弄鸽子去了，这是他最喜欢的爱好之一。,孩子们喜欢在沙滩上弄沙子，堆出各种有趣的城堡。,2,1
105122,弄,nòng,动词,做或处理,她正在厨房里弄饭，准备招待客人。,他花了一整天时间弄这个项目，终于取得了突破性进展。,2,1
105123,弄,nòng,动词,设法取得,麻烦你帮忙弄点水来，我实在太渴了。,为了弄到这场音乐会的门票，他提前一周就开始排队。,2,1
105212,奶,nǎi,名词,乳汁的统称,孩子们喜欢喝牛奶，因为它既营养又美味。,这头奶牛产的奶特别香浓，很适合做奶酪。,2,1
105213,奶,nǎi,动词,用乳汁哺育婴儿,母亲正在奶孩子，房间里充满了温馨的气氛。,这位母亲坚持每天亲自奶孩子，不愿意使用奶粉。,2,1
105311,谢,xiè,动词,表达感激之情,他对朋友的帮助表示真诚的道谢。,我要特别感谢您在我最困难的时候给予的帮助。,2,1
105312,谢,xiè,动词,承认错误或道歉,犯人向受害者家属公开谢罪，希望得到原谅。,他为自己昨天的失礼行为向同事们郑重道歉谢罪。,2,1
105313,谢,xiè,动词,拒绝或辞去,他谢绝了公司的额外奖励，认为自己只是做了分内之事。,由于健康原因，他不得不谢绝了这次出国考察的机会。,2,1
105314,谢,xiè,动词,花朵或叶子凋落,秋天来了，花园里的花朵开始凋谢。,深秋时节，公园里的梧桐树叶纷纷凋谢，铺满了小径。,2,1
105431,累,lěi,动词,逐渐聚集,通过日积月累的努力，他终于取得了成功。,通过多年的辛勤工作，他积累了不少宝贵的经验。,2,1
105432,累,lěi,副词,多次；连续,尽管多次受到批评教育，他仍然累教不改。,他累次尝试解决这个难题，终于取得了突破。,2,1
105434,累,lěi,动词,牵连,他的错误牵累了整个团队。,这起案件牵连甚广，涉及多个政府部门。,2,1
105611,厚,hòu,形容词,物体上下两面距离大。,这块厚木板非常坚固。,这本字典非常厚，包含了数十万个词条。,2,1
105612,厚,hòu,名词,物体的厚度。,昨天下了两寸厚的雪。,这块木板的厚度约为五厘米，适合做书架。,2,1
105613,厚,hòu,形容词,(感情)深,他们之间有着深情厚谊。,他们之间有着深厚的友谊，彼此非常信任。,2,1
105614,厚,hòu,形容词,为人厚道。,他是一个宽厚的人，总是愿意原谅别人的错误。,这位老人待人厚道，村里人都很尊敬他。,2,1
105615,厚,hòu,形容词,利润大或礼物价值高。,这家公司以追求厚利为目标。,这家公司的利润很厚，吸引了众多投资者。,2,1
105616,厚,hòu,形容词,味道浓郁。,这瓶酒的酒味很厚。,这碗汤的味道很厚，加了多种香料熬制而成。,2,1
105617,厚,hòu,形容词,(家产)富有;殷实,他家家底儿厚，生活无忧无虑。,他家底厚实，从不担心经济问题。,2,1
105618,厚,hòu,动词,优待或重视。,我们不能厚此薄彼，应该一视同仁。,学校厚待优秀学生，提供奖学金和出国交流机会。,2,1
105711,朋,péng,名词,指关系友好的人,良朋益友是人生中宝贵的财富。,我和这位朋友相识多年，彼此非常了解。,2,1
105712,朋,péng,动词,指结党或联合,那些官员朋比为奸，最终受到了法律的制裁。,古代官员朋比为奸，常常导致朝政腐败。,2,1
105713,朋,péng,动词,指可以相比或匹敌,这片湖泊硕大无朋，一眼望不到边际。,他的才华无与朋比，在艺术界独树一帜。,2,1
105811,伸,shēn,动词,展开肢体或物体的一部分。,他伸直了手臂去够那个高处的东西。,他伸开双臂，热情地拥抱了多年未见的老友。,2,1
105911,筑,zhù,动词,建造房屋或工程。,工人们正在筑路，以便连接两个村庄。,工人们正在建筑一座横跨河流的大桥。,2,1
106011,闪,shǎn,动词,迅速躲避。,他大喊一声“闪开”，众人迅速让出了一条路。,看到球飞过来，他迅速闪到一旁避开了。,2,1
106013,闪,shǎn,动词,因动作过猛导致肌肉拉伤。,他昨天搬东西时不小心闪了腰，今天只能躺在床上休息。,搬重物时不小心闪了腰，现在疼得厉害。,2,1
106014,闪,shǎn,名词,云层间或云地间的放电现象。,天空中突然打闪，紧接着是一阵雷鸣。,夜空中一道闪电闪过，紧接着传来轰隆的雷声。,2,1
106015,闪,shǎn,动词,突然出现。,这个闪念让他意识到自己真正想要的是什么。,转角处突然闪出一个人影，吓了我一跳。,2,1
106017,闪,shǎn,动词,方言中指丢下或落下。,出发时我们一定来叫你，不会把你闪下。,他走得飞快，不一会儿就把我们闪在了后面。,2,1
106112,枝,zhī,量词,用于有枝花朵的量词,庭院里的一枝梅花在寒冬中傲然绽放。,她手里拿着一枝鲜艳的玫瑰，脸上洋溢着幸福的笑容。,2,1
107813,矿,kuàng,名词,开采矿物的地方,这座矿山富含铁矿资源。,这座金矿已经持续开采了上百年。,2,1
108011,伟,wěi,形容词,卓越；崇高,雄伟的山峰耸立在远方。,爱因斯坦是一位对人类有伟大贡献的科学家。,2,1
108113,粉,fěn,名词,淀粉制作的食品,夏天的时候，凉粉是解暑的好选择。,四川的酸辣粉是当地最受欢迎的小吃之一。,2,1
108116,粉,fěn,动词,方言：用涂料涂抹墙面,墙刚粉过，看起来焕然一新。,工人们正在用石灰粉刷这面古老的墙壁。,2,1
108117,粉,fěn,形容词,沾有白色粉末的,花园里飞舞着许多粉蝶。,春天来了，粉白的杏花开满了整个山坡。,2,1
108118,粉,fěn,形容词,浅红色,她今天穿了一件粉色的裙子。,她今天穿了一件粉色的连衣裙，显得格外青春。,2,1
108213,振,zhèn,动词,精神或情绪重新振奋起来,听到这个消息，大家都感到十分振奋。,在教练的鼓励下，队员们重新振作精神投入比赛。,2,1
108411,夺,duó,动词,用强力取得,侵略者对这片土地进行了无情的掠夺。,强盗夺走了老人的钱包，然后迅速逃跑了。,2,1
108414,夺,duó,动词,使丧失,他的错误行为被剥夺了参赛资格。,突如其来的噩耗夺走了她所有的快乐。,2,1
108417,夺,duó,动词,文字遗漏,古籍在传抄过程中容易出现讹夺。,古籍在传抄过程中，常有文字夺漏的现象。,2,1
108512,尤,yóu,副词,表示程度更进一步，相当于“更”或“特别”,这次的损失比以往尤甚。,在所有水果中，我尤爱草莓的甜美滋味。,2,1
108515,尤,yóu,动词,怨恨或责怪,遇到困难时，不要怨天尤人。,失败后，他不尤天不尤人，而是认真总结经验教训。,2,1
108611,忘,wàng,动词,忘记。,喝水不忘掘井人，我们要感恩那些为我们创造条件的人。,我永远不会忘记在我困难时帮助过我的朋友们。,2,1
108712,荣,róng,形容词,事业兴旺发达,国家经济正在走向繁荣。,这家公司近年来业务荣兴，市场份额不断扩大。,2,1
108713,荣,róng,形容词,值得尊敬和称赞的,他因杰出贡献获得了荣誉。,他因杰出的贡献而荣获国家颁发的最高荣誉勋章。,2,1
108811,亡,wáng,动词,逃跑；逃离。,战乱时期，许多人不得不选择逃亡。,敌军压境，守城的士兵们宁死不亡，誓死保卫家园。,2,1
108812,亡,wáng,动词,丢失；丧失。,由于疏忽，文件不幸亡失。,他因粗心大意而亡失了重要的文件，为此懊悔不已。,2,1
108813,亡,wáng,动词,死,他的祖父因病死亡。,他的祖父去年因病去世，永远离开了我们。,2,1
108814,亡,wáng,形容词,已故的；去世的。,我时常怀念那位亡友。,这座古墓里埋葬着一位亡国的君主。,2,1
108815,亡,wáng,动词,国家或政权覆灭。,历史上有许多亡国的教训值得我们深思。,历史上许多强大的帝国最终都难逃亡国的命运。,2,1
109013,凡,fán,连词,表示全部,凡年满十八岁公民都有选举权与被选举权。,凡是有利于学生学习的方法，我们都应该尝试。,2,1
109015,凡,fán,副词,简要概括,大凡成功的人都有一个共同点，那就是坚持不懈的努力。,凡此种种，皆可证明他的理论是正确的。,1,2
109211,暴,bào,形容词,突然且猛烈,昨夜的暴雨导致城市多处积水。,暴风雨突然袭来，打乱了我们的出行计划。,1,2
109212,暴,bào,形容词,残忍凶狠,这些暴徒肆意破坏公共设施，必须受到法律的严惩。,历史上那些暴君的统治往往不得人心。,1,2
109213,暴,bào,名词,残暴之人,安良除暴是我们每个人的责任。,除暴安良是古代侠客们的重要使命。,1,2
109218,暴,bào,动词,破坏，糟蹋,自暴自弃只会让情况变得更糟，振作起来才是唯一的出路。,暴殄天物是一种不可饶恕的浪费行为。,1,2
109312,唐,táng,形容词,空;徒然,功不唐捐(功夫不白费)，只要努力就一定会有收获。,唐捐钱财，不如用来做些有意义的事情。,1,2
109412,勇,yǒng,名词,清朝战时临时招募的士兵,散兵游勇在战争结束后四处流浪，寻找新的归宿。,清朝末年，朝廷临时招募了许多勇来补充兵力。,1,2
109511,避,bì,动词,躲开；回避,突然下起了大雨，我们赶紧找地方避雨。,为了避开车流高峰，他每天都会提前半小时出门。,1,2
109512,避,bì,动词,预防；防止,为了避免意外怀孕，她决定采取避孕措施。,这种新型材料可以有效避水，非常适合用于户外装备。,1,2
109628,麻,má,形容词,感觉轻微麻木。,坐久了腿麻了，我站起来活动了一下。,坐得太久腿都麻了，站起来活动一下才舒服些。,1,2
109712,股,gǔ,名词,机构中的基本组织单位,总务股的工作非常重要，确保了公司运转顺畅。,公司的人事股负责所有员工的招聘和培训工作。,1,2
109811,硬,yìng,形容词,物体不易变形（与“软”相对）,这块石头非常坚硬，用锤子敲打也纹丝不动。,这块木板非常硬，用普通的钉子很难钉进去。,1,2
109812,硬,yìng,形容词,性格刚强或态度坚决,他的态度十分强硬，完全不肯妥协。,尽管遇到很多困难，他还是硬坚持完成了这个项目。,1,2
110017,盘,pán,动词,详细询问或清点。,警察对嫌疑人进行了长时间的盘问，试图找出案件的真相。,财务人员正在仔细地盘查公司的年度账目。,1,2
110312,闹,nào,动词,争吵或打扰,孩子又哭又闹，让父母感到头疼。,邻居家的小孩经常闹到很晚，影响大家休息。,1,2
110812,妹,mèi,名词,同辈中年纪比自己小的女性,我的表妹非常聪明，学习也很努力。,我们班的张同学虽然年纪小，但大家都叫她小妹。,1,2
110912,幸,xìng,动词,因幸福而高兴。,听到这个好消息，他欣幸地笑了起来。,看到孩子们健康成长，父母感到非常幸福。,1,2
111211,玩,wán,动词,玩耍；娱乐。,小孩子玩火是非常危险的行为。,周末孩子们在公园里玩捉迷藏，笑声不断。,2,1
111921,载,zǎi,名词,表示年份,他外出闯荡一年半载后终于回到了家乡。,这本古籍记载了千载之前的重大历史事件。,2,1
112011,雷,léi,名词,云层放电时产生的巨响,突然打雷，把孩子们都吓哭了。,突然一声惊雷划破夜空，吓得孩子们捂住了耳朵。,2,1
112012,雷,léi,名词,军用爆炸装置,这片区域埋有地雷，十分危险。,士兵们在雷区小心翼翼地排雷，确保道路安全。,2,1
112212,虚,xū,形容词,未被占用,公司为新职位虚位以待，希望能找到合适的人选。,请把虚着的座位让给这位抱孩子的女士。,1,2
112213,虚,xū,形容词,因心里惭愧或没有把握而勇气不足,他因为胆虚而不敢独自走夜路。,面对老师的提问，他心里发虚，不敢抬头对视。,2,1
112216,虚,xū,形容词,谦虚谨慎,谦虚使人进步，骄傲使人落后。,保持虚心求教的态度才能不断进步。,2,1
112217,虚,xū,形容词,身体衰弱,中医诊断他气虚，需要好好调理身体。,病后初愈的她身体还很虚弱，需要好好调养。,2,1
112312,秘,mì,动词,不泄露信息或保持沉默,他对自己的计划秘而不宣，直到最后一刻才揭晓。,作为朋友，你应该保守秘密，不要随便泄露他人的隐私。,2,1
112411,俗,sú,名词,风俗习惯,这里的土俗文化吸引了许多游客前来体验。,春节贴春联是中国传统风俗的重要组成部分。,2,1
112412,俗,sú,形容词,大众化的；普遍流行的,这种植物的俗名是“狗尾巴草”。,这首通俗歌曲在年轻人中非常流行。,2,1
112413,俗,sú,形容词,庸俗；不高雅,她的穿着显得有些俗气。,他的笑话太过庸俗，让在场的人都感到尴尬。,2,1
112414,俗,sú,名词,未出家的人（与出家人相对）,僧俗之间的关系一直很和谐。,出家人和俗人的生活方式有很大的不同。,2,1
112511,倾,qīng,形容词,不正或不直,地面因地震而发生倾斜。,大风过后，那棵老树已经明显倾斜了。,2,1
112512,倾,qīng,动词,偏向某一方,他的政治立场明显左倾。,他的政治倾向在最近的演讲中表现得非常明显。,2,1
112513,倾,qīng,动词,建筑物等倒塌,船在风浪中差点倾覆。,地震导致许多房屋顷刻间倒塌，造成了巨大损失。,2,1
112515,倾,qīng,动词,竭尽全力,她耐心地倾听对方的诉说。,为了完成这个项目，他已经倾尽全力工作了三个月。,2,1
112611,哭,kū,动词,因悲伤或激动而流泪发声,听到噩耗，她忍不住哭泣起来。,听到这个悲伤的消息，她忍不住放声大哭起来。,2,1
112721,禁,jìn,动词,不允许,政府明令禁赌，但仍有人铤而走险。,公共场所禁止吸烟，这是为了大家的健康着想。,2,1
112722,禁,jìn,动词,关押,他因犯错被关了三天禁闭。,那个罪犯被监禁了十年，为自己的罪行付出了代价。,2,1
112723,禁,jìn,名词,法令或习俗所不允许的事项,违反规定的人将被视为犯禁。,公共场所禁止吸烟，违者将被罚款。,2,1
112724,禁,jìn,名词,旧时指皇宫,皇宫禁中守卫森严，外人不得进入。,古代皇宫禁地森严，寻常百姓不得靠近。,2,1
112811,零,líng,形容词,零散的；小数的,他每月都会存下一些零用钱。,她把零碎的钱都存进了储蓄罐里。,2,1
112813,零,líng,其他,"放在两个数量中间,表示单位较高的量之下附有单位较低的量",这次旅行历时一年零三天。,这栋大楼高一百零五米，非常壮观。,2,1
112814,零,líng,名词,数字“○”表示的空白位,我的房间号是三零一号。,电话号码中间有一个零，千万别漏掉了。,2,1
112815,零,líng,数词,表示无数量,一减一等于零。,他的努力没有白费，最终成绩为零失误。,2,1
112816,零,líng,名词,温度计刻度起点,今天的气温是零上五度，非常舒适。,今天气温骤降，已经接近零度了。,2,1
112818,零,líng,动词,（草木花叶）枯萎凋落,秋天的树叶开始零落，铺满了整个地面。,秋风瑟瑟，树叶开始零落在地上。,2,1
112819,零,líng,动词,（雨、泪等）滴落,听到这个消息，他不禁涕零。,听到这个悲伤的消息，她的眼泪零落而下。,2,1
112912,触,chù,动词,引发情感波动,那首老歌触起前情，让他回忆起许多往事。,这部电影的情节深深触动了观众的心。,2,1
113011,巧,qiǎo,形容词,技术高超或心思敏捷。,通过巧干，他们提前完成了任务。,这位工匠的手艺非常精巧，作品令人赞叹。,2,1
113012,巧,qiǎo,形容词,手或口灵活、熟练。,她不仅聪明，而且心灵手巧，做什么都特别精致。,她心灵手巧，编织的毛衣特别漂亮。,2,1
113013,巧,qiǎo,副词,恰好;正遇在某种机会上,恰巧他今天有空，所以我们就约了一起吃饭。,我们正巧在车站遇到了多年未见的老朋友。,2,1
113113,圈,quān,动词,围起来,政府计划圈地建设一个新的工业园区。,农民用篱笆把菜地圈起来，防止动物破坏。,2,1
115612,苗,miáo,名词,家族的后代。,他是古代名将的苗裔，家族历史悠久。,这个家族的后代子孙都非常优秀，真是好苗子。,1,2
115613,苗,miáo,名词,某些动物的幼崽。,农民们正在池塘里投放鱼苗，期待来年丰收。,农场里新出生的小羊羔是今年最可爱的苗。,1,2
115811,付,fù,动词,将某物交给他人,交付任务时，他再三叮嘱要小心谨慎。,请将这份重要文件付给财务部门的负责人。,1,2
117112,抱,bào,动词,第一次成为父母或祖父母,听说你抱孙子了，真是恭喜啊！,老张家今年抱了个大胖孙子，乐得合不拢嘴。,2,1
117114,抱,bào,动词,（方言）结合在一起,大家抱成团，就会有力量，任何困难都难不倒我们。,他们几个合伙抱团做生意，效益还不错。,2,1
