definition_id,hanzi,pinyin,pos,definition_cn,example_cn
25712,受,shòu,动词,遭受不幸或痛苦,这个地区受灾严重，急需救援物资。
25713,受,shòu,动词,忍受痛苦或压力,天气太热了，我实在是受不了。
25714,受,shòu,动词,适合或令人愉悦,这道菜口味清淡，很受老年人欢迎。
25811,场,cháng,名词,用于晾晒粮食的平坦空地,村民们正在打场，准备将粮食储存起来。
25812,场,cháng,名词,方言中指集市,赶场的人群熙熙攘攘，热闹非凡。
25813,场,cháng,量词,用于表示事情的经过,经过一场透雨，大地变得湿润而清新。
25822,场,chǎng,名词,表演的舞台,他准备上场参加比赛。
25823,场,chǎng,名词,某种活动的范围,在官场上，人际关系非常重要。
25824,场,chǎng,名词,事件发生的地点,现场的气氛非常热烈。
25825,场,chǎng,名词,表演或比赛的全过程,电影开场时，全场观众都安静了下来。
25826,场,chǎng,名词,戏剧中较小的段落,我们计划观看三场球赛。
25827,场,chǎng,量词,用于文娱体育活动,这三场球赛都非常精彩。
25828,场,chǎng,名词,电视扫描中的一场,电视画面由奇数场和偶数场交替扫描组成。
25829,场,chǎng,名词,物质存在的基本形态,科学家们正在研究引力场对宇宙结构的影响。
25911,五,wǔ,数词,数字4加1的结果。,这个篮子里有五个红苹果，看起来非常新鲜。
25912,五,wǔ,名词,"中国民族音乐音阶上的一级,乐谱上用做记音符号。相当于简谱的‘6’。",在古筝曲谱中，五音相当于简谱中的‘6’。
26011,直,zhí,形容词,不弯曲的线条,这条路笔直地通向远方。
26012,直,zhí,形容词,与地面垂直的方向,直升机在空中盘旋。
26013,直,zhí,形容词,从上到下或从前到后的方向,这种文字排列是直行的文字。
26014,直,zhí,动词,使物体变直或保持笔直状态,他慢慢直起腰来，显得轻松许多。
26015,直,zhí,形容词,公正无私，符合正义,他是一个正直的人，从不说谎。
26016,直,zhí,形容词,性格坦率，不拐弯抹角,他的直性子让人感到很舒服。
26017,直,zhí,名词,汉字笔画中的竖笔,列车直达北京，无需换乘。
26018,直,zhí,副词,不绕弯地，径直地,这趟列车直达北京，非常方便。
26019,直,zhí,副词,持续不断地,他看着我直笑，好像听到了什么有趣的事情。
26020,直,zhí,副词,表示强调，相当于“实在”,痛得直像针扎一样难受，让人无法忍受。
26021,直,zhí,名词,姓氏,直教授是我们学校最受尊敬的学者之一。
26111,月,yuè,名词,地球的天然卫星,昨晚发生了一次月食现象。
26112,月,yuè,名词,一年的十二分之一,这本杂志是一本月刊，每月发行一次。
26113,月,yuè,形容词,每月一次的,订阅这本月刊可以了解最新的行业动态。
26114,月,yuè,形容词,形状像月亮一样圆的,她弹奏着月琴，悠扬的琴声在房间里回荡。
26211,流,liú,动词,液体移动,天气炎热，他额头上不停地流汗。
26212,流,liú,动词,无固定方向移动,时光流转，转眼间一年过去了。
26213,流,liú,动词,广泛传播,他的名字将流芳百世，被后人铭记。
26214,流,liú,动词,向坏的方向发展,这件事不能只流于形式，必须落到实处。
26215,流,liú,动词,"旧时的刑罚,把犯人送到边远地区去",古代犯人常常被判处流放，远离家乡。
26216,流,liú,名词,江河的水流,这条河流清澈见底，鱼儿在水中游动。
26217,流,liú,名词,类似水流的物体,冷空气带来了强劲的气流，风吹得树枝摇晃。
26218,流,liú,名词,类别等级,他是当地有名的社会名流，经常参加各种慈善活动。
26219,流,liú,名词,流明的简称,这款投影仪的亮度达到了3000流明，画面非常清晰。
26311,决,jué,动词,做出明确选择,经过表决，大家一致同意通过这项提案。
26312,决,jué,副词,绝对（用于否定前）,面对困难，他表现出了决不退缩的决心。
26313,决,jué,动词,决定最终胜负,这场决赛吸引了无数观众前来观看。
26314,决,jué,动词,执行死刑,罪犯最终被判处枪决，结束了这场漫长的审判。
26315,决,jué,动词,堤岸被水冲破,堤坝溃决，洪水迅速淹没了周围的村庄。
26411,干,gān,名词,指古代兵器盾牌。,古代战士左手持干，右手持矛，冲锋陷阵。
26412,干,gān,名词,姓氏。,干先生是我们公司新聘请的财务总监。
26421,干,gàn,名词,事物的核心或主要部分。,这棵大树的树干非常粗壮，需要几个人才能合抱。
26422,干,gàn,名词,指国家机关或团体中的工作人员。,公司决定调干一些员工去支援新项目。
26423,干,gàn,动词,言行上冒犯他人。,他因干犯法律而受到了应有的惩罚。
26424,干,gàn,动词,与某事有关联或牵涉其中。,这件事与他有干连，因此他也被叫去问话。
26425,干,gàn,动词,追求职位、利益等。,古人常说“干禄”，意指追求功名利禄。
26426,干,gàn,动词,从事某项工作或活动。,只有实干才能创造真正的价值。
26427,干,gàn,形容词,具备完成某事的能力。,她是一个干练的职场女性。
26428,干,gàn,动词,担任某种职务或从事某种职业。,他干过厂长。
26429,干,gàn,动词,方言中指事情变糟。,要干就得干好。
26430,干,gàn,名词,水边的陆地。,江干区是杭州的一个重要区域。
26431,干,gàn,名词,天干，中国传统历法中的十个基本单位。,干支是中国古代的一种纪年方法。
26432,干,gàn,形容词,缺乏水分或湿度很低。,干燥的天气让人口干舌燥。
26433,干,gàn,形容词,不使用水的。,这件衣服需要干洗。
26435,干,gàn,形容词,内部没有内容；空洞。,他看起来很强壮，但实际上外强中干。
26436,干,gàn,形容词,仅具形式而无实质内容。,他的干笑让人感到很尴尬。
26437,干,gàn,名词,指非血缘的亲属关系。,她是我的干妈。
26438,干,gàn,副词,白白地；没有效果地。,遇到这种事情，只能干着急。
26439,干,gàn,形容词,方言形容说话过于直白或粗鲁。,你说话别那么干。
26440,干,gàn,动词,方言指当面说气话使人难堪。,我又干了他一顿。
26441,干,gàn,动词,方言指冷淡对待或不理睬。,主人走了，把咱们干起来了。
26511,则,zé,名词,规范,做事要有准则。
26512,则,zé,名词,规定或法则,总则是法律中的基本原则部分。
26513,则,zé,动词,模仿或效法,这次考试有试题三则。
26514,则,zé,量词,用于计量分项内容,这次考试有试题三则。
26515,则,zé,连词,表示时间上的承接关系,每一巨弹堕地，则火光迸裂。
26516,则,zé,连词,用于列举原因或理由,"墨子在归途上,是走得较慢了,一则力乏,二则脚痛,三则干粮已经吃完,难免觉得肚子饿,四则事情已经办妥,不像来时的匆忙。"
26517,则,zé,动词,表示判断，相当于「是」,此则余之过也，实在不该如此疏忽大意。
26611,更,gèng,副词,表示程度加深,"刮了一夜北风,天更冷了，大家都穿上了厚厚的棉衣。"
26612,更,gèng,副词,表示再次或进一步,若想看得更远，就需更上一层楼。
26621,更,gēng,动词,改变或替换,由于天气原因，原定计划不得不变更。
26622,更,gēng,动词,亲身经历,他少不更事，做事总是欠缺考虑。
26623,更,gēng,名词,古代夜间计时单位，一更约两小时,夜晚听到打更的声音，让人感到十分宁静。
26711,色,sè,名词,颜色,红色是中国传统文化中吉祥如意的象征。
26712,色,sè,名词,脸上的神情或表情,他喜形于色，显然对这次的结果非常满意。
26713,色,sè,名词,种类,这件商品的货色相当不错，值得购买。
26714,色,sè,名词,情景或景象,这里的景色美得令人陶醉，吸引了无数游客前来观赏。
26715,色,sè,名词,物品的质量,这块金子的成色非常好，几乎没有任何杂质。
26716,色,sè,名词,妇女的美貌,她的姿色出众，在人群中显得格外耀眼。
26717,色,sè,名词,情欲,我们应该坚决抵制任何包含色情内容的书籍和影视作品。
26811,处,chǔ,动词,在某地居住,穴居野处的生活方式虽然原始，但也有其独特的魅力。
26812,处,chǔ,动词,共同生活或交往,他们处得来，彼此之间没有太多矛盾。
26813,处,chǔ,动词,存在于某种状态,他处心积虑地想要赢得这场比赛，最终如愿以偿。
26814,处,chǔ,动词,处理事务,对于这种违法行为，必须依法论处。
26815,处,chǔ,动词,实施惩罚,他的错误行为受到了应有的惩处。
26821,处,chù,名词,具体地点或位置,他找到了一个安静的住处。
26822,处,chù,名词,组织机构中的业务部门,科研处负责管理所有的研究项目。
26911,路,lù,名词,供行走的通道,我们选择陆路前往目的地。
26912,路,lù,名词,行进的路程,八千里路云和月，形容旅途遥远。
26914,路,lù,名词,事物的条理,他的理路非常清晰，让人一目了然。
26915,路,lù,名词,特定区域或方面,这些商品都是南路货，质量上乘。
26916,路,lù,名词,行进的路线,三路进军的战略部署已经完成。
26917,路,lù,名词,种类或等级,这一路人马非常专业，值得信赖。
26918,路,lù,名词,姓氏,路先生是我们公司新来的财务总监。
27012,运,yùn,动词,通过交通工具移动人或货物,这辆卡车专门用来运货。
27013,运,yùn,动词,灵活使用,书法家运笔自如，字迹流畅。
27014,运,yùn,名词,姓氏,运女士是这次项目的主要负责人之一。
27015,运,yùn,名词,命运；机遇,幸运总是眷顾有准备的人。
27111,任,rén,名词,河北地名,任县是河北省的一个历史悠久的小县城。
27112,任,rén,名词,姓氏,任先生是我们公司新来的财务总监。
27121,任,rèn,动词,委派职务,他被委任为新项目的负责人。
27122,任,rèn,动词,承担职务,他在这家公司任职多年。
27123,任,rèn,动词,承受负担,他一向任劳任怨，从不抱怨。
27124,任,rèn,名词,职位,他正式就任公司总经理一职。
27125,任,rèn,量词,用于计量担任官职的次数,这位官员曾三任教育部长，为国家教育事业做出巨大贡献。
27126,任,rèn,动词,听凭,家长对孩子的行为采取放任态度。
27127,任,rèn,连词,不论,东西放在这里，任什么也短不了。
27211,具,jù,名词,工具；器具,农民们正在修理他们的农具。
27212,具,jù,名词,才能；才干,他才具出众，深得众人赏识。
27213,具,jù,量词,用于棺材、尸体等的量词,房间里摆放着一座钟一具。
27214,具,jù,动词,拥有；具备,这个方案具备可行性。
27215,具,jù,动词,准备；办理,他具呈了一份详细的报告。
27216,具,jù,动词,陈述；写出,请在文件上具名签字。
27311,目,mù,名词,视觉器官,他的努力和成果是有目共睹的。
27312,目,mù,名词,网状物的小孔,这种粉末需要用八十目筛进行筛选。
27313,目,mù,动词,用眼睛观察,人们目为奇迹的事情其实背后都有科学依据。
27314,目,mù,名词,大项中再分的小项,这个项目已经进入了最后阶段。
27315,目,mù,名词,生物分类学中介于纲和科之间的分类单位,图书馆发布了一份新书书目。
27316,目,mù,名词,书籍或资料的清单,这份书目包含了各类经典文学作品。
27317,目,mù,名词,事物的称谓,这次考试的题目非常有难度。
27318,目,mù,名词,围棋中计算胜负的单位,中方棋手仅以一目半之优获胜，展现了高超的技艺。
27411,再,zài,副词,重复发生的动作,这本书因为广受欢迎，已经再版多次。
27412,再,zài,副词,持续或重现,青春不再，但心态依然年轻。
27511,治,zhì,动词,管理或统治,她治家有方，家庭井井有条。
27512,治,zhì,形容词,形容社会安定或太平,治世之道在于顺应民心。
27513,治,zhì,名词,旧时指地方政府所在地,这座县治历史悠久，文化底蕴深厚。
27514,治,zhì,动词,医治疾病,医生正在研究新的方法来治病。
27515,治,zhì,动词,消灭害虫,当地政府采取了有效措施来治蝗。
27516,治,zhì,动词,惩办罪犯,对于违法行为必须依法治罪。
27517,治,zhì,动词,深入研究,他一生致力于治学。
27518,治,zhì,名词,姓氏,治教授在昨天的学术会议上发表了一场精彩的演讲。
27611,神,shén,名词,宗教中创造并主宰万物的超自然存在,庙里的神位摆放得整整齐齐。
27612,神,shén,名词,神话中具有超凡能力的人物,他料事如神，大家都佩服他的智慧。
27613,神,shén,形容词,非凡奇妙、令人惊叹的,救援队以神速赶到现场。
27614,神,shén,名词,人的精神意识,他凝神思考着下一步的计划。
27616,神,shén,形容词,聪明机灵,这孩子眼神灵动，一看就是个神童。
27617,神,shén,名词,姓氏,神先生在社区里很受尊敬，因为他经常帮助邻里。
27711,求,qiú,动词,向他人提出请求。,遇到危险时，他第一时间向周围的人求救。
27712,求,qiú,动词,提出具体要求。,我们力求改进工作方法以提高效率。
27713,求,qiú,动词,努力寻找或获得某物。,他一心求学问，从不浪费时间。
27714,求,qiú,名词,需要或要求的事物。,市场上的供求关系决定了商品的价格。
27715,求,qiú,名词,姓氏。,求先生是我们公司新聘请的财务总监。
27811,件,jiàn,量词,用于计量个体事物,我今天在商场买了两件漂亮的连衣裙。
27813,件,jiàn,名词,公文、书信等,来件已经全部整理完毕。
27912,管,guǎn,名词,吹奏乐器,管弦乐演奏会吸引了众多音乐爱好者前来欣赏。
27913,管,guǎn,名词,管状的电子元件,电子管曾经是许多电子设备的核心部件。
27914,管,guǎn,量词,用于细长圆筒形物品的量词,他手握一管毛笔，正在专心致志地练习书法。
27915,管,guǎn,名词,姓氏,管教授在学术界享有很高的声誉。
27916,管,guǎn,动词,负责管理或照料,他负责管账，每一笔收支都记录得清清楚楚。
27917,管,guǎn,动词,行使管辖权,这个省管着几十个县。
27918,管,guǎn,动词,管教、约束,父母应该好好管孩子。
27919,管,guǎn,动词,担任某项工作,我管宣传，你管文体。
27920,管,guǎn,动词,关心或干预,他总是爱管闲事。
27921,管,guǎn,动词,保证提供,这件事你尽管去做，我管保没问题。
27922,管,guǎn,介词,介词，与‘叫’配合使用,他长得又矮又胖，大家都管他叫小胖子。
27923,管,guǎn,介词,方言，介词，相当于‘向’,有急事的话，可以管他借钱。
27924,管,guǎn,连词,方言，不管、无论,这是国家财产，管什么也不能让它受到损失。
27925,管,guǎn,动词,方言，涉及、牵涉,他不愿来，管我什么事？
28011,组,zǔ,动词,将人员或事物按一定方式结合。,公司决定对部门进行改组。
28012,组,zǔ,名词,由少数人组成的小集体。,我们成立了一个学习兴趣小组。
28013,组,zǔ,量词,量词，用于事物的集体,两组电池可以延长设备的使用时间。
28014,组,zǔ,形容词,成套的文艺作品。,这本诗集收录了一组诗。
28112,根,gēn,名词,比喻家族的后代,这孩子是他们家的根。
28115,根,gēn,副词,彻底地；完全地,我们需要根究问题的本质才能找到解决办法。
28116,根,gēn,介词,以...为基础或依据,根据天气预报，明天会下雨。
28118,根,gēn,名词,数学中“方根”的简称,铵根是化学中常见的离子之一。
28119,根,gēn,名词,代数方程的解,铵根可以与其他阴离子结合形成化合物。
28120,根,gēn,名词,化学中带电的原子团,在肥料中，铵根是一种重要的成分。
28211,阶,jiē,名词,建筑物或地面的阶梯。,阶梯的设计需要考虑安全性和实用性。
28212,阶,jiē,名词,社会或组织中的等级。,官阶的高低往往决定了官员的权力范围。
28311,将,jiāng,动词,搀扶或带领。,孝顺的儿子每天都将年迈的母亲从卧室扶到客厅。
28312,将,jiāng,动词,保养身体或物品。,将养身体是恢复健康的重要方法。
28313,将,jiāng,动词,（方言）指牲畜繁殖后代。,将羔献祭是古代的一种宗教仪式。
28314,将,jiāng,动词,处理或从事某事。,他做事认真，总是将每件小事都处理得井井有条。
28315,将,jiāng,动词,象棋中攻击对方的“将”或“帅”。,他做事稳重，你将他没用的看法是错误的。
28316,将,jiāng,动词,用言语刺激他人行动。,他做事稳重，你将他没用的想法并不正确。
28319,将,jiāng,副词,表示即将发生。,明天我们将要去参观那座新建的博物馆。
28320,将,jiāng,副词,又；且（用于重复强调）。,他将信将疑地接过那封信，不确定是否该打开。
28321,将,jiāng,助词,（方言）助词，用于动词和趋向补语之间。,他小心翼翼地将门推开进来，生怕吵醒熟睡的孩子。
28322,将,jiāng,名词,姓氏。,将先生是我们学校新来的历史老师，学识非常渊博。
28323,将,jiàng,名词,将官；泛指高级军官。,这位年轻将领指挥若定，带领部队取得了辉煌的胜利。
28324,将,jiàng,动词,带领军队。,韩信善于将兵，曾以少胜多创造了许多军事奇迹。
28331,将,qiāng,动词,表示请求或愿望。,《诗经》有云：'将子无怒，秋以为期。'表达了委婉的请求。
28411,改,gǎi,动词,改变；更动,改口是一种调整言辞以适应场合的行为。
28412,改,gǎi,动词,修改内容,改文章是为了让内容更加清晰和流畅。
28413,改,gǎi,动词,纠正错误,他终于改邪归正，重新做人。
28414,改,gǎi,名词,姓氏,改教授在学术界的贡献得到了同行们的高度认可。
28511,导,dǎo,动词,带领或指引方向,这台设备具有导航功能，可以帮助我们找到正确的路线。
28512,导,dǎo,动词,传递（热、电等）,金属的导热性能非常好，可以迅速传递热量。
28513,导,dǎo,动词,启发或教导,老师的教导让我受益匪浅。
28514,导,dǎo,动词,指导戏剧或影视作品的演出,导演正在导戏，演员们都在认真配合。
28611,眼,yǎn,名词,人或动物的视觉器官。,山脚下有一处泉眼，清澈的泉水不断涌出。
28614,眼,yǎn,名词,围棋术语，指棋子间的空隙，对手无法在此下成活棋。,二黄慢板，一板三眼，是京剧中的经典节奏。
28615,眼,yǎn,名词,戏曲中的节拍。,二黄慢板，一板三眼，这种节奏在京剧中非常常见。
28616,眼,yǎn,量词,量词，用于井、窑洞等。,村子里有一眼井，村民们每天都来这里打水。
28711,规,guī,名词,画圆的工具,圆规是用来画圆的重要工具。
28712,规,guī,名词,规则,校规是学生必须遵守的行为准则。
28713,规,guī,动词,劝告,朋友的规劝让他意识到自己的错误。
28714,规,guī,动词,计划,我们需要对未来发展进行规划。
28811,识,shí,动词,知道，认得,识字是学习文化的基础。
28812,识,shí,名词,学问，见解,他的卓识远见赢得了大家的尊敬。
28821,识,zhì,动词,记住,博闻强识的人往往知识渊博且记忆力惊人。
28822,识,zhì,名词,标记,古代器物上的款识记录了当时的文化和历史。
28911,革,jí,形容词,病情危急,医生诊断后认为他的病情已到革急之时，必须立即手术。
28921,革,gé,名词,加工过的兽皮,皮革制品在日常生活中非常常见。
28922,革,gé,名词,姓氏,革先生是我们公司新聘请的财务总监。
28923,革,gé,动词,改变,公司正在进行一次全面的革新。
28924,革,gé,动词,撤职；开除,他因违反规定而被开革。
29011,计,jì,动词,数学运算,我们需要对预算进行核计。
29012,计,jì,名词,测量仪器,墙上挂着一个古老的时计。
29013,计,jì,名词,行动方案或策略,他的计策成功地化解了危机。
29014,计,jì,动词,制定计划；打算,她设计了一款独特的服装。
29015,计,jì,动词,计较；考虑,他做事不计成败，只求尽力而为。
29016,计,jì,名词,姓氏,计教授在学术界享有很高的声誉，发表了多篇重要论文。
29111,白,bái,形容词,类似霜雪的颜色，反射所有可见光的颜色。,东方发白，天亮了。
29112,白,bái,形容词,明亮的状态。,东方发白的时候，我们已经出发了。
29113,白,bái,形容词,易于理解或弄明白。,经过调查，真相大白于天下。
29114,白,bái,形容词,未添加其他内容的；空白的。,考试时，他交了一份白卷。
29115,白,bái,形容词,没有效果的努力。,他白跑一趟，什么也没买到。
29116,白,bái,形容词,无需支付代价的。,不要白吃别人的饭，要懂得感恩。
29117,白,bái,形容词,象征反动政治势力。,在内战期间，白军与红军展开了激烈的战斗。
29118,白,bái,名词,与丧事相关的。,村子里正在操办一场红白事。
29119,白,bái,动词,用白眼表示轻蔑或不满。,她生气地白了他一眼。
29120,白,bái,名词,姓氏之一。,白先生是我们学校新来的语文老师。
29121,白,bái,名词,汉字写错或读错。,这篇作文里有很多白字，需要认真修改。
29122,白,bái,动词,口头或书面陈述。,他鼓起勇气向她表白。
29123,白,bái,名词,戏曲中非唱词的台词。,演员在舞台上深情地念着道白。
29124,白,bái,名词,特定地区的方言。,这篇文章文白杂糅，读起来有些拗口。
29125,白,bái,名词,现代汉语的口语形式。,这篇文章文白杂糅，既有古典的韵味，又不失现代的流畅。
29211,马,mǎ,名词,大型哺乳动物，善奔跑，是人类重要的役畜。,马蜂在花丛中飞舞，采集着花蜜。
29212,马,mǎ,形容词,形容体积或规模大。,不小心惹怒了马蜂，结果被蜇得满脸红肿。
29213,马,mǎ,名词,姓氏。,马教授在历史学研究领域很有建树。
29311,金,jīn,名词,金属的通称（如金、银、铜、铁等）,五金店里的工具种类齐全，能满足各种维修需求。
29312,金,jīn,名词,货币；钱财,他从银行取出了一笔现金，准备用于旅行开销。
29313,金,jīn,名词,古代金属制打击乐器（如锣等）,战场上金鼓齐鸣，士兵们士气高涨，奋勇向前。
29314,金,jīn,名词,化学元素金（符号Au），贵重金属，用于制造货币和饰品,皇帝的金口玉言决定了整个国家的命运。
29315,金,jīn,形容词,比喻尊贵或贵重,人们将领袖的讲话奉为金口玉言，深信不疑。
29316,金,jīn,名词,类似黄金的颜色,这件西装上的金色纽扣显得格外精致。
29317,金,jīn,名词,姓氏,金先生是我们公司新聘请的技术总监。
29318,金,jīn,名词,"朝代,公元1115—1234,女真族完颜阿骨打所建,在中国北部。",金朝是由女真族建立的北方政权，存在了一百多年。
29411,界,jiè,名词,分界线,这块地界属于村集体所有，任何人不得侵占。
29412,界,jiè,名词,特定范围,他的眼界非常开阔，能够接受各种新鲜事物。
29413,界,jiè,名词,具有相同职业、性别等的社会群体,文艺界的朋友们经常聚在一起交流创作心得。
29414,界,jiè,名词,指大自然中动物、植物、矿物等的最大的类别,无机界的研究对于理解地球化学过程至关重要。
29415,界,jiè,名词,地质年代地层单位的第二级,古生界是地质年代中的一个重要时期，包含多个系。
29511,取,qǔ,动词,拿到手里,他到银行取款时发现账户余额不足。
29512,取,qǔ,动词,获得或招致某种结果,孩子们喜欢用捉迷藏来取乐。
29513,取,qǔ,动词,选择或采用某种方式,他们决定取道小路，以避开拥堵的交通。
29611,市,shì,名词,商品交易的固定场所,米市上人声鼎沸，买卖双方讨价还价声此起彼伏。
29612,市,shì,动词,进行商品买卖,这座城市的市容整洁美观，给游客留下了深刻印象。
29613,市,shì,名词,人口密集的聚居地,为了改善市容，政府加大了对环境卫生的整治力度。
29614,市,shì,名词,行政区划单位,裁缝用市尺量好了布料的尺寸，开始认真地裁剪。
29615,市,shì,名词,市制计量单位,这把布料的长度正好是三市尺。
29711,设,shè,动词,建立；安排,这座城市在古代就设有设防，以抵御外敌入侵。
29712,设,shè,动词,谋划,这座桥梁的设计非常独特，吸引了许多游客前来参观。
29713,设,shè,动词,假定,他有一个大胆的设想，希望能在未来看到它实现。
29714,设,shè,连词,如果,设有困难，当助一臂之力。
29811,语,yù,动词,告知；告诉,他心中有许多想法，但不以语人。
29821,语,yǔ,名词,话,学习一门新的语言需要花费大量的时间和精力。
29822,语,yǔ,动词,说话；表达,她总是用细语和孩子们交流，显得格外温柔。
29823,语,yǔ,名词,谚语；成语,“一寸光阴一寸金”这句古语教导我们要珍惜时间。
29824,语,yǔ,名词,非语言的表达方式,这位聋哑人用手语向大家表达了他的感谢之情。
29911,完,wán,形容词,齐全无缺,这件瓷器保存完好，没有一丝破损。
29912,完,wán,动词,消耗殆尽,煤烧完了，我们需要再去买一些。
29913,完,wán,动词,结束,事情做完了，他终于可以松一口气了。
29914,完,wán,动词,达成目标,经过几个月的努力，这项工程终于完工了。
29915,完,wán,动词,缴纳赋税,农民们每年都要按时完粮纳税，以支持国家建设。
29916,完,wán,名词,中文姓氏,完颜阿骨打是金朝的开国皇帝，在历史上赫赫有名。
30011,究,jiū,动词,仔细推求;追查,科学家们正在研究一种新型的清洁能源。
30012,究,jiū,副词,到底,此事究应如何办理？
30111,党,dǎng,名词,政治组织，特指中共,每位党员都必须严格遵守党章的规定。
30112,党,dǎng,名词,利益集团,他是公司的死党，无论发生什么事都会站在公司这边。
30113,党,dǎng,动词,偏袒一方,党同伐异。
30114,党,dǎng,名词,亲属,父党在古代社会中通常指父亲一方的亲属集团。
30115,党,dǎng,名词,姓氏,党教授在历史学研究领域有着很高的学术造诣。
30211,女,nǚ,名词,与男性相对的女性性别,女工在纺织厂里辛勤地工作着。
30212,女,nǚ,名词,父母对女儿的称谓,长女在家中承担了更多的责任。
30213,女,nǚ,名词,二十八星宿之一,古代天文学家将星空划分为二十八宿，其中女宿位于北方玄武七宿之中。
30311,传,zhuàn,名词,经典注释,经传是古代经典著作的传承和注释体系。
30312,传,zhuàn,名词,人物生平记录,列传是史书中记录人物事迹的一种体裁。
30313,传,zhuàn,名词,历史故事叙述,《水浒传》是中国四大名著之一。
30321,传,chuán,动词,由一方交给另一方;由上代交给下代,这个故事通过口耳相传的方式流传至今。
30322,传,chuán,动词,教授知识技能,师传是一种通过师傅传授技艺的传统方式。
30323,传,chuán,动词,广泛宣传,宣传环保理念有助于提高人们的意识。
30324,传,chuán,动词,传递能量,传电的速度非常快，几乎瞬间完成。
30325,传,chuán,动词,表达,这幅画作栩栩如生，堪称传神之作。
30326,传,chuán,动词,召唤某人,警方正在对嫌疑人进行传讯以获取更多信息。
30327,传,chuán,动词,疾病传播,这种病传人，需要特别注意防护措施。
30411,风,fēng,名词,空气的水平流动现象,风干是一种利用自然风力使物品干燥的方法。
30412,风,fēng,动词,利用风力使物品干燥,这些衣物挂在室外经过几天的风干后变得十分柔软。
30413,风,fēng,形容词,经风干处理的,风鸡是一道传统的中式美食，风味独特。
30414,风,fēng,形容词,速度极快的,他的事业正处于风发阶段，前途一片光明。
30415,风,fēng,名词,社会流行的风尚,随着环保意识的增强，绿色生活蔚然成风。
30416,风,fēng,名词,自然或人文景观,这里的风景优美，吸引了大量游客前来观赏。
30417,风,fēng,名词,人的行为举止,良好的工作作风能够提升团队的效率和凝聚力。
30419,风,fēng,形容词,未经证实的消息,这件事只是风闻，并没有确凿的证据。
30420,风,fēng,名词,古代民歌总集,他喜欢到各地采风，收集民间故事。
30421,风,fēng,名词,中医指某些病症,他的症状像是羊痫风发作。
30422,风,fēng,名词,中文姓氏,风教授是我们学校历史系的知名学者。
30511,信,xìn,形容词,真实的；可靠的。,这部史书被公认为信史。
30512,信,xìn,名词,诚实守约的品质。,他是一个守信的人，答应的事情一定会做到。
30513,信,xìn,动词,认为真实可靠。,这家信托公司管理着大量的资产。
30514,信,xìn,动词,信仰（宗教）。,她从小信教，信仰给了她很大的力量。
30515,信,xìn,动词,随意；放任。,他信步走在林间小道上，享受着自然的宁静。
30516,信,xìn,名词,作为凭证的事物。,交通信号灯在路口指挥着车辆通行。
30517,信,xìn,名词,书面通信；信件。,他每天的任务就是送信到各个部门。
30519,信,xìn,名词,引爆装置。,这是一段关于信管的介绍。
30521,信,xìn,名词,姓氏。,信先生在学术界享有很高的声誉，他的著作被广泛引用。
30522,信,xìn,名词,砒霜的别称。,红信是一种非常醒目的标志。
30612,名,míng,动词,取名,这位女英雄姓刘名胡兰。
30613,名,míng,名词,名义,你不该以出差为名，到处游山玩水。
30614,名,míng,名词,声誉,他因为这部电影而出名。
30615,名,míng,形容词,著名的,这位名医救治了无数的病人。
30616,名,míng,动词,表述,他的行为让人感到莫名其妙。
30617,名,míng,动词,拥有,他现在一文不名，生活十分困难。
30618,名,míng,量词,用于表示人数的量词,三百多名工作人员参与了这次大型活动的筹备工作。
30619,名,míng,名词,姓氏,名教授在量子物理领域做出了突破性的贡献。
30721,便,biàn,形容词,方便的；便利的,这款新型电动车设计轻便，非常适合城市通勤使用。
30722,便,biàn,名词,方便的时机,如果便中路过那家书店，请帮我买一本最新的杂志。
30723,便,biàn,形容词,非正式的；简单平常的,我们中午吃的是家常便饭，简单却很美味。
30724,便,biàn,名词,屎或尿,粪便是人体代谢废物的一种形式。
30725,便,biàn,动词,排泄屎、尿,每天早晨养成定时大便的习惯对健康很有益处。
30726,便,biàn,副词,〈副词〉表示顺承关系，相当于“就”,没有各方面的通力合作，任务便无法顺利完成。
30727,便,biàn,连词,〈连词〉表示假设的让步，相当于“即使”,只要依靠群众，便是再大的困难，也能克服。
30728,变,biàn,动词,与原来不同；发生变化,随着科技的进步，情况变了，我们的生活变得更加便利。
30729,变,biàn,动词,性质或状态发生改变,通过科学治理，沙漠变良田，生态环境得到了极大改善。
30730,变,biàn,动词,使某物发生变化,通过创新技术，废弃物变废为宝，实现了资源的高效利用。
30731,变,biàn,形容词,可变化的或已变化的,医生建议患者每日记录变数，以便更好地了解身体状况。
30732,变,biàn,动词,变卖财产,为了筹集手术费，他不得不变卖了祖传的古董。
30733,变,biàn,动词,灵活处理，不拘泥,规章制度要严格执行，但在特殊情况下也可以适当变通。
30734,变,biàn,名词,重大突发事件,1911年的辛亥革命是中国历史上一次重大的政变。
30735,变,biàn,名词,唐代说唱文学的一种形式,敦煌遗书中保存了大量唐代的变文作品。
30811,保,bǎo,动词,保护；防卫,保健是每个人都应该重视的生活方式之一。
30812,保,bǎo,动词,维持原状,冬天出门时要注意保温，以免着凉感冒。
30813,保,bǎo,动词,确保；担保,这家工厂始终坚持保质保量地完成每一个订单。
30814,保,bǎo,动词,为...作担保,他因表现良好而获得了保释的机会。
