rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
5828,1,蒟,jǔ,,,,见下。 蒟酱 蒟蒻,
5829,1,埸,yì,,,名,田界,
5829,2,埸,yì,,,名,边界；边疆,疆埸｜边埸
5832,1,眭,huī,,,形,〈文〉 目光深邃,眭然能视
5833,1,僰,bó,,,名,我国古代西南地区的一个民族,
5834,1,坌,bèn,,,名,尘土；灰尘,微坌｜坌尘
5834,2,坌,bèn,,,动,尘土撒落在别的物体上；把粉末撒在物体上,马尘坌人｜丹朱坌身
5834,3,坌,bèn,,,动,聚积,坌集
5835,1,薤,xiè,,,名,多年生草本植物，叶细长中空，开紫色花，地下有狭卵形鳞茎。鳞茎叫薤头，鲜的可以加工成酱菜，干的可以做药材。俗称藠（jiào）头,
5836,1,牝,pìn,,,区别,禽兽中雌性的（跟“牡”相对）,牝马｜牝鸡
5837,1,蕲,qí,,,动,〈文〉 祈求,蕲见
5837,2,蕲,qí,,,名,蕲春 qíchūn 地名，在湖北,
5837,3,蕲,qí,,,名,姓,
5839,1,戽,hù,,,名,戽斗,风戽
5839,2,戽,hù,,,动,用戽斗等农具汲水灌田,戽水
5840,1,笏,hù,,,名,古代臣子朝见君主时，君臣手中拿的狭长的板子，按等级分别用玉、象牙、竹木制成，上面可以记事；后来只由大臣使用,
5841,1,芴,wù,,,名,一年生草本植物，开淡紫色花。嫩叶茎可以作蔬菜，种子可以榨油,
5841,2,芴,wù,,,名,有机化合物，白色的片状晶体，从煤焦油中提炼。可用来制染料、杀虫剂和药物等,
5842,1,骘,zhì,,,动,〈文〉 安定；安排,阴骘百姓
5844,1,遘,gòu,,,动,〈文〉 遇到,遘时（遇到好时机）｜遘疾｜遘难｜遘会（相逢）
5845,1,峄,yì,,,名,峄山，山名，在山东,
5846,1,暌,kuí,,,动,〈文〉 分隔；离开,暌别｜暌违｜暌离｜暌隔
5847,1,锇,é,,,名,金属元素，符号 Os。灰蓝色，质硬而脆，是密度最大的金属。铱锇合金用于制造钟表和仪器中的轴承、钢笔笔尖、唱机针头等,
5848,1,锓,qǐn,,,动,〈文〉 刻；特指雕刻书版,锓版｜锓梓（刻版印刷）。
5849,1,裣,liǎn,,,,现在一般写作“敛衽”,
5849,2,裣,liǎnrèn,,,,现在一般写作“敛衽”,
5851,1,聱,áo,聱牙,áoyá,,形容读起来不顺口,佶屈聱牙
5852,1,逖,tì,,,形,〈文〉 遥远,
5853,1,窀,zhūn,窀穸,zhūnxī,动,埋葬,
5853,2,窀,zhūn,窀穸,zhūnxī,名,墓穴,
5854,1,锔,jú,,,名,金属元素，符号 Cm。银白色，化学性质活泼，有放射性。可用作人造卫星和宇宙飞船的热电源,
5854,2,锔,jū,,,动,用锔子连接破裂的金属、陶瓷类器物,把大缸锔一下｜锔锅｜锔碗
5854,3,锔,jū,,,名,姓,
5855,1,瘥,chài,,,动,〈文〉 病愈,
5856,1,炻,shí,炻器,shíqì,名,介于陶器和瓷器之间的一种陶瓷制品。质地致密坚硬，机械强度较高，多呈灰白、红棕、黄褐等色。如砂锅、水缸等,
5858,1,辏,còu,,,动,〈文〉 车轮的辐条集中到毂上,辐辏
5859,1,笳,jiā,,,名,胡笳,
5860,1,潲,shào,,,名,某些地区称用泔水、米糠、野菜等煮成的猪食,猪潲
5860,2,潲,shào,,,动,雨被风吹得斜着落下来,雨水把床都潲湿了。
5860,3,潲,shào,,,动,〈口〉洒水,菜快干了，得潲点儿水。
5861,1,阒,qù,,,形,〈文〉 寂静,阒无一人｜阒寂｜阒静
5864,1,鲺,shī,,,名,节肢动物，体呈扁圆形，跟臭虫相似，大如豆粒，头部有吸盘。寄生于鱼类体表，吸食血液,
5865,1,襻,pàn,,,名,中式服装上扣住纽扣的布环,纽襻
5865,2,襻,pàn,,,名,形状或功用像襻的东西,鞋襻儿
5865,3,襻,pàn,,,动,把分开的东西用线或绳子等连在一起,衣服开线了，给我襻两针。
5866,1,餍,yàn,,,动,〈文〉 吃饱 食 餍 满足 其求无 餍 | 餍 足,
5867,1,卺,jǐn,,,名,古代婚礼上新郎新娘用作酒器的瓢。由一个匏瓜剖成两半而成，新郎新娘各执一半,合卺
5869,1,酡,tuó,,,形,〈文〉 喝酒后脸色发红,酡红｜酡颜
5870,1,鲻,zī,,,名,鲻鱼，体侧扁，银灰色，有暗色纵纹。生活在热带和亚热带浅海或河海交界处,
5871,1,煺,tuì,,,动,猪、鸡等宰杀后经滚水浸烫去掉毛,煺猪｜煺鸡毛
5872,1,篁,huáng,,,名,〈文〉 竹林；也指竹子,幽篁
5874,1,榧,fěi,,,名,香榧，常绿乔木，高可达25米。木材坚硬，可供造船用；种子叫榧子，可以食用、榨油、做药材,
5875,1,蓐,rù,,,名,〈文〉 草席；草垫子,蓐席｜坐蓐（临产）
5876,1,逵,kuí,,,名,〈文〉 四通八达的道路,大逵｜逵途
5877,1,狺,yín,狺狺,yínyín,,模拟狗叫的声音,犬吠狺狺
5878,1,薮,sǒu,,,名,〈文〉野草丛生的湖泽,
5878,2,薮,sǒu,,,名,人或物聚集的地方,罪恶渊薮
5880,1,蚍,pí,,,,见下。 蚍蜉 蚍蜉撼树,
5881,1,搦,nuò,,,动,〈文〉握；拿住,搦笔｜搦管为文
5881,2,搦,nuò,,,动,挑动；引动（多见于近代汉语）,搦战
5882,1,昃,zè,,,动,〈文〉 太阳西斜,日中则昃｜昃食宵衣
5883,1,笮,zé,,,名,姓,
5883,2,笮,zuó,,,名,竹索，用竹篾拧成的绳索,笮桥
5884,1,黩,dú,,,动,滥用；轻率地多次使用,黩武
5886,1,馃,guǒ,馃子,guǒzi,名,一种油炸面食，条形或圈形,香油馃子｜煎饼馃子
5887,1,碛,qì,,,名,〈文〉沙砾堆积的浅滩,
5887,2,碛,qì,,,名,沙漠,沙碛
5888,1,籴,dí,,,动,买入（粮食）（跟“粜”相对）,籴米
5889,1,驽,nú,,,名,〈文〉 跑不快的劣马 驽 骏杂而不分 比喻人的才能平庸 驽 钝 | 驽 下 | 驽 弱,
5891,1,雠,chóu,,,名,〈文〉势不两立的一方；对手,仇雠
5891,2,雠,chóu,,,动,校对；校勘,校雠｜雠定（校勘审定）。
5892,1,愀,qiǎo,愀然,qiǎorán,,形容脸色严肃或不愉快的样子,愀然改容
5894,1,皴,cūn,,,动,（皮肤）因风吹或受冻而粗糙起皱或裂口,手皴了
5894,2,皴,cūn,,,名,〈口〉皮肤表面或褶皱中积存的老皮或泥垢,搓搓脚上的皴｜一脖子皴
5894,3,皴,cūn,,,名,皴法,
5895,1,瘳,chōu,,,动,〈文〉 病愈,病瘳
5896,1,癃,lóng,,,形,〈文〉体衰多病,疲癃｜癃病
5896,2,癃,lóng,,,名,癃闭，中医指小便不畅的病,
5897,1,迓,yà,,,动,〈文〉 迎接,迎迓
5898,1,镈,bó,,,名,古代一种锄草的农具,
5898,2,镈,bó,,,名,古代一种青铜制成的打击乐器，像钟而口缘较平,
5902,1,砘,dùn,,,名,播种后用来压实松土的石制农具,石砘｜砘子
5902,2,砘,dùn,,,动,播种后用砘子压实松土,用砘子砘一砘
5903,1,簟,diàn,,,名,〈文〉 竹席,
5904,1,肼,jǐng,,,名,有机化合物，指联氨或联氨中氢原子被烃基取代后生成的化合物（如苯肼）。联氨为无色油状液体，有剧毒，可以用来制药或做火箭燃料,
5906,1,汨,mì,汨罗,mìluó,名,水名，发源于江西，流入洞庭湖,
5907,1,羼,chàn,,,动,掺杂,羼杂｜羼入
5909,1,槭,qì,,,名,落叶小乔木或灌木，枝干光滑，叶子对生，开黄绿色花，结翅果。木材坚硬，可做器具。种类很多，有的入秋后叶子变红，可供观赏,
5910,1,醌,kūn,,,名,有机化合物的一类，由芳香族母核的两个氢原子分别被一个氧原子代替而形成。如对苯醌、蒽醌等,
5911,1,嶝,dèng,,,名,〈文〉 登山的小路,
5912,1,潆,yíng,,,形,〈文〉 形容水流回旋的样子,潆绕
5913,1,顸,hān,,,形,〈口〉粗，圆柱形东西横剖面的直径大,擀面杖太顸了｜拔河要用顸绳子
5913,2,顸,hān,,,名,姓,
5914,1,镱,yì,,,名,金属元素，符号 Yb。银白色，有光泽，质软，富延展性，在空气中较稳定。用于制作激光材料和各种试剂,
5915,1,辋,wǎng,,,名,车轮外周同辐条相连的圆框,车辋
5917,1,埙,xūn,,,名,黏土或陶土烧制的一种吹奏乐器，形状为椭圆体，上面有一个或多个音孔,
5918,1,钪,kàng,,,名,金属元素，符号 Sc。银白色，质软，易溶于酸，在空气中容易失去光泽。用于制造特种玻璃、轻质耐高温合金及半导体器件等,
5919,1,溧,lì,,,名,溧水，古水名，在今江苏溧阳，又名永阳江；溧河，水名，在湖北随州,
5919,2,溧,lì,,,名,姓,
5921,1,胙,zuò,,,名,古代祭祀用的肉,
5923,1,襞,bì,,,名,〈文〉衣服上的褶子或皱纹,皱襞
5923,2,襞,bì,,,名,肠、胃等体内器官上的皱褶,胃襞
5924,1,眄,miǎn，又读miàn,,,动,斜着眼睛看,眄视
5924,2,眄,miǎn，又读miàn,,,动,看；望,流眄
5925,1,舄,xì,,,名,古代一种加木底的鞋；泛指鞋,
5927,1,绁,xiè,,,名,绳子,缧（léi）绁
5927,2,绁,xiè,,,动,捆绑；拴住,
5928,1,缑,gōu,,,名,〈文〉缠在刀剑等柄上的绳子,
5928,2,缑,gōu,,,名,姓,
5929,1,蒹,jiān,,,名,〈文〉 没有出穗的芦苇,蒹葭
5930,1,奭,shì,,,形,〈文〉 盛大,
5931,1,砜,fēng,,,名,硫酰基同烃基结合而成的有机化合物的统称,
5932,1,笕,jiǎn,,,名,用来引水的长竹管,笕水潺潺
5935,1,胼,pián,,,,见下。 胼手胝足 胼胝 胼胝体,
5938,1,逄,páng,,,名,姓,
5940,1,鳓,lè,,,名,鱼，银白色，头小，腹部有硬鳞。生活在海中,
5941,1,焓,hán,,,名,热力学中表示物质热力学性质的一个参数,
5942,1,黾,mǐn,黾勉,mǐnmiǎn,,勤勉；尽力,黾勉从事
5944,1,镫,dèng,,,名,鞍子两旁供骑坐人脚蹬（dēng）的用具,马镫｜脚镫
5944,2,镫,dēng,,,名,古代盛熟食用的器皿,
5945,1,酃,líng,,,名,酃湖，湖名，在湖南,
5947,1,跬,kuǐ,,,名,〈文〉 古人把行走时举足一次叫跬，双足各举一次叫步,跬步
5948,1,唿,hū,,,,现在一般写作“呼哨”,
5948,2,唿,hūshào,,,,现在一般写作“呼哨”,
5949,1,槁,gǎo,,,形,干枯；干瘪,槁木死灰｜枯槁
5950,1,呶,náo,,,动,〈文〉 叫喊,喧呶｜纷呶｜呶号
5951,1,疔,dīng,,,名,中医指病理变化快并引起全身症状的一种毒疮。形小根深，坚硬如钉，多长在颜面和四肢末梢,
5952,1,荛,ráo,,,名,〈文〉柴火,薪荛｜刍荛
5952,2,荛,ráo,,,名,姓,
5953,1,堋,péng,,,名,一种分水的堤坝，是战国时期李冰在修建都江堰时创造的,
5955,1,觜,zī,,,名,星宿名，二十八宿之一,
5956,1,羝,dī,,,名,〈文〉 公羊,羝羊触藩（公羊角钩挂在篱笆上。比喻进退两难）。
5957,1,屦,jù,,,名,古代用麻、葛等做的单底鞋；泛指鞋,织屦｜截趾适屦
5959,1,彘,zhì,,,名,〈文〉 猪,母彘｜彘肩（猪肘子）｜行同狗彘
5960,1,毳,cuì,,,名,〈文〉 鸟兽的细毛,腹下之毳，背上之毛。
5961,1,啁,zhāo,啁哳,zhāozhā,,声音碎而杂,语言啁哳
5961,2,啁,zhōu,啁啾,zhōujiū,,模拟鸟叫的声音,乳雀啁啾
5963,1,缟,gǎo,,,名,古代的一种白色精细的丝织品,鲁缟｜缟练｜缟衣
5963,2,缟,gǎo,,,形,〈文〉白色的,缟羽（白羽）
5964,1,磔,zhé,,,动,分裂肢体，古代一种酷刑,
5964,2,磔,zhé,,,动,张开,
5964,3,磔,zhé,,,名,捺③,
5965,1,讦,jié,,,动,〈文〉 攻击别人的短处；揭发别人的阴私,攻讦｜讦发
5966,1,醢,hǎi,,,名,〈文〉肉酱,醢酱｜醢脯
5966,2,醢,hǎi,,,动,将人杀死后剁成肉酱，古代一种酷刑,
5967,1,锖,qiāng,锖色,qiāngsè,名,某些矿物表面因氧化作用而形成的薄膜所呈现的斑斓色彩，常跟矿物的本色不同,
5968,1,籀,zhòu,,,名,籀文,篆籀
5968,2,籀,zhòu,,,动,〈文〉读书,讽籀
5969,1,嗾,sǒu,,,拟声,模拟驱使狗时发出的声音,
5969,2,嗾,sǒu,,,动,〈文〉发出声音驱使狗,嗾犬
5969,3,嗾,sǒu,,,动,教唆；指使,嗾使
5970,1,骓,zhuī,,,名,〈文〉 毛色黑白相间的马,骏马名骓｜乌骓
5971,1,琯,guǎn,,,名,古代一种玉制的管乐器，形状像笛子，上有六个孔,
5972,1,鹱,hù,,,名,鸟，体大，嘴的尖端呈钩状，翼长而尖，善飞翔，也能游泳。生活在海边，捕食鱼类和软体动物。种类很多，我国常见的有白额鹱,
5973,1,柙,xiá,,,名,〈文〉 关野兽的木笼，也用来押解犯人,禽槛豕柙｜柙槛｜柙车
5974,1,辂,lù,,,名,古代一种大车，多指帝王乘坐的车,龙辂（皇帝的车）。
5975,1,祼,guàn,,,名,古代一种祭礼，祭祀时把奉献的酒浇在地上,
5976,1,硇,náo,硇砂,náoshā,名,矿物，氯化铵的天然产物。可以做药材,
5977,1,墁,màn,,,动,把砖、石、木块等铺在地面上,大理石墁地
5978,1,谡,sù,,,动,〈文〉 起立；起来,
5979,1,樯,qiáng,,,名,〈文〉 船上挂帆的桅杆；借指船,帆樯如林
5981,1,钚,bù,,,名,金属元素，符号 Pu。银白色，有淡蓝色光泽，有放射性，化学性质同铀类似。是原子能工业的重要原料,
5983,1,鲠,gěng,,,名,〈文〉鱼骨头；鱼刺,如鲠在喉
5983,2,鲠,gěng,,,动,（鱼刺等）卡在嗓子里,鱼刺鲠住了喉咙
5984,1,缶,fǒu,,,名,古代一种盛酒的瓦器，大腹小口，有盖,
5984,2,缶,fǒu,,,名,古代一种瓦质的打击乐器,
5985,1,狎,xiá,,,动,〈文〉 不庄重地亲近；玩弄,狎侮｜狎昵｜狎妓
5986,1,咭,jī,,,,叽,
5988,1,薜,bì,薜荔,bìlì,名,常绿藤本植物，茎蔓生，叶子椭圆形，果实倒卵形。果实含果胶，可制作凉粉；茎、叶、果实都可以做药材,
5989,1,圹,kuàng,,,名,〈文〉 墓穴 生 圹 | 圹 穴 原野,
5991,1,敫,jiǎo,,,名,姓,
5992,1,谳,yàn,,,动,〈文〉 审议判罪,定谳
5993,1,箬,ruò,,,名,箬竹,
5994,1,蒴,shuò,蒴果,shuòguǒ,名,干果的一种类型。由合生心皮构成，一室或多室，内含许多种子，成熟时干燥开裂。如芝麻、百合、罂粟等的果实,
5995,1,绹,táo,,,名,〈文〉 绳索,索绹
5996,1,荥,xíng,荥阳,xíngyáng,名,地名，在河南,
5997,1,蕞,zuì,蕞尔,zuì'ěr,,形容小（多用于地域）,蕞尔小国
5998,1,踺,jiàn,踺子,jiànzi,名,体操运动等的一种腾空翻身动作,他在地上翻了个踺子。
5999,1,苊,è,,,名,碳氢化合物的一类。无色针状结晶，溶于热酒精。可用来制造塑料、杀虫剂等,
6001,1,珐,fà,,,,见下。 珐琅 珐琅质 ,
6002,1,鲣,jiān,,,名,鱼，体呈纺锤形，头大，嘴尖，尾柄细小。生活在热带和亚热带海洋中,
6003,1,鲮,líng,,,名,鲮鱼，银灰色，口小，有两对短须。生活在淡水中，是我国南方重要养殖鱼类之一,
6004,1,螭,chī,,,名,古代传说中一种没有角的龙,
6004,2,螭,chī,,,,魑 现在一般写作“魑”,
6007,1,倬,zhuō,,,形,〈文〉 大而显著,倬然
6008,1,醵,jù,,,动,〈文〉 凑钱聚饮 共 醵 为筵 凑钱；集资 醵 资八千,
6010,1,茕,qióng,,,形,〈文〉 孤独；孤苦,茕独｜茕茕孑立
6013,1,仡,gē,仡佬族,gēlǎozú,名,我国少数民族之一。主要分布在贵州、广西、云南,
6014,1,邾,zhū,,,名,姓,
6015,1,裎,chěng,,,名,古代一种对襟的单衣,
6016,1,齑,jī,,,名,调味用的姜、蒜等的碎末,
6016,2,齑,jī,,,形,细；碎,齑粉
6018,1,檠,qíng,,,名,矫正弓弩的器具,
6018,2,檠,qíng,,,名,灯架；灯台,灯檠｜短檠
6018,3,檠,qíng,,,名,借指灯,孤檠｜古檠
6019,1,鞅,yāng,,,名,古代指套在拉车的牛马颈上的皮带,
6020,1,笸,pǒ,笸箩,pǒluo,名,用竹篾或柳条编成的盛物器具。较浅，多为圆形,
6021,1,撄,yīng,,,动,〈文〉 迫近；触犯,虎负嵎，莫之敢撄｜撄鳞（比喻触怒帝王）。
6022,1,仵,wǔ,,,名,仵作 wǔzuò 旧时官府中检验命案死尸的人,
6022,2,仵,wǔ,,,名,姓,
6023,1,俵,biào,,,动,〈文〉 分给；散发,分俵｜俵分｜俵散｜俵济
6024,1,袼,gē,袼褙,gēbei,名,用纸或碎布等裱糊成的厚片。多用来制作纸盒、布鞋等,打袼褙
6025,1,鬈,quán,,,形,〈文〉头发长得好,
6025,2,鬈,quán,,,形,（毛发）弯曲,鬈发｜鬈毛
6026,1,珰,dāng,,,名,原为汉代任侍中、中常侍等的宦官帽子上的装饰品，后来借指宦官,
6026,2,珰,dāng,,,名,〈文〉戴在妇女耳垂上的装饰品,
6027,1,檫,chá,,,名,檫树，落叶乔木，高可达35米，树皮黄绿色，有光泽。木材坚韧，可供建筑、造船、制家具等用,
6028,1,骒,kè,,,形,雌性的（马等）,骒马
6029,1,畛,zhěn,,,名,〈文〉 田间小路 界限 畛 域,
6030,1,佥,qiān,,,副,〈文〉 都,贤愚佥忘其身
6034,1,嗥,háo,,,动,（某些野兽）吼叫,嗥叫｜狼嗥
6035,1,潵,sǎ,,,名,潵河，水名，在河北,
6036,1,哙,kuài,,,动,〈文〉 吞咽,
6037,1,豸,zhì,,,名,〈文〉 没有脚的虫,虫豸
6038,1,眵,chī,,,名,眼眵,
6039,1,洇,yīn,,,动,液体接触纸、布等物体后向四外浸润或渗透,这种纸一沾墨水就洇｜血水把纱布都洇透了｜墙让雨水洇湿了
6040,1,牾,wǔ,,,动,〈文〉 抵触；违背,抵牾
6041,1,昴,mǎo,,,名,星宿名，二十八宿之一,
6042,1,嬖,bì,,,动,〈文〉 宠爱；宠幸 嬖 爱 | 嬖 臣 | 嬖 女 受宠爱的人 宠 嬖 （宠妾） | 外 嬖 （受宠爱的臣下）,
6043,1,笾,biān,,,名,古代祭祀或宴饮时盛食品的竹器,
6044,1,铈,shì,,,名,金属元素，符号 Ce。铁灰色，质软，化学性质活泼，在空气中用刀刮即可燃烧。可以制作还原剂、催化剂、火箭喷气燃料等,
6045,1,娈,luán,,,形,〈文〉 相貌美好,
6047,1,礅,dūn,,,名,厚实粗大的整块石头,石礅
6048,1,穰,ráng,,,名,稻、麦、黍等脱粒后的茎秆,穰草
6048,2,穰,ráng,,,形,〈文〉（收获）丰盛,穰岁
6050,1,箨,tuò,,,名,〈文〉 竹笋的壳皮,
6052,1,圬,wū,,,名,〈文〉 抹（mǒ）子 抹（mò）平或粉刷 粪土之墙，不可 圬 也,
6053,1,髭,zī,,,名,〈文〉嘴唇上方的胡须,短髭
6053,2,髭,zī,,,动,〈口〉毛发直竖,髭毛儿
6055,1,洨,xiáo,,,名,洨河，水名，在河北，流入滏阳河,
6056,1,癯,qú,,,形,〈文〉 瘦,清癯｜癯瘠
6057,1,谂,shěn,,,动,〈文〉 知道；知悉,谂知｜谂悉
6058,1,暾,tūn,,,名,〈文〉 初升的太阳,朝暾
6059,1,渫,xiè,,,动,〈文〉 气体或液体排出；泄漏,
6060,1,鳊,biān,,,名,鳊鱼，身体侧扁，中部较宽，呈菱形，银灰色，头小而尖，鳞较细。生活在淡水中下层。是重要的经济鱼类之一,
6061,1,颙,yóng,,,动,〈文〉 仰慕；盼望,颙仰｜颙望
6062,1,劭,shào,,,形,〈文〉 （道德品质）高尚；美好,年高德劭
6063,1,氍,qú,氍毹,qúshū,名,纯毛织成或用毛同其他材料混合织成的毯子，可以用作地毯、壁毯、床毯、帘幕等,
6063,2,氍,qú,氍毹,qúshū,名,旧时演戏多用红氍毹铺地，因此借指舞台、歌舞场,氍毹岁月
6064,1,朊,ruǎn,,,名,蛋白质的旧称,
6066,1,彀,gòu,,,动,〈文〉 拉满弓 射箭所能达到的范围。比喻圈套、牢笼,
6067,1,髫,tiáo,,,名,古代儿童下垂的发式,垂髫｜髫龄（指童年）｜髫年（指童年）
6068,1,罴,pí,,,名,〈文〉 棕熊,
6069,1,锊,lüè,,,量,古代重量单位，6两多为1锊，20两为3锊,
6070,1,彖,tuàn,,,名,彖辞,
6072,1,俅,qiú,,,,形容恭顺的样子,
6072,2,俅,qiú,,,名,俅人，我国少数民族独龙族的旧称,
6073,1,跽,jì,,,动,〈文〉 两膝跪着，上身挺直,跽坐｜跽跪
6074,1,沚,zhǐ,,,名,〈文〉 水中的小块陆地,洲沚
6075,1,诹,zōu,,,动,〈文〉 征求意见；商议事情,诹访（咨询）｜咨诹（询问政事）。
6077,1,秾,nóng,,,形,〈文〉 （花木）繁盛 柳暗花 秾 | 夭桃 秾 李 艳丽；华丽 秾 歌艳舞 | 秾 姿秀色,
6078,1,踬,zhì,,,动,跌倒；被绊倒,踬仆（pū）｜颠踬
6078,2,踬,zhì,,,动,遭受挫折；失败,屡试屡踬｜踬顿（处境困难）。
6080,1,垱,dàng,,,名,某些地区指河中或水田中用来挡水的小土堤,筑垱挖塘
6081,1,耪,pǎng,,,动,用锄松土,耪地｜耪高粱
6082,1,炅,guì,,,名,姓,
6085,1,槊,shuò,,,名,古代的一种兵器，即长杆的矛,横槊赋诗
6090,1,悛,quān,,,动,〈文〉 悔改,怙恶不悛
6094,1,郤,xì,,,名,姓,
6096,1,蜩,tiáo,,,名,〈文〉 蝉,
6097,1,趱,zǎn,,,动,赶（路）；快走（多见于近代汉语）,星夜趱行｜紧趱｜趱路
6098,1,醭,bú,,,名,醋、酱、酱油等表面生出的白霉,
6099,1,琤,chēng,琤琤,chēngchēng,,模拟玉器碰击声、琴声或水流声,泉水琤琤
6100,1,魃,bá,,,名,传说中造成旱灾的鬼怪,
6101,1,隳,huī,,,动,〈文〉 毁坏,隳三都
6102,1,醯,xī,,,名,醋,
6102,2,醯,xī,,,形,酸,醯梅
6106,1,焜,kūn,,,形,〈文〉 光亮,
6107,1,翯,hè,翯翯,hèhè,,形容羽毛洁白而有光泽的样子,白鸟翯翯
6109,1,搋,chuāi,,,动,用手使劲压和揉,搋面｜发面要搋点碱
6109,2,搋,chuāi,,,动,用搋子疏通下水道,
6110,1,鼋,yuán,,,名,爬行动物，吻短，背甲近圆形，散生小疣，暗绿色，体大，腹面、前肢外缘和蹼呈白色。生活在河中。属国家保护动物。通称鼋鱼,
6111,1,郏,jiá,,,名,郏县，地名，在河南,
6111,2,郏,jiá,,,名,姓,
6112,1,憷,chù,,,动,畏惧；感到可怕,咱们有理，别憷他｜发憷
6113,1,溦,wēi,,,名,〈文〉 小雨,
6115,1,戬,jiǎn,,,动,〈文〉 除掉；消灭 福；吉祥 人生大 戬,
6116,1,湔,jiān,,,动,洗涤,
6116,2,湔,jiān,,,动,洗掉（耻辱、冤屈、哀痛等）,湔洗国耻｜湔雪
6117,1,鲼,fèn,,,名,鱼，身体呈菱形，背鳍小，尾细长，有的尾刺有毒。种类很多，生活在热带和亚热带海洋中,
6118,1,芾,fú,,,形,〈文〉 草木繁盛,
6119,1,镅,méi,,,名,金属元素，符号 Am。银白色，有放射性，由人工核反应获得,
6120,1,龠,yuè,,,名,古代一种用竹管编排制成的吹奏乐器，类似后世的排箫,
6120,2,龠,yuè,,,量,古代容量单位，一千二百粒黍子为一龠，两龠为一合（gě）,
6124,1,虺,huǐ,,,名,古代传说中的一种毒蛇,虺蜮（比喻险恶的小人）。
6124,2,虺,huī,虺颓,huītuí,,形容马疲劳得病的样子,
6125,1,苴,jū,苴麻,jūmá,名,大麻的雌株，只开雌花，开花后结籽,
6126,1,惝,chǎng,惝恍,chǎnghuǎng,形,形容失意；伤感,
6126,2,惝,chǎng,惝恍,chǎnghuǎng,形,模糊不清,惝恍迷离
6127,1,阌,wén,阌乡,wénxiāng,名,旧地名，在河南,
6128,1,埕,chéng,,,名,酒瓮,酒埕
6128,2,埕,chéng,,,名,指蛏（chēng）田,
6129,1,嚄,huò,嚄唶,huòzé,,大声呼叫,
6130,1,镘,màn,,,名,〈文〉抹子（mǒzi），往墙上抹（mò）泥、灰的工具,泥镘
6130,2,镘,màn,,,名,镘 儿 ，金属钱币上没有币名的一面。有币名的一面叫“字 儿 ”,
6131,1,癀,huáng,癀病,huángbìng,名,某些地区称牛、马等家畜的炭疽病,
6132,1,悒,yì,,,形,〈文〉 忧郁不安,悒郁｜悒闷｜忧悒｜悒悒不乐
6134,1,蹒,pán,蹒跚,pánshān,形,形容走路时脚步缓慢、摇摆的样子,步履蹒跚｜蹒跚学步
6135,1,瘿,yǐng,,,名,中医指甲状腺肿大一类的颈部囊状瘤,
6135,2,瘿,yǐng,,,名,植物体受害虫或真菌的刺激而形成的瘤状物,虫瘿
6136,1,楯,shǔn,,,名,〈文〉 栏杆,栏楯｜玉楯
6138,1,杌,wù,,,名,矮小的坐凳,杌凳｜杌子
6139,1,沨,fēng,沨沨,fēngfēng,,模拟水声或风声,
6140,1,鼷,xī,鼷鼠,xīshǔ,名,鼠类中最小的一种,
6142,1,蚶,hān,,,名,软体动物，贝壳坚厚，呈卵圆形、长方形或不等边四边形，壳面一般为白色，有瓦垄状的纵线，覆盖有棕色带毛状物的表皮。种类很多，大都可以食用，有的壳可以做药材,
6143,1,鲥,shí,,,名,鲥鱼，体侧扁，背部灰黑色，略带蓝色光泽，腹部银白色，鳞大而圆。生活在海洋，洄游至河、湖繁殖后代,
6144,1,躔,chán,,,名,〈文〉 兽走过的足迹；行迹 日月星辰在黄道上运行,
6145,1,鼙,pí,,,名,古代军队中用的一种小鼓,鼙鼓
6150,1,崦,yān,崦嵫,yānzī,名,古代指太阳落山之处,望崦嵫而惆怅
6151,1,烀,hū,,,动,〈口〉 用少量水半蒸半煮，把食物做熟,烀白薯｜放到锅里烀一烀
6152,1,逋,bū,,,动,逃亡,逋囚
6152,2,逋,bū,,,动,拖欠,逋欠
6153,1,芰,jì,,,名,〈文〉 菱,
6158,1,蠲,juān,,,动,〈文〉 减免；除去,蠲免｜蠲除
6161,1,峣,yáo,,,形,〈文〉 高峻,
6162,1,镦,dūn,,,动,冲压金属板，使改变形状,
6163,1,瑭,táng,,,名,〈文〉 一种玉,
6164,1,荇,xìng,荇菜,xìngcài,名,莕菜,
6165,1,箪,dān,,,名,古代盛饭食的竹编器具,箪食壶浆
6166,1,厣,yǎn,,,名,螃蟹腹下的薄壳,
6166,2,厣,yǎn,,,名,螺类介壳口处圆形的盖片,
6167,1,胬,nǔ,胬肉,nǔròu,名,中医指眼结膜病变长出的肉状物。起初横布白眼球，可逐渐侵入黑眼球,
6168,1,锾,huán,,,量,古代重量单位，一般认为1锾为6两,
6169,1,蹀,dié,,,动,〈文〉 踏；踩,蹀足
6170,1,溱,qín,溱潼,qíntóng,名,地名，在江苏,
6170,2,溱,zhēn,,,名,溱水，古水名，在今河南,
6171,1,澌,sī,,,动,〈文〉 竭尽,澌灭
6173,1,怍,zuò,,,动,〈文〉 惭愧；羞惭,惭怍｜愧怍
6174,1,郐,kuài,,,名,周朝诸侯国名，在今河南密县东北,
6174,2,郐,kuài,,,名,姓,
6175,1,舣,yǐ,,,动,〈文〉 把船靠向岸边,舣舟登岸
