hanzi_id,pinyin_id,hanzi,pinyin
16248,462481,出勤,chūqín
16249,462491,出厂,chūchǎng
16250,462501,出去,chūqù
16251,462511,出发点,chūfādiǎn
16252,462521,出口伤人,chūkǒushāngrén
16253,462531,出口成章,chūkǒuchéngzhāng
16254,462541,出台,chūtái
16255,462551,出号,chūhào
16256,462561,出名,chūmíng
16257,462571,出品,chūpǐn
16258,462581,出售,chūshòu
16259,462591,出国,chūguó
16260,462601,出圃,chūpǔ
16261,462611,出圈,chūjuàn
16262,462621,出土,chūtǔ
16263,462631,出场,chūchǎng
16264,462641,出境,chūjìng
16265,462651,出处,chūchǔ
16265,462652,出处,chūchù
16266,462661,出外,chūwài
16267,462671,出头,chūtóu
16268,462681,出头露面,chūtóulòumiàn
16269,462691,出奇,chūqí
16270,462701,出奇制胜,chūqízhìshèng
16271,462711,出奔,chūbēn
16272,462721,出嫁,chūjià
16273,462731,出家,chūjiā
16274,462741,出家人,chūjiārén
16275,462751,出将入相,chūjiàngrùxiàng
16276,462761,出尔反尔,chūěrfǎněr
16277,462771,出尖,chūjiān
16278,462781,出局,chūjú
16279,462791,出展,chūzhǎn
16280,462801,出山,chūshān
16281,462811,出岔子,chūchàzi
16282,462821,出巡,chūxún
16283,462831,出工,chūgōng
16284,462841,出师,chūshī
16285,462851,出店,chūdiàn
16286,462861,出庭,chūtíng
16287,462871,出彩,chūcǎi
16288,462881,出征,chūzhēng
16289,462891,出徒,chūtú
16290,462901,出恭,chūgōng
16291,462911,出战,chūzhàn
16292,462921,出手,chūshǒu
16293,462931,出挑,chūtiāo
16294,462941,出摊,chūtān
16295,462951,出操,chūcāo
16296,462961,出月,chūyuè
16297,462971,出月子,chūyuèzi
16298,462981,出来,chūlái
16299,462991,出栏,chūlán
16300,463001,出格,chūgé
16301,463011,出梅,chūméi
16302,463021,出榜,chūbǎng
16303,463031,出殡,chūbìn
16304,463041,出毛病,chūmáobìng
16305,463051,出气,chūqì
16306,463061,出气筒,chūqìtǒng
16307,463071,出没,chūmò
16308,463081,出洋,chūyáng
16309,463091,出活,chūhuó
16310,463101,出海,chūhǎi
16311,463111,出游,chūyóu
16312,463121,出溜,chūliu
16313,463131,出演,chūyǎn
16314,463141,出炉,chūlú
16315,463151,出猎,chūliè
16316,463161,出生入死,chūshēngrùsǐ
16317,463171,出生率,chūshēnglǜ
16318,463181,出界,chūjiè
16319,463191,出盘,chūpán
16320,463201,出示,chūshì
16321,463211,出神入化,chūshénrùhuà
16322,463221,出科,chūkē
16323,463231,出租,chūzū
16324,463241,出租汽车,chūzūqìchē
16325,463251,出笼,chūlóng
16326,463261,出类拔萃,chūlèibácuì
16327,463271,出粜,chūtiào
16328,463281,出纳,chūnà
16329,463291,出线,chūxiàn
16330,463301,出继,chūjì
16331,463311,出缺,chūquē
16332,463321,出聘,chūpìn
16333,463331,出脱,chūtuō
16334,463341,出航,chūháng
16335,463351,出芽,chūyá
16336,463361,出苗,chūmiáo
16337,463371,出落,chūluo
16338,463381,出虚恭,chūxūgōng
16339,463391,出蛰,chūzhé
16340,463401,出血,chūxiě
16341,463411,出行,chūxíng
16342,463421,出言,chūyán
16343,463431,出警,chūjǐng
16344,463441,出让,chūràng
16345,463451,出访,chūfǎng
16346,463461,出诊,chūzhěn
16347,463471,出语,chūyǔ
16348,463481,出谋划策,chūmóuhuàcè
16349,463491,出账,chūzhàng
16350,463501,出资,chūzī
16351,463511,出走,chūzǒu
16352,463521,出超,chūchāo
16353,463531,出车,chūchē
16354,463541,出轨,chūguǐ
16355,463551,出逃,chūtáo
16356,463561,出道,chūdào
16357,463571,出镜,chūjìng
16358,463581,出门,chūmén
16359,463591,出门子,chūménzi
16360,463601,出阁,chūgé
16361,463611,出阵,chūzhèn
16362,463621,出院,chūyuàn
16363,463631,出险,chūxiǎn
16364,463641,出面,chūmiàn
16365,463651,出顶,chūdǐng
16366,463661,出项,chūxiàng
16367,463671,出风头,chūfēngtou
16368,463681,出饭,chūfàn
16369,463691,出首,chūshǒu
16370,463701,出马,chūmǎ
16371,463711,击剑,jījiàn
16372,463721,击发,jīfā
16373,463731,击掌,jīzhǎng
16374,463741,击毁,jīhuǐ
16375,463751,击毙,jībì
16376,463761,击水,jīshuǐ
16377,463771,击溃,jīkuì
16378,463781,击破,jīpò
16379,463791,击节,jījié
16380,463801,击落,jīluò
16381,463811,击败,jībài
16382,463821,击赏,jīshǎng
16383,463831,凼肥,dàngféi
16384,463841,函件,hánjiàn
16385,463851,函告,hángào
16386,463861,函售,hánshòu
16387,463871,函授,hánshòu
16388,463881,函授教育,hánshòujiàoyù
16389,463891,函数,hánshù
16390,463901,函电,hándiàn
16391,463911,函索,hánsuǒ
16392,463921,函购,hángòu
16393,463931,凿凿,záozáo
16394,463941,凿子,záozi
16395,463951,凿岩机,záoyánjī
16396,463961,凿枘,záoruì
16397,463971,凿空,záokōng
16398,463981,刀俎,dāozǔ
16399,463991,刀光剑影,dāoguāngjiànyǐng
16400,464001,刀兵,dāobīng
16401,464011,刀具,dāojù
16402,464021,刀刃,dāorèn
16403,464031,刀削面,dāoxiāomiàn
16404,464041,刀口,dāokǒu
16405,464051,刀子,dāozi
16406,464061,刀子嘴,dāozizuǐ
16407,464071,刀山火海,dāoshānhuǒhǎi
16408,464081,刀枪,dāoqiāng
16409,464091,刀片,dāopiàn
16410,464101,刀笔,dāobǐ
16411,464111,刀耕火种,dāogēnghuǒzhòng
16412,464121,刀背,dāobèi
16413,464131,刀螂,dāolang
16414,464141,刀锋,dāofēng
16415,464151,刀锯,dāojù
16416,464161,刀马旦,dāomǎdàn
16417,464171,刁悍,diāohàn
16418,464181,刁滑,diāohuá
16419,464191,刁钻,diāozuān
16420,464201,刁难,diāonàn
16421,464211,刁顽,diāowán
16422,464221,刃具,rènjù
16423,464231,分享,fēnxiǎng
16424,464241,分付,fēnfù
16425,464251,分保,fēnbǎo
16426,464261,分兵,fēnbīng
16427,464271,分内,fènnèi
16428,464281,分册,fēncè
16429,464291,分列式,fēnlièshì
16430,464301,分割,fēngē
16431,464311,分力,fēnlì
16432,464321,分化,fēnhuà
16433,464331,分厘卡,fēnlíkǎ
16434,464341,分发,fēnfā
16435,464351,分句,fēnjù
16436,464361,分号,fēnhào
16437,464371,分外,fènwài
16438,464381,分头,fēntóu
16439,464391,分娩,fēnmiǎn
16440,464401,分子,fēnzǐ
16440,464402,分子,fènzǐ
16441,464411,分子式,fēnzǐshì
16442,464421,分子筛,fēnzǐshāi
16443,464431,分子量,fēnzǐliàng
16444,464441,分家,fēnjiā
16445,464451,分居,fēnjū
16446,464461,分崩离析,fēnbēnglíxī
16447,464471,分工,fēngōng
16448,464481,分店,fēndiàn
16449,464491,分庭抗礼,fēntíngkànglǐ
16450,464501,分开,fēnkāi
16451,464511,分式,fēnshì
16452,464521,分张,fēnzhāng
16453,464531,分心,fēnxīn
16454,464541,分忧,fēnyōu
16455,464551,分成,fēnchéng
16456,464561,分担,fēndān
16457,464571,分摊,fēntān
16458,464581,分支,fēnzhī
16459,464591,分数,fēnshù
16460,464601,分数线,fēnshùxiàn
16461,464611,分文,fēnwén
16462,464621,分文不取,fēnwénbùqǔ
16463,464631,分斤掰两,fēnjīnbāiliǎng
16464,464641,分晓,fēnxiǎo
16465,464651,分机,fēnjī
16466,464661,分析语,fēnxīyǔ
16467,464671,分母,fēnmǔ
16468,464681,分毫,fēnháo
16469,464691,分水岭,fēnshuǐlǐng
16470,464701,分洪,fēnhóng
16471,464711,分派,fēnpài
16472,464721,分流,fēnliú
16473,464731,分润,fēnrùn
16474,464741,分清,fēnqīng
16475,464751,分爨,fēncuàn
16476,464761,分片,fēnpiàn
16477,464771,分界,fēnjiè
16478,464781,分界线,fēnjièxiàn
16479,464791,分神,fēnshén
16480,464801,分离,fēnlí
16481,464811,分秒,fēnmiǎo
16482,464821,分秒必争,fēnmiǎobìzhēng
16483,464831,分税制,fēnshuìzhì
16484,464841,分管,fēnguǎn
16485,464851,分类,fēnlèi
16486,464861,分群,fēnqún
16487,464871,分肥,fēnféi
16488,464881,分至点,fēnzhìdiǎn
16489,464891,分色镜,fēnsèjìng
16490,464901,分节歌,fēnjiégē
16491,464911,分蘖,fēnniè
16492,464921,分蜜,fēnmì
16493,464931,分袂,fēnmèi
16494,464941,分设,fēnshè
16495,464951,分说,fēnshuō
16496,464961,分贝,fēnbèi
16497,464971,分账,fēnzhàng
16498,464981,分赃,fēnzāng
16499,464991,分身,fēnshēn
16500,465001,分辩,fēnbiàn
16501,465011,分道扬镳,fēndàoyángbiāo
16502,465021,分野,fēnyě
16503,465031,分针,fēnzhēn
16504,465041,分镜头,fēnjìngtóu
16505,465051,分门别类,fēnménbiélèi
16506,465061,分队,fēnduì
16507,465071,分阴,fēnyīn
16508,465081,分际,fènjì
16509,465091,分隔,fēngé
16510,465101,分餐,fēncān
16511,465111,分馏,fēnliú
16512,465121,切中,qièzhòng
16513,465131,切入,qiērù
16514,465141,切切,qièqiè
16515,465151,切削,qiēxiāo
16516,465161,切割,qiēgē
16517,465171,切口,qièkǒu
16517,465172,切口,qiēkǒu
16518,465181,切合,qièhé
16519,465191,切当,qièdàng
16520,465201,切忌,qièjì
16521,465211,切换,qiēhuàn
16522,465221,切汇,qiēhuì
16523,465231,切点,qiēdiǎn
16524,465241,切片,qiēpiàn
16525,465251,切磋,qiēcuō
16526,465261,切磋琢磨,qiēcuōzhuómó
16527,465271,切线,qiēxiàn
16528,465281,切肤之痛,qièfūzhītòng
16529,465291,切脉,qièmài
16530,465301,切花,qiēhuā
16531,465311,切要,qièyào
16532,465321,切记,qièjì
16533,465331,切身,qièshēn
16534,465341,切近,qièjìn
16535,465351,切除,qiēchú
16536,465361,切面,qiēmiàn
16537,465371,切音,qièyīn
16538,465381,切题,qiètí
16539,465391,切骨之仇,qiègǔzhīchóu
16540,465401,切齿,qièchǐ
16541,465411,刊刻,kānkè
16542,465421,刊印,kānyìn
16543,465431,刊头,kāntóu
16544,465441,刊布,kānbù
16545,465451,刊授,kānshòu
16546,465461,刊本,kānběn
16547,465471,刊落,kānluò
16548,465481,刊行,kānxíng
16549,465491,刊载,kānzǎi
16550,465501,刌,cǔn
16551,465511,刍秣,chúmò
16552,465521,刍荛,chúráo
16553,465531,刍议,chúyì
16554,465541,刎颈交,wěnjǐngjiāo
16555,465551,刑事判决,xíngshìpànjué
16556,465561,刑事拘留,xíngshìjūliú
16557,465571,刑事法庭,xíngshìfǎtíng
16558,465581,刑事犯,xíngshìfàn
16559,465591,刑事警察,xíngshìjǐngchá
16560,465601,刑事诉讼,xíngshìsùsòng
16561,465611,刑事责任,xíngshìzérèn
16562,465621,刑侦,xíngzhēn
16563,465631,刑具,xíngjù
16564,465641,刑名,xíngmíng
16565,465651,刑场,xíngchǎng
16566,465661,刑庭,xíngtíng
16567,465671,刑律,xínglǜ
16568,465681,刑房,xíngfáng
16569,465691,刑期,xíngqī
16570,465701,刑法,xíngfa
16570,465702,刑法,xíngfǎ
16571,465711,刑种,xíngzhǒng
16572,465721,刑罚,xíngfá
16573,465731,刑警,xíngjǐng
16574,465741,刑讯,xíngxùn
16575,465751,刑辱,xíngrǔ
16576,465761,划一,huàyī
16577,465771,划一不二,huàyībùèr
16578,465781,划不来,huábulái
16579,465791,划价,huàjià
16580,465801,划子,huázi
16581,465811,划得来,huádelái
16582,465821,划拉,huála
16583,465831,划拨,huàbō
16584,465841,划时代,huàshídài
16585,465851,划策,huàcè
16586,465861,划算,huásuàn
16587,465871,划粉,huàfěn
16588,465881,刓,wán
16589,465891,刖,yuè
16590,465901,列传,lièzhuàn
16591,465911,列位,lièwèi
16592,465921,列兵,lièbīng
16593,465931,列国,lièguó
16594,465941,列宁主义,lièníngzhǔyì
16595,465951,列岛,lièdǎo
16596,465961,列席,lièxí
16597,465971,列强,lièqiáng
16598,465981,列当,lièdāng
16599,465991,列车,lièchē
16600,466001,列车员,lièchēyuán
16601,466011,列队,lièduì
16602,466021,则声,zéshēng
16603,466031,刚介,gāngjiè
16604,466041,刚体,gāngtǐ
16605,466051,刚健,gāngjiàn
16606,466061,刚劲,gāngjìng
16607,466071,刚好,gānghǎo
16608,466081,刚巧,gāngqiǎo
16609,466091,刚度,gāngdù
16610,466101,刚强,gāngqiáng
16611,466111,刚性,gāngxìng
16612,466121,刚愎,gāngbì
16613,466131,刚柔相济,gāngróuxiāngjì
16614,466141,刚正,gāngzhèng
16615,466151,刚毅,gāngyì
16616,466161,刚毛,gāngmáo
16617,466171,刚烈,gāngliè
16618,466181,刚玉,gāngyù
16619,466191,刚直,gāngzhí
16620,466201,刚风,gāngfēng
16621,466211,创业资金,chuàngyèzījīn
16622,466221,创举,chuàngjǔ
16623,466231,创伤,chuāngshāng
16624,466241,创刊,chuàngkān
16625,466251,创刊号,chuàngkānhào
16626,466261,创利,chuànglì
16627,466271,创制,chuàngzhì
16628,466281,创办,chuàngbàn
16629,466291,创口,chuāngkǒu
16630,466301,创始,chuàngshǐ
16631,466311,创建,chuàngjiàn
16632,466321,创意,chuàngyì
16633,466331,创收,chuàngshōu
16634,466341,创汇,chuànghuì
16635,466351,创牌子,chuàngpáizi
16636,466361,创痍,chuāngyí
16637,466371,创痕,chuānghén
16638,466381,创痛,chuāngtòng
16639,466391,创税,chuàngshuì
16640,466401,创编,chuàngbiān
16641,466411,创获,chuànghuò
16642,466421,创见,chuàngjiàn
16643,466431,创议,chuàngyì
16644,466441,创设,chuàngshè
16645,466451,创造性,chuàngzàoxìng
16646,466461,创面,chuāngmiàn
16647,466471,刜,fú
16648,466481,初丧,chūsāng
16649,466491,初中,chūzhōng
16650,466501,初亏,chūkuī
16651,466511,初交,chūjiāo
16652,466521,初伏,chūfú
16653,466531,初会,chūhuì
16654,466541,初冬,chūdōng
16655,466551,初出茅庐,chūchūmáolú
16656,466561,初创,chūchuàng
16657,466571,初叶,chūyè
16658,466581,初夏,chūxià
16659,466591,初夜,chūyè
16660,466601,初头,chūtóu
16661,466611,初婚,chūhūn
16662,466621,初学,chūxué
16663,466631,初审,chūshěn
16664,466641,初小,chūxiǎo
16665,466651,初岁,chūsuì
16666,466661,初年,chūnián
16667,466671,初度,chūdù
16668,466681,初心,chūxīn
16669,466691,初志,chūzhì
16670,466701,初恋,chūliàn
16671,466711,初愿,chūyuàn
16672,466721,初战,chūzhàn
16673,466731,初探,chūtàn
16674,466741,初旬,chūxún
16675,466751,初时,chūshí
16676,466761,初春,chūchūn
16677,466771,初月,chūyuè
16678,466781,初期,chūqī
16679,466791,初来乍到,chūláizhàdào
16680,466801,初民,chūmín
16681,466811,初潮,chūcháo
16682,466821,初版,chūbǎn
16683,466831,初犯,chūfàn
16684,466841,初生之犊,chūshēngzhīdú
16685,466851,初秋,chūqiū
16686,466861,初稿,chūgǎo
16687,466871,初等,chūděng
16688,466881,初等教育,chūděngjiàoyù
16689,466891,初级中学,chūjízhōngxué
16690,466901,初级小学,chūjíxiǎoxué
16691,466911,初花,chūhuā
16692,466921,初衷,chūzhōng
16693,466931,初评,chūpíng
16694,466941,初诊,chūzhěn
16695,466951,初试,chūshì
16696,466961,初赛,chūsài
16697,466971,初速,chūsù
16698,466981,初雪,chūxuě
16699,466991,初露头角,chūlùtóujiǎo
16700,467001,初露锋芒,chūlùfēngmáng
16701,467011,删削,shānxuē
16702,467021,删改,shāngǎi
16703,467031,删汰,shāntài
16704,467041,删略,shānlè
16705,467051,删秋,shānqiū
16706,467061,删繁就简,shānfánjiùjiǎn
16707,467071,删节,shānjié
16708,467081,删节号,shānjiéhào
16709,467091,判例,pànlì
16710,467101,判决书,pànjuéshū
16711,467111,判分,pànfēn
16712,467121,判刑,pànxíng
16713,467131,判别,pànbié
16714,467141,判处,pànchǔ
16715,467151,判官,pànguān
16716,467161,判定,pàndìng
16717,467171,判明,pànmíng
16718,467181,判罚,pànfá
16719,467191,判罪,pànzuì
16720,467201,判若云泥,pànruòyúnní
16721,467211,判若鸿沟,pànruòhónggōu
16722,467221,判词,pàncí
16723,467231,判读,pàndú
16724,467241,刨冰,bàobīng
16725,467251,刨刀,bàodāo
16726,467261,刨子,bàozi
16727,467271,刨工,bàogōng
16728,467281,刨床,bàochuáng
16729,467291,刨花,bàohuā
16730,467301,刨花板,bàohuābǎn
16731,467311,刨除,páochú
16732,467321,利于,lìyú
16733,467331,利令智昏,lìlìngzhìhūn
16734,467341,利刃,lìrèn
16735,467351,利口,lìkǒu
16736,467361,利嘴,lìzuǐ
16737,467371,利器,lìqì
16738,467381,利多,lìduō
16739,467391,利导,lìdǎo
16740,467401,利尿,lìniào
16741,467411,利己主义,lìjǐzhǔyì
16742,467421,利市,lìshì
16743,467431,利弊,lìbì
16744,467441,利息所得税,lìxīsuǒdéshuì
16745,467451,利权,lìquán
16746,467461,利欲熏心,lìyùxūnxīn
16747,467471,利滚利,lìgǔnlì
16748,467481,利禄,lìlù
16749,467491,利税,lìshuì
16750,467501,利空,lìkōng
16751,467511,利索,lìsuo
16752,467521,利落,lìluo
16753,467531,利诱,lìyòu
16754,467541,利金,lìjīn
16755,467551,利钝,lìdùn
16756,467561,利钱,lìqian
16757,467571,别价,biéjie
16758,467581,别传,biézhuàn
16759,467591,别具一格,biéjùyīgé
16760,467601,别具匠心,biéjùjiàngxīn
16761,467611,别具只眼,biéjùzhīyǎn
16762,467621,别出心裁,biéchūxīncái
16763,467631,别动队,biédòngduì
16764,467641,别史,biéshǐ
16765,467651,别号,biéhào
16766,467661,别名,biémíng
16767,467671,别嘴,bièzuǐ
16768,467681,别处,biéchù
16769,467691,别子,biézǐ
16769,467692,别子,biézi
16770,467701,别字,biézì
16771,467711,别家,biéjiā
16772,467721,别开生面,biékāishēngmiàn
16773,467731,别情,biéqíng
16774,467741,别提,biétí
16775,467751,别无二致,biéwúèrzhì
16776,467761,别无长物,biéwúchángwù
16777,467771,别是,biéshì
16778,467781,别有天地,biéyǒutiāndì
16779,467791,别有洞天,biéyǒudòngtiān
16780,467801,别有用心,biéyǒuyòngxīn
16781,467811,别有风味,biéyǒufēngwèi
16782,467821,别树一帜,biéshùyīzhì
16783,467831,别离,biélí
16784,467841,别称,biéchēng
16785,467851,别管,biéguǎn
16786,467861,别绪,biéxù
16787,467871,别论,biélùn
16788,467881,别针,biézhēn
16789,467891,别集,biéjí
16790,467901,刬,chàn
16790,467902,刬,chǎn
16791,467911,刭,jǐng
16792,467921,刮刀,guādāo
16793,467931,刮刮叫,guāguājiào
16794,467941,刮削,guāxiāo
16795,467951,刮地皮,guādìpí
16796,467961,刮宫,guāgōng
16797,467971,刮痧,guāshā
16798,467981,刮目,guāmù
16799,467991,刮目相看,guāmùxiāngkàn
16800,468001,刮胡子,guāhúzi
16801,468011,刮脸,guāliǎn
16802,468021,刮脸皮,guāliǎnpí
16803,468031,刮舌子,guāshézi
16804,468041,刮鼻子,guābízi
16805,468051,到位,dàowèi
16806,468061,到场,dàochǎng
16807,468071,到头,dàotóu
16808,468081,到头来,dàotóulái
16809,468091,到家,dàojiā
16810,468101,到手,dàoshǒu
16811,468111,到来,dàolái
16812,468121,到案,dàoàn
16813,468131,到点,dàodiǎn
16814,468141,到职,dàozhí
16815,468151,到顶,dàodǐng
16816,468161,刲,kuī
16817,468171,刳,kū
16818,468181,刵,èr
16819,468191,制件,zhìjiàn
16820,468201,制冷,zhìlěng
16821,468211,制剂,zhìjì
16822,468221,制动器,zhìdòngqì
16823,468231,制品,zhìpǐn
16824,468241,制图,zhìtú
16825,468251,制备,zhìbèi
16826,468261,制导,zhìdǎo
16827,468271,制式教练,zhìshìjiàoliàn
16828,468281,制服呢,zhìfúní
16829,468291,制海权,zhìhǎiquán
16830,468301,制版,zhìbǎn
16831,468311,制空权,zhìkōngquán
16832,468321,制胜,zhìshèng
16833,468331,制衡,zhìhéng
16834,468341,制钱,zhìqián
16835,468351,制高点,zhìgāodiǎn
16836,468361,刷卡,shuākǎ
16837,468371,刷子,shuāzi
16838,468381,刷拉,shuālā
16839,468391,刷新,shuāxīn
16840,468401,刷洗,shuāxǐ
16841,468411,刷白,shuàbái
16842,468421,刺丝,cìsī
16843,468431,刺刀,cìdāo
16844,468441,刺刺不休,cìcìbùxiū
16845,468451,刺啦,cīlā
16846,468461,刺字,cìzì
16847,468471,刺客,cìkè
16848,468481,刺挠,cìnao
16849,468491,刺探,cìtàn
16850,468501,刺杀,cìshā
16851,468511,刺柏,cìbǎi
16852,468521,刺棱,cīlēng
16853,468531,刺槐,cìhuái
16854,468541,刺溜,cīliū
16855,468551,刺猬,cìwei
16856,468561,刺痒,cìyang
16857,468571,刺目,cìmù
16858,468581,刺眼,cìyǎn
16859,468591,刺细胞,cìxìbāo
16860,468601,刺绣,cìxiù
16861,468611,刺耳,cìěr
16862,468621,刺配,cìpèi
16863,468631,刺针,cìzhēn
16864,468641,刺骨,cìgǔ
16865,468651,刻下,kèxià
16866,468661,刻丝,kèsī
16867,468671,刻书,kèshū
16868,468681,刻写,kèxiě
16869,468691,刻工,kègōng
16870,468701,刻度,kèdù
16871,468711,刻意,kèyì
16872,468721,刻日,kèrì
16873,468731,刻期,kèqī
16874,468741,刻本,kèběn
16875,468751,刻毒,kèdú
16876,468761,刻画,kèhuà
16877,468771,刻舟求剑,kèzhōuqiújiàn
16878,468781,刻薄,kèbó
16879,468791,刻骨,kègǔ
16880,468801,刻骨铭心,kègǔmíngxīn
16881,468811,刽子手,guìzishǒu
16882,468821,刿,guì
16883,468831,剀,kǎi
16884,468841,剁斧石,duòfǔshí
16885,468851,剂型,jìxíng
16886,468861,剂子,jìzi
16887,468871,剂量,jìliàng
16888,468881,剃光头,tìguāngtóu
16889,468891,剃刀,tìdāo
16890,468901,剃头,tìtóu
16891,468911,剃度,tìdù
16892,468921,剅,lóu
16893,468931,剉,cuò
16894,468941,削价,xuējià
16895,468951,削减,xuējiǎn
16896,468961,削发,xuēfà
16897,468971,削壁,xuēbì
16898,468981,削平,xuēpíng
16899,468991,削足适履,xuēzúshìlǚ
16900,469001,削面,xiāomiàn
16901,469011,剋,kēi
16902,469021,剋架,kēijià
16903,469031,剌戾,làlì
16904,469041,前世,qiánshì
16905,469051,前人,qiánrén
16906,469061,前仆后继,qiánpūhòujì
16907,469071,前仰后合,qiányǎnghòuhé
16908,469081,前任,qiánrèn
16909,469091,前例,qiánlì
16910,469101,前兆,qiánzhào
16911,469111,前列,qiánliè
16912,469121,前列腺,qiánlièxiàn
16913,469131,前功尽弃,qiángōngjìnqì
16914,469141,前半夜,qiánbànyè
16915,469151,前半天,qiánbàntiān
16916,469161,前半晌,qiánbànshǎng
16917,469171,前卫,qiánwèi
16918,469181,前台,qiántái
16919,469191,前后,qiánhòu
16920,469201,前哨,qiánshào
16921,469211,前因后果,qiányīnhòuguǒ
16922,469221,前夕,qiánxī
16923,469231,前夜,qiányè
16924,469241,前天,qiántiān
16925,469251,前夫,qiánfū
16926,469261,前头,qiántou
16927,469271,前奏,qiánzòu
16928,469281,前奏曲,qiánzòuqǔ
16929,469291,前妻,qiánqī
16930,469301,前嫌,qiánxián
16931,469311,前导,qiándǎo
16932,469321,前尘,qiánchén
16933,469331,前年,qiánnián
16934,469341,前庭,qiántíng
16935,469351,前往,qiánwǎng
16936,469361,前怕狼后怕虎,qiánpàlánghòupàhǔ
16937,469371,前愆,qiánqiān
16938,469381,前房,qiánfáng
16939,469391,前所未有,qiánsuǒwèiyǒu
16940,469401,前敌,qiándí
16941,469411,前方,qiánfāng
16942,469421,前无古人,qiánwúgǔrén
16943,469431,前日,qiánrì
16944,469441,前晌,qiánshǎng
16945,469451,前期,qiánqī
16946,469461,前汉,qiánhàn
16947,469471,前沿,qiányán
16948,469481,前生,qiánshēng
16949,469491,前瞻,qiánzhān
16950,469501,前科,qiánkē
16951,469511,前程,qiánchéng
16952,469521,前站,qiánzhàn
16953,469531,前线,qiánxiàn
16954,469541,前缀,qiánzhuì
16955,469551,前肢,qiánzhī
16956,469561,前脑,qiánnǎo
16957,469571,前脚,qiánjiǎo
16958,469581,前臂,qiánbì
16959,469591,前臼齿,qiánjiùchǐ
16960,469601,前襟,qiánjīn
16961,469611,前言,qiányán
16962,469621,前贤,qiánxián
16963,469631,前赴后继,qiánfùhòujì
16964,469641,前身,qiánshēn
16965,469651,前车之鉴,qiánchēzhījiàn
16966,469661,前辈,qiánbèi
16967,469671,前边,qiánbian
16968,469681,前进,qiánjìn
16969,469691,前锋,qiánfēng
16970,469701,前额,qiáné
16971,469711,前驱,qiánqū
16972,469721,剑侠,jiànxiá
16973,469731,剑客,jiànkè
16974,469741,剑拔弩张,jiànbánǔzhāng
16975,469751,剑术,jiànshù
16976,469761,剑眉,jiànméi
16977,469771,剒,cuò
16978,469781,剔庄货,tīzhuānghuò
16979,469791,剔红,tīhóng
16980,469801,剔透,tītòu
16981,469811,剔除,tīchú
16982,469821,剕,fèi
16983,469831,剖析,pōuxī
16984,469841,剖白,pōubái
16985,469851,剖腹,pōufù
16986,469861,剖腹藏珠,pōufùcángzhū
16987,469871,剖视,pōushì
16988,469881,剖视图,pōushìtú
16989,469891,剖解,pōujiě
16990,469901,剖面,pōumiàn
16991,469911,剚,zì
16992,469921,剜肉医疮,wānròuyīchuāng
16993,469931,剞,jī
16994,469941,剟,duō
16995,469951,剡,yǎn
16995,469952,剡,shàn
16996,469961,剥削阶级,bōxuējiējí
16997,469971,剥啄,bōzhuó
16998,469981,剥夺,bōduó
16999,469991,剥离,bōlí
17000,470001,剥落,bōluò
17001,470011,剥蚀,bōshí
17002,470021,剧务,jùwù
17003,470031,剧变,jùbiàn
17004,470041,剧团,jùtuán
17005,470051,剧场,jùchǎng
17006,470061,剧情,jùqíng
17007,470071,剧照,jùzhào
17008,470081,剧目,jùmù
17009,470091,剧种,jùzhǒng
17010,470101,剧院,jùyuàn
17011,470111,剩余,shèngyú
17012,470121,剩余产品,shèngyúchǎnpǐn
17013,470131,剩余价值,shèngyújiàzhí
17014,470141,剩余劳动,shèngyúláodòng
17015,470151,剩磁,shèngcí
17016,470161,剪刀差,jiǎndāochā
17017,470171,剪子,jiǎnzi
17018,470181,剪床,jiǎnchuáng
17019,470191,剪影,jiǎnyǐng
17020,470201,剪报,jiǎnbào
17021,470211,剪接,jiǎnjiē
17022,470221,剪灭,jiǎnmiè
17023,470231,剪票,jiǎnpiào
17024,470241,剪纸,jiǎnzhǐ
17025,470251,剪纸片,jiǎnzhǐpiàn
17026,470261,剪裁,jiǎncái
17027,470271,剪贴,jiǎntiē
17028,470281,剪辑,jiǎnjí
17029,470291,剪除,jiǎnchú
17030,470301,副业,fùyè
17031,470311,副交感神经,fùjiāogǎnshénjīng
17032,470321,副产品,fùchǎnpǐn
17033,470331,副修,fùxiū
17034,470341,副净,fùjìng
17035,470351,副刊,fùkān
17036,470361,副品,fùpǐn
17037,470371,副官,fùguān
17038,470381,副性征,fùxìngzhēng
17039,470391,副手,fùshǒu
17040,470401,副教授,fùjiàoshòu
17041,470411,副本,fùběn
17042,470421,副标题,fùbiāotí
17043,470431,副油箱,fùyóuxiāng
17044,470441,副热带,fùrèdài
17045,470451,副神经,fùshénjīng
17046,470461,副科,fùkē
17047,470471,副职,fùzhí
17048,470481,副肾,fùshèn
17049,470491,副虹,fùhóng
17050,470501,副词,fùcí
17051,470511,副题,fùtí
17052,470521,副食,fùshí
17053,470531,割地,gēdì
17054,470541,割席,gēxí
17055,470551,割弃,gēqì
17056,470561,割据,gējù
17057,470571,割断,gēduàn
17058,470581,割枪,gēqiāng
17059,470591,割漆,gēqī
17060,470601,割爱,gēài
17061,470611,割礼,gēlǐ
17062,470621,割线,gēxiàn
17063,470631,割肉,gēròu
17064,470641,割胶,gējiāo
17065,470651,割舍,gēshě
17066,470661,割蜜,gēmì
17067,470671,割裂,gēliè
