rank,sn,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
4787,1,枸,gǒu,,,名,落叶小灌木，茎丛生，有短刺，开淡紫色花。浆果叫枸杞子，红色，椭圆形，可以做药材；根皮也可以做药材，叫地骨皮。,
4787,2,枸,gōu,,,名,枳。,
4787,3,枸,jǔ,,,名,常绿大灌木或小乔木，有短而坚硬的刺，叶子长圆形或倒卵状长圆形。开白色带紫色大花。果实也叫枸橼，卵形或长圆形，黄色，有香味，可供观赏。果皮可以做药材。（也说香橼。）,
4790,1,圜,huán,,,动,环绕,
4792,1,扪,mén,,,动,摸；按,扪心自问
4795,1,耵,dīng,,,名,外耳道内耵聍腺分泌的蜡状物质。通称耳垢，俗称耳屎,
4795,2,耵,dīng,,,名,姓,
4797,1,旖,yǐ,旖旎,yǐnǐ,形,〈文〉形容柔美的样子,风光旖旎
4814,1,蠡,lí,,,名,瓢,以蠡测海
4814,2,蠡,lǐ,,,,用于人名。范蠡，春秋时人,
4814,3,蠡,lǐ,,,名,蠡县，地名，在河北,
4823,1,擀,gǎn,,,动,用棍形工具来回碾轧，使东西延展变平或粉碎,擀饺子皮儿｜把花椒擀碎
4825,2,俟,sì,,,动,等待,俟机而动｜俟完稿后即刻寄上
4834,1,鏖,áo,,,动,鏖战,赤壁鏖兵
4835,1,膘,biāo,,,名,肥肉（多用于牲畜）；动物身上的脂肪层,这块肉膘挺厚｜膘肥体壮｜掉膘
4838,1,莆,pú,,,名,地名，在福建,莆田
4838,2,莆,pú,,,名,姓,
4841,1,衮,gǔn,,,名,古代君主、王公的礼服,衮服
4854,1,胤,yìn,,,名,后代,
4860,1,囟,xìn,,,名,囟门,
4862,1,碴,chá,,,名,器物上的裂痕、破口或折断的地方,碗上有一道破碴儿｜刚摔的新碴儿
4862,2,碴,chá,,,名,相互之间的感情裂痕；引起争执的事由,他们从前有碴儿，今天是借题发挥。
4862,3,碴,chá,,,动,〈口〉碎片划破（皮肉）,小心别被碎玻璃碴了手。
4862,4,碴,chá,,,名,物体的小碎块,冰碴儿｜玻璃碴子
4862,7,碴,zhǎ,,,名,砟。,
4863,1,挲,sā,,,,“摩挲（māsa）”,
4863,2,挲,shā,,,,“挓挲（zhāsha）”,
4864,1,郗,xī,,,名,姓,
4870,2,阆,làng,,,名,地名，在四川,
4870,3,阆中,làngzhōng,,,名,地名，在四川,
4871,1,娉,pīng,娉婷,pīngtíng,形,（女子）姿态美好,婀娜娉婷
4872,1,噔,dēng,,,拟声,模拟重物落地或撞击的声音,走起路来噔噔的
4878,1,荠,jì,,,名,荠菜,其甘如荠
4884,1,蒌,lóu,,,,见下。,"蒌蒿,蒌叶"
4886,1,啮,niè,,,动,（鼠、兔等小动物）咬；啃,虫咬鼠啮｜啮合
4889,1,弼,bì,,,动,辅助；辅佐,辅弼
4898,1,锬,tán,,,名,长矛,
4898,3,锬,xiān,,,形,锋利,
4904,2,忪,zhōng,,,形,惊恐；惊惧,悸忪
4912,1,碓,duì,,,名,舂米的工具，由石臼和杵组成，用杵连续捣动盛放于石臼中的稻谷或糙米使之去壳或皮,
4913,1,郦,lí,,,名,古地名，春秋时属鲁国,
4913,2,郦,lì,,,名,古县名，在今河南南阳西北,
4913,3,郦,lì,,,名,姓,
4915,1,琮,cóng,,,名,古代玉制礼器，方柱形或长筒形，中间有圆孔。,
4916,1,勐,měng,,,形,勇猛,
4916,2,勐,měng,,,名,平坦的地区。曾用作云南傣族地区行政区划单位，现仍用于地名，如勐海县,
4922,1,辘,lù,,,,见下。,辘轳，辘辘。
4924,1,叻,lè,,,名,指新加坡（我国侨民称新加坡为石叻或叻埠）,叻币
4925,1,齁,hōu,,,名,鼾声,
4925,2,齁,hōu,,,动,食物太咸或太甜而使口腔和嗓子感到不好受,咸得齁人｜这糖太甜，别齁着
4925,3,齁,hōu,,,副,〈口〉用在形容词前，表示程度高，相当于“很” “非常”（多表示不满意）,齁咸｜齁酸｜齁苦｜齁热｜齁疼
4928,1,芫,yán,,,名,一年或二年生草本植物，叶互生，羽状复叶，茎和叶有特殊香气，果实近球形。嫩茎叶可做佐料，果实可做香料，全草可以做药材。通称香菜,
4928,2,芫,yuán,,,名,落叶灌木，叶子椭圆形，开淡紫色花，核果白色。花可供观赏，花蕾可以做药材,
4930,1,甙,dài,,,名,糖苷（gān）的旧称,
4936,1,傣,dǎi,,,名,指傣族,傣剧｜傣历
4945,1,洌,liè,,,形,清澈；不混浊,泉香而酒洌
4950,1,贲,bēn,,,动,〈文〉奔跑,虎贲
4950,2,贲,bēn,,,名,姓,
4950,3,贲,bì,,,形,〈文〉光彩华美,
4950,4,贲,féi,,,名,姓,
4952,1,驸,fù,,,名,古代几匹马同拉一辆车时，在边上拉帮套的马；拉副车（皇帝的侍从车辆）的马,
4958,1,圪,gē,,,,见下。,圪垯，圪𫭼
4966,1,揶,yé,揶揄,yéyú,动,嘲弄,屡遭揶揄｜揶揄取笑
4969,1,晔,yè,,,形,兴盛；充满生机,
4970,1,呲,cī,,,动,训斥,又挨呲儿了吧?｜老爱呲儿人
4971,1,镧,lán,,,名,金属元素，符号 La。银白色，质软，在空气中易氧化而生成氧化镧。用于制造合金,
4982,1,窸,xī,窸窣,xīsū,拟声〈文〉,模拟轻微细碎的摩擦声,衣裙窸窣
4983,1,镥,lǔ,,,名,金属元素，符号 Lu。银白色，富延展性，在空气中较稳定，有低毒。用于核工业,
4984,1,膦,lìn,,,名,磷化氢中的氢原子部分或全部被烃基取代而形成的有机化合物,
4990,1,锃,zèng,,,形,器物被打磨或擦拭得闪光耀眼,锃亮｜锃光
4991,1,迤,yǐ,,,动,地势斜着延伸,黄河由此迤向东北。
4991,2,迤,yǐ,,,介,表示在某一方向上的延伸，相当于“往” “向”,村庄迤北为一小河。
4996,1,餮,tiè,,,形,贪婪；贪食,饕（tāo）餮
5003,1,哞,mōu,,,拟声,模拟牛叫的声音,老牛哞哞叫
5009,1,嘁,qī,,,拟声,模拟小声说话的声音，多叠用,嘁嘁低语
5014,1,羯,jié,,,名,羯羊,
5014,2,羯,jié,,,名,我国古代民族，曾附属匈奴，散居于上党郡（今山西潞城一带）。东晋时在黄河流域建立后赵政权（公元311—334年）,
5024,1,胗,zhēn,,,名,禽鸟的胃,鸡胗
5028,1,钣,bǎn,,,名,金属板材,钣金工
5029,1,茼,tóng,茼蒿,tónghāo,名,一年或二年生草本植物，茎直立，叶倒披针形，开黄色或白色花。嫩茎和叶有特殊气味，可以食用。某些地区（也说蓬蒿。）,
5037,1,舢,shān,舢板,shānbǎn,名,一种用桨划行的小船,
5046,2,苁,cōng,,,名,姓,
5058,1,忝,tiǎn,,,副,谦词，表示因辱没他人而有愧,忝为人师｜忝居首席
5059,1,炀,yáng,,,动,熔化（金属）,
5059,2,炀,yàng,,,动,烘烤；焚烧,
5062,1,铌,ní,,,名,金属元素，符号 Nb。灰白色，质硬，熔点高，化学性质稳定。用于制造特种不锈钢、耐高温合金、超导合金等,
5076,1,殄,tiǎn,,,动,尽；灭绝,暴殄天物｜殄灭
5085,1,偈,jì,,,名,梵语音译词“偈陀（Gatha）”的简称。佛经中的唱词；泛指与佛教有关或带有佛教色彩的诗作,诵偈｜偈语
5085,2,偈,jié,,,形,奔跑迅速,
5085,3,偈,jié,,,形,勇武；强壮,
5097,1,泷,lóng,,,名,湍急的河流（多用于地名）,七里泷（在浙江）
5097,2,泷,shuāng,,,名,泷水，水名，在广东,
5099,1,鄢,yān,,,名,地名，在河南,
5099,2,鄢,yān,,,名,姓,
5100,1,羰,tāng,羰基,tāngjī,名,由碳元素和氧元素构成的二价原子团,
5109,1,辔,pèi,,,名,辔头,缓辔徐行
5110,1,橐,tuó,,,名,一种小而无底、两端扎口的袋子,囊橐
5110,2,橐,tuó,,,拟声,模拟某些物体撞击的声音（多叠用）,橐橐的木鱼声
5111,1,蚩,chī,,,形,愚笨无知；傻乎乎,蚩拙｜蚩蚩
5116,1,毵,sān,,,形,〈文〉形容毛发、枝条等细长物披散的样子,杨柳毵毵
5116,2,毿,sān,,,形,〈文〉形容毛发、枝条等细长物披散的样子,杨柳毵毵
5116,3,毵毵,sānsān,,,形,〈文〉形容毛发、枝条等细长物披散的样子,杨柳毵毵
5117,1,崆,kōng,崆峒,kōngtóng,名,山名，在甘肃；岛名，在山东,
5118,1,轲,kē,,,,用于人名。孟子，名轲，战国时期著名思想家。,
5121,1,蚜,yá,,,名,蚜虫,棉蚜｜麦蚜
5124,2,饧,xíng,,,名,〈文〉糖稀,饧糖｜饧渣
5124,3,饧,xíng,,,动,糖块、面剂子等变软,糖饧了｜这块面得饧一饧
5124,4,饧,xíng,,,形,形容眼皮半开半合，看东西蒙眬,两眼发饧
5125,3,偻,lǚ,,,形,腰背弯曲；泛指弯曲,伛偻｜偻指
5125,4,偻,lǚ,,,副,很快地；立即,不可偻售
5127,1,淝,féi,,,名,淝水，古水名，在今安徽。现有两支，分别叫西淝河、北淝河，均流入淮河,
5132,1,镏,liù,,,名〈口〉,戒指,金镏子
5132,2,镏,liú,,,动,我国特有的一种镀金法。用溶解在水银里的黄金涂在器物表面上，再晾干、烘烤、轧光,
5134,1,愠,yùn,,,动,恼怒,愠怒｜微愠
5135,1,槲,hú,,,名,落叶乔木，高可达25米，小枝粗，叶片大，开黄褐色花，结圆卵形坚果。木材坚实，可用于建筑，叶可饲养柞蚕，坚果可食用,
5136,1,祗,zhī,,,形,敬重而有礼貌,祗敬｜祗候回音（希望对方回复的客气话）
5139,2,犴,hān,,,名,驼鹿,
5141,1,孱,càn,,,名,某些地区指懦弱无能的人或没有气节的人,
5141,2,孱,càntou,,,名,某些地区指懦弱无能的人或没有气节的人,
5141,3,孱,chán,,,形,瘦弱；软弱,孱弱
5142,1,隗,kuí,,,名,姓,
5142,2,隗,wěi,,,名,姓,
5148,2,菀,yù,,,形,茂盛,
5149,1,帱,chóu,,,名,帐子,纱帱｜帱帐
5149,2,帱,chóu,,,名,车帷,
5149,3,帱,dào,,,动,覆盖,覆帱
5156,2,貉,hé,,,名,哺乳动物，外形像狐狸，尾毛蓬松，毛棕灰色。穴居于山林或田野中，昼伏夜出，食鱼、虾、鼠、蛙及野果等。通称貉子（háozi）,（也说狗獾）
5156,3,貉,mò,,,名,古代称北方的一些民族。也作貊,
5162,1,恧,nǜ,,,形,惭愧,
5169,1,涪,fú,,,名,涪江，水名，发源于四川，流至重庆，入嘉陵江,
5174,1,伧,cāng,,,形,〈文〉粗野,伧俗｜伧夫
5176,1,陂,bēi,,,名,山坡,
5176,2,陂,bēi,,,名,水边；岸,
5176,3,陂,bēi,,,名,池塘；池沼,陂塘｜陂池
5176,4,陂,pí,,,,用于地名。如黄陂，在湖北,
5176,5,陂陀,pōtuó,,,形〈文〉,倾斜不平,山路陂陀起伏
5182,1,倥,kōng,,,,倥侗愚昧无知,
5182,2,倥,kǒng,,,,事务繁忙、紧迫,戎马倥偬
5183,1,褡,dā,,,,见下。,褡包，褡裢。
5187,1,滹,hū,滹沱,hūtuó,名,水名，发源于山西，流入河北，同滏阳河汇合成子牙河,
5198,1,矸,gān,,,,见下。,矸石，矸子。
5202,2,趄,qiè,,,动,倾斜,趄着身子
5205,1,飧,sūn,,,名,晚饭,
5211,1,锱,zī,,,量,古代重量单位,"1锱为0.25两，合6铢,锱铢"
5212,1,桕,jiù,,,名,乌桕,
5220,1,谝,piǎn,,,动,某些地区指夸耀、夸口,刚当上经理，就谝上了
5233,1,奘,zàng,,,形,〈文〉壮大。多用于人名，如唐代高僧玄奘。,
5233,2,奘,zàng,,,形,〈口〉说话粗鲁，态度生硬。,这人说话特奘
5233,3,奘,zhuǎng,,,形,〈口〉粗大；健壮。,大殿里的柱子特奘｜小伙子长得奘
5234,1,苌,cháng,,,名,古书上指猕猴桃一类植物,
5234,2,苌,cháng,,,名,姓,
5235,1,窠,kē,,,名,鸟窝；泛指动物栖息的地方,鸡犬同窠｜蜂窠
5243,1,驵,zǎng,,,名,良马；壮马,
5243,2,驵,zǎng,,,名,驵侩（牲口交易的经纪人）,驵侩（牲口交易的经纪人）
5245,1,唼,shà,唼喋,shàzhá,拟声〈文〉,模拟许多鱼或水禽吃食的声音,唼喋争食
5259,1,谔,è,,,,（諤）谔谔 è'è 形〈文〉形容说话直率。,谔谔坦言
5262,1,勍,qíng,,,形,强劲；强大,勍敌｜国力不勍
5265,1,瘙,sào,,,名,疥疮,
5266,1,箧,qiè,,,名,小箱子,藤箧｜倾箱倒箧
5268,1,巽,xùn,,,名,八卦之一，卦形为☴，代表风,
5269,1,颉,jié,,,,用于人名。仓颉，传说中汉字的创造者,
5269,2,颉,xié,,,动,〈文〉鸟向上飞,
5269,3,颉,xié,,,名,姓,
5272,1,囹,líng,囹圄,língyǔ,名〈文〉监狱,身陷囹圄,
5274,1,筢,pá,筢子,pázi,名,搂（lōu）柴草等的工具。多用竹制，一端有齿,
5275,1,恸,tòng,,,动,极度悲哀,恸哭｜悲恸
5276,2,氐,dī,,,名,我国古代民族，殷、周至南北朝时分布在今陕西、甘肃、四川一带，东晋时曾建立前秦和后凉,
5276,3,氐,dī,,,名,星宿名，二十八宿之一,
5277,1,畲,shē,,,名,指畲族,
5279,1,拊,fǔ,,,动,拍；击,拊膺（拍胸，表示哀痛）
5282,1,猕,mí,,,,见下。,"猕猴,猕猴桃"
5285,1,郫,pí,,,名,郫县，地名，在四川,
5287,1,馐,xiū,,,名,精美的食物,珍馐
5291,1,塬,yuán,,,名,我国西北黄土高原上的一种地貌。周围被流水冲刷而形成沟壑，边缘陡峭，顶上仍保持原来形成时比较平坦的状态。如陕北的洛川塬、陇东的董志塬等,
5298,1,嬴,yíng,,,名,姓,
5300,1,匦,guǐ,,,名,匣子；小箱子,票匦
5301,1,铱,yī,,,名,金属元素，符号 Ir。银白色，质硬而脆，高温时有延展性，熔点很高，是化学性质最稳定的金属。多用于制造科学仪器,
5302,1,瘛,chì,瘛疭,chìzòng,名,中医指痉挛,
5306,1,蕈,xùn,,,名,伞菌科各种真菌的统称。生长在树林里或草地上，地上部分呈伞状，包括菌盖和菌柄两部分，地下部分叫菌丝。种类很多，有的可以食用，如香菇；有的有毒，如毒蝇蕈,
5308,1,嘧,mì,,,,音译用字，用于“嘧啶（dìng）”（一种有机化合物，可制作化学药品）等,
5310,1,诅,zǔ,,,动,诅咒,
5316,1,隍,huáng,,,名,没有水的护城壕,城隍
5321,1,犏,piān,犏牛,piānniú,名,公黄牛和母牦牛交配所生的第一代杂种牛。兼具牦牛耐劳和黄牛驯顺的优点。公犏牛没有繁殖能力,","
5324,1,礤,cǎ,礤床,cǎchuáng,名,把瓜果等擦成丝的工具。多在长方形镂空的竹板或木板上镶嵌一块金属薄片，薄片上有许多鳞状的刃片，刃片下面是孔眼儿。,
5325,1,黢,qū,,,形,黑,黢黑｜黑黢黢
5329,1,蝰,kuí,蝰蛇,kuíshé,名,毒蛇的一种。背面暗褐色，有三列淡褐色链状椭圆斑纹，腹面灰白色，每一片腹鳞有三至五个紫褐色斑点。生活在山林或草丛中，捕食鼠类、青蛙、小鸟等,","
5336,1,幞,fú,,,名,幞头，古代男子束发用的头巾,
5338,1,纡,yū,,,形,弯曲；曲折,纡曲｜萦纡
5341,1,莜,yóu,莜麦,yóumài,名,一年生草本植物，是燕麦的一种。种子成熟后容易与外壳脱离，故（也说裸燕麦。籽实也叫莜麦，磨成粉可以食用。）,","
5345,1,绂,fú,,,名,古代系官印的丝带,
5347,1,绨,tí,,,名,厚实光滑的丝织品,绨袍｜绨锦
5347,2,绨,tì,,,名,一种纹理较粗、质地较厚的纺织品，一般用丝或人造丝作经、棉纱作纬织成,线绨
5348,1,箓,lù,,,名,符箓，道士画的一种图形，自称具有超自然的法力,
5356,1,潽,pū,,,动,液体因沸腾而溢出,牛奶潽了｜锅潽了
5360,1,桴,fú,,,名,用竹木编成的小筏子,乘桴浮于海
5360,2,桴,fú,,,名,鼓槌,桴鼓相应
5368,1,沤,ōu,,,名,水中的气泡,浮沤
5368,2,沤,òu,,,动,物体经长时间浸泡或密集堆积而变质,汗水把衣服沤烂了｜囤里的粮食全给沤了｜沤粪
5369,2,葚,shèn,,,名,桑树的果穗。成熟时黑紫色或白色，有甜味，可以食用,
5377,1,鞫,jū,,,动,审问,鞫问｜鞫审｜鞫讯
5379,1,擞,sòu,,,动,抖动插到火炉里的通条，使炉灰落下,擞擞炉子
5380,4,繇,zhòu,,,名,古代占卜的文辞,繇辞
5381,1,颀,qí,,,形,（身体）修长,颀长｜颀伟｜秀颀
5386,1,椐,jū,,,名,灵寿木，一种有肿节的小树，可制作手杖,
5389,1,煳,hú,,,动,（食品、衣物等）被烧烤而变焦、变黄或变黑,饭煳了｜衣服烤煳了
5408,1,怊,chāo,,,动,悲伤；失意,怊怅自失
5410,1,螫,shì,,,动,蜇，蜂、蝎等有毒腺的虫子用毒刺刺人畜。,
5415,2,睢,suī,,,,用于地名。如：睢县，在河南；睢宁，在江苏,
5415,3,睢,suī,,,名,姓,
5427,1,粲,càn,,,形,鲜亮而美丽,云轻星粲
5433,1,喾,kù,,,名,帝喾，传说中上古的一个帝王名,
5434,1,氕,piē,,,名,氢的同位素之一，符号1H。是氢的主要成分,
5440,1,溻,tā,,,动,汗水浸湿（衣服、被褥等）,快把湿衣服换下来，别老溻着
5441,1,逶,wēi,逶迤,wēiyí,形,曲折蜿蜒,山路逶迤
5445,1,僭,jiàn,,,动,僭越,僭号｜僭言
5453,1,孛,bèi,,,名,彗星,
5453,2,孛,bèi,,,名,指彗星出现时光芒四射的现象。古人认为是不祥之兆,
5454,1,馓,sǎn,馓子,sǎnzi,名,一种面食，把细丝状的面条拧成花样再用油炸熟而成,
5455,1,玎,dīng,,,,见下。,"玎珰,玎玲"
5458,1,洵,xún,,,副,确实；实在,洵可宝贵｜洵非偶然
5461,1,阂,hé,,,动,阻隔,隔阂
5464,1,槎,chá,,,名,木制的筏子,乘槎｜浮槎
5468,1,岵,hù,,,名,有草木的山,
5479,1,肄,yì,,,动,学习；练习,肄业
5481,1,瑗,yuàn,,,名,古代指孔大边小的璧,
5482,1,愎,bì,,,形,固执；乖戾,刚愎自用
5490,1,筻,gàng,筻口,gàngkǒu,名,地名，在湖南,
5495,1,诂,gǔ,,,动,用通行的语言解释古代的语言或方言,训诂｜解诂
5496,1,钐,shān,,,名,金属元素，符号 Sm。银白色，易燃。可以用来制造激光材料、永磁材料等,
5496,2,钐,shàn,,,名,钐镰，一种长柄大镰刀（也说钐刀）,
5496,3,钐,shàn,,,动,挥动钐镰或镰刀割,钐草｜钐麦子
