id,topic,hanzi
21957,情绪感受,浪
21958,情绪感受,潮
21971,情绪感受,扬
21973,情绪感受,顿
21974,情绪感受,挫
21978,情绪感受,炼
21979,情绪感受,锻
21980,情绪感受,锤
21981,情绪感受,打
21982,情绪感受,击
21983,情绪感受,敲
21985,情绪感受,骂
21986,情绪感受,斥
21987,情绪感受,责
21988,情绪感受,罚
21989,情绪感受,奖
21990,情绪感受,励
21991,情绪感受,赞
21993,情绪感受,颂
21995,情绪感受,咏
21996,情绪感受,叹
21997,情绪感受,惋
21998,情绪感受,惜
22003,情绪感受,哭
22004,情绪感受,泣
22005,情绪感受,泪
22006,情绪感受,涕
22007,情绪感受,笑
22008,情绪感受,嘻
22009,情绪感受,哈
22010,情绪感受,呵
22017,情绪感受,坦
22019,情绪感受,然
22020,情绪感受,豁
22021,情绪感受,达
22022,情绪感受,观
22030,情绪感受,主
22032,情绪感受,被
22034,情绪感受,自
22036,情绪感受,客
22042,情绪感受,理
22046,情绪感受,意
22047,情绪感受,志
22050,情绪感受,法
22057,情绪感受,规
22058,情绪感受,矩
22060,情绪感受,式
22061,情绪感受,模
22065,情绪感受,趋
22066,情绪感受,向
22067,情绪感受,往
22068,情绪感受,来
22069,情绪感受,去
22071,情绪感受,返
22072,情绪感受,归
22073,情绪感受,还
22074,情绪感受,复
22075,情绪感受,原
22076,情绪感受,本
22077,情绪感受,末
22078,情绪感受,始
22079,情绪感受,终
22080,情绪感受,结
22082,情绪感受,果
22083,情绪感受,效
22084,情绪感受,应
22086,情绪感受,馈
22089,情绪感受,答
22091,情绪感受,问
22092,情绪感受,疑
22093,情绪感受,惑
22094,情绪感受,困
22095,情绪感受,难
22096,情绪感受,艰
22097,情绪感受,险
22099,情绪感受,碍
22100,情绪感受,障
22102,情绪感受,坎
22104,情绪感受,崎
22111,情绪感受,通
22113,情绪感受,至
22115,情绪感受,最
22118,情绪感受,巅
22124,情绪感受,奥
22125,情绪感受,秘
22126,情绪感受,神
22127,情绪感受,奇
22128,情绪感受,异
22129,情绪感受,怪
22130,情绪感受,妙
22131,情绪感受,巧
22132,情绪感受,精
22135,情绪感受,伦
22136,情绪感受,比
22137,情绪感受,拟
22138,情绪感受,象
22139,情绪感受,征
22140,情绪感受,兆
22141,情绪感受,预
22142,情绪感受,期
22143,情绪感受,望
22144,情绪感受,盼
22145,情绪感受,待
22146,情绪感受,候
22147,情绪感受,等
22152,情绪感受,过
22153,情绪感受,越
22154,情绪感受,跨
22155,情绪感受,超
22157,情绪感受,凌
22158,情绪感受,驾
22160,情绪感受,控
22161,情绪感受,制
22162,情绪感受,掌
22163,情绪感受,握
22164,情绪感受,把
22166,情绪感受,操
22167,情绪感受,纵
22168,情绪感受,摆
22169,情绪感受,布
22171,情绪感受,计
22172,情绪感受,划
22173,情绪感受,谋
22174,情绪感受,略
22175,情绪感受,策
22177,情绪感受,方
22186,情绪感受,间
22190,情绪感受,侧
22195,情绪感受,部
22197,情绪感受,体
22198,情绪感受,个
22200,情绪感受,集
22202,情绪感受,群
22203,情绪感受,众
22204,情绪感受,公
22205,情绪感受,私
22207,情绪感受,人
22208,情绪感受,他
22209,情绪感受,她
22210,情绪感受,它
22211,情绪感受,我
22212,情绪感受,你
22213,情绪感受,您
22214,情绪感受,君
22215,情绪感受,臣
22216,情绪感受,民
22217,情绪感受,官
22218,情绪感受,吏
22219,情绪感受,兵
22220,情绪感受,卒
22221,情绪感受,士
22222,情绪感受,农
22223,情绪感受,工
22224,情绪感受,商
22225,情绪感受,学
22226,情绪感受,教
22227,情绪感受,师
22231,情绪感受,朋
22232,情绪感受,党
22233,情绪感受,派
22234,情绪感受,系
22235,情绪感受,列
22236,情绪感受,组
22237,情绪感受,织
22238,情绪感受,团
22239,情绪感受,队
22240,情绪感受,伍
22241,情绪感受,班
22242,情绪感受,级
22243,情绪感受,层
22245,情绪感受,阶
22246,情绪感受,段
22248,情绪感受,限
22254,情绪感受,革
22255,情绪感受,新
22256,情绪感受,旧
22257,情绪感受,陈
22258,情绪感受,腐
22259,情绪感受,朽
22261,性格外貌,美丽
22262,性格外貌,英俊
22263,性格外貌,善良
22264,性格外貌,温柔
22265,性格外貌,勇敢
22266,性格外貌,聪明
22267,性格外貌,懒惰
22268,性格外貌,勤奋
22269,性格外貌,暴躁
22270,性格外貌,幽默
22271,性格外貌,开朗
22272,性格外貌,内向
22273,性格外貌,外向
22274,性格外貌,活泼
22275,性格外貌,文静
22276,性格外貌,漂亮
22277,性格外貌,丑陋
22278,性格外貌,高大
22279,性格外貌,矮小
22280,性格外貌,苗条
22281,性格外貌,肥胖
22282,性格外貌,强壮
22283,性格外貌,瘦弱
22284,性格外貌,白皙
22285,性格外貌,黝黑
22286,性格外貌,端庄
22288,性格外貌,整洁
22289,性格外貌,优雅
22290,性格外貌,粗鲁
22291,性格外貌,大方
22292,性格外貌,小气
22293,性格外貌,慷慨
22294,性格外貌,吝啬
22295,性格外貌,诚实
22296,性格外貌,虚伪
22297,性格外貌,正直
22298,性格外貌,狡猾
22299,性格外貌,憨厚
22300,性格外貌,精明
22301,性格外貌,糊涂
22302,性格外貌,稳重
22303,性格外貌,轻浮
22304,性格外貌,严肃
22305,性格外貌,随和
22306,性格外貌,刻薄
22307,性格外貌,宽容
22308,性格外貌,狭隘
22309,性格外貌,自信
22310,性格外貌,自卑
22311,性格外貌,谦逊
22312,性格外貌,傲慢
22313,性格外貌,热情
22314,性格外貌,冷漠
22315,性格外貌,浪漫
22316,性格外貌,古板
22317,性格外貌,时尚
22318,性格外貌,朴素
22319,性格外貌,奢华
22321,性格外貌,粗暴
22322,性格外貌,细腻
22323,性格外貌,粗心
22324,性格外貌,细心
22325,性格外貌,果断
22326,性格外貌,犹豫
22327,性格外貌,坚韧
22328,性格外貌,脆弱
22329,性格外貌,乐观
22330,性格外貌,悲观
22332,性格外貌,忧郁
22334,性格外貌,沉闷
22335,性格外貌,健谈
22336,性格外貌,寡言
22338,性格外貌,木讷
22340,性格外貌,冷淡
22342,性格外貌,拘谨
22343,性格外貌,坦率
22344,性格外貌,含蓄
22345,性格外貌,直爽
22346,性格外貌,委婉
22347,性格外貌,刚强
22348,性格外貌,软弱
22349,性格外貌,独立
22350,性格外貌,依赖
22352,性格外貌,优柔
22354,性格外貌,浮躁
22355,性格外貌,成熟
22356,性格外貌,幼稚
22357,性格外貌,老成
22358,性格外貌,天真
22359,性格外貌,世故
22360,性格外貌,单纯
22361,性格外貌,复杂
22362,性格外貌,豪爽
22364,性格外貌,大气
22368,性格外貌,泼辣
22369,性格外貌,贤惠
22370,性格外貌,刁蛮
22372,性格外貌,恶毒
22373,性格外貌,仁慈
22374,性格外貌,残忍
22375,性格外貌,勤劳
22377,性格外貌,节俭
22378,性格外貌,浪费
22380,性格外貌,怯懦
22381,性格外貌,坚强
22382,性格外貌,懦弱
22383,性格外貌,刚毅
22386,性格外貌,迟疑
22387,性格外貌,机智
22388,性格外貌,迟钝
22390,性格外貌,愚笨
22391,性格外貌,睿智
22392,性格外貌,愚蠢
22393,性格外貌,伶俐
22394,性格外貌,笨拙
22395,性格外貌,敏捷
22396,性格外貌,缓慢
22397,性格外貌,灵活
22398,性格外貌,呆板
22399,性格外貌,敏锐
22400,性格外貌,麻木
22402,性格外貌,阴郁
22403,性格外貌,爽朗
22404,性格外貌,阴沉
22406,性格外貌,消极
22407,性格外貌,积极
22408,性格外貌,颓废
22409,性格外貌,上进
22410,性格外貌,堕落
22411,性格外貌,温和
22413,性格外貌,亲切
22414,性格外貌,严厉
22415,性格外貌,和蔼
22416,性格外貌,凶恶
22417,性格外貌,慈祥
22418,性格外貌,凶狠
22421,性格外貌,体贴
22425,性格外貌,周到
22426,性格外貌,疏忽
22427,性格外貌,负责
22428,性格外貌,敷衍
22429,性格外貌,认真
22430,性格外貌,马虎
22431,性格外貌,严谨
22432,性格外貌,草率
22434,性格外貌,浮夸
22435,性格外貌,务实
22436,性格外貌,虚荣
22437,性格外貌,朴实
22438,性格外貌,华丽
22440,性格外貌,奢侈
22446,性格外貌,计较
22447,性格外貌,大度
22450,性格外貌,孤僻
22451,性格外貌,合群
22455,性格外貌,友善
22456,性格外貌,敌意
22457,性格外貌,真诚
22458,性格外貌,虚假
22459,性格外貌,坦荡
22460,性格外貌,阴险
22461,性格外貌,豁达
22465,性格外貌,进取
22466,性格外貌,保守
22467,性格外貌,冒险
22468,性格外貌,谨慎
22469,性格外貌,大胆
22470,性格外貌,胆小
22477,性格外貌,坚毅
22483,性格外貌,自主
22484,性格外貌,盲从
22485,性格外貌,主动
22486,性格外貌,被动
22491,性格外貌,刻苦
22492,性格外貌,懈怠
22493,性格外貌,努力
22494,性格外貌,松懈
22498,性格外貌,推诿
22499,性格外貌,敬业
22504,性格外貌,愚钝
22505,性格外貌,灵巧
22512,性格外貌,愚昧
22516,性格外貌,呆滞
22517,性格外貌,机灵
22518,性格外貌,死板
22520,性格外貌,固执
22521,性格外貌,变通
22522,性格外貌,刻板
22523,性格外貌,开放
22525,性格外貌,激进
22526,性格外貌,稳健
22528,性格外貌,稳妥
22529,性格外貌,冲动
22530,性格外貌,冷静
22531,性格外貌,急躁
22532,性格外貌,耐心
22535,性格外貌,激烈
22536,性格外貌,平和
22537,性格外貌,热烈
22539,性格外貌,激情
22540,性格外貌,淡漠
22541,性格外貌,豪迈
22543,性格外貌,洒脱
22546,性格外貌,现实
22547,性格外貌,理想
22549,性格外貌,幻想
22550,性格外貌,实际
22554,性格外貌,圆滑
22555,性格外貌,直率
22557,性格外貌,坦诚
22558,性格外貌,隐瞒
22560,性格外貌,欺骗
22561,性格外貌,守信
22562,性格外貌,失信
22563,性格外貌,可靠
22564,性格外貌,可疑
22568,性格外貌,轻佻
22571,性格外貌,正经
22572,性格外貌,玩笑
22573,性格外貌,高雅
22574,性格外貌,低俗
22575,性格外貌,文雅
22576,性格外貌,粗俗
22577,性格外貌,斯文
22578,性格外貌,野蛮
22579,性格外貌,教养
22580,性格外貌,无礼
22581,性格外貌,礼貌
22582,性格外貌,粗野
22585,性格外貌,谦虚
22586,性格外貌,骄傲
22588,性格外貌,自大
22590,性格外貌,自负
22591,性格外貌,自尊
22592,性格外貌,自贬
22594,性格外貌,谦和
22597,性格外貌,倔强
22598,性格外貌,温顺
22599,性格外貌,任性
22600,性格外貌,听话
22601,性格外貌,叛逆
22602,性格外貌,顺从
22603,性格外貌,反抗
22604,性格外貌,乖巧
22605,性格外貌,顽劣
22606,性格外貌,懂事
22610,性格外貌,老练
22611,性格外貌,生涩
22612,性格外貌,圆熟
22613,性格外貌,青涩
22616,性格外貌,深沉
22617,性格外貌,肤浅
22618,性格外貌,深刻
22619,性格外貌,浅薄
22620,性格外貌,内涵
22621,性格外貌,空洞
22622,性格外貌,丰富
22623,性格外貌,贫乏
22625,性格外貌,乏味
22626,性格外貌,风趣
22627,性格外貌,枯燥
22632,性格外貌,雄辩
22635,性格外貌,内敛
22638,性格外貌,奔放
22642,性格外貌,粗犷
22644,性格外貌,刚烈
22647,性格外貌,安静
22648,性格外貌,吵闹
22651,性格外貌,沉稳
22654,性格外貌,轻率
22656,性格外貌,冒失
22658,性格外貌,莽撞
22662,性格外貌,毛躁
22667,性格外貌,顽强
22670,性格外貌,柔软
22672,性格外貌,柔弱
22675,性格外貌,无畏
22676,性格外貌,恐惧
22679,性格外貌,决断
22681,性格外貌,魄力
22682,性格外貌,畏缩
22683,性格外貌,担当
22684,性格外貌,逃避
22686,性格外貌,推卸
22691,性格外貌,向上
22692,性格外貌,消沉
22694,性格外貌,退却
22700,性格外貌,抑郁
22701,性格外貌,阳光
22702,性格外貌,阴霾
22705,性格外貌,温暖
22706,性格外貌,冰冷
22708,性格外貌,疏远
22710,性格外貌,敌视
22711,性格外貌,和善
22716,性格外貌,暴烈
22717,性格外貌,宽厚
22719,性格外貌,仁厚
22724,性格外貌,冷酷
22726,性格外貌,奸诈
22731,性格外貌,忠诚
22732,性格外貌,背叛
22735,性格外貌,高尚
22736,性格外貌,卑鄙
22737,性格外貌,崇高
22738,性格外貌,低劣
22739,性格外貌,纯洁
22741,性格外貌,无私
22742,性格外貌,自私
22743,性格外貌,奉献
22744,性格外貌,索取
22745,性格外貌,牺牲
22746,性格外貌,贪婪
22756,性格外貌,纠结
22758,性格外貌,苛刻
22759,性格外貌,包容
22760,性格外貌,排斥
22765,性格外貌,低调
22766,性格外貌,张扬
22770,性格外貌,浮华
22771,性格外貌,简约
22772,性格外貌,繁复
22773,性格外貌,自然
22774,性格外貌,造作
22775,性格外貌,清新
22776,性格外貌,油腻
22777,性格外貌,淡雅
22778,性格外貌,浓艳
22779,性格外貌,清秀
22781,性格外貌,俊美
22783,性格外貌,秀丽
22784,性格外貌,难看
22785,性格外貌,帅气
22786,性格外貌,猥琐
22787,性格外貌,潇洒
22790,性格外貌,平凡
22791,性格外貌,出众
22792,性格外貌,普通
22793,性格外貌,超群
22794,性格外貌,平庸
22795,性格外貌,耀眼
22797,性格外貌,光彩
22798,性格外貌,灰暗
22799,性格外貌,明媚
22801,性格外貌,灿烂
22802,性格外貌,萎靡
22803,性格外貌,精神
22804,性格外貌,疲惫
22805,性格外貌,抖擞
22807,性格外貌,神采
22809,性格外貌,红润
22810,性格外貌,苍白
22811,性格外貌,健康
22812,性格外貌,病态
22814,性格外貌,虚弱
22815,性格外貌,健壮
22816,性格外貌,瘦削
22817,性格外貌,丰满
22818,性格外貌,枯瘦
22819,性格外貌,匀称
22820,性格外貌,畸形
22821,性格外貌,挺拔
22822,性格外貌,佝偻
22823,性格外貌,修长
22824,性格外貌,短小
22825,性格外貌,魁梧
22828,性格外貌,瘦小
22830,性格外貌,羸弱
22831,性格外貌,矫健
22833,性格外貌,轻盈
22834,性格外貌,笨重
22836,性格外貌,迟缓
22838,性格外貌,僵硬
22845,性格外貌,从容
22846,性格外貌,慌乱
22847,性格外貌,镇定
22848,性格外貌,慌张
22849,性格外貌,沉着
22850,性格外貌,惊慌
22855,性格外貌,理性
22856,性格外貌,感性
22857,性格外貌,理智
22858,性格外貌,情感
22859,性格外貌,克制
22860,性格外貌,放纵
22861,日常动词,吃
22862,日常动词,喝
22863,日常动词,睡
22864,日常动词,走
22865,日常动词,跑
22866,日常动词,跳
22867,日常动词,坐
22868,日常动词,站
22869,日常动词,躺
22870,日常动词,看
22871,日常动词,听
22872,日常动词,说
22873,日常动词,读
22874,日常动词,写
22875,日常动词,画
22876,日常动词,唱
22877,日常动词,洗
22878,日常动词,刷
22879,日常动词,擦
22880,日常动词,扫
22881,日常动词,拖
22882,日常动词,煮
22883,日常动词,炒
22884,日常动词,蒸
22885,日常动词,烤
22886,日常动词,煎
22887,日常动词,切
22888,日常动词,剁
22889,日常动词,拌
22890,日常动词,盛
22891,日常动词,倒
22892,日常动词,拿
22893,日常动词,放
22894,日常动词,搬
22895,日常动词,提
22896,日常动词,扛
22897,日常动词,抱
22898,日常动词,背
22899,日常动词,推
22900,日常动词,拉
22902,日常动词,抬
22903,日常动词,举
22904,日常动词,扔
22905,日常动词,丢
22906,日常动词,捡
22907,日常动词,拾
22908,日常动词,找
22909,日常动词,寻
22910,日常动词,用
22911,日常动词,穿
22912,日常动词,脱
22913,日常动词,戴
22914,日常动词,摘
22915,日常动词,系
22916,日常动词,解
22917,日常动词,扣
22919,日常动词,开
22920,日常动词,关
22921,日常动词,锁
22922,日常动词,拧
22923,日常动词,扭
22924,日常动词,按
22925,日常动词,压
22926,日常动词,敲
22927,日常动词,打
22928,日常动词,拍
22929,日常动词,摸
22930,日常动词,碰
22931,日常动词,抓
22932,日常动词,握
22933,日常动词,捏
22934,日常动词,掐
22935,日常动词,揉
22936,日常动词,搓
22937,日常动词,撕
22938,日常动词,扯
22939,日常动词,折
22940,日常动词,叠
22941,日常动词,卷
22942,日常动词,铺
22943,日常动词,盖
22944,日常动词,掀
22945,日常动词,翻
22946,日常动词,转
22947,日常动词,摇
22948,日常动词,晃
22949,日常动词,抖
22950,日常动词,甩
22951,日常动词,抛
22952,日常动词,接
22953,日常动词,递
22954,日常动词,送
22955,日常动词,寄
22956,日常动词,收
22957,日常动词,发
22958,日常动词,买
22959,日常动词,卖
22960,日常动词,付
22962,日常动词,换
22963,日常动词,退
22964,日常动词,借
22965,日常动词,还
22966,日常动词,存
22967,日常动词,取
22970,日常动词,花
22971,日常动词,省
22972,日常动词,赚
22973,日常动词,欠
22974,日常动词,赔
22975,日常动词,赢
22976,日常动词,输
22977,日常动词,赌
22978,日常动词,玩
22979,日常动词,闹
22980,日常动词,笑
22981,日常动词,哭
22982,日常动词,喊
22983,日常动词,叫
22984,日常动词,吼
22985,日常动词,骂
22986,日常动词,夸
22987,日常动词,赞
22988,日常动词,劝
22989,日常动词,哄
22990,日常动词,骗
22991,日常动词,教
22992,日常动词,学
22993,日常动词,练
22994,日常动词,习
22995,日常动词,考
22996,日常动词,试
22997,日常动词,答
22998,日常动词,问
22999,日常动词,记
23000,日常动词,忘
23001,日常动词,想
23002,日常动词,念
23003,日常动词,思
23004,日常动词,猜
23005,日常动词,算
23006,日常动词,数
23007,日常动词,量
23008,日常动词,称
23009,日常动词,测
23010,日常动词,验
23011,日常动词,查
23012,日常动词,检
23013,日常动词,修
23014,日常动词,补
23015,日常动词,缝
23016,日常动词,织
23017,日常动词,绣
23018,日常动词,编
23019,日常动词,绑
23020,日常动词,扎
23021,日常动词,捆
23022,日常动词,包
23023,日常动词,裹
23024,日常动词,装
23025,日常动词,卸
23026,日常动词,运
23028,日常动词,挪
23029,日常动词,移
23030,日常动词,动
23031,日常动词,停
23032,日常动词,等
23033,日常动词,候
23034,日常动词,追
23035,日常动词,赶
23036,日常动词,超
23037,日常动词,避
23038,日常动词,躲
23039,日常动词,藏
23042,日常动词,挖
23043,日常动词,埋
23044,日常动词,种
23045,日常动词,栽
23046,日常动词,浇
23047,日常动词,灌
23048,日常动词,施
23049,日常动词,采
23051,日常动词,拔
23052,日常动词,割
23053,日常动词,砍
23054,日常动词,锯
23055,日常动词,钉
23056,日常动词,钻
23057,日常动词,凿
23058,日常动词,磨
23060,日常动词,光
23063,日常动词,涂
23064,日常动词,抹
23065,日常动词,喷
23066,日常动词,洒
23067,日常动词,泼
23069,日常动词,滴
23070,日常动词,流
23071,日常动词,漏
23072,日常动词,渗
23073,日常动词,浸
23074,日常动词,泡
23076,日常动词,熬
23077,日常动词,炖
23078,日常动词,煲
23079,日常动词,焖
23080,日常动词,烩
23081,日常动词,炸
23082,日常动词,烹
23083,日常动词,烧
23085,日常动词,熏
23086,日常动词,腌
23087,日常动词,酱
23088,日常动词,卤
23090,日常动词,调
23091,日常动词,蘸
23092,日常动词,夹
23093,日常动词,舀
23095,日常动词,端
23096,日常动词,捧
23097,日常动词,托
23100,日常动词,挑
23101,日常动词,担
23103,日常动词,挎
23104,日常动词,拎
23111,日常动词,摆
23112,日常动词,搁
23113,日常动词,挂
23114,日常动词,吊
23115,日常动词,贴
23116,日常动词,粘
23118,日常动词,插
23119,日常动词,塞
23120,日常动词,堵
23121,日常动词,封
23123,日常动词,罩
23124,日常动词,套
23127,日常动词,缠
23128,日常动词,绕
23133,日常动词,结
23135,日常动词,拴
23139,日常动词,闭
23140,日常动词,合
23142,日常动词,揭
23143,日常动词,启
23146,日常动词,抽
23152,日常动词,旋
23155,日常动词,掰
23157,日常动词,弯
23158,日常动词,曲
23159,日常动词,伸
23160,日常动词,缩
23161,日常动词,张
23163,日常动词,睁
23164,日常动词,眨
23165,日常动词,眯
23166,日常动词,瞪
23167,日常动词,盯
23168,日常动词,瞄
23169,日常动词,瞥
23170,日常动词,瞅
23171,日常动词,瞧
23172,日常动词,望
23173,日常动词,观
23174,日常动词,赏
23175,日常动词,阅
23176,日常动词,览
23180,日常动词,觅
23182,日常动词,搜
23183,日常动词,索
23184,日常动词,探
23185,日常动词,访
23187,日常动词,询
23189,日常动词,应
23190,日常动词,回
23191,日常动词,复
23192,日常动词,驳
23193,日常动词,辩
23194,日常动词,论
23195,日常动词,谈
23196,日常动词,聊
23197,日常动词,侃
23198,日常动词,诉
23199,日常动词,告
23200,日常动词,知
23201,日常动词,通
23202,日常动词,传
23206,日常动词,邮
23210,日常动词,受
23211,日常动词,纳
23212,日常动词,拒
23213,日常动词,绝
23215,日常动词,让
23216,日常动词,给
23217,日常动词,予
23218,日常动词,赠
23220,日常动词,献
23221,日常动词,奉
23222,日常动词,呈
23223,日常动词,交
23226,日常动词,兑
23228,日常动词,购
23230,日常动词,售
23231,日常动词,租
23232,日常动词,赁
23234,日常动词,贷
23236,日常动词,偿
23238,日常动词,赊
23240,日常动词,支
23243,日常动词,储
23244,日常动词,蓄
23246,日常动词,费
23247,日常动词,耗
23248,日常动词,浪
23250,日常动词,节
23251,日常动词,攒
23253,日常动词,挣
23255,日常动词,亏
23262,日常动词,耍
23265,日常动词,戏
23266,日常动词,游
23267,日常动词,逛
23268,日常动词,遛
23269,日常动词,荡
23274,日常动词,颤
23275,日常动词,震
23277,日常动词,静
23278,日常动词,止
23280,日常动词,歇
23281,日常动词,休
23282,日常动词,息
23283,日常动词,眠
23285,日常动词,醒
23286,日常动词,起
23287,日常动词,卧
23289,日常动词,趴
23290,日常动词,跪
23291,日常动词,蹲
23293,日常动词,立
23295,日常动词,倚
23296,日常动词,靠
23298,日常动词,挨
23299,日常动词,挤
23300,日常动词,拥
23302,日常动词,搂
23303,日常动词,挽
23304,日常动词,牵
23307,日常动词,拽
23311,日常动词,搡
23315,日常动词,拭
23317,日常动词,揩
23321,日常动词,沐
23322,日常动词,浴
23323,日常动词,漱
23326,日常动词,剃
23327,日常动词,刮
23328,日常动词,剪
23330,日常动词,理
23331,日常动词,梳
23334,日常动词,盘
23339,日常动词,披
23343,日常动词,围
23348,日常动词,松
23349,日常动词,紧
23353,日常动词,舒
23354,日常动词,展
23357,日常动词,抚
23364,日常动词,揪
23371,日常动词,断
23372,日常动词,裂
23373,日常动词,破
23374,日常动词,碎
23375,日常动词,砸
23376,日常动词,摔
23380,日常动词,投
23381,日常动词,掷
23382,日常动词,射
23383,日常动词,击
23385,日常动词,揍
23386,日常动词,踢
23387,日常动词,踹
23388,日常动词,踩
23389,日常动词,踏
23390,日常动词,蹬
23391,日常动词,跨
23392,日常动词,迈
23394,日常动词,跃
23395,日常动词,蹦
23396,日常动词,窜
23397,日常动词,冲
23398,日常动词,闯
23400,日常动词,爬
23401,日常动词,攀
23402,日常动词,登
23403,日常动词,上
23404,日常动词,下
23405,日常动词,进
23406,日常动词,出
23407,日常动词,入
23409,日常动词,返
23410,日常动词,归
23411,日常动词,来
23412,日常动词,去
23413,日常动词,往
23414,日常动词,到
23415,日常动词,达
23416,日常动词,抵
23417,日常动词,离
23421,日常动词,奔
23422,日常动词,逃
23426,日常动词,隐
23427,日常动词,现
23428,日常动词,露
23429,日常动词,显
23430,日常动词,示
23431,日常动词,表
23442,日常动词,呼
23445,日常动词,唤
23446,日常动词,召
23447,日常动词,请
23448,日常动词,邀
23449,日常动词,约
23450,日常动词,聚
23451,日常动词,会
23452,日常动词,见
23454,日常动词,拜
23458,日常动词,视
23459,日常动词,察
23463,日常动词,乐
23464,日常动词,喜
23465,日常动词,欢
23466,日常动词,爱
23467,日常动词,恨
23468,日常动词,怨
23469,日常动词,恼
23470,日常动词,怒
23471,日常动词,悲
23472,日常动词,哀
23473,日常动词,愁
23474,日常动词,忧
23475,日常动词,虑
23476,日常动词,怕
23477,日常动词,惧
23478,日常动词,惊
23479,日常动词,吓
23480,日常动词,慌
23481,日常动词,乱
23482,日常动词,急
23483,日常动词,忙
23484,日常动词,闲
23485,日常动词,懒
23486,日常动词,勤
23487,日常动词,快
23488,日常动词,慢
23489,日常动词,早
23490,日常动词,晚
23491,日常动词,晨
23492,日常动词,暮
23493,日常动词,昼
23494,日常动词,夜
23495,日常动词,日
23496,日常动词,月
23497,日常动词,年
23498,日常动词,岁
23499,日常动词,时
23500,日常动词,刻
23501,日常动词,分
23502,日常动词,秒
23503,日常动词,计
23507,日常动词,度
23514,日常动词,督
23515,日常动词,促
23516,日常动词,帮
23517,日常动词,助
23518,日常动词,援
23519,日常动词,救
23520,日常动词,护
23521,日常动词,保
23522,日常动词,守
23523,日常动词,卫
23524,日常动词,防
23525,日常动词,御
23526,日常动词,抗
23527,日常动词,战
23528,日常动词,斗
23529,日常动词,争
23530,日常动词,夺
23531,日常动词,抢
23532,日常动词,偷
23533,日常动词,盗
23534,日常动词,窃
23536,日常动词,诈
23537,日常动词,欺
23538,日常动词,辱
23539,日常动词,侮
23540,日常动词,蔑
23542,日常动词,鄙
23543,日常动词,嫌
23544,日常动词,弃
23545,日常动词,舍
23547,日常动词,失
23548,日常动词,得
23549,日常动词,获
23553,日常动词,败
23554,日常动词,胜
23555,日常动词,利
23556,日常动词,害
23557,日常动词,益
23558,日常动词,损
23559,日常动词,伤
23561,日常动词,毁
23562,日常动词,灭
23563,日常动词,消
23566,日常动词,在
23567,日常动词,活
23568,日常动词,生
23569,日常动词,死
23570,日常动词,亡
23571,日常动词,葬
23573,日常动词,祭
23574,日常动词,祀
23576,日常动词,祷
23577,日常动词,祈
23578,日常动词,求
23579,日常动词,愿
23580,日常动词,许
23582,日常动词,报
23584,日常动词,谢
23585,日常动词,感
23586,日常动词,激
23587,日常动词,恩
23589,日常动词,仇
23592,日常动词,恋
23597,日常动词,盼
23599,日常动词,期
23600,日常动词,待
23603,日常动词,迎
23605,日常动词,别
23607,日常动词,散
23614,日常动词,连
23618,日常动词,续
23619,日常动词,延
23622,日常动词,扩
23627,日常动词,驰
23632,日常动词,轻
23633,日常动词,重
23634,日常动词,缓
23638,日常动词,行
23641,日常动词,默
23642,日常动词,哑
23643,日常动词,聋
23644,日常动词,盲
23645,日常动词,瞎
23646,日常动词,瘸
23647,日常动词,拐
23648,日常动词,跛
23649,日常动词,跌
23661,日常动词,扶
23662,日常动词,撑
23664,日常动词,顶
23667,日常动词,挡
23668,日常动词,拦
23669,日常动词,阻
23670,日常动词,隔
23676,日常动词,辨
23678,日常动词,识
23679,日常动词,认
23681,日常动词,晓
23682,日常动词,懂
23683,日常动词,明
23684,日常动词,白
23685,日常动词,悟
23687,日常动词,觉
23690,日常动词,领
23692,日常动词,体
23694,日常动词,尝
23697,日常动词,究
23698,日常动词,研
23702,日常动词,训
23704,日常动词,育
23705,日常动词,化
23706,日常动词,导
23707,日常动词,引
23709,日常动词,带
23710,日常动词,率
23711,日常动词,统
23712,日常动词,治
23713,日常动词,管
23715,日常动词,办
23716,日常动词,处
23717,日常动词,置
23718,日常动词,安
23719,日常动词,排
23720,日常动词,布
23722,日常动词,设
23724,日常动词,划
23725,日常动词,谋
23726,日常动词,策
23727,日常动词,定
23728,日常动词,决
23730,日常动词,选
23731,日常动词,择
23733,日常动词,拣
23734,日常动词,筛
23735,日常动词,滤
23736,日常动词,除
23741,日常动词,废
23743,日常动词,留
23754,日常动词,持
23756,日常动词,挺
23759,日常动词,住
23765,日常动词,梦
23768,日常动词,床
23775,日常动词,整
23781,日常动词,清
23782,日常动词,洁
23783,日常动词,净
23788,日常动词,澡
23796,日常动词,录
23797,日常动词,抄
23798,日常动词,誊
23799,日常动词,印
23801,日常动词,晒
23802,日常动词,晾
23803,日常动词,烘
23805,日常动词,熨
23806,日常动词,烫
23818,日常动词,使
23819,日常动词,操
23820,日常动词,作
23821,日常动词,干
23822,日常动词,做
23823,日常动词,搞
23824,日常动词,弄
23836,日常动词,钩
23853,日常动词,陪
23854,日常动词,伴
23855,日常动词,随
23856,日常动词,跟
23860,日常动词,越
23861,日常动词,过
23864,日常动词,渡
23865,日常动词,涉
23866,日常动词,趟
23883,自我介绍与问候,我
23884,自我介绍与问候,你
23885,自我介绍与问候,他
23886,自我介绍与问候,她
