id,topic,hanzi,frequency_rank
5814,家居用品,吊灯,36854
5815,家居用品,卫生纸,36925
5816,家居用品,梳妆台,37103
5817,家居用品,叉子,37207
5818,家居用品,案板,37245
5819,家居用品,被套,37746
5820,家居用品,躺椅,37836
5821,家居用品,文件夹,38226
5822,家居用品,床头柜,39039
5823,家居用品,烤箱,39188
5824,家居用品,刀叉,39466
5825,家居用品,插座,39992
5826,家居用品,盆栽,40160
5827,家居用品,挂钟,41211
5828,家居用品,水槽,41482
5829,家居用品,汤锅,41918
5830,家居用品,熨斗,41950
5831,家居用品,坐垫,43344
5832,家居用品,摇椅,43529
5833,家居用品,浴巾,43599
5834,家居用品,睡袍,45808
5835,家居用品,洗发水,46014
5836,家居用品,蒸锅,46124
5837,家居用品,电饭锅,46201
5838,家居用品,台历,47229
5839,家居用品,砧板,47385
5840,家居用品,保温瓶,47557
5841,家居用品,笔架,47932
5842,家居用品,抽油烟机,48888
5843,家居用品,蚊香,49517
5844,家居用品,床罩,49529
5845,家居用品,拖把,49864
5846,家居用品,酒具,51905
5847,家居用品,浴衣,52016
5848,家居用品,笔筒,52585
5849,家居用品,净水器,53162
5850,家居用品,搅拌机,54577
5851,家居用品,靠垫,55402
5852,家居用品,枕套,56049
5853,家居用品,吹风机,56232
5854,家居用品,鞋油,56575
5855,家居用品,擀面杖,57246
5856,家居用品,壁灯,57380
5857,家居用品,锅铲,58139
5858,家居用品,加湿器,58686
5859,家居用品,电暖器,58963
5860,家居用品,脚垫,59814
5861,家居用品,消毒柜,60097
5862,家居用品,电热毯,60237
5863,家居用品,椅垫,60827
5864,家居用品,洗碗机,61196
5865,家居用品,汤勺,61970
5866,家居用品,樟脑丸,70533
5867,家居用品,保温杯,70539
5868,家居用品,电火锅,72218
5869,家居用品,电视柜,73775
5870,家居用品,暖风机,74720
5871,家居用品,落地灯,75880
5872,家居用品,电水壶,76922
5873,家居用品,暖水袋,77347
5874,家居用品,饭勺,80186
5875,家居用品,鞋刷,80870
5876,家居用品,洗衣板,83366
5877,家居用品,保鲜袋,85748
5878,家居用品,去污粉,86596
5879,家庭成员,孩子,253
5880,家庭成员,母亲,724
5881,家庭成员,父亲,782
5882,家庭成员,儿子,851
5883,家庭成员,女儿,1070
5884,家庭成员,妻子,1286
5885,家庭成员,父母,1302
5886,家庭成员,妈妈,1371
5887,家庭成员,丈夫,1530
5888,家庭成员,兄弟,1579
5889,家庭成员,爸爸,2060
5890,家庭成员,子女,2410
5891,家庭成员,夫妇,2538
5892,家庭成员,奶奶,3193
5893,家庭成员,哥哥,3262
5894,家庭成员,夫妻,3337
5895,家庭成员,老婆,3492
5896,家庭成员,姐姐,3543
5897,家庭成员,弟弟,3595
5898,家庭成员,儿女,3619
5899,家庭成员,妹妹,3891
5900,家庭成员,姐妹,4574
5901,家庭成员,媳妇,4660
5902,家庭成员,爷爷,5347
5903,家庭成员,爱人,5623
5904,家庭成员,叔叔,5991
5905,家庭成员,祖父,6111
5906,家庭成员,孙子,6173
5907,家庭成员,婆婆,6940
5908,家庭成员,祖母,8186
5909,家庭成员,新娘,8489
5910,家庭成员,舅舅,9170
5911,家庭成员,外公,9298
5912,家庭成员,嫂子,10316
5913,家庭成员,女婿,10934
5914,家庭成员,姊妹,11352
5915,家庭成员,配偶,11596
5916,家庭成员,儿媳,11898
5917,家庭成员,外婆,12672
5918,家庭成员,孙女,13006
5919,家庭成员,伴侣,13135
5920,家庭成员,新郎,14202
5921,家庭成员,姐夫,14443
5922,家庭成员,兄妹,14754
5923,家庭成员,老公,15130
5924,家庭成员,姑姑,15882
5925,家庭成员,伯父,15980
5926,家庭成员,姨妈,16395
5927,家庭成员,公公,17038
5928,家庭成员,外甥,17348
5929,家庭成员,亲家,17450
5930,家庭成员,侄子,18051
5931,家庭成员,岳父,18520
5932,家庭成员,外孙,18775
5933,家庭成员,侄女,19208
5934,家庭成员,兄长,19269
5935,家庭成员,双亲,20106
5936,家庭成员,伯母,20207
5937,家庭成员,弟妹,20261
5938,家庭成员,外祖母,20935
5939,家庭成员,外祖父,21653
5940,家庭成员,未婚妻,21951
5941,家庭成员,家父,23499
5942,家庭成员,养父,24671
5943,家庭成员,养子,25482
5944,家庭成员,岳母,25606
5945,家庭成员,前妻,25722
5946,家庭成员,婶婶,26731
5947,家庭成员,舅妈,27016
5948,家庭成员,未婚夫,27220
5949,家庭成员,姨父,28424
5950,家庭成员,继母,28493
5951,家庭成员,义父,28929
5952,家庭成员,家兄,29862
5953,家庭成员,养女,30172
5954,家庭成员,继父,30509
5955,家庭成员,前夫,31536
5956,家庭成员,妹夫,32292
5957,家庭成员,曾祖父,33265
5958,家庭成员,外孙女,33554
5959,家庭成员,养母,34058
5960,家庭成员,外甥女,34835
5961,家庭成员,弟媳,37355
5962,家庭成员,家母,37876
5963,家庭成员,义女,41131
5964,家庭成员,原配,43591
5965,家庭成员,干爹,44840
5966,家庭成员,姑父,46792
5967,家庭成员,干妈,47243
5968,家庭成员,义子,48208
5969,家庭成员,曾祖母,50231
5970,家庭成员,续弦,52094
5971,家庭成员,亲家母,63714
5972,家庭成员,义母,69310
5973,家庭成员,亲家公,85023
5974,身体部位,头,181
5975,身体部位,口,266
5976,身体部位,眼,381
5977,身体部位,眼睛,621
5978,身体部位,脑,697
5979,身体部位,脚,847
5980,身体部位,嘴,883
5981,身体部位,额,933
5982,身体部位,耳,1142
5983,身体部位,腿,1180
5984,身体部位,腰,1501
5985,身体部位,鼻,1578
5986,身体部位,眉,1723
5987,身体部位,胃,1807
5988,身体部位,肺,1872
5989,身体部位,肝,1962
5990,身体部位,头发,1964
5991,身体部位,舌,1982
5992,身体部位,脾,2229
5993,身体部位,颈,2272
5994,身体部位,肾,2289
5995,身体部位,神经,2425
5996,身体部位,肘,3067
5997,身体部位,手指,3079
5998,身体部位,皮肤,3139
5999,身体部位,心脏,3218
6000,身体部位,腮,3252
6001,身体部位,肚子,3482
6002,身体部位,鼻子,3707
6003,身体部位,耳朵,3792
6004,身体部位,脖子,3856
6005,身体部位,中指,4187
6006,身体部位,嘴唇,4448
6007,身体部位,血管,4802
6008,身体部位,肩膀,4824
6009,身体部位,胡子,4909
6010,身体部位,大脑,5286
6011,身体部位,肌肉,5482
6012,身体部位,手臂,5923
6013,身体部位,牙齿,6805
6014,身体部位,关节,7277
6015,身体部位,舌头,8159
6016,身体部位,动脉,8566
6017,身体部位,拇指,8911
6018,身体部位,手腕,8944
6019,身体部位,手掌,8978
6020,身体部位,眉毛,9180
6021,身体部位,喉咙,9575
6022,身体部位,下巴,9894
6023,身体部位,膝盖,9897
6024,身体部位,大腿,9970
6025,身体部位,额头,10518
6026,身体部位,头皮,11221
6027,身体部位,胸膛,12009
6028,身体部位,指甲,12139
6029,身体部位,脸颊,12610
6030,身体部位,脚跟,12658
6031,身体部位,骨骼,12714
6032,身体部位,眼角,12840
6033,身体部位,肝脏,13027
6034,身体部位,子宫,13870
6035,身体部位,静脉,14006
6036,身体部位,乳房,14701
6037,身体部位,胡须,15092
6038,身体部位,手心,15172
6039,身体部位,食指,15970
6040,身体部位,眼球,16285
6041,身体部位,鼻孔,16573
6042,身体部位,指纹,17078
6043,身体部位,大肠,17097
6044,身体部位,肾脏,18129
6045,身体部位,肠道,18168
6046,身体部位,小腿,18184
6047,身体部位,手背,18617
6048,身体部位,睫毛,19737
6049,身体部位,脚趾,19917
6050,身体部位,脚底,20046
6051,身体部位,肋骨,20490
6052,身体部位,鼻梁,21356
6053,身体部位,卵巢,23955
6054,身体部位,阴道,24084
6055,身体部位,生殖器,24241
6056,身体部位,瞳孔,24395
6057,身体部位,口角,26068
6058,身体部位,背脊,26208
6059,身体部位,小肠,26446
6060,身体部位,太阳穴,27084
6061,身体部位,颈椎,27357
6062,身体部位,肛门,28005
6063,身体部位,胰腺,28630
6064,身体部位,小腹,28832
6065,身体部位,肚脐,30012
6066,身体部位,眼睑,31048
6067,身体部位,睾丸,31668
6068,身体部位,胆囊,31828
6069,身体部位,小脑,31838
6070,身体部位,乳头,31901
6071,身体部位,鼻腔,32034
6072,身体部位,舌尖,32134
6073,身体部位,小指,32191
6074,身体部位,汗毛,32280
6075,身体部位,椎骨,32988
6076,身体部位,门牙,33287
6077,身体部位,脊柱,33370
6078,身体部位,耳根,33823
6079,身体部位,膝关节,36014
6080,身体部位,尿道,36430
6081,身体部位,阑尾,36541
6082,身体部位,脚掌,36654
6083,身体部位,下唇,37263
6084,身体部位,阴茎,38584
6085,身体部位,无名指,39403
6086,身体部位,牙龈,40501
6087,身体部位,下颚,40731
6088,身体部位,前臂,40866
6089,身体部位,脚背,41639
6090,身体部位,脚心,42853
6091,身体部位,耳垂,44153
6092,身体部位,上唇,45042
6093,身体部位,锁骨,45699
6094,身体部位,胸骨,46641
6095,身体部位,鼻翼,46780
6096,身体部位,脾脏,47688
6097,身体部位,上臂,49648
6098,身体部位,肩胛骨,49911
6099,身体部位,眼白,50432
6100,身体部位,盲肠,51284
6101,身体部位,喉结,52103
6102,身体部位,舌根,52359
6103,身体部位,趾甲,53762
6104,身体部位,髋关节,53881
6105,身体部位,上颚,57534
6106,身体部位,鼓膜,58089
6107,身体部位,犬齿,59114
6108,身体部位,阴毛,59557
6109,身体部位,肘关节,59815
6110,身体部位,臼齿,60825
6111,身体部位,泪腺,61890
6112,身体部位,耳廓,65092
6113,身体部位,尾骨,66200
6114,身体部位,额骨,67355
6115,身体部位,腋毛,68177
6116,疾病与就医,检查,544
6117,疾病与就医,治疗,992
6118,疾病与就医,医生,1137
6119,疾病与就医,病人,1556
6120,疾病与就医,疾病,1611
6121,疾病与就医,感染,1882
6122,疾病与就医,手术,2016
6123,疾病与就医,病毒,2049
6124,疾病与就医,残疾,2146
6125,疾病与就医,艾滋病,2447
6126,疾病与就医,抢救,2727
6127,疾病与就医,中医,2837
6128,疾病与就医,恶化,2926
6129,疾病与就医,传染,3143
6130,疾病与就医,好转,3450
6131,疾病与就医,诊断,3634
6132,疾病与就医,肺炎,3677
6133,疾病与就医,流感,3926
6134,疾病与就医,症状,3969
6135,疾病与就医,中药,4158
6136,疾病与就医,住院,4677
6137,疾病与就医,中毒,5050
6138,疾病与就医,康复,5083
6139,疾病与就医,护士,5104
6140,疾病与就医,传染病,5163
6141,疾病与就医,癌症,5301
6142,疾病与就医,免疫,5383
6143,疾病与就医,疼痛,5670
6144,疾病与就医,外科,5718
6145,疾病与就医,疫苗,5845
6146,疾病与就医,疲劳,6038
6147,疾病与就医,肿瘤,6062
6148,疾病与就医,急救,6333
6149,疾病与就医,细菌,6497
6150,疾病与就医,病房,6849
6151,疾病与就医,头痛,6860
6152,疾病与就医,救护,6874
6153,疾病与就医,护理,7023
6154,疾病与就医,心脏病,7094
6155,疾病与就医,咳嗽,7336
6156,疾病与就医,瘫痪,7737
6157,疾病与就医,感冒,7749
6158,疾病与就医,伤口,7873
6159,疾病与就医,门诊,8184
6160,疾病与就医,出血,8291
6161,疾病与就医,天花,8324
6162,疾病与就医,发热,8463
6163,疾病与就医,糖尿病,8512
6164,疾病与就医,按摩,8923
6165,疾病与就医,昏迷,9202
6166,疾病与就医,发烧,9354
6167,疾病与就医,体检,9467
6168,疾病与就医,精神病,9497
6169,疾病与就医,高血压,9718
6170,疾病与就医,麻木,10134
6171,疾病与就医,结核,10164
6172,疾病与就医,病床,10238
6173,疾病与就医,化验,10346
6174,疾病与就医,呕吐,10426
6175,疾病与就医,西医,10449
6176,疾病与就医,处方,10797
6177,疾病与就医,轮椅,11039
6178,疾病与就医,复发,11314
6179,疾病与就医,麻醉,11655
6180,疾病与就医,痊愈,11979
6181,疾病与就医,头晕,11999
6182,疾病与就医,副作用,12048
6183,疾病与就医,过敏,12226
6184,疾病与就医,草药,12274
6185,疾病与就医,失眠,12302
6186,疾病与就医,乏力,12316
6187,疾病与就医,报销,12378
6188,疾病与就医,诊所,12565
6189,疾病与就医,骨折,12884
6190,疾病与就医,肝炎,12900
6191,疾病与就医,药店,13291
6192,疾病与就医,烧伤,13386
6193,疾病与就医,失明,13388
6194,疾病与就医,接种,13433
6195,疾病与就医,中风,13641
6196,疾病与就医,内科,13798
6197,疾病与就医,救护车,14449
6198,疾病与就医,拐杖,14886
6199,疾病与就医,疟疾,14926
6200,疾病与就医,剂量,14971
6201,疾病与就医,腹泻,15063
6202,疾病与就医,白血病,15261
6203,疾病与就医,痴呆,15275
6204,疾病与就医,药方,15407
6205,疾病与就医,伤寒,15502
6206,疾病与就医,抗体,15720
6207,疾病与就医,霍乱,15884
6208,疾病与就医,针灸,15988
6209,疾病与就医,抗生素,16457
6210,疾病与就医,药房,16851
6211,疾病与就医,贫血,17163
6212,疾病与就医,显微镜,17228
6213,疾病与就医,纱布,17306
6214,疾病与就医,眼科,17317
6215,疾病与就医,消瘦,17734
6216,疾病与就医,溃疡,18011
6217,疾病与就医,开刀,18076
6218,疾病与就医,抽搐,18138
6219,疾病与就医,急诊,18230
6220,疾病与就医,化疗,18265
6221,疾病与就医,登革热,18273
6222,疾病与就医,后遗症,18490
6223,疾病与就医,试剂,18557
6224,疾病与就医,胶囊,18747
6225,疾病与就医,哮喘,18748
6226,疾病与就医,担架,18809
6227,疾病与就医,输液,18928
6228,疾病与就医,挂号,18955
6229,疾病与就医,西药,19234
6230,疾病与就医,关节炎,19347
6231,疾病与就医,鼠疫,19741
6232,疾病与就医,聋哑,19839
6233,疾病与就医,儿科,19883
6234,疾病与就医,绷带,20379
6235,疾病与就医,休克,20403
6236,疾病与就医,炎症,20742
6237,疾病与就医,职业病,20889
6238,疾病与就医,并发症,20957
6239,疾病与就医,药水,21335
6240,疾病与就医,妇科,21539
6241,疾病与就医,便秘,21764
6242,疾病与就医,疗养院,22843
6243,疾病与就医,真菌,22846
6244,疾病与就医,寄生虫,22947
6245,疾病与就医,支架,23237
6246,疾病与就医,病历,23433
6247,疾病与就医,打针,23863
6248,疾病与就医,水肿,23967
6249,疾病与就医,癫痫,24297
6250,疾病与就医,酸痛,24447
6251,疾病与就医,心悸,24921
6252,疾病与就医,慢性病,25762
6253,疾病与就医,痢疾,26009
6254,疾病与就医,骨科,26143
6255,疾病与就医,眩晕,26166
6256,疾病与就医,抑郁症,26386
6257,疾病与就医,麻疹,26591
6258,疾病与就医,透析,27160
6259,疾病与就医,肿胀,27315
6260,疾病与就医,针头,27635
6261,疾病与就医,缝合,27715
6262,疾病与就医,肝硬化,28531
6263,疾病与就医,猝死,29147
6264,疾病与就医,膏药,29164
6265,疾病与就医,放疗,29733
6266,疾病与就医,药片,30165
6267,疾病与就医,腹胀,30279
6268,疾病与就医,心电图,31502
6269,疾病与就医,理疗,31795
6270,疾病与就医,假肢,31810
6271,疾病与就医,胃炎,31820
6272,疾病与就医,处方药,32456
6273,疾病与就医,肠炎,32501
6274,疾病与就医,药丸,32677
6275,疾病与就医,胶布,33213
6276,疾病与就医,卫生所,33563
6277,疾病与就医,牙科,33568
6278,疾病与就医,耳鸣,33729
6279,疾病与就医,核磁共振,33886
6280,疾病与就医,痔疮,34313
6281,疾病与就医,冻伤,34391
6282,疾病与就医,烫伤,34480
6283,疾病与就医,狂犬病,34483
6284,疾病与就医,注射器,34779
6285,疾病与就医,针剂,34924
6286,疾病与就医,胃溃疡,35914
6287,疾病与就医,肾炎,36169
6288,疾病与就医,推拿,36318
6289,疾病与就医,离心机,36805
6290,疾病与就医,冲剂,37527
6291,疾病与就医,瘙痒,37829
6292,疾病与就医,手术刀,37996
6293,疾病与就医,寒战,38696
6294,疾病与就医,药膏,39805
6295,疾病与就医,尿毒症,39966
6296,疾病与就医,破伤风,40266
6297,疾病与就医,助听器,40487
6298,疾病与就医,皮疹,40581
6299,疾病与就医,主诉,41342
6300,疾病与就医,胆结石,41562
6301,疾病与就医,方剂,41678
6302,疾病与就医,阑尾炎,43890
6303,疾病与就医,听诊,44382
6304,疾病与就医,盗汗,44533
6305,疾病与就医,颈椎病,44615
6306,疾病与就医,氧气瓶,45326
6307,疾病与就医,内窥镜,45418
6308,疾病与就医,脑出血,47089
6309,疾病与就医,便血,47534
6310,疾病与就医,脂肪肝,47897
6311,疾病与就医,胆囊炎,48779
6312,疾病与就医,咯血,48784
6313,疾病与就医,刮痧,48799
6314,疾病与就医,起搏器,48974
6315,疾病与就医,听诊器,49703
6316,疾病与就医,肾结石,50030
6317,疾病与就医,百日咳,50237
6318,疾病与就医,血尿,50965
6319,疾病与就医,脱臼,51546
6320,疾病与就医,诊断书,51716
6321,疾病与就医,体温计,52243
6322,疾病与就医,尿频,52751
6323,疾病与就医,问诊,53556
6324,疾病与就医,痛风,55286
6325,疾病与就医,腮腺炎,56387
6326,疾病与就医,急性病,56577
6327,疾病与就医,疝气,57967
6328,疾病与就医,水痘,60078
6329,疾病与就医,血压计,63256
6330,疾病与就医,尿急,64099
6331,疾病与就医,棉签,64522
6332,疾病与就医,急救包,72451
6333,交通工具,车,194
6334,交通工具,汽车,407
6335,交通工具,飞机,712
6336,交通工具,火车,1834
6337,交通工具,自行车,2542
6338,交通工具,轿车,2578
6339,交通工具,火箭,3084
6340,交通工具,直升机,3557
6341,交通工具,坦克,4277
6342,交通工具,摩托车,4470
6343,交通工具,客车,4494
6344,交通工具,地铁,4926
6345,交通工具,卡车,5012
6346,交通工具,客机,5035
6347,交通工具,战斗机,5141
6348,交通工具,飞船,5430
6349,交通工具,马车,5826
6350,交通工具,潜艇,6323
6351,交通工具,货车,8041
6352,交通工具,拖拉机,8252
6353,交通工具,渔船,8333
6354,交通工具,轮船,8755
6355,交通工具,轰炸机,9772
6356,交通工具,航天飞机,10390
6357,交通工具,装甲车,12136
6358,交通工具,战舰,12304
6359,交通工具,帆船,12337
6360,交通工具,小轿车,13068
6361,交通工具,警车,13125
6362,交通工具,运输机,13191
6363,交通工具,侦察机,13293
6364,交通工具,班车,13993
6365,交通工具,油轮,14308
6366,交通工具,救护车,14449
6367,交通工具,货轮,14548
6368,交通工具,三轮车,15009
6369,交通工具,面包车,16476
6370,交通工具,推土机,17960
6371,交通工具,皮划艇,18743
6372,交通工具,快艇,20909
6373,交通工具,游艇,22175
6374,交通工具,消防车,23233
6375,交通工具,越野车,23522
6376,交通工具,雪橇,24800
6377,交通工具,货机,25948
6378,交通工具,宇宙飞船,25956
6379,交通工具,预警机,26549
6380,交通工具,罐车,27389
6381,交通工具,跑车,27782
6382,交通工具,吊车,29927
6383,交通工具,摩托艇,30182
6384,交通工具,挖掘机,30736
6385,交通工具,教练机,32188
6386,交通工具,渡轮,32263
6387,交通工具,山地车,32413
6388,交通工具,旅游车,32509
6389,交通工具,驳船,32533
6390,交通工具,拖车,33331
6391,交通工具,热气球,33776
6392,交通工具,滑板,34852
6393,交通工具,灵车,37113
6394,交通工具,缆车,37506
6395,交通工具,手推车,38481
6396,交通工具,有轨电车,39124
6397,交通工具,飞艇,39183
6398,交通工具,救生艇,39644
6399,交通工具,滑翔机,40572
6400,交通工具,木筏,40653
6401,交通工具,独木舟,41875
6402,交通工具,房车,43703
6403,交通工具,叉车,44446
6404,交通工具,慢车,44895
6405,交通工具,拖船,45659
6406,交通工具,平板车,47112
6407,交通工具,独轮车,47515
6408,交通工具,压路机,47576
6409,交通工具,皮筏,48178
6410,交通工具,破冰船,48749
6411,交通工具,铲车,50867
6412,交通工具,无轨电车,52059
6413,交通工具,橡皮艇,52644
6414,交通工具,竹筏,53448
6415,交通工具,工程车,55751
6416,交通工具,气垫船,55909
6417,交通工具,清洁车,63750
6418,交通工具,洒水车,63971
6419,交通工具,通勤车,67753
6420,交通工具,普快,74034
6421,方向与位置,中,14
6422,方向与位置,中心,144
6423,方向与位置,东西,293
6424,方向与位置,范围,503
6425,方向与位置,左右,528
6426,方向与位置,内外,705
6427,方向与位置,内外,705
6428,方向与位置,方向,726
6429,方向与位置,西方,791
6430,方向与位置,内部,878
6431,方向与位置,附近,915
6432,方向与位置,区域,926
6433,方向与位置,位置,1112
6434,方向与位置,里面,1163
6435,方向与位置,中间,1268
6436,方向与位置,上面,1273
6437,方向与位置,东北,1276
6438,方向与位置,上下,1293
6439,方向与位置,周围,1295
6440,方向与位置,东方,1451
6441,方向与位置,东南,1512
6442,方向与位置,后面,1588
6443,方向与位置,前面,1658
6444,方向与位置,西北,1687
6445,方向与位置,北方,1691
6446,方向与位置,南方,1767
6447,方向与位置,场所,1772
6448,方向与位置,下面,1781
6449,方向与位置,地点,1796
6450,方向与位置,西南,1871
6451,方向与位置,旁边,2138
6452,方向与位置,外面,2147
6453,方向与位置,前后,2254
6454,方向与位置,南北,2404
6455,方向与位置,背后,2526
6456,方向与位置,外部,2652
6457,方向与位置,周边,3195
6458,方向与位置,方位,3196
6459,方向与位置,对面,3238
6460,方向与位置,正面,3454
6461,方向与位置,远处,4039
6462,方向与位置,前方,6228
6463,方向与位置,后方,6346
6464,方向与位置,侧面,6356
6465,方向与位置,外围,8682
6466,方向与位置,左边,8988
6467,方向与位置,右边,9084
6468,方向与位置,四面八方,9443
6469,方向与位置,反面,11439
6470,方向与位置,坐标,12575
6471,方向与位置,右侧,13098
6472,方向与位置,左侧,13322
6473,方向与位置,上部,14466
6474,方向与位置,顶端,14738
6475,方向与位置,背面,14909
6476,方向与位置,下部,15158
6477,方向与位置,近处,19162
6478,方向与位置,朝向,21568
6479,方向与位置,末端,23114
6480,方向与位置,上端,24549
6481,方向与位置,前端,29964
6482,方向与位置,下端,31051
6483,方向与位置,左面,36365
6484,方向与位置,右面,37150
6485,天气季节,春,691
6486,天气季节,云,698
6487,天气季节,露,990
6488,天气季节,夏,1022
6489,天气季节,阴,1218
6490,天气季节,天气,1288
6491,天气季节,晴,1621
6492,天气季节,气象,1893
6493,天气季节,雾,1897
6494,天气季节,气候,2102
6495,天气季节,洪水,2646
6496,天气季节,温暖,3068
6497,天气季节,季节,3211
6498,天气季节,温度,3317
6499,天气季节,风雨,3347
6500,天气季节,冬季,3594
6501,天气季节,暴雨,4015
6502,天气季节,气温,4137
6503,天气季节,夏季,4193
6504,天气季节,天气预报,4438
6505,天气季节,四季,4822
6506,天气季节,干旱,4913
6507,天气季节,大风,5211
6508,天气季节,多云,5295
6509,天气季节,大雨,5616
6510,天气季节,气象台,5814
6511,天气季节,降雨,5927
6512,天气季节,台风,6032
6513,天气季节,春风,6082
6514,天气季节,自然灾害,6165
6515,天气季节,东风,6167
6516,天气季节,和风,6382
6517,天气季节,空气质量,6512
6518,天气季节,春季,6541
6519,天气季节,寒冷,6570
6520,天气季节,小雨,6643
6521,天气季节,秋季,7052
6522,天气季节,大雪,7385
6523,天气季节,冰雪,8038
6524,天气季节,雨水,8131
6525,天气季节,降水,8288
6526,天气季节,洪涝,8688
6527,天气季节,干燥,8724
6528,天气季节,闪电,9247
6529,天气季节,风雪,9424
6530,天气季节,升温,9433
6531,天气季节,风沙,9491
6532,天气季节,清明,9607
6533,天气季节,潮湿,9641
6534,天气季节,风向,9691
6535,天气季节,涝灾,9872
6536,天气季节,狂风,10136
6537,天气季节,炎热,10359
6538,天气季节,严寒,10670
6539,天气季节,阵雨,10673
6540,天气季节,降温,10676
6541,天气季节,沙尘暴,10964
6542,天气季节,风浪,11279
6543,天气季节,雪花,11633
6544,天气季节,湿润,11834
6545,天气季节,融化,11859
6546,天气季节,清风,11903
6547,天气季节,旋风,11932
6548,天气季节,汛期,12588
6549,天气季节,旱灾,12788
6550,天气季节,酷暑,12973
6551,天气季节,中雨,13040
6552,天气季节,泥石流,13124
6553,天气季节,暴风雨,13158
6554,天气季节,雷鸣,13264
6555,天气季节,清凉,13571
6556,天气季节,细雨,13602
6557,天气季节,盛夏,14264
6558,天气季节,山风,14271
6559,天气季节,阵风,15378
6560,天气季节,雨季,15440
6561,天气季节,雷阵雨,15539
6562,天气季节,气压,15621
6563,天气季节,热浪,15690
6564,天气季节,秋风,15800
6565,天气季节,微风,15900
6566,天气季节,海风,16273
6567,天气季节,小雪,16473
6568,天气季节,湿度,16556
6569,天气季节,凉爽,17014
6570,天气季节,山洪,17135
6571,天气季节,云雾,17368
6572,天气季节,闷热,18122
6573,天气季节,深秋,18965
6574,天气季节,霹雳,19019
6575,天气季节,初夏,19151
6576,天气季节,冰雹,19627
6577,天气季节,暴风雪,19890
6578,天气季节,雷电,19996
6579,天气季节,空气污染,20006
6580,天气季节,初春,20012
6581,天气季节,能见度,20115
6582,天气季节,降水量,20760
6583,天气季节,早春,21257
6584,天气季节,西风,21457
6585,天气季节,风霜,21633
6586,天气季节,雪灾,21637
6587,天气季节,冷风,21698
6588,天气季节,雾气,21918
6589,天气季节,白露,22047
6590,天气季节,隆冬,22323
6591,天气季节,风速,22379
6592,天气季节,解冻,23255
6593,天气季节,雷击,23391
6594,天气季节,湿热,23560
6595,天气季节,晴空,23589
6596,天气季节,季风,24067
6597,天气季节,冰天雪地,25168
6598,天气季节,初冬,25213
6599,天气季节,节气,25283
6600,天气季节,气象卫星,25989
6601,天气季节,龙卷风,26752
6602,天气季节,春雷,26883
6603,天气季节,芒种,28160
6604,天气季节,瑞雪,28727
6605,天气季节,热风,28838
6606,天气季节,冰封,29353
6607,天气季节,结冰,29426
6608,天气季节,初秋,29695
6609,天气季节,风和日丽,29758
6610,天气季节,冬至,30032
6611,天气季节,风平浪静,30229
6612,天气季节,仲夏,30417
6613,天气季节,雨露,30544
6614,天气季节,阴天,30588
6615,天气季节,薄雾,32860
6616,天气季节,风灾,33214
6617,天气季节,回暖,33477
6618,天气季节,燥热,33917
6619,天气季节,阴凉,34128
6620,天气季节,风调雨顺,34597
6621,天气季节,春暖花开,34748
6622,天气季节,枯水期,34752
6623,天气季节,气象站,36030
6624,天气季节,浮尘,36539
6625,天气季节,转阴,36540
6626,天气季节,温度计,36576
6627,天气季节,旱季,36948
6628,天气季节,梅雨,37165
6629,天气季节,天寒地冻,37285
6630,天气季节,春分,37458
6631,天气季节,秋分,37461
6632,天气季节,惊雷,38071
6633,天气季节,立春,38451
6634,天气季节,转晴,38552
6635,天气季节,秋高气爽,38593
6636,天气季节,暮春,39036
6637,天气季节,仲春,39411
6638,天气季节,立冬,39796
6639,天气季节,晚秋,40365
6640,天气季节,冰凌,41119
6641,天气季节,扬尘,41359
6642,天气季节,霜冻,41484
6643,天气季节,立秋,42062
6644,天气季节,夏至,42151
6645,天气季节,寒潮,42561
6646,天气季节,朔风,43152
6647,天气季节,寒露,43480
6648,天气季节,残雪,44996
6649,天气季节,风向标,45065
6650,天气季节,春寒料峭,45264
6651,天气季节,风雨交加,45435
6652,天气季节,乍暖还寒,45543
6653,天气季节,变天,46709
6654,天气季节,立夏,47522
6655,天气季节,四季如春,48490
6656,天气季节,仲秋,49640
6657,天气季节,伏旱,50407
6658,天气季节,谷雨,51428
6659,天气季节,雹灾,51787
6660,天气季节,雾凇,52154
6661,天气季节,毛毛雨,52209
6662,天气季节,闷雷,53174
6663,天气季节,大寒,53524
6664,天气季节,霜降,58525
6665,天气季节,初雪,60086
6666,天气季节,惊蛰,60476
6667,天气季节,大暑,60953
6668,天气季节,晚春,61473
6669,天气季节,暮秋,63332
6670,天气季节,干冷,64269
6671,天气季节,仲冬,65771
6672,天气季节,小满,67647
6673,天气季节,小寒,71347
6674,天气季节,小暑,73996
6675,天气季节,处暑,78151
6676,动物,马,304
6677,动物,象,317
6678,动物,龙,765
6679,动物,牛,871
6680,动物,鱼,894
6681,动物,贝,932
6682,动物,狗,1030
6683,动物,鸡,1109
6684,动物,鸟,1292
6685,动物,猪,1321
6686,动物,猫,1332
6687,动物,羊,1335
6688,动物,虎,1343
6689,动物,虫,1373
6690,动物,鼠,1604
6691,动物,狼,1687
6692,动物,熊,1753
6693,动物,蛇,1988
6694,动物,鸭,2124
6695,动物,鹰,2178
6696,动物,兔,2210
6697,动物,鹿,2223
6698,动物,猴,2225
