definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
134221,13422,1,"铺屋顶用的建筑材料,一般用泥土烧成,也有用水泥等材料制成的,形状有拱形的、平的或半个圆筒形的等。","tile; vaulted, flat or semi-cylindrical slab of hard material such as baked clay or cement, laid in rows to cover roofs",,,名词
135221,13522,1,"长度单位。10寸等于1尺,10尺等于1丈。1市尺合1/3米。",traditional Chinese unit of length; one chi comprises 10 cun and one zhang comprises 10 chi; one chi is one third of a metre,,,名词
135811,13581,1,水平方向的长条形承重构件。木结构屋架中专指顺着前后方向架在柱子上的长木。,"roof beam; long, thick piece of wood used as a horizontal support for a roof in the wood frame of a house;",,,名词
136211,13621,1,"长度单位,10尺等于1丈,10丈等于1引。","zhang, a unit of length, where 10 chi equals 1 zhang, and 10 zhang equals 1 yin",,,名词
136321,13632,1,"打眼儿用的工具,有手摇的、电动的、风动的多种。","drill; auger; implement for drilling a hole, including hand-operated, electrically operated or pneumatically operated",,,名词
136711,13671,1,"使轴与齿轮、皮带轮等连接并固定在一起的零件,一般是用钢制的长方块,装在被连接的两个机件上预先制成的键槽中。","key; a device, usu. a rectangular steel piece, inserted in prefabricated grooves to lock together mechanical parts, such as shafts and gears or belt pulleys",,,名词
136712,13671,2,插门的金属棍子。,bolt; metal bar that slides into a socket and is used to fasten doors and gates,,,名词
137011,13701,1,"重量单位。旧制1斤等于16两,市制1斤后改10两,合500克。","jin; unit of weight, where 1 jin was equal to 16 liang in the past and later changed to be equal to 10 liang; now 1 jin is equal to 500g.",,,量词
139911,13991,1,陷阱。,pitfall; trap,,,名词
141911,14191,1,比朱红稍浅的颜色。,vermilion; shade of colour slightly lighter than red,,,形容词
144621,14462,1,带嚼子的马笼头。,bridle,,,名词
145911,14591,1,"有机化合物的一类,可分为单糖、双糖和多糖三种,是人体内产生热能的主要物质,如葡萄糖、蔗糖、乳糖、淀粉等。","carbohydrate; a kind of organic compound, including monosome, disaccharide and polysaccharide, a major substance derived from glucose, cane sugar, lactose, starch, etc., to produce heat in the human body;",,,名词
145912,14591,2,"食糖的统称,包括白糖、红糖、冰糖等。","general term for sugar, including white sugar, brown sugar, rock candy, etc.",,,名词
149611,14961,1,镜子(古代用铜制成)。,mirror (made of bronze or brass in ancient times),,,名词
152123,15212,3,"西周朝廷上的乐歌,《诗经》中诗篇的一类。",ode; court hymns of the Western Zhou Dynasty; one of the genres of verse in The Book of Songs,,,名词
152611,15261,1,"躯干的一部分。人的腹在胸的下面,动物的腹在胸的后面。",belly; abdomen; part of the trunk. The human abdomen is below the chest and the stomach of an animal is behind its chest.,,,名词
153011,15301,1,"气温下降时,在接近地面的空气中,水蒸气凝结成的悬浮的微小水滴。","fog; large mass of water vapour condensed to fine particles, at or just above the earth's surface",,,名词
155812,15581,2,泉眼。,mouth of a spring,,,名词
156911,15691,1,辅助;教导。,teach; instruct,,,动词
158211,15821,1,"盛饮食的器具,口大底小,一般是圆形的。","bowl; hemispherical vessel with a wide opening and a small bottom, used for holding food",,,名词
158513,15851,3,"生物学中把同一门的生物按照彼此相似的特征和亲缘关系再分为若干群,每一群叫一纲,如苔藓植物门分为苔纲和藓纲,脊椎动物亚门分为鱼、鸟、哺乳等纲。纲以下为目。","(biol.) class; major category in biological taxonomy, e.g. the class of mammals",,,名词
160021,16002,1,恐吓;恫吓。,threaten; intimidate,,,动词
160914,16091,4,〈中医Chin. med.〉指稀痰。,thin phlegm,,,名词
161011,16101,1,"哺乳动物,面部略圆,躯干长,耳壳短小,眼大,瞳孔随光线强弱而缩小放大,四肢较短,掌部有肉质的垫,行动敏捷,善跳跃,能捕鼠,毛柔软,有黑、白、黄、灰褐等色。","cat (Felis catus); mammal with a round face, small ears, large eyes whose pupils enlarge or contract according to the intensity of light, short limbs, padded paws, and a long body with soft fur that may be black, white, yellow or greyish-brown in colour, agile, adept at leaping, and able to catch rats",,,名词
162611,16261,1,"多年生草本植物,生在浅水中,地下茎肥大而长,有节,叶子圆形,高出水面,花大,淡红色或白色,有香味。地下茎叫藕,种子叫莲子,都可以吃。","lotus (Nelumbo nucifera); perennial herbal plant growing in shallow water, having fleshy and knotted subterranean stems (roots), orbicular leaves above water, and pink or white fragrant flowers, both the stems and seeds being edible;",,,名词
163114,16311,4,祝人寿辰。,congratulate sb. on his or her birthday,,,动词
163611,16361,1,"昆虫,种类很多,有毒刺,能蜇人,常成群住在一起。","any hymenopterous insect of the superfamily Apoidea, with a poisonous sting, usu. living in groups",,,名词
165311,16531,1,"某些具有黏性的物质,用动物的皮、角等熬成或由植物分泌出来,也有人工合成的。通常用来黏合器物,如鳔胶、桃胶、万能胶,有的供食用或入药,如果胶、阿胶。","glue; gum; mucus; gelatin; adhesive substance obtained by boiling animal hide or horns, etc., also secreted by plants or made synthetically, e.g. isinglass, peach gum, all-purpose adhesive, usu. used to stick objects together, some being edible and used in medicine, e.g. pectin and donkey-hide gelatin",,,名词
166611,16661,1,舌头。,tongue,,,名词
170711,17071,1,脂肪少;肉少(跟‘胖’或‘肥’相对as opposed to‘fat’})。,thin; emaciated,,,形容词
172721,17272,1,"古代在农历十二月里合祭众神叫做腊,因此农历十二月叫腊月。","layue, the 12th lunar month,腊là being the ceremony held in this month at which people in ancient times offered sacrifices to the gods, hence the name of the month",,,名词
175013,17501,3,"周朝国名,在今山西、河北南部及陕西中部、河南西北部。","Jin, a state of the Zhou Dynasty, occupying parts of what are now Shanxi, southern Hebei, central Shaanxi and northwestern Henan",,,名词
175014,17501,4,"朝代,公元265—420,司马炎所建。","Jin Dynasty (265-420), founded by Sima Yan",,,名词
175015,17501,5,后晋。,Later Jin Dynasty,,,名词
175016,17501,6,山西的别称。,another name for Shanxi Province,,,名词
175017,17501,7,姓。,a surname,,,名词
175411,17541,1,"古代兵器,长约二三尺的细杆装上尖头,杆的末梢附有羽毛,搭在弓弩上发射。现代射箭运动用的箭一般用钢、铝合金、塑料等制成。","arrow; ancient weapon mounted on a slender shaft two- to three-chi-long, pointed at one end and feathered at the other, for shooting from a bow. Arrows used in modern archery are usu. made of steel, aluminium alloy, plastic, etc.",,,名词
176711,17671,1,"电解质电离时所生成的阴离子全部是氢氧根离子的化合物。能跟酸中和生成盐和水,水溶液有涩味,可使石蕊试纸变蓝。如氢氧化钠、氢氧化钾等。","alkali; chemical compound produced when all the negative ions derived from the ionization of an electrolyte are ions with hydroxide radicals, capable of being neutralized with acid to produce salt and water, its aqueous solution being puckery and able to turn the litmus paper blue, such as sodium hydroxide and potassium hydroxide",,,名词
176712,17671,2,"含有10个分子结晶水的碳酸钠,无色晶体,用作洗涤剂,也用来中和发面中的酸味。","soda; sodium carbonate with 10-molecule crystal water, a colourless crystal, used as detergent or to neutralize the acidity of fermented dough",,,名词
176911,17691,1,"安在门、箱子、抽屉等的开合处或铁链的环孔中,使人不能随便打开的金属器具,一般要用钥匙才能开。","lock; padlock; metal implement attached to a door, case, drawer, or links of a chain to prevent their being opened by unauthorized people, usu. unlocked with a key",,,名词
178111,17811,1,剪刀。,scissors; shears; clippers,,,名词
182011,18201,1,"便利人上下的用具或设备,常见的是梯子、楼梯。","ladder; steps; stairs; framework consisting of two parallel sidepieces connected by a series of rungs or crosspieces, enabling a person to climb up or down",,,名词
186021,18602,1,"人或动物体内,由肾脏产生,从尿道排泄出来的液体。",urine; liquid produced in the kidneys and discharged through the urethra in the bodies of humans or animals,,,名词
186911,18691,1,"鸟类的飞行器官,由前肢演化而成,上面生有羽毛。有的鸟翼退化,不能飞翔。","wing; each of the feathered appendages, evolved from forelimbs, by means of which a bird is able to fly. Some birds, with degenerated wings, cannot fly.",,,名词
186912,18691,2,"飞机或滑翔机等飞行工具两侧伸出像鸟翼的部分,有支撑机身、产生升力等作用。","wings of an aircraft (e.g. airplane, glider, etc.); airfoils that extend like a bird's wings, and function to support aircraft and generate forces for take-off, etc.",,,名词
186914,18691,4,二十八宿之一。,"yi, one of the 28 constellations into which the celestial sphere was divided in ancient Chinese astronomy",,,名词
187212,18721,2,母亲。,mom; mummy; mother,,,名词
188311,18831,1,鞭子。,whip; lash,,,名词
188411,18841,1,"昆虫的飞行器官,一般是两对,呈膜状,上面有翅脉,有的前翅变成角质或革质。通常又指鸟类等动物的飞行器官。","wing; one of the pair of thin, lateral extensions on the body of an insect which enable it to fly; the fore wings of some insects have turned into cutin; also the wings of birds;",,,名词
188412,18841,2,翅果向外伸出呈翅状的果皮。,outstretched wing-like peel of a samara,,,名词
189114,18911,4,"中国古代文体,盛行于汉魏六朝,是韵文和散文的综合体,通常用来写景叙事,也有以较短的篇幅抒情说理的。","fu; rhapsody; prose-poetry; descriptive prose interspersed with verse; literary genre prevalent in the Han, Wei and the Six Dynasties periods, blending verse and prose, oft. for narrative or scenery description; some shorter texts were lyrical or analytical",,,名词
190012,19001,2,"泛指生长在水中的绿色植物,也包括某些水生的高等植物,如金鱼藻、狸藻等。","aquatic plants, including certain higher aquatic plants such as hornwort and bladderwort",,,名词
190911,19091,1,木炭的通称。,general term for 木炭mùtàn,,,名词
195611,19561,1,"长度单位。10分等于1寸,10寸等于1尺。","cun, a unit of length (1/3 decimetre) that equals 10 fen and 1/10 chi",,,名词
197113,19711,3,某些会道门设立的拜神集会的组织。,organization set up by some secret societies to worship gods in a rally,,,名词
198511,19851,1,脖子。,neck,,,名词
200411,20041,1,"泛称某些矿物盐,如硝石、硭硝等。","(in a broad sense) mineral salts, e.g. nitre, mirabilite, etc.",,,名词
202313,20231,3,〈方dial.〉睡。,sleep; go to bed,,,动词
202411,20241,1,〈叹词interj.〉表示惊叹。,"[indicating admiration, wonder, etc.] alas",,,感叹词
202911,20291,1,亭子。,pavilion (in a park or beside a road for people to rest),,,名词
203911,20391,1,"把黏土等做成的坯放在窑里烧制而成的建筑材料,多为长方形或方形。","brick; handy-sized unit of building material, made from moist clay baked in a kiln, gen. in the shape of a rectangular or square block",,,名词
204611,20461,1,丝绵。,silk floss,,,名词
205111,20511,1,做酒剩下的渣子。,distillers' grains; grains; brewers' grains,,,名词
207211,20721,1,"大车轴头上穿着的小铁棍,可以管住轮子使不脱落。","linchpin; locking pin inserted in the end of a shaft, as in an axle, to prevent wheel from slipping off",,,名词
208311,20831,1,"用漆树皮里的黏汁或其他树脂制成的涂料。涂在器物上,可以防止腐坏,增加光泽。",lacquer; paint made from the sap of lacquer tree or other resin used to varnish wooden utensils to prevent corrosion,,,名词
209112,20911,2,田地分界的稍稍高起的小路;田埂。,raised path between fields,,,名词
211011,21101,1,古书上指萝卜一类的菜。,radish or red turnip (in ancient books),,,名词
211911,21191,1,"文娱项目的一类,一副棋包括若干颗棋子和一个棋盘,下棋的人按一定的规则摆上或移动棋子来比输赢,有象棋、围棋、军棋、跳棋等。象棋、围棋也是体育运动项目。","chess; game of strategic skill for two players, played on a chequered board, on which pieces are moved and capture opposing pieces according to prescribed rules; board game, such as Chinese chess, the game of go, kriegspiel, halma, etc., of which Chinese chess and the game of go are also sports events",,,名词
212413,21241,3,中国古代称南方的民族。,ancient name for ethnic peoples in the south,,,名词
214511,21451,1,在气温降到0℃以下时，接近地面空气中所含的水汽在地面物体上凝结成的白色冰晶。,frost; covering of minute ice crystals formed on an object's surface from the vapour in the air near the ground as the temperature drops below 0℃,,,名词
215911,21591,1,霉菌。,mould; mildew,,,名词
217511,21751,1,"北方人用土坯或砖砌成的睡觉用的长方台,上面铺席,下面有孔道,跟烟囱相通,可以烧火取暖。","kang; heatable bed; oblong platform built of adobe or brick and covered with a mat, with a fire raised underneath for heating purposes and with the smoke thus produced discharged from a narrow passage to a chimney, common to north China's rural families",,,名词
218711,21871,1,"植物体的一部分,由胚芽发展而成,下部和根连接,上部一般都生有叶、花和果实。茎能输送水、无机盐和养料到植物体的各部分去,并有贮存养料和支持枝、叶子、花、果实等生长的作用。常见的有直立茎、缠绕茎、攀援茎、匍匐茎等多种。","stem of a plant; stalk developing from a plumule, connected with the root at its base, usu. with leaves, flowers and fruits at the top. A stem transports water, inorganic salts and nutrients to every part of the plant, stores nutrients and supports branches, leaves, flowers and fruits. Common varieties include strict stems, twining stems, climbing stems, and stolons.",,,名词
220411,22041,1,青绿色的玉石。,green jade,,,名词
221012,22101,2,借指厨房。,kitchen,,,名词
225612,22561,2,呻吟;叹息。,groan; moan,,,动词
225813,22581,3,"周代祭祀时用的舞曲,配曲的歌词有些收在《诗经》里面。","sacrificial dance music of the Zhou Dynasty, some of the lyrics for which were collected in The Book of Songs",,,名词
227313,22731,3,框框。,set pattern,,,名词
227911,22791,1,用刀雕刻。,engrave; carve,,,动词
228411,22841,1,〈拟声词onom.〉形容许多人大笑声或喧哗声。,guffaws; roars of laughter or noise,,,拟声词
228622,22862,2,日光或月光通过云层中的冰晶时经折射而形成的光圈。,"halo; circular band of colour light around the sun or moon, caused by the refraction of light by ice particles suspended in the intervening atmosphere;",,,名词
229311,22931,1,偷东西的人。,thief; burglar,,,名词
230314,23031,4,(鸟)叫。,(of birds) warble; chirp,,,动词
230813,23081,3,"丈量地亩的器具,用木头制成,形状略像弓,两端的距离是5尺。","gong; wooden land-measuring divider, bow-shaped, the length between the two ends equal to five chi;",,,名词
230814,23081,4,"〈旧时old〉丈量地亩的计算单位,1弓等于5尺。","unit of length for measuring land, equal to five chi",,,名词
231222,23122,2,"体操器械,有单杠、双杠、高低杠等。","gymnastic apparatus, e.g. horizontal bar, parallel bars, uneven bars",,,名词
231411,23141,1,"动物、矿物或植物所产生的油质,具有可塑性,能燃烧,易熔化,不溶于水,如蜂蜡、白蜡、石蜡等。用做防水剂,也可做蜡烛。","wax, including beeswax, white wax and paraffin wax; substance secreted by some animals or plants or obtained from certain minerals that is plastic, inflammable, meltable, and not dissolvable in water, used for the making of waterproof materials and candles",,,名词
233212,23321,2,父亲。,father,,,名词
235011,23501,1,泛滥。,overflow; flood,,,动词
235714,23571,4,〈方dial.〉农作物种子没有发芽出土或农作物子粒不饱满。,(of seeds) fail to sprout; (of farm crop) fail to bear full-grown grain,,,形容词
238612,23861,2,"河工险要处巩固堤防的建筑物,如丁坝。","dyke; embankment; reinforcing of a river dyke, e.g. spur dyke",,,名词
238613,23861,3,〈方dial.〉沙滩;沙洲。,sandbar,,,名词
239911,23991,1,天干的第三位。,3rd of the 10 Heavenly stems,,,名词
242511,24251,1,"古代兵器,柄的上头有一个金属圆球。","mace; ancient weapon consisting of a handle and a round, metal head",,,名词
243812,24381,2,车上可以载人载物的部分。,part of a carriage for passengers or goods,,,名词
246211,24621,1,挫折。,setback; frustrate,,,动词
246611,24661,1,光明。,bright; sunny,,,形容词
247411,24741,1,"煮东西用的器物,三足两耳。","tripod cauldron for cooking, with three legs and two ears",,,名词
247611,24761,1,八卦之一，代表天。,"qian, one of the Eight Trigrams in the form of ‘’, representing heaven;",,,名词
250212,25021,2,放逐;驱逐。,exile; expel,,,动词
251414,25141,4,枪毙。,shoot; execute by shooting,,,动词
252611,25261,1,圆周上任意两点间的部分。,arc; curved line (as out of a circle or ellipse),,,名词
255511,25551,1,斋戒。,"fast; abstain from certain foods, esp. as a religious discipline",,,动词
258011,25801,1,"多年生草本植物,叶子圆筒形,中间空,鳞茎圆柱形,开小白花,种子黑色。是普通蔬菜或调味品。","shallot (Allium ascalonicum); Chinese green onion; fistulous onion; perennial herbal plant with hollow tubular leaves, an edible rounded bulb, small white flowers and black seeds, is a common vegetable and seasoning",,,名词
259212,25921,2,指粗的丝绵。,coarse silk floss,,,名词
259215,25921,5,絮叨。,long-winded; garrulous,,,形容词
259411,25941,1,"管乐器,用竹子制成,上面有一排供吹气、蒙笛膜和调节发音的孔,横着吹奏。","bamboo flute; flute; wind instrument made of bamboo, with a row of holes, bamboo membrane and a sound-adjusting hole, played by being held horizontally;",,,名词
260014,26001,4,"烹调方法,将肉、鱼、虾等剁碎做成的馅填或塞入掏空的柿子椒、冬瓜等,然后用油煎或蒸。","(cooking method) fill hollowed bell peppers, wax gourds, etc., with minced meat, fish, shrimp, etc. and fry or steam them",,,动词
261613,26161,3,草。,grass; straw,,,名词
261911,26191,1,士大夫束在腰间的大带子。,girdle (worn by ancient officials and literary men),,,名词
262911,26291,1,月光不明。,(of moonlight) dim,,,形容词
263611,26361,1,棕榈。,palm,,,名词
264911,26491,1,盐卤。,bittern,,,名词
264912,26491,2,卤素。,halogen,,,名词
265611,26561,1,高峻;高出。,towering; high and steep,,,形容词
267011,26701,1,指郊外的地方。,suburb; outskirts,,,名词
267211,26721,1,旗子一类的东西。,pennant; streamer,,,名词
267313,26731,3,窑洞。,cave dwelling,,,名词
267711,26771,1,八卦之一，代表地。,symbol for earth in the Eight Trigrams,,,名词
268611,26861,1,铜、铁等金属表面在潮湿空气中氧化形成的物质。,"rust; matter formed by oxidation on the surface of copper, iron or other metals during exposure to air and moisture",,,名词
270511,27051,1,"鱼类、爬行动物和少数哺乳动物身体表面具有保护作用的薄片状组织,由角质、骨质等构成。","scale; thin, flat plates forming a protective surface on fish, reptiles and a few mammals, composed of cutin, sclerotin, etc.",,,名词
271211,27121,1,乐器里用铜或其他质料制成的发声薄片。,reed (in a musical instrument) made of copper or other materials,,,名词
272011,27201,1,垫在下面的东西。,mat; mattress,,,名词
272511,27251,1,一种像玉的石头。,jade-like stone,,,名词
272911,27291,1,光洁像玉的石头。,stone as bright and smooth as jade; jade-like stone,,,名词
274311,27431,1,锥子。,awl,,,名词
280811,28081,1,俘虏（动词）,capture,,,动词
280812,28081,2,俘虏（名词）,captive,,,名词
280813,28081,3,指奴隶。,slave,,,名词
281811,28181,1,像明矾或不熟的柿子那样使舌头感到麻木干燥的味道。,"puckery; astringent; taste numbing to the tongue, as of alum or raw persimmon",,,形容词
287111,28711,1,用旧的金银首饰、器皿向银楼换取新的。,"exchange (old jewellery, gold or silverware for new); convert",,,动词
287611,28761,1,酋长。,chief of a tribe,,,名词
288011,28801,1,上圆下方的小门。,arched door,,,名词
299211,29921,1,酸枣树。,sour jujube; thorn bush,,,名词
299511,29951,1,天干的第七位。,7th of the 10 Heavenly Stems (天干),,,名词
300011,30001,1,(火)旺。,(of fire) ablaze,,,形容词
300611,30061,1,草初生纤细柔软的样子。,"(of newly-grown grass) downy; short, soft and fine",,,形容词
301412,30141,2,制陶器所用的转轮。,potter's wheel; throwing wheel,,,名词
302311,30231,1,弓或剑的套子。,(of a sword) sheath; (of a bow) case,,,名词
307611,30761,1,告诉;告诫。,instruct; admonish; warn; exhort,,,动词
310311,31031,1,对妇女的美称。,complimentary term for women,,,名词
312611,31261,1,打更等用的梆子。,clapper for sounding the watch,,,名词
314111,31411,1,"中国古代民族,原住在以今青海为中心,南至四川,北接新疆的一带地区,东汉时移居今甘肃一带,东晋时建立后秦政权(公元384—417)。","Qiang, an ancient ethnic people in China that originally inhabited a region centring on present-day Qinghai Province, extending to Sichuan Province to the south, and the Xinjiang Uygur Autonomous Region to the north, then moving to the region around present-day Gansu Province during the Eastern Han Dynasty, and establishing the Later Qin regime during the Eastern Jin Dynasty (384-417)",,,名词
314221,31422,1,"英美制重量单位。1磅等于16盎司,合453.59克。","pound; unit of weight of the British and US system, equal to 16 ounces or 453.59 grammes",,,名词
315011,31501,1,儿子。,son,,,名词
317811,31781,1,盔子。,helmet,,,名词
319721,31972,1,聚合;聚拢。,gather; bring together,,,动词
320911,32091,1,水深而广。,(of water) deep and broad,,,形容词
328711,32871,1,古代称酥油为酥。,ancient name for 酥油 sūyóu,,,名词
328911,32891,1,土山。,earth mound,,,名词
330011,33001,1,"橘子树,常绿乔木,树枝细,通常有刺,叶子长卵圆形,果实球形稍扁,果皮红黄色,果肉多汁,味道甜。果皮、种子、树叶等中医都入药。","tangerine (Citrus reticulata); evergreen tree with thin, thorned branches, oval leaves, ball-shaped, slightly flat fruit with reddish-orange peel. The meat of the fruit is juicy and sweet, and its peel, seeds and leaves can be used in traditional Chinese medicine.",,,名词
331511,33151,1,财物。,property; wealth;,,,名词
332711,33271,1,谷子的优良品种的统称。,general term for fine strain of millet,,,名词
333621,33362,1,青丝带子。,black silk ribbon,,,名词
334311,33431,1,"吸入和排出流体的机械,能把流体抽出或压入容器,也能把液体提送到高处。平常按用途不同分为气泵、水泵、油泵。","pump; machine for forcing liquids into or out of sth. or sending it upwards, usu. classified into gas, water, and petrol pumps according to usage;",,,名词
336111,33611,1,锭子。,spindle,,,名词
337211,33721,1,写字用的小而薄的木片。,thin piece of wood used for writing on,,,名词
340811,34081,1,殉葬。,be buried alive with the dead,,,动词
344911,34491,1,〈拟声词onom.〉形容风吹叶子等的声音。,rustle; quick succession of weak sounds like leaves rustling in the wind,,,拟声词
346712,34671,2,栈道。,plank road built along the face of a cliff with wooden brackets fixed into the cliff,,,名词
351811,35181,1,"农历每月初一,月球运行到太阳和地球之间,跟太阳同时出没,地球上看不到月光,这种月相叫朔,这时的月亮叫新月。","new moon; on the 1st day of every lunar month, the moon moves between the sun and the earth, and appears and disappears together with the sun, while the moon's light cannot be seen from the earth",,,名词
352411,35241,1,用酒食等款待。,entertain with food and drink,,,动词
352911,35291,1,谍报活动。,espionage; spying,,,名词
355111,35511,1,"多年生草本植物,块茎椭圆形或卵形,叶子略呈卵形,有长柄,花穗轴在苞内,雄花黄色,雌花绿色。块茎含淀粉很多,供食用。","taro (Colocasia esculenta); dasheen; perennial herb, having oval or ovate tubers, ovate leaves, long stems, spike-stalks inside its buds, yellow male flowers and green female flowers, its edible tubers rich in starch",,,名词
355112,35511,2,这种植物的块茎。,tuber crops of this plant,,,名词
355811,35581,1,〈中医Chin. med.〉指人或动物的急性传染病。,acute contagious diseases,,,名词
361111,36111,1,丰盛;丰厚。,sumptuous; rich,,,形容词
363511,36351,1,"舂米的器具,用石头或木头制成,中部凹下。",mortar; stone or wooden vessel in which rice is pounded with a pestle,,,名词
365511,36551,1,美玉。,fine jade,,,名词
366421,36642,1,怜悯;怜惜。,pity; sympathize with,,,动词
367311,36731,1,熔化金属堵塞(物体的空隙)。,plug (cavities of an object) with molten metal; run metal into cracks,,,动词
368511,36851,1,蛀虫。,"moth or any other insect that eats books, clothes, wood, etc.",,,名词
369421,36942,1,栏杆。,banisters; balustrade,,,名词
373911,37391,1,"梓树,落叶乔木,叶子对生,稍有掌状浅裂,圆锥花序,花黄白色。木材可以做器具。","catalpa (Catalpa ovata); deciduous tree, having opposite leaves with small palm-shaped lobes, panicles, and yellow and white flowers, its wood used to make utensils",,,名词
374211,37421,1,(身体)瘦弱。,lean; thin and weak,,,形容词
374511,37451,1,忏悔。,repent; be penitent,,,动词
376121,37612,1,碎土、平地的农具。它的用处是把耕过的地里的大土块弄碎弄平。有钉齿耙和圆盘耙等。,"harrow, a farm implement set with spikes, or disks, used primarily for breaking up clods and levelling ploughed land",,,名词
376211,37621,1,和顺;协调。,affable; agreeable; genial,,,形容词
382311,38231,1,赡养。,support; provide for,,,动词
384711,38471,1,和;及;与。,and,,,连词
389912,38991,2,因为迎风而呼吸困难。,breathe with difficulty against the wind,,,动词
392711,39271,1,美玉。,beautiful jade; fine jade; gem,,,名词
392811,39281,1,痞块。,lump in the abdomen,,,名词
393411,39341,1,天花。,smallpox,,,名词
393811,39381,1,"古人取食的器具,后代的羹匙由它演变而来。",a type of ancient spoon (that later developed into the current style of spoon),,,名词
395211,39521,1,镊子。,tweezers,,,名词
401211,40121,1,"帝王诸侯举行礼仪时所用的玉器,上尖下方。","gui scepter; jade scepter; jade tablet with pointed top and square base, held by ancient emperors, dukes and princes on ceremonial occasions",,,名词
407411,40741,1,梳子、篦子等梳头发的用具。,things used for combing hair; comb,,,名词
414411,41441,1,烦闷。,depressed,,,形容词
422211,42221,1,秤砣。,movable or sliding weight of a balance or steelyard,,,名词
422212,42221,2,碾砣。,stone roller,,,名词
424111,42411,1,"数目中的‘1’叫‘幺’(只能单用,不能组成合成数词,也不能带量词,旧时指色子和骨牌中的一点,现在说数字时也用来代表‘1’)。","one (used alone, cannot be combined with other numerals, nor be followed by a classifier); (old-time) ‘one dot’ on a dice or domino; (now) one (used in place of ‘1’)",,,名词
424211,42421,1,糕点。,pastry,,,名词
426811,42681,1,瞳人不正。,squint,,,形容词
428911,42891,1,萱草。,daylily,,,名词
429011,42901,1,古代的一种箫。,"lai, traditional Chinese musical pipe",,,名词
433111,43311,1,蜂、蝎子等用毒刺刺人或动物。,"(of bees, scorpions, etc.) sting; prick with a sting",,,动词
433521,43352,1,(用字、用词)贴切;妥帖。,(of wording) apt; fitting; appropriate; proper,,,形容词
434921,43492,1,山路不平。,(of mountain roads) bumpy,,,形容词
437811,43781,1,古代写字用的木简。,wooden tablets or slips for writing (in ancient times),,,名词
438311,43831,1,切得很细的鱼或肉。,ground fish or meat; fish or meat chopped into small pieces; minced fish or meat,,,名词
438611,43861,1,古书上说的一种苦菜。,one kind of bitter edible plant as described in ancient books,,,名词
441711,44171,1,铡刀。,(hand) hay cutter; fodder chopper,,,名词
442521,44252,1,茜草。,madder,,,名词
442711,44271,1,"手工工具,条形,多刃,主要用来对金属、木料、皮革等表层做微量加工。按横截面的不同分为扁锉、圆锉、方锉、三角锉等。","file; grater; linear, multiple-edged hand tool mainly used to lightly polish the surface of metal, wood and leather, classified into flat, round, square and triangular files based on their different cross-sections;",,,名词
448811,44881,1,古代一种旗杆顶上用彩色羽毛做装饰的旗子。,feather-decked banner hoisted on a mast in ancient times,,,名词
449111,44911,1,"鸟类的一属,头小,颈长,背部平,尾巴短,不善于飞,能涉水。大鸨就属于这一属。","bustard; any bird of the family Otididae featuring small head, long neck, flat back, and short tail, not good at flying but capable of wading across waters. Great bustard belongs to this family.",,,名词
454811,45481,1,"称一种粮食作物,有的书说是黍一类的作物,有的书说是谷子(粟)。",millet; grain crop in ancient times; some books say it is broomcorn millet and some books say it is millet,,,名词
455311,45531,1,狗尾草。,green bristlegrass,,,名词
455711,45571,1,"去掉稻壳的工具,形状略像磨,多用木料制成。","rice huller; wooden tool for hulling rice, resembling a millstone",,,名词
460311,46031,1,下巴。,chin,,,名词
472012,47201,2,烧(香)。,burn (joss sticks),,,动词
472611,47261,1,稗子。,barnyard grass,,,名词
473311,47331,1,不干净;脏。,dirty; filthy,,,形容词
477011,47701,1,砭石。,stone acupuncture needle,,,名词
479111,47911,1,表示悲痛或叹息。,[expressing grief or regret] alas,,,感叹词
480511,48051,1,磨刀石。,whetstone,,,名词
483111,48311,1,围棋。,"weiqi, a game played with black and white pieces on a board of 361 crosses; go",,,名词
484111,48411,1,‘二’的大写。,upper case of the Chinese character for the numeral two,,,名词
484311,48431,1,衣襟。,front of a garment,,,名词
487111,48711,1,砷的旧称。,old name for 砷 shēn,,,名词
487821,48782,1,形容马快跑。,(of horses) galloping; running fast,,,形容词
488111,48811,1,男子戴的帽子。,man's cap,,,名词
488711,48871,1,沾湿;沾润。,wet; moisten,,,动词
489811,48981,1,图章。,seal; chop,,,名词
497611,49761,1,告诉(用于上对下)。,admonish (subordinates); issue,,,动词
497612,49761,2,一种告诫性的文章。,written admonition,,,名词
504511,50451,1,"君主时代帝王、贵族、大臣等死后,依其生前事迹所给予的称号。例如齐宣王的‘宣’,楚庄王的‘庄’;诸葛亮谥‘忠武’,岳飞谥‘武穆’。","posthumous title (formerly bestowed on a ruler, a nobleman, or an eminent official) as apposite to the life and moral qualities of the deceased, such as xuan for Duke Xuan of Qi, zhuang for Duke Zhuang of Chu, zhongwu (loyal and valiant) for Zhuge Liang, and wumu (valiant and solemn) for Yue Fei",,,名词
504611,50461,1,玉名。,a kind of jade,,,名词
506111,50611,1,〈方dial.〉锅。,pot; pan; boiler,,,名词
508011,50801,1,怄气。,sulk; have the sulks,,,动词
510111,51011,1,抛掷。,throw; fling,,,动词
510911,51091,1,生长着很多草的湖。,lake overgrown with grass,,,名词
